Entity,Code,Year,Female-to-male ratio at birth,Female-to-male ratio at age 15,Female-to-male ratio at age 45
Sweden,SWE,1970,1.068946361541748,1.063586950302124,1.051808714866638
Sweden,SWE,1980,1.083402037620544,1.080130338668823,1.068037152290344
Sweden,SWE,1990,1.074722647666931,1.072421550750732,1.062443256378174
Sweden,SWE,2000,1.059963822364807,1.05860435962677,1.050506353378296
Sweden,SWE,2010,1.049673080444336,1.049480080604553,1.042795300483704
United Kingdom,GBR,1841,1.050233960151672,1.012332916259766,1.018782138824463
United Kingdom,GBR,1851,1.048514842987061,1.012101650238037,1.018163204193115
United Kingdom,GBR,1861,1.056351780891419,1.019707798957825,1.022757291793823
United Kingdom,GBR,1871,1.077735900878906,1.039040565490723,1.026006817817688
United Kingdom,GBR,1881,1.069824934005737,1.035792708396912,1.030419945716858
United Kingdom,GBR,1891,1.08207893371582,1.041501641273499,1.031383275985718
United Kingdom,GBR,1901,1.08351457118988,1.046332597732544,1.033555030822754
United Kingdom,GBR,1911,1.079095959663391,1.046581387519836,1.034998536109924
United Kingdom,GBR,1921,1.070209741592407,1.044413924217224,1.03617537021637
United Kingdom,GBR,1931,1.071416258811951,1.045626759529114,1.03895914554596
United Kingdom,GBR,1941,1.104912996292114,1.082923889160156,1.05185604095459
United Kingdom,GBR,1951,1.077681660652161,1.066444158554077,1.060281753540039
United Kingdom,GBR,1961,1.086151123046875,1.078149437904358,1.069046974182129
United Kingdom,GBR,1971,1.090712070465088,1.08356773853302,1.074996590614319
United Kingdom,GBR,1981,1.084271192550659,1.079656958580017,1.071341395378113
United Kingdom,GBR,1991,1.07505464553833,1.072295665740967,1.062301635742188
United Kingdom,GBR,2001,1.061224460601807,1.05982232093811,1.050660490989685
United Kingdom,GBR,2011,1.04921555519104,1.047636985778809,1.040876984596252
United States,USA,1790,1.002267599105835,0.9833333492279053,1.00434148311615
United States,USA,1800,1.007246375083923,0.9812925457954407,1.005839467048645
United States,USA,1810,1.010050296783447,0.9810671806335449,1.005865097045898
United States,USA,1820,1.009999990463257,0.9810996055603027,1.005865097045898
United States,USA,1830,1.007407426834106,0.982876718044281,1.005856513977051
United States,USA,1840,1.012886643409729,0.98093581199646,1.005882382392883
United States,USA,1850,1.00815212726593,0.9806338548660278,1.005917191505432
United States,USA,1860,1.156695127487183,1.139165043830872,1.008836507797241
United States,USA,1870,0.9977273344993591,0.9865996837615967,1.004360437393189
United States,USA,1880,1.019108295440674,0.9983633756637573,1.007204651832581
United States,USA,1890,1.034343481063843,1.008038640022278,1.012894034385681
United States,USA,1900,1.05494499206543,1.019275069236755,1.015654444694519
United States,USA,1901,1.062460899353027,1.027241230010986,1.018599271774292
United States,USA,1902,1.062423586845398,1.029707789421082,1.022615909576416
United States,USA,1903,1.059349536895752,1.028748750686646,1.02070963382721
United States,USA,1904,1.062811851501465,1.030272960662842,1.02322518825531
United States,USA,1905,1.064641952514648,1.029638171195984,1.021353840827942
United States,USA,1906,1.076444983482361,1.041269302368164,1.02466630935669
United States,USA,1907,1.081383347511292,1.048070549964905,1.02648913860321
United States,USA,1908,1.067104697227478,1.036008358001709,1.023373246192932
United States,USA,1909,1.065336465835571,1.03507924079895,1.023898720741272
United States,USA,1910,1.069888234138489,1.038691878318787,1.024753928184509
United States,USA,1911,1.062741279602051,1.035754561424255,1.023819804191589
United States,USA,1912,1.067443609237671,1.039332151412964,1.026281595230103
United States,USA,1913,1.072119116783142,1.04247784614563,1.026839852333069
United States,USA,1914,1.065443634986877,1.037871479988098,1.025035977363586
United States,USA,1915,1.061297059059143,1.033492803573608,1.022625684738159
United States,USA,1916,1.067913055419922,1.037854313850403,1.025057911872864
United States,USA,1917,1.071483373641968,1.04183566570282,1.026995658874512
United States,USA,1918,1.082487940788269,1.056865215301514,1.024931192398071
United States,USA,1919,1.041705131530762,1.016526341438294,1.014859914779663
United States,USA,1920,1.03228771686554,1.006614089012146,1.011647701263428
United States,USA,1921,1.035109162330627,1.012081384658814,1.012802481651306
United States,USA,1922,1.040512084960938,1.017329454421997,1.016910552978516
United States,USA,1923,1.04296875,1.020888566970825,1.018142819404602
United States,USA,1924,1.048293948173523,1.024957418441773,1.021934151649475
United States,USA,1925,1.047178030014038,1.025174856185913,1.022552132606506
United States,USA,1926,1.048789143562317,1.026270508766174,1.022681593894959
United States,USA,1927,1.050397038459778,1.028942823410034,1.025231599807739
United States,USA,1928,1.053539991378784,1.031063675880432,1.025884389877319
United States,USA,1929,1.055623769760132,1.034185409545898,1.02731454372406
United States,USA,1930,1.057798504829407,1.037238121032715,1.029008269309998
United States,USA,1931,1.058903932571411,1.039239883422852,1.030216693878174
United States,USA,1932,1.052994608879089,1.035413146018982,1.028616189956665
United States,USA,1933,1.057905316352844,1.040067315101624,1.031716704368591
United States,USA,1934,1.065080761909485,1.045035362243652,1.034699440002441
United States,USA,1935,1.065634489059448,1.04617977142334,1.035215258598328
United States,USA,1936,1.069787263870239,1.050061941146851,1.037792801856995
United States,USA,1937,1.071091651916504,1.052347898483276,1.039656400680542
United States,USA,1938,1.064627528190613,1.047007322311401,1.037005543708801
United States,USA,1939,1.064615964889526,1.047784090042114,1.037446856498718
United States,USA,1940,1.070161104202271,1.053393721580505,1.042063355445862
United States,USA,1941,1.073667168617249,1.057949304580689,1.0445796251297
United States,USA,1942,1.076382160186768,1.06146252155304,1.046436071395874
United States,USA,1943,1.077911615371704,1.062876105308533,1.045190572738648
United States,USA,1944,1.082003831863403,1.067654490470886,1.046324968338013
United States,USA,1945,1.088595628738403,1.074401259422302,1.048903822898865
United States,USA,1946,1.077198386192322,1.063714027404785,1.048817992210388
United States,USA,1947,1.079138875007629,1.066715717315674,1.05236554145813
United States,USA,1948,1.082048177719116,1.069845914840698,1.054792642593384
United States,USA,1949,1.082745909690857,1.070646643638611,1.055897116661072
United States,USA,1950,1.083803176879883,1.07268750667572,1.057657480239868
United States,USA,1951,1.086810827255249,1.075757622718811,1.058880925178528
United States,USA,1952,1.088780879974365,1.0781090259552,1.060601830482483
United States,USA,1953,1.090936660766602,1.08031952381134,1.061977744102478
United States,USA,1954,1.090050935745239,1.079867601394653,1.06253457069397
United States,USA,1955,1.09127688407898,1.081388711929321,1.063711881637573
United States,USA,1956,1.093061566352844,1.083153247833252,1.065133094787598
United States,USA,1957,1.094177842140198,1.084610939025879,1.066879868507385
United States,USA,1958,1.094237685203552,1.084787368774414,1.067184925079346
United States,USA,1959,1.096407055854797,1.086499691009522,1.069013357162476
United States,USA,1960,1.09870982170105,1.088574767112732,1.07125985622406
United States,USA,1961,1.097808241844177,1.088323950767517,1.071132063865662
United States,USA,1962,1.098819017410278,1.089285731315613,1.072280764579773
United States,USA,1963,1.101740717887878,1.092236518859863,1.074739098548889
United States,USA,1964,1.10323166847229,1.094042897224426,1.07531201839447
United States,USA,1965,1.105554699897766,1.096317648887634,1.077478408813477
United States,USA,1966,1.108112096786499,1.099015593528748,1.079104661941528
United States,USA,1967,1.109634160995483,1.100823283195496,1.079855799674988
United States,USA,1968,1.114096999168396,1.105156183242798,1.082939028739929
United States,USA,1969,1.115281105041504,1.107039332389832,1.083737730979919
United States,USA,1970,1.114817500114441,1.106890082359314,1.084128975868225
United States,USA,1971,1.113649845123291,1.106226563453674,1.083563566207886
United States,USA,1972,1.115692734718323,1.108131527900696,1.085568189620972
United States,USA,1973,1.115759968757629,1.108298659324646,1.085068225860596
United States,USA,1974,1.113519906997681,1.106765627861023,1.084452986717224
United States,USA,1975,1.113616585731506,1.107452034950256,1.085152864456177
United States,USA,1976,1.1113201379776,1.105486392974854,1.084445595741272
United States,USA,1977,1.111815571784973,1.105960249900818,1.084543347358704
United States,USA,1978,1.110392451286316,1.104922652244568,1.083468794822693
United States,USA,1979,1.110777616500855,1.105572700500488,1.083355784416199
United States,USA,1980,1.108378529548645,1.103433847427368,1.081150412559509
United States,USA,1981,1.106295228004456,1.101659417152405,1.08046281337738
United States,USA,1982,1.104051828384399,1.09968113899231,1.079603314399719
United States,USA,1983,1.101522922515869,1.097256779670715,1.078315734863281
United States,USA,1984,1.100168704986572,1.09627890586853,1.07709813117981
United States,USA,1985,1.100759983062744,1.096443891525269,1.076552510261536
United States,USA,1986,1.100956082344055,1.096680521965027,1.074746370315552
United States,USA,1987,1.098413467407227,1.094211935997009,1.07280969619751
United States,USA,1988,1.099158525466919,1.095389246940613,1.072816848754883
United States,USA,1989,1.098337769508362,1.094746947288513,1.071854710578919
United States,USA,1990,1.098566055297852,1.094787359237671,1.071258544921875
United States,USA,1991,1.09747302532196,1.093895435333252,1.070166230201721
United States,USA,1992,1.096015572547913,1.092670917510986,1.069332957267761
United States,USA,1993,1.094855070114136,1.091667771339417,1.067720651626587
United States,USA,1994,1.093486428260803,1.090511918067932,1.06651771068573
United States,USA,1995,1.090758681297302,1.088022828102112,1.064986228942871
United States,USA,1996,1.08537745475769,1.082893013954163,1.063130259513855
United States,USA,1997,1.080473780632019,1.078082919120789,1.06097400188446
United States,USA,1998,1.077330112457275,1.074993252754211,1.059153079986572
United States,USA,1999,1.074505567550659,1.072213292121887,1.057023763656616
United States,USA,2000,1.072412848472595,1.070025324821472,1.054935097694397
United States,USA,2001,1.071621179580689,1.069398045539856,1.053784370422363
United States,USA,2002,1.071284174919128,1.068924188613892,1.053203940391541
United States,USA,2003,1.070170760154724,1.067695140838623,1.052312135696411
United States,USA,2004,1.068688988685608,1.066657900810242,1.051542401313782
United States,USA,2005,1.068831920623779,1.066666722297669,1.050873517990112
United States,USA,2006,1.068166732788086,1.066165804862976,1.050166368484497
United States,USA,2007,1.06725025177002,1.065265893936157,1.049763917922974
United States,USA,2008,1.065678000450134,1.063729405403137,1.04885196685791
United States,USA,2009,1.064690351486206,1.062907934188843,1.049046993255615
United States,USA,2010,1.063600540161133,1.061718821525574,1.048338055610657
United States,USA,2011,1.062614798545837,1.060882091522217,1.047395825386047
United States,USA,2012,1.062262415885925,1.060672998428345,1.047347784042358
United States,USA,2013,1.062393546104431,1.060672998428345,1.047474384307861
United States,USA,2014,1.062622785568237,1.061046838760376,1.047697424888611
