Entity,Code,Year,"Health expenditure, public (% of government expenditure) (% of government expenditure)"
Malawi,MWI,2011,20.68988973
Malawi,MWI,2012,22.09774352
Malawi,MWI,2013,16.76806522
Malawi,MWI,2014,16.76806522
Malaysia,MYS,1995,5.22959989
Malaysia,MYS,1996,5.28535279
Malaysia,MYS,1997,4.70060246
Malaysia,MYS,1998,4.73868508
Malaysia,MYS,1999,4.94531861
Malaysia,MYS,2000,5.25377772
Malaysia,MYS,2001,5.36972224
Malaysia,MYS,2002,5.20289996
Malaysia,MYS,2003,5.92483333
Malaysia,MYS,2004,6.36517224
Malaysia,MYS,2005,5.32250219
Malaysia,MYS,2006,5.87803481
Malaysia,MYS,2007,5.64192878
Malaysia,MYS,2008,5.1527295
Malaysia,MYS,2009,5.8901179
Malaysia,MYS,2010,6.74730448
Malaysia,MYS,2011,6.35886503
Malaysia,MYS,2012,5.70728098
Malaysia,MYS,2013,5.87616872
Malaysia,MYS,2014,6.44961324
Maldives,MDV,1995,10.03500583
Maldives,MDV,1996,11.30846655
Maldives,MDV,1997,10.97308489
Maldives,MDV,1998,13.99147727
Maldives,MDV,1999,13.22360498
Maldives,MDV,2000,13.75
Maldives,MDV,2001,13.82941989
Maldives,MDV,2002,13.28329607
Maldives,MDV,2003,14.31895573
Maldives,MDV,2004,15.87546567
Maldives,MDV,2005,17.79616725
Maldives,MDV,2006,14.09006698
Maldives,MDV,2007,12.27651104
Maldives,MDV,2008,18.49067961
Maldives,MDV,2009,16.82672223
Maldives,MDV,2010,14.38215107
Maldives,MDV,2011,16.61554951
Maldives,MDV,2012,19.25503431
Maldives,MDV,2013,22.87089278
Maldives,MDV,2014,26.59159495
Mali,MLI,1995,12.05552931
Mali,MLI,1996,13.56660965
Mali,MLI,1997,11.37641915
Mali,MLI,1998,9.60201817
Mali,MLI,1999,7.88502994
Mali,MLI,2000,8.88998762
Mali,MLI,2001,11.93015396
Mali,MLI,2002,10.09534884
Mali,MLI,2003,10.69900476
Mali,MLI,2004,13.00415468
Mali,MLI,2005,12.33765759
Mali,MLI,2006,12.98408229
Mali,MLI,2007,13.74137203
Mali,MLI,2008,14.81370134
Mali,MLI,2009,12.14200869
Mali,MLI,2010,12.22612866
Mali,MLI,2011,12.17793361
Mali,MLI,2012,12.41679295
Mali,MLI,2013,4.74362147
Mali,MLI,2014,5.64283619
Malta,MLT,1995,9.75803025
Malta,MLT,1996,9.87569642
Malta,MLT,1997,10.51453237
Malta,MLT,1998,10.7002672
Malta,MLT,1999,10.50907983
Malta,MLT,2000,11.79440488
Malta,MLT,2001,11.58794422
Malta,MLT,2002,13.11315705
Malta,MLT,2003,12.26238571
Malta,MLT,2004,13.38045429
Malta,MLT,2005,14.19370511
Malta,MLT,2006,14.28397948
Malta,MLT,2007,13.30915837
Malta,MLT,2008,12.11137513
Malta,MLT,2009,12.54001033
Malta,MLT,2010,12.70990619
Malta,MLT,2011,15.77902276
Malta,MLT,2012,15.63718885
Malta,MLT,2013,15.63718885
Malta,MLT,2014,15.63718885
Marshall Islands,MHL,1995,19.40564496
Marshall Islands,MHL,1996,19.40564496
Marshall Islands,MHL,1997,19.40441772
Marshall Islands,MHL,1998,19.3940291
Marshall Islands,MHL,1999,19.42194815
Marshall Islands,MHL,2000,21.14542673
Marshall Islands,MHL,2001,18.85996531
Marshall Islands,MHL,2002,17.33077757
Marshall Islands,MHL,2003,18.2306422
Marshall Islands,MHL,2004,18.13680561
Marshall Islands,MHL,2005,18.93271028
Marshall Islands,MHL,2006,25.06122449
Marshall Islands,MHL,2007,23.98909091
Marshall Islands,MHL,2008,24.48252427
Marshall Islands,MHL,2009,23.20380952
Marshall Islands,MHL,2010,22.70480769
Marshall Islands,MHL,2011,22.86111111
Marshall Islands,MHL,2012,24.36952381
Marshall Islands,MHL,2013,24.00867691
Marshall Islands,MHL,2014,23.76062488
Mauritania,MRT,1995,9.20309042
Mauritania,MRT,1996,5.40654273
Mauritania,MRT,1997,6.50010851
Mauritania,MRT,1998,9.80712545
Mauritania,MRT,1999,13.58491872
Mauritania,MRT,2000,10.79534536
Mauritania,MRT,2001,6.20342087
Mauritania,MRT,2002,8.7603756
Mauritania,MRT,2003,5.61375386
Mauritania,MRT,2004,8.00447355
Mauritania,MRT,2005,7.09420499
Mauritania,MRT,2006,5.91202335
Mauritania,MRT,2007,6.48940833
Mauritania,MRT,2008,5.29287272
Mauritania,MRT,2009,7.5854886
Mauritania,MRT,2010,6.76698594
Mauritania,MRT,2011,5.68634196
Mauritania,MRT,2012,4.58019427
Mauritania,MRT,2013,6.01028983
Mauritania,MRT,2014,6.01028983
Mauritius,MUS,1995,8.98685391
Mauritius,MUS,1996,8.5069038
Mauritius,MUS,1997,7.74300316
Mauritius,MUS,1998,9.93285122
Mauritius,MUS,1999,8.21321508
Mauritius,MUS,2000,8.70826783
Mauritius,MUS,2001,10.85322069
Mauritius,MUS,2002,9.341391
Mauritius,MUS,2003,8.81739175
Mauritius,MUS,2004,9.74233013
Mauritius,MUS,2005,9.38288535
Mauritius,MUS,2006,8.81728674
Mauritius,MUS,2007,8.85502248
Mauritius,MUS,2008,7.94728889
Mauritius,MUS,2009,8.53124347
Mauritius,MUS,2010,10.29367418
Mauritius,MUS,2011,9.98643352
Mauritius,MUS,2012,9.84821038
Mauritius,MUS,2013,9.52140394
Mauritius,MUS,2014,9.99251732
Mexico,MEX,1995,8.89975947
Mexico,MEX,1996,7.51223683
Mexico,MEX,1997,8.19972727
Mexico,MEX,1998,9.25702409
Mexico,MEX,1999,9.89797945
Mexico,MEX,2000,10.51976479
Mexico,MEX,2001,10.81977643
Mexico,MEX,2002,10.69557975
Mexico,MEX,2003,11.56949685
Mexico,MEX,2004,12.79013202
Mexico,MEX,2005,12.04719401
Mexico,MEX,2006,11.18444417
Mexico,MEX,2007,11.33363628
Mexico,MEX,2008,10.64564422
Mexico,MEX,2009,11.38335512
Mexico,MEX,2010,11.5345302
Mexico,MEX,2011,11.35873486
Mexico,MEX,2012,11.46749923
Mexico,MEX,2013,11.58149111
Mexico,MEX,2014,11.58149111
Micronesia (country),FSM,1995,11.27001386
Micronesia (country),FSM,1996,11.29721571
Micronesia (country),FSM,1997,11.30898874
Micronesia (country),FSM,1998,8.95258438
Micronesia (country),FSM,1999,9.7097842
Micronesia (country),FSM,2000,10.91982919
Micronesia (country),FSM,2001,12.46224708
Micronesia (country),FSM,2002,12.49504755
Micronesia (country),FSM,2003,13.48151371
Micronesia (country),FSM,2004,13.95904189
Micronesia (country),FSM,2005,19.08097166
Micronesia (country),FSM,2006,18.26963351
Micronesia (country),FSM,2007,18.80408971
Micronesia (country),FSM,2008,19.79571984
Micronesia (country),FSM,2009,18.92255892
Micronesia (country),FSM,2010,18.62164741
Micronesia (country),FSM,2011,19.10408531
Micronesia (country),FSM,2012,17.76101985
Micronesia (country),FSM,2013,20.39812855
Micronesia (country),FSM,2014,21.22835718
Middle East & North Africa,,1995,7.81145524216248
Middle East & North Africa,,1996,8.49144943360397
Middle East & North Africa,,1997,8.61740175519865
Middle East & North Africa,,2002,8.5098521292417
Middle East & North Africa,,2003,8.57080106610817
Middle East & North Africa,,2004,8.78408808122401
Middle East & North Africa,,2005,8.51602898276654
Middle East & North Africa,,2006,8.55932133910743
Middle East & North Africa,,2007,8.87354633916841
Middle East & North Africa,,2008,8.01603851822709
Middle East & North Africa,,2009,9.66338570429324
Middle East & North Africa (IDA & IBRD),,1995,6.78958257587062
Middle East & North Africa (IDA & IBRD),,1996,7.58485022843054
Middle East & North Africa (IDA & IBRD),,1997,7.64974521631807
Middle East & North Africa (IDA & IBRD),,2002,8.2777276607907
Middle East & North Africa (IDA & IBRD),,2003,8.43894359948899
Middle East & North Africa (IDA & IBRD),,2004,8.70488668201537
Middle East & North Africa (IDA & IBRD),,2005,8.23916513712188
Middle East & North Africa (IDA & IBRD),,2006,8.47498386558936
Middle East & North Africa (IDA & IBRD),,2007,8.96183615052029
Middle East & North Africa (IDA & IBRD),,2008,8.46667212311437
Middle East & North Africa (IDA & IBRD),,2009,9.96698555051017
Middle East & North Africa (excluding high income),,1995,6.78958257587062
Middle East & North Africa (excluding high income),,1996,7.58485022843054
Middle East & North Africa (excluding high income),,1997,7.64974521631807
Middle East & North Africa (excluding high income),,2002,8.2777276607907
Middle East & North Africa (excluding high income),,2003,8.438943599489
Middle East & North Africa (excluding high income),,2004,8.70488668201537
Middle East & North Africa (excluding high income),,2005,8.23916513712188
Middle East & North Africa (excluding high income),,2006,8.47498386558936
Middle East & North Africa (excluding high income),,2007,8.9618361505203
Middle East & North Africa (excluding high income),,2008,8.46667212311437
Middle East & North Africa (excluding high income),,2009,9.96698555051017
Moldova,MDA,1995,15.86153199
Moldova,MDA,1996,18.5083127
Moldova,MDA,1997,15.00997506
Moldova,MDA,1998,13.02973241
Moldova,MDA,1999,10.23118741
Moldova,MDA,2000,8.87935473
Moldova,MDA,2001,10.17313135
Moldova,MDA,2002,11.79653119
Moldova,MDA,2003,11.97879086
Moldova,MDA,2004,11.90209666
Moldova,MDA,2005,11.27249265
Moldova,MDA,2006,11.74919328
Moldova,MDA,2007,11.7264454
Moldova,MDA,2008,12.97051287
Moldova,MDA,2009,13.39179278
Moldova,MDA,2010,13.77817178
Moldova,MDA,2011,13.61895569
Moldova,MDA,2012,13.76541115
Moldova,MDA,2013,13.07630647
Moldova,MDA,2014,13.31891989
Monaco,MCO,1995,14.34313817
Monaco,MCO,1996,13.1581296
Monaco,MCO,1997,14.70171943
Monaco,MCO,1998,14.55188444
Monaco,MCO,1999,12.4916834
Monaco,MCO,2000,14.24095466
Monaco,MCO,2001,13.81274744
Monaco,MCO,2002,14.57781618
Monaco,MCO,2003,17.72267696
Monaco,MCO,2004,16.64774358
Monaco,MCO,2005,16.25943777
Monaco,MCO,2006,15.55566319
Monaco,MCO,2007,15.01489895
Monaco,MCO,2008,15.79997461
Monaco,MCO,2009,18.52079486
Monaco,MCO,2010,18.82163011
Monaco,MCO,2011,18.82163011
Monaco,MCO,2012,18.82163011
Monaco,MCO,2013,18.82163011
Monaco,MCO,2014,18.82163011
Mongolia,MNG,1995,9.7716215
Mongolia,MNG,1996,10.59976992
Mongolia,MNG,1997,9.93558099
Mongolia,MNG,1998,9.62004524
Mongolia,MNG,1999,10.1290611
Mongolia,MNG,2000,11.08732994
Mongolia,MNG,2001,11.08390338
Mongolia,MNG,2002,9.73292448
Mongolia,MNG,2003,8.66790742
Mongolia,MNG,2004,9.18376026
Mongolia,MNG,2005,9.88318029
Mongolia,MNG,2006,9.15109524
Mongolia,MNG,2007,7.75185589
Mongolia,MNG,2008,8.46035348
Mongolia,MNG,2009,7.80839928
Mongolia,MNG,2010,8.40678291
Mongolia,MNG,2011,6.84309511
Mongolia,MNG,2012,5.81009992
Mongolia,MNG,2013,5.49922645
Mongolia,MNG,2014,6.72003972
Montenegro,MNE,1995,16.86588688
Montenegro,MNE,1996,16.86588688
Montenegro,MNE,1997,16.86588688
Montenegro,MNE,1998,16.86588688
Montenegro,MNE,1999,16.86588688
Montenegro,MNE,2000,16.86588688
Montenegro,MNE,2001,16.86588688
Montenegro,MNE,2002,16.86588688
Montenegro,MNE,2003,17.74933163
Montenegro,MNE,2004,16.89380865
Montenegro,MNE,2005,14.34706145
Montenegro,MNE,2006,13.5906972
Montenegro,MNE,2007,11.39279065
Montenegro,MNE,2008,9.68331132
Montenegro,MNE,2009,7.31399863
Montenegro,MNE,2010,9.51383246
Montenegro,MNE,2011,9.11265909
Montenegro,MNE,2012,9.84266145
Montenegro,MNE,2013,9.84266145
Montenegro,MNE,2014,9.84266145
Morocco,MAR,1995,4.85759545
Morocco,MAR,1996,5.69734908
Morocco,MAR,1997,5.0863261
Morocco,MAR,1998,5.56307357
Morocco,MAR,1999,5.49821375
Morocco,MAR,2000,4.75781407
Morocco,MAR,2001,5.32148692
Morocco,MAR,2002,4.72279785
Morocco,MAR,2003,5.11839177
Morocco,MAR,2004,5.15402074
Morocco,MAR,2005,4.43314278
Morocco,MAR,2006,5.83120265
Morocco,MAR,2007,6.31538512
Morocco,MAR,2008,5.94474097
Morocco,MAR,2009,6.58376965
Morocco,MAR,2010,6.47997839
Morocco,MAR,2011,6.04558367
Morocco,MAR,2012,6.04558367
Morocco,MAR,2013,5.77829748
Morocco,MAR,2014,6.03489204
Mozambique,MOZ,1995,14.04686634
Mozambique,MOZ,1996,14.04686634
Mozambique,MOZ,1997,13.65437605
Mozambique,MOZ,1998,15.03305963
Mozambique,MOZ,1999,16.12646056
Mozambique,MOZ,2000,16.99348256
Mozambique,MOZ,2001,14.75013592
Mozambique,MOZ,2002,15.53208373
Mozambique,MOZ,2003,14.97512806
Mozambique,MOZ,2004,13.84626169
Mozambique,MOZ,2005,18.2437012
Mozambique,MOZ,2006,15.19346438
Mozambique,MOZ,2007,12.77578515
Mozambique,MOZ,2008,10.50136518
Mozambique,MOZ,2009,8.5704598
Mozambique,MOZ,2010,10.37362099
Mozambique,MOZ,2011,7.74918312
Mozambique,MOZ,2012,8.8123221
Mozambique,MOZ,2013,8.8123221
Mozambique,MOZ,2014,8.8123221
Myanmar,MMR,1995,1.6402859
Myanmar,MMR,1996,1.36928037
Myanmar,MMR,1997,0.98442667
Myanmar,MMR,1998,0.765524
Myanmar,MMR,1999,0.88621379
Myanmar,MMR,2000,1.29927607
Myanmar,MMR,2001,1.3813215
Myanmar,MMR,2002,2.38373599
Myanmar,MMR,2003,1.73951415
Myanmar,MMR,2004,1.88898802
Myanmar,MMR,2005,1.13298279
Myanmar,MMR,2006,1.56397464
Myanmar,MMR,2007,1.2777965
Myanmar,MMR,2008,1.47798923
Myanmar,MMR,2009,1.48812841
Myanmar,MMR,2010,1.77391528
Myanmar,MMR,2011,1.7907666
Myanmar,MMR,2012,3.28063395
Myanmar,MMR,2013,3.28063395
Myanmar,MMR,2014,3.59309128
Namibia,NAM,1995,13.21705108
Namibia,NAM,1996,13.79417641
Namibia,NAM,1997,14.08649178
Namibia,NAM,1998,14.04381805
Namibia,NAM,1999,14.21119895
Namibia,NAM,2000,13.88382705
Namibia,NAM,2001,11.21892228
Namibia,NAM,2002,11.89078626
Namibia,NAM,2003,11.87124904
Namibia,NAM,2004,11.200491
Namibia,NAM,2005,12.8076941
Namibia,NAM,2006,11.83479874
Namibia,NAM,2007,14.69690388
Namibia,NAM,2008,13.85598106
Namibia,NAM,2009,13.85598106
Namibia,NAM,2010,13.85598106
Namibia,NAM,2011,13.85598106
Namibia,NAM,2012,13.85598106
Namibia,NAM,2013,13.85598106
Namibia,NAM,2014,13.85598106
Nauru,NRU,1995,5.91836735
Nauru,NRU,1996,5.43478261
Nauru,NRU,1997,10
Nauru,NRU,1998,15
Nauru,NRU,1999,12.36842105
Nauru,NRU,2000,11.19047619
Nauru,NRU,2001,14
Nauru,NRU,2002,18.21428571
Nauru,NRU,2003,23.80952381
Nauru,NRU,2004,28.57142857
Nauru,NRU,2005,18.51851852
Nauru,NRU,2006,18.51851852
Nauru,NRU,2007,18.51851852
Nauru,NRU,2008,13.81121692
Nauru,NRU,2009,10.51082251
Nauru,NRU,2010,10.29012434
Nauru,NRU,2011,9.8507413
Nauru,NRU,2012,11.49656571
Nauru,NRU,2013,11.46182271
Nauru,NRU,2014,5.23507041
Nepal,NPL,1995,7.89713895
Nepal,NPL,1996,7.60573661
Nepal,NPL,1997,8.1350969
Nepal,NPL,1998,13.69388046
Nepal,NPL,1999,10.12250582
Nepal,NPL,2000,7.7424963
Nepal,NPL,2001,8.81799914
Nepal,NPL,2002,9.41490253
Nepal,NPL,2003,10.10086693
Nepal,NPL,2004,11.1071147
Nepal,NPL,2005,10.338573
Nepal,NPL,2006,13.15981334
Nepal,NPL,2007,13.25943462
Nepal,NPL,2008,14.82563869
Nepal,NPL,2009,12.70712287
Nepal,NPL,2010,14.29194004
Nepal,NPL,2011,16.0166177
Nepal,NPL,2012,11.81849299
Nepal,NPL,2013,11.64034241
Nepal,NPL,2014,11.17908234
Netherlands,NLD,1995,10.48088564
Netherlands,NLD,1996,10.99311039
Netherlands,NLD,1997,11.33872108
Netherlands,NLD,1998,11.07958576
Netherlands,NLD,1999,11.02158856
Netherlands,NLD,2000,11.36491669
Netherlands,NLD,2001,11.49052265
Netherlands,NLD,2002,11.9896725
Netherlands,NLD,2003,12.69360434
Netherlands,NLD,2004,12.93898977
Netherlands,NLD,2005,15.82254717
Netherlands,NLD,2006,18.77390195
Netherlands,NLD,2007,18.90827489
Netherlands,NLD,2008,19.09652765
Netherlands,NLD,2009,18.64782353
Netherlands,NLD,2010,19.03502159
Netherlands,NLD,2011,19.55563514
Netherlands,NLD,2012,20.34961413
Netherlands,NLD,2013,20.86258153
Netherlands,NLD,2014,20.86258153
New Zealand,NZL,1995,13.22314473
New Zealand,NZL,1996,13.25270418
New Zealand,NZL,1997,13.51032587
New Zealand,NZL,1998,14.65443686
New Zealand,NZL,1999,14.76583544
New Zealand,NZL,2000,15.7050296
New Zealand,NZL,2001,15.88781542
New Zealand,NZL,2002,17.14161058
New Zealand,NZL,2003,16.71317963
New Zealand,NZL,2004,17.40176861
New Zealand,NZL,2005,17.68781143
New Zealand,NZL,2006,18.05514665
New Zealand,NZL,2007,18.06443118
New Zealand,NZL,2008,21.60657437
New Zealand,NZL,2009,22.46882649
New Zealand,NZL,2010,19.77959438
New Zealand,NZL,2011,21.7140785
New Zealand,NZL,2012,23.13137622
New Zealand,NZL,2013,23.35596618
New Zealand,NZL,2014,23.35596618
Nicaragua,NIC,1995,21.51676943
Nicaragua,NIC,1996,18.1940523
Nicaragua,NIC,1997,13.66442953
Nicaragua,NIC,1998,15.0445905
Nicaragua,NIC,1999,11.22297993
Nicaragua,NIC,2000,13.12421369
Nicaragua,NIC,2001,15.55756568
Nicaragua,NIC,2002,18.76793846
Nicaragua,NIC,2003,20.19606136
Nicaragua,NIC,2004,19.21525283
Nicaragua,NIC,2005,18.59622665
Nicaragua,NIC,2006,17.12734146
Nicaragua,NIC,2007,18.82354639
Nicaragua,NIC,2008,18.11297538
Nicaragua,NIC,2009,19.98922178
Nicaragua,NIC,2010,19.83115178
Nicaragua,NIC,2011,19.10540497
Nicaragua,NIC,2012,18.67956029
Nicaragua,NIC,2013,19.83657196
Nicaragua,NIC,2014,23.95122847
Niger,NER,1995,8.99102749
Niger,NER,1996,9.26609497
Niger,NER,1997,9.89636204
Niger,NER,1998,9.33097347
Niger,NER,1999,8.58768153
Niger,NER,2000,8.43168677
Niger,NER,2001,10.10465459
Niger,NER,2002,9.88645573
Niger,NER,2003,9.38596651
Niger,NER,2004,8.96822086
Niger,NER,2005,14.78471711
Niger,NER,2006,16.08275814
Niger,NER,2007,12.24358343
Niger,NER,2008,11.38013689
Niger,NER,2009,10.66367151
Niger,NER,2010,10.69245786
Niger,NER,2011,8.57581398
Niger,NER,2012,7.5986349
Niger,NER,2013,7.56875312
Niger,NER,2014,7.56875312
Nigeria,NGA,1995,6.08908782
Nigeria,NGA,1996,6.08908782
Nigeria,NGA,1997,6.08908782
Nigeria,NGA,1998,6.08908782
Nigeria,NGA,1999,4.45508488
Nigeria,NGA,2000,5.92872537
Nigeria,NGA,2001,4.49775619
Nigeria,NGA,2002,3.72796747
Nigeria,NGA,2003,5.89057232
Nigeria,NGA,2004,8.81636391
Nigeria,NGA,2005,7.29804577
Nigeria,NGA,2006,8.64769062
Nigeria,NGA,2007,9.19335554
Nigeria,NGA,2008,7.62745821
Nigeria,NGA,2009,7.3664183
Nigeria,NGA,2010,5.71574595
Nigeria,NGA,2011,7.42192547
Nigeria,NGA,2012,7.43004153
Nigeria,NGA,2013,6.47716083
Nigeria,NGA,2014,8.1729178
North America,,1995,15.696966394888
North America,,1996,15.9478505108859
North America,,1997,16.3181239066793
North America,,1998,16.3340845267402
North America,,1999,16.3714243483862
North America,,2000,16.668280463247
North America,,2001,17.260425680205
North America,,2002,17.7347764562137
North America,,2003,18.0086490770337
North America,,2004,18.3672255103364
North America,,2005,18.3971754253288
North America,,2006,18.934560672103
North America,,2007,18.9241833256486
North America,,2008,18.8496177378318
North America,,2009,18.6433528675391
North America,,2010,18.9157685181859
North America,,2011,19.3832066839671
North America,,2012,19.9627767641844
North America,,2013,20.613696222184
North America,,2014,21.1188231263513
Norway,NOR,1995,12.93086924
Norway,NOR,1996,13.48040187
Norway,NOR,1997,14.47477758
Norway,NOR,1998,15.37551044
Norway,NOR,1999,16.01456783
Norway,NOR,2000,16.23416548
Norway,NOR,2001,16.4924159
Norway,NOR,2002,17.18646864
Norway,NOR,2003,17.22958375
Norway,NOR,2004,17.53914486
Norway,NOR,2005,17.66428488
Norway,NOR,2006,17.30780718
Norway,NOR,2007,17.41898982
Norway,NOR,2008,17.61940775
Norway,NOR,2009,17.40523539
Norway,NOR,2010,17.4178788
Norway,NOR,2011,17.61347519
Norway,NOR,2012,18.10702983
Norway,NOR,2013,18.181677
Norway,NOR,2014,18.21168423
OECD members,,1995,13.5816526053243
OECD members,,1996,13.9326760035151
OECD members,,1997,14.3009394187241
OECD members,,1998,14.4974167108828
OECD members,,1999,14.6695578490289
OECD members,,2000,15.1544821505854
OECD members,,2001,15.5013523716834
OECD members,,2002,15.7945820037468
OECD members,,2003,15.8595770717436
OECD members,,2004,16.1836163888101
OECD members,,2005,16.3972203699408
OECD members,,2006,16.7212114434926
OECD members,,2007,16.7233423379979
OECD members,,2008,16.6595013394223
OECD members,,2009,16.7577582349089
OECD members,,2010,16.8739451646208
OECD members,,2011,17.2522520382898
OECD members,,2012,17.4050613962955
OECD members,,2013,17.6924877108939
OECD members,,2014,17.8291985371559
Oman,OMN,1995,6.9018049
Oman,OMN,1996,7.68851441
Oman,OMN,1997,7.48084821
Oman,OMN,1998,7.25302826
Oman,OMN,1999,7.37594217
Oman,OMN,2000,7.03079257
Oman,OMN,2001,6.65781866
Oman,OMN,2002,6.79020859
Oman,OMN,2003,6.77371299
Oman,OMN,2004,6.24249702
Oman,OMN,2005,6.08941462
Oman,OMN,2006,5.42304891
Oman,OMN,2007,5.58193483
Oman,OMN,2008,5.40967304
Oman,OMN,2009,6.01545356
Oman,OMN,2010,6.69591197
Oman,OMN,2011,5.3040244
Oman,OMN,2012,4.77378114
Oman,OMN,2013,5.42898707
Oman,OMN,2014,6.76281077
Other small states,,2006,9.7202703109937
Other small states,,2007,9.61870002246363
Other small states,,2008,8.84743829566569
Other small states,,2009,9.00929838904566
Pacific island small states,,2010,11.9334051429379
Pacific island small states,,2011,11.3651571369198
Pacific island small states,,2012,10.6630428151385
Pacific island small states,,2013,11.4486282068259
Pakistan,PAK,1995,3.75881869
Pakistan,PAK,1996,3.81551472
Pakistan,PAK,1997,3.82599873
Pakistan,PAK,1998,3.24180474
Pakistan,PAK,1999,3.35776758
Pakistan,PAK,2000,3.52819135
Pakistan,PAK,2001,3.41703259
Pakistan,PAK,2002,4.48412036
Pakistan,PAK,2003,4.02712028
Pakistan,PAK,2004,4.46129017
Pakistan,PAK,2005,4.30356694
Pakistan,PAK,2006,4.62306804
Pakistan,PAK,2007,4.10057036
Pakistan,PAK,2008,3.91394546
Pakistan,PAK,2009,4.18680433
Pakistan,PAK,2010,4.71561579
Pakistan,PAK,2011,4.71561579
Pakistan,PAK,2012,4.72960635
Pakistan,PAK,2013,4.72960635
Pakistan,PAK,2014,4.72960635
Palau,PLW,1995,13.93568147
Palau,PLW,1996,14.51398136
Palau,PLW,1997,14.37908497
Palau,PLW,1998,14.15944272
Palau,PLW,1999,13.2260749
Palau,PLW,2000,11.99176471
Palau,PLW,2001,12.98875
Palau,PLW,2002,12.56625
Palau,PLW,2003,14.32972973
Palau,PLW,2004,15.27682927
Palau,PLW,2005,15.98026316
Palau,PLW,2006,15.0625
Palau,PLW,2007,14.1905102
Palau,PLW,2008,15.48
Palau,PLW,2009,16.57848101
Palau,PLW,2010,16.91348315
Palau,PLW,2011,16.52325581
Palau,PLW,2012,16.45789474
Palau,PLW,2013,17.83956044
Palau,PLW,2014,18.11443299
Panama,PAN,1995,16.14007782
Panama,PAN,1996,14.52861953
Panama,PAN,1997,20.99957283
Panama,PAN,1998,19.65019011
Panama,PAN,1999,18.85869565
Panama,PAN,2000,21.32291667
Panama,PAN,2001,10.63985248
Panama,PAN,2002,10.91469088
Panama,PAN,2003,10.36904062
Panama,PAN,2004,11.48724668
Panama,PAN,2005,12.69215609
Panama,PAN,2006,11.80126036
Panama,PAN,2007,11.39886704
Panama,PAN,2008,13.71636467
Panama,PAN,2009,14.70120404
Panama,PAN,2010,15.10949674
Panama,PAN,2011,12.8467342
Panama,PAN,2012,12.68912649
Panama,PAN,2013,14.50364947
Panama,PAN,2014,14.62707817
Papua New Guinea,PNG,1995,8.64665889
Papua New Guinea,PNG,1996,9.4431225
Papua New Guinea,PNG,1997,10.5012269
Papua New Guinea,PNG,1998,11.6095086
Papua New Guinea,PNG,1999,10.63004212
Papua New Guinea,PNG,2000,9.90378007
Papua New Guinea,PNG,2001,17.31116886
Papua New Guinea,PNG,2002,21.68642915
Papua New Guinea,PNG,2003,21.13766426
Papua New Guinea,PNG,2004,24.78992004
Papua New Guinea,PNG,2005,15.53964281
Papua New Guinea,PNG,2006,14.82218716
Papua New Guinea,PNG,2007,8.96381479
Papua New Guinea,PNG,2008,8.79684314
Papua New Guinea,PNG,2009,10.75569745
Papua New Guinea,PNG,2010,10.39330994
Papua New Guinea,PNG,2011,13.16351141
Papua New Guinea,PNG,2012,11.66474262
Papua New Guinea,PNG,2013,11.17511844
Papua New Guinea,PNG,2014,9.54129192
Paraguay,PRY,1995,11.83582718
Paraguay,PRY,1996,14.11770009
Paraguay,PRY,1997,13.79513786
Paraguay,PRY,1998,16.1647736
Paraguay,PRY,1999,16.92674695
Paraguay,PRY,2000,17.69689147
Paraguay,PRY,2001,16.0541162
Paraguay,PRY,2002,13.30513935
Paraguay,PRY,2003,13.22819143
Paraguay,PRY,2004,13.86937223
Paraguay,PRY,2005,13.16369593
Paraguay,PRY,2006,13.07764991
Paraguay,PRY,2007,13.783809
Paraguay,PRY,2008,9.65101774
Paraguay,PRY,2009,10.19054266
Paraguay,PRY,2010,11.15728223
Paraguay,PRY,2011,11.83777937
Paraguay,PRY,2012,11.46093629
Paraguay,PRY,2013,12.79713645
Paraguay,PRY,2014,11.91504137
Peru,PER,1995,13.11983606
Peru,PER,1996,13.32436865
Peru,PER,1997,12.31205087
Peru,PER,1998,13.7822427
Peru,PER,1999,14.34598088
Peru,PER,2000,14.09036971
Peru,PER,2001,15.26925614
Peru,PER,2002,15.64067345
Peru,PER,2003,15.09061711
Peru,PER,2004,14.57596314
Peru,PER,2005,14.94483397
Peru,PER,2006,14.14630842
Peru,PER,2007,14.29639547
Peru,PER,2008,13.63506807
Peru,PER,2009,13.69495586
Peru,PER,2010,13.29359376
Peru,PER,2011,13.16159408
Peru,PER,2012,13.87253141
Peru,PER,2013,14.38154723
Peru,PER,2014,15.0005338
Philippines,PHL,1995,7.42279818
Philippines,PHL,1996,7.79919494
Philippines,PHL,1997,8.04017828
Philippines,PHL,1998,7.91177492
Philippines,PHL,1999,7.85188423
Philippines,PHL,2000,8.42390604
Philippines,PHL,2001,7.20849149
Philippines,PHL,2002,5.94065491
Philippines,PHL,2003,7.07562842
Philippines,PHL,2004,7.46563732
Philippines,PHL,2005,8.85414622
Philippines,PHL,2006,8.71949563
Philippines,PHL,2007,8.20542976
Philippines,PHL,2008,8.09584728
Philippines,PHL,2009,8.74271932
Philippines,PHL,2010,9.30691599
Philippines,PHL,2011,8.14190009
Philippines,PHL,2012,8.24017013
Philippines,PHL,2013,8.90130645
Philippines,PHL,2014,10.0064667
Poland,POL,1995,8.18465954
Poland,POL,1996,8.28151138
Poland,POL,1997,8.49482227
