Entity,Code,Year, (tonnes)
Poland,POL,2000,0.038834628
Portugal,PRT,1850,0.000263063
Portugal,PRT,1860,0.000247585
Portugal,PRT,1870,0.000255342
Portugal,PRT,1880,0.000729652
Portugal,PRT,1890,0.002088097
Portugal,PRT,1900,0.002629415
Portugal,PRT,1910,0.004113809
Portugal,PRT,1920,0.0028206
Portugal,PRT,1930,0.004944925
Portugal,PRT,1940,0.004118209
Portugal,PRT,1950,0.005540275
Portugal,PRT,1960,0.008630167
Portugal,PRT,1970,0.015347362
Portugal,PRT,1980,0.027236476
Portugal,PRT,1990,0.032055313
Portugal,PRT,2000,0.03002115
Qatar,QAT,1850,0.000148493
Qatar,QAT,1860,0.000148493
Qatar,QAT,1870,0.000148493
Qatar,QAT,1880,0.000148493
Qatar,QAT,1890,0.000148493
Qatar,QAT,1900,0.000148493
Qatar,QAT,1910,0.00027251
Qatar,QAT,1920,0.001815493
Qatar,QAT,1930,0.005092877
Qatar,QAT,1940,0.008884069
Qatar,QAT,1950,0.101380486
Qatar,QAT,1960,0.162580005
Qatar,QAT,1970,0.149963142
Qatar,QAT,1980,0.101640593
Qatar,QAT,1990,0.049962333
Qatar,QAT,2000,0.055507935
Romania,ROU,1850,0.00010585
Romania,ROU,1860,0.000116961
Romania,ROU,1870,0.00013774
Romania,ROU,1880,0.000151668
Romania,ROU,1890,0.00267499
Romania,ROU,1900,0.002565831
Romania,ROU,1910,0.004520525
Romania,ROU,1920,0.005798938
Romania,ROU,1930,0.009440146
Romania,ROU,1940,0.016348897
Romania,ROU,1950,0.014106329
Romania,ROU,1960,0.025173417
Romania,ROU,1970,0.055508272
Romania,ROU,1980,0.047519549
Romania,ROU,1990,0.056449174
Romania,ROU,2000,0.032858656
Russia,RUS,1850,0.001029329
Russia,RUS,1860,0.00088805
Russia,RUS,1870,0.001121538
Russia,RUS,1880,0.001529964
Russia,RUS,1890,0.001966677
Russia,RUS,1900,0.003882732
Russia,RUS,1910,0.00437407
Russia,RUS,1920,0.00147191
Russia,RUS,1930,0.005676844
Russia,RUS,1940,0.016810251
Russia,RUS,1950,0.024976267
Russia,RUS,1960,0.047904463
Russia,RUS,1970,0.06078608
Russia,RUS,1980,0.073153734
Russia,RUS,1990,0.071805691
Russia,RUS,2000,0.043310492
Saudi Arabia,SAU,1850,0.000148493
Saudi Arabia,SAU,1860,0.000148493
Saudi Arabia,SAU,1870,0.000148493
Saudi Arabia,SAU,1880,0.000148493
Saudi Arabia,SAU,1890,0.000148493
Saudi Arabia,SAU,1900,0.000148493
Saudi Arabia,SAU,1910,0.000123771
Saudi Arabia,SAU,1920,0.000183008
Saudi Arabia,SAU,1930,0.000351418
Saudi Arabia,SAU,1940,0.004443515
Saudi Arabia,SAU,1950,0.018225569
Saudi Arabia,SAU,1960,0.011275944
Saudi Arabia,SAU,1970,0.022580771
Saudi Arabia,SAU,1980,0.088980345
Saudi Arabia,SAU,1990,0.049818034
Saudi Arabia,SAU,2000,0.069016858
Senegal,SEN,1850,0.000113798
Senegal,SEN,1860,0.000113798
Senegal,SEN,1870,0.000113798
Senegal,SEN,1880,0.000126427
Senegal,SEN,1890,0.00014226
Senegal,SEN,1900,0.000158595
Senegal,SEN,1910,0.00014064
Senegal,SEN,1920,0.000122684
Senegal,SEN,1930,0.000104728
Senegal,SEN,1940,0.0000867729
Senegal,SEN,1950,0.0000688173
Senegal,SEN,1960,0.002741392
Senegal,SEN,1970,0.0028977
Senegal,SEN,1980,0.004107068
Senegal,SEN,1990,0.003129453
Senegal,SEN,2000,0.003256158
Singapore,SGP,1850,0.0001
Singapore,SGP,1860,0.0001
Singapore,SGP,1870,0.0001
Singapore,SGP,1880,0.0001
Singapore,SGP,1890,0.0001
Singapore,SGP,1900,0.0001
Singapore,SGP,1910,0.0000833333
Singapore,SGP,1920,0.0000666667
Singapore,SGP,1930,0.00005
Singapore,SGP,1940,0.0000333333
Singapore,SGP,1950,0.0000166667
Singapore,SGP,1960,0.003305746
Singapore,SGP,1970,0.029993217
Singapore,SGP,1980,0.054546485
Singapore,SGP,1990,0.104709611
Singapore,SGP,2000,0.075444971
Slovakia,SVK,1850,0.000287668
Slovakia,SVK,1860,0.000413196
Slovakia,SVK,1870,0.003045407
Slovakia,SVK,1880,0.011100609
Slovakia,SVK,1890,0.018147353
Slovakia,SVK,1900,0.022338307
Slovakia,SVK,1910,0.02525458
Slovakia,SVK,1920,0.021585694
Slovakia,SVK,1930,0.029240685
Slovakia,SVK,1940,0.035318463
Slovakia,SVK,1950,0.042733178
Slovakia,SVK,1960,0.076518275
Slovakia,SVK,1970,0.11230314
Slovakia,SVK,1980,0.156739906
Slovakia,SVK,1990,0.103116908
Slovakia,SVK,2000,0.023603137
Slovenia,SVN,1850,0.000500001
Slovenia,SVN,1860,0.000500001
Slovenia,SVN,1870,0.000500001
Slovenia,SVN,1880,0.000500005
Slovenia,SVN,1890,0.000502359
Slovenia,SVN,1900,0.00062612
Slovenia,SVN,1910,0.000748171
Slovenia,SVN,1920,0.002327782
Slovenia,SVN,1930,0.006711531
Slovenia,SVN,1940,0.003842137
Slovenia,SVN,1950,0.02124683
Slovenia,SVN,1960,0.052761913
Slovenia,SVN,1970,0.088428132
Slovenia,SVN,1980,0.127826881
Slovenia,SVN,1990,0.10285565
Slovenia,SVN,2000,0.049842184
South Africa,ZAF,1850,0.004763827
South Africa,ZAF,1860,0.002543762
South Africa,ZAF,1870,0.002091171
South Africa,ZAF,1880,0.004748888
South Africa,ZAF,1890,0.006877383
South Africa,ZAF,1900,0.007148113
South Africa,ZAF,1910,0.030694873
South Africa,ZAF,1920,0.039640434
South Africa,ZAF,1930,0.029551384
South Africa,ZAF,1940,0.038578817
South Africa,ZAF,1950,0.042987354
South Africa,ZAF,1960,0.047893489
South Africa,ZAF,1970,0.066239728
South Africa,ZAF,1980,0.063960704
South Africa,ZAF,1990,0.062143299
South Africa,ZAF,2000,0.053306026
South Korea,KOR,1850,0.000275553
South Korea,KOR,1860,0.000277203
South Korea,KOR,1870,0.000278895
South Korea,KOR,1880,0.000270429
South Korea,KOR,1890,0.000274617
South Korea,KOR,1900,0.000278862
South Korea,KOR,1910,0.000285741
South Korea,KOR,1920,0.000388516
South Korea,KOR,1930,0.000628657
South Korea,KOR,1940,0.002862594
South Korea,KOR,1950,0.001112117
South Korea,KOR,1960,0.005219477
South Korea,KOR,1970,0.017651113
South Korea,KOR,1980,0.033904739
South Korea,KOR,1990,0.034322961
South Korea,KOR,2000,0.020300556
Spain,ESP,1850,0.001527837
Spain,ESP,1860,0.0029253
Spain,ESP,1870,0.004210788
Spain,ESP,1880,0.008172498
Spain,ESP,1890,0.012585412
Spain,ESP,1900,0.017312428
Spain,ESP,1910,0.018629035
Spain,ESP,1920,0.016020543
Spain,ESP,1930,0.014587442
Spain,ESP,1940,0.010654413
Spain,ESP,1950,0.016231867
Spain,ESP,1960,0.020440653
Spain,ESP,1970,0.042386574
Spain,ESP,1980,0.075572436
Spain,ESP,1990,0.055660143
Spain,ESP,2000,0.036040579
Sri Lanka,LKA,1850,0.000148493
Sri Lanka,LKA,1860,0.000148493
Sri Lanka,LKA,1870,0.000148493
Sri Lanka,LKA,1880,0.000145713
Sri Lanka,LKA,1890,0.000148493
Sri Lanka,LKA,1900,0.000148493
Sri Lanka,LKA,1910,0.000157849
Sri Lanka,LKA,1920,0.000167205
Sri Lanka,LKA,1930,0.000177379
Sri Lanka,LKA,1940,0.000186996
Sri Lanka,LKA,1950,0.001098561
Sri Lanka,LKA,1960,0.002438638
Sri Lanka,LKA,1970,0.00338513
Sri Lanka,LKA,1980,0.003346247
Sri Lanka,LKA,1990,0.002573981
Sri Lanka,LKA,2000,0.007375669
Sweden,SWE,1850,0.003558426
Sweden,SWE,1860,0.004152347
Sweden,SWE,1870,0.004652146
Sweden,SWE,1880,0.005979841
Sweden,SWE,1890,0.009332898
Sweden,SWE,1900,0.015801192
Sweden,SWE,1910,0.023326848
Sweden,SWE,1920,0.021406381
Sweden,SWE,1930,0.043117574
Sweden,SWE,1940,0.039249431
Sweden,SWE,1950,0.061028975
Sweden,SWE,1960,0.101827326
Sweden,SWE,1970,0.105150736
Sweden,SWE,1980,0.059082119
Sweden,SWE,1990,0.012602191
Sweden,SWE,2000,0.005156791
Switzerland,CHE,1850,0.000902669
Switzerland,CHE,1860,0.001687248
Switzerland,CHE,1870,0.003108427
Switzerland,CHE,1880,0.00472376
Switzerland,CHE,1890,0.007963668
Switzerland,CHE,1900,0.012199799
Switzerland,CHE,1910,0.014757665
Switzerland,CHE,1920,0.012932883
Switzerland,CHE,1930,0.016223806
Switzerland,CHE,1940,0.014065275
Switzerland,CHE,1950,0.019500126
Switzerland,CHE,1960,0.034763219
Switzerland,CHE,1970,0.035124884
Switzerland,CHE,1980,0.018357169
Switzerland,CHE,1990,0.006715311
Switzerland,CHE,2000,0.002764666
Syria,SYR,1850,0.000259863
Syria,SYR,1860,0.000259863
Syria,SYR,1870,0.000259863
Syria,SYR,1880,0.000259863
Syria,SYR,1890,0.000259863
Syria,SYR,1900,0.000259863
Syria,SYR,1910,0.000216577
Syria,SYR,1920,0.000173291
Syria,SYR,1930,0.000130005
Syria,SYR,1940,0.0000867191
Syria,SYR,1950,0.000865296
Syria,SYR,1960,0.005230629
Syria,SYR,1970,0.00758234
Syria,SYR,1980,0.013581125
Syria,SYR,1990,0.019662726
Syria,SYR,2000,0.017156143
Tajikistan,TJK,1850,0.000326378
Tajikistan,TJK,1860,0.000313775
Tajikistan,TJK,1870,0.00034694
Tajikistan,TJK,1880,0.000395695
Tajikistan,TJK,1890,0.000466571
Tajikistan,TJK,1900,0.000688039
Tajikistan,TJK,1910,0.000680386
Tajikistan,TJK,1920,0.000420398
Tajikistan,TJK,1930,0.000884288
Tajikistan,TJK,1940,0.002361
Tajikistan,TJK,1950,0.003655568
Tajikistan,TJK,1960,0.00686787
Tajikistan,TJK,1970,0.009718489
Tajikistan,TJK,1980,0.011493882
Tajikistan,TJK,1990,0.010367797
Tajikistan,TJK,2000,0.003202656
Tanzania,TZA,1850,0.000118209
Tanzania,TZA,1860,0.000116819
Tanzania,TZA,1870,0.00012124
Tanzania,TZA,1880,0.000133228
Tanzania,TZA,1890,0.000146592
Tanzania,TZA,1900,0.000159882
Tanzania,TZA,1910,0.000161307
Tanzania,TZA,1920,0.000167626
Tanzania,TZA,1930,0.000173945
Tanzania,TZA,1940,0.000180264
Tanzania,TZA,1950,0.000376499
Tanzania,TZA,1960,0.000535461
Tanzania,TZA,1970,0.000684324
Tanzania,TZA,1980,0.000726291
Tanzania,TZA,1990,0.000713038
Tanzania,TZA,2000,0.000786155
Thailand,THA,1850,0.0002615
Thailand,THA,1860,0.000239239
Thailand,THA,1870,0.000222115
Thailand,THA,1880,0.000214569
Thailand,THA,1890,0.000208438
Thailand,THA,1900,0.000209143
Thailand,THA,1910,0.000180101
Thailand,THA,1920,0.000160202
Thailand,THA,1930,0.000140303
Thailand,THA,1940,0.000120403
Thailand,THA,1950,0.000359172
Thailand,THA,1960,0.001130094
Thailand,THA,1970,0.003003074
Thailand,THA,1980,0.006633093
Thailand,THA,1990,0.012157277
Thailand,THA,2000,0.015513303
Togo,TGO,1850,0.0001
Togo,TGO,1860,0.0001
Togo,TGO,1870,0.000111445
Togo,TGO,1880,0.000137506
Togo,TGO,1890,0.000165096
Togo,TGO,1900,0.000202643
Togo,TGO,1910,0.000187417
Togo,TGO,1920,0.000172191
Togo,TGO,1930,0.000156965
Togo,TGO,1940,0.000141739
Togo,TGO,1950,0.000226035
Togo,TGO,1960,0.000464922
Togo,TGO,1970,0.000961137
Togo,TGO,1980,0.000730897
Togo,TGO,1990,0.000760824
Togo,TGO,2000,0.000642497
Trinidad and Tobago,TTO,1850,0.0001
Trinidad and Tobago,TTO,1860,0.0001
Trinidad and Tobago,TTO,1870,0.0001
Trinidad and Tobago,TTO,1880,0.000106557
Trinidad and Tobago,TTO,1890,0.000183927
Trinidad and Tobago,TTO,1900,0.00031821
Trinidad and Tobago,TTO,1910,0.000644098
Trinidad and Tobago,TTO,1920,0.000718695
Trinidad and Tobago,TTO,1930,0.00214163
Trinidad and Tobago,TTO,1940,0.008428524
Trinidad and Tobago,TTO,1950,0.008943243
Trinidad and Tobago,TTO,1960,0.012504455
Trinidad and Tobago,TTO,1970,0.01634196
Trinidad and Tobago,TTO,1980,0.019043874
Trinidad and Tobago,TTO,1990,0.014342986
Trinidad and Tobago,TTO,2000,0.010978399
Tunisia,TUN,1850,0.000210835
Tunisia,TUN,1860,0.00021394
Tunisia,TUN,1870,0.000195746
Tunisia,TUN,1880,0.000186609
Tunisia,TUN,1890,0.000176143
Tunisia,TUN,1900,0.000164669
Tunisia,TUN,1910,0.000143172
Tunisia,TUN,1920,0.000415911
Tunisia,TUN,1930,0.002192805
Tunisia,TUN,1940,0.002398963
Tunisia,TUN,1950,0.004338011
Tunisia,TUN,1960,0.006418557
Tunisia,TUN,1970,0.010748959
Tunisia,TUN,1980,0.019451133
Tunisia,TUN,1990,0.019490198
Tunisia,TUN,2000,0.022210942
Turkey,TUR,1850,0.000432712
Turkey,TUR,1860,0.00044355
Turkey,TUR,1870,0.000548468
Turkey,TUR,1880,0.000530182
Turkey,TUR,1890,0.001693296
Turkey,TUR,1900,0.003226489
Turkey,TUR,1910,0.005510729
Turkey,TUR,1920,0.001841382
Turkey,TUR,1930,0.00446475
Turkey,TUR,1940,0.007280796
Turkey,TUR,1950,0.006918375
Turkey,TUR,1960,0.00703184
Turkey,TUR,1970,0.010547071
Turkey,TUR,1980,0.010354991
Turkey,TUR,1990,0.028049939
Turkey,TUR,2000,0.027687032
Turkmenistan,TKM,1850,0.00032623
Turkmenistan,TKM,1860,0.000313538
Turkmenistan,TKM,1870,0.00034665
Turkmenistan,TKM,1880,0.000443677
Turkmenistan,TKM,1890,0.000755652
Turkmenistan,TKM,1900,0.001467855
Turkmenistan,TKM,1910,0.001370422
Turkmenistan,TKM,1920,0.000711642
Turkmenistan,TKM,1930,0.002058019
Turkmenistan,TKM,1940,0.00470371
Turkmenistan,TKM,1950,0.005526054
Turkmenistan,TKM,1960,0.013421939
Turkmenistan,TKM,1970,0.024394645
Turkmenistan,TKM,1980,0.034152696
Turkmenistan,TKM,1990,0.032077124
Turkmenistan,TKM,2000,0.018882327
Ukraine,UKR,1850,0.000440686
Ukraine,UKR,1860,0.000507165
Ukraine,UKR,1870,0.000848451
Ukraine,UKR,1880,0.001707188
Ukraine,UKR,1890,0.002451413
Ukraine,UKR,1900,0.005290214
Ukraine,UKR,1910,0.005942785
Ukraine,UKR,1920,0.002269756
Ukraine,UKR,1930,0.008335477
Ukraine,UKR,1940,0.027524288
Ukraine,UKR,1950,0.043094567
Ukraine,UKR,1960,0.067568916
Ukraine,UKR,1970,0.077595851
Ukraine,UKR,1980,0.090515301
Ukraine,UKR,1990,0.079902668
Ukraine,UKR,2000,0.028616774
United Arab Emirates,ARE,1850,0.000154696
United Arab Emirates,ARE,1860,0.000154696
United Arab Emirates,ARE,1870,0.000148446
United Arab Emirates,ARE,1880,0.000142448
United Arab Emirates,ARE,1890,0.000136693
United Arab Emirates,ARE,1900,0.00013117
United Arab Emirates,ARE,1910,0.000107008
United Arab Emirates,ARE,1920,0.0000918637
United Arab Emirates,ARE,1930,0.0000752516
United Arab Emirates,ARE,1940,0.0000570744
United Arab Emirates,ARE,1950,0.000313293
United Arab Emirates,ARE,1960,0.01271749
United Arab Emirates,ARE,1970,0.053546162
United Arab Emirates,ARE,1980,0.083810119
United Arab Emirates,ARE,1990,0.089960034
United Arab Emirates,ARE,2000,0.051113906
United Kingdom,GBR,1850,0.041237279
United Kingdom,GBR,1860,0.050741936
United Kingdom,GBR,1870,0.060293935
United Kingdom,GBR,1880,0.068663167
United Kingdom,GBR,1890,0.075503367
United Kingdom,GBR,1900,0.081965035
United Kingdom,GBR,1910,0.086058535
United Kingdom,GBR,1920,0.08815601
United Kingdom,GBR,1930,0.087155025
United Kingdom,GBR,1940,0.092930347
United Kingdom,GBR,1950,0.091728607
United Kingdom,GBR,1960,0.106891634
United Kingdom,GBR,1970,0.114441212
United Kingdom,GBR,1980,0.084797408
United Kingdom,GBR,1990,0.064814677
United Kingdom,GBR,2000,0.020317818
United States,USA,1850,0.012897982
United States,USA,1860,0.021904724
United States,USA,1870,0.035044043
United States,USA,1880,0.05247785
United States,USA,1890,0.084450428
United States,USA,1900,0.120002395
United States,USA,1910,0.17248995
United States,USA,1920,0.18278854
United States,USA,1930,0.157655315
United States,USA,1940,0.138769706
United States,USA,1950,0.134431796
United States,USA,1960,0.116136511
United States,USA,1970,0.142397973
United States,USA,1980,0.103602129
United States,USA,1990,0.08234352
United States,USA,2000,0.051484116
Uruguay,URY,1850,0.000213063
Uruguay,URY,1860,0.000213063
Uruguay,URY,1870,0.000213063
Uruguay,URY,1880,0.000213063
Uruguay,URY,1890,0.000213063
Uruguay,URY,1900,0.000197519
Uruguay,URY,1910,0.000179581
Uruguay,URY,1920,0.000161644
Uruguay,URY,1930,0.000143706
Uruguay,URY,1940,0.000129582
Uruguay,URY,1950,0.009403869
Uruguay,URY,1960,0.016601852
Uruguay,URY,1970,0.019396626
Uruguay,URY,1980,0.018413429
Uruguay,URY,1990,0.009266891
Uruguay,URY,2000,0.009143093
Uzbekistan,UZB,1850,0.000327888
Uzbekistan,UZB,1860,0.000321237
Uzbekistan,UZB,1870,0.00038313
Uzbekistan,UZB,1880,0.000507668
Uzbekistan,UZB,1890,0.000653376
Uzbekistan,UZB,1900,0.001142032
Uzbekistan,UZB,1910,0.001265191
Uzbekistan,UZB,1920,0.000603982
Uzbekistan,UZB,1930,0.003869129
Uzbekistan,UZB,1940,0.01687836
Uzbekistan,UZB,1950,0.02336527
Uzbekistan,UZB,1960,0.050226036
Uzbekistan,UZB,1970,0.035034123
Uzbekistan,UZB,1980,0.026726508
Uzbekistan,UZB,1990,0.017616381
Uzbekistan,UZB,2000,0.009145643
Venezuela,VEN,1850,0.003164071
Venezuela,VEN,1860,0.002608285
Venezuela,VEN,1870,0.003414385
Venezuela,VEN,1880,0.000216333
Venezuela,VEN,1890,0.000259134
Venezuela,VEN,1900,0.000359421
Venezuela,VEN,1910,0.000595501
Venezuela,VEN,1920,0.000554589
Venezuela,VEN,1930,0.002016417
Venezuela,VEN,1940,0.009202779
Venezuela,VEN,1950,0.0132036
Venezuela,VEN,1960,0.049583034
Venezuela,VEN,1970,0.033040325
Venezuela,VEN,1980,0.02202298
Venezuela,VEN,1990,0.014672187
Venezuela,VEN,2000,0.01229018
Vietnam,VNM,1850,0.000172196
Vietnam,VNM,1860,0.000180965
Vietnam,VNM,1870,0.000193481
Vietnam,VNM,1880,0.000183701
Vietnam,VNM,1890,0.000182946
Vietnam,VNM,1900,0.000369215
Vietnam,VNM,1910,0.000603814
Vietnam,VNM,1920,0.000696678
Vietnam,VNM,1930,0.001521013
Vietnam,VNM,1940,0.001998374
Vietnam,VNM,1950,0.000493228
Vietnam,VNM,1960,0.001257779
Vietnam,VNM,1970,0.001796354
Vietnam,VNM,1980,0.001766082
Vietnam,VNM,1990,0.001730172
Vietnam,VNM,2000,0.002540703
Yemen,YEM,1850,0.000148493
Yemen,YEM,1860,0.000148493
Yemen,YEM,1870,0.000148493
Yemen,YEM,1880,0.000149138
Yemen,YEM,1890,0.000148734
Yemen,YEM,1900,0.000148524
Yemen,YEM,1910,0.000124348
Yemen,YEM,1920,0.000099356
Yemen,YEM,1930,0.0000752921
Yemen,YEM,1940,0.0000515464
Yemen,YEM,1950,0.0000532922
Yemen,YEM,1960,0.001307949
Yemen,YEM,1970,0.000819954
Yemen,YEM,1980,0.001130118
Yemen,YEM,1990,0.001484223
Yemen,YEM,2000,0.018570024
Zambia,ZMB,1850,0.000686624
Zambia,ZMB,1860,0.000657774
Zambia,ZMB,1870,0.000604078
Zambia,ZMB,1880,0.000554766
Zambia,ZMB,1890,0.000509479
Zambia,ZMB,1900,0.000467889
Zambia,ZMB,1910,0.00040652
Zambia,ZMB,1920,0.000368012
Zambia,ZMB,1930,0.021551823
Zambia,ZMB,1940,0.309239449
Zambia,ZMB,1950,0.237993467
Zambia,ZMB,1960,0.405957507
Zambia,ZMB,1970,0.372605195
Zambia,ZMB,1980,0.235662155
Zambia,ZMB,1990,0.076508549
Zambia,ZMB,2000,0.030584485
Zimbabwe,ZWE,1850,0.000167029
Zimbabwe,ZWE,1860,0.000178573
Zimbabwe,ZWE,1870,0.000190743
Zimbabwe,ZWE,1880,0.00020355
Zimbabwe,ZWE,1890,0.000217006
Zimbabwe,ZWE,1900,0.000231119
Zimbabwe,ZWE,1910,0.002646897
Zimbabwe,ZWE,1920,0.007201026
Zimbabwe,ZWE,1930,0.011435157
Zimbabwe,ZWE,1940,0.014035094
Zimbabwe,ZWE,1950,0.022778842
Zimbabwe,ZWE,1960,0.025659693
Zimbabwe,ZWE,1970,0.019491497
Zimbabwe,ZWE,1980,0.018702366
Zimbabwe,ZWE,1990,0.01786038
Zimbabwe,ZWE,2000,0.008993583
