Entity,Code,Year,p90 of income/consumption distribution ((international-$ per day)),p10 of income/consumption distribution ((international-$ per day))
Palestine (cons),,2017,19.08271,3.9567294
Panama (inc),,1989,21.213022,0.040950079
Panama (inc),,1991,22.628544,0.22974566
Panama (inc),,1995,28.994656,0.31573704
Panama (inc),,1997,30.146158,0.63582057
Panama (inc),,1998,28.790457,0.50585794
Panama (inc),,1999,30.128349,0.68228751
Panama (inc),,2000,32.174053,1.1403087
Panama (inc),,2001,28.21277,0.96494991
Panama (inc),,2002,30.875742,1.6461421
Panama (inc),,2003,31.343071,1.6187569
Panama (inc),,2004,31.693336,1.7833619
Panama (inc),,2005,30.904692,1.8268744
Panama (inc),,2006,31.551868,1.6391751
Panama (inc),,2007,32.809887,2.185483
Panama (inc),,2008,36.97377,2.3775022
Panama (inc),,2009,39.730907,3.2996645
Panama (inc),,2010,40.589851,2.9987707
Panama (inc),,2011,44.830193,3.4468682
Panama (inc),,2012,45.477486,3.0868475
Panama (inc),,2013,46.965847,3.5853448
Panama (inc),,2014,46.896816,3.381088
Panama (inc),,2015,51.381489,3.9699659
Panama (inc),,2016,53.512051,4.0111036
Papua New Guinea (cons),,1996,6.7263274,0.23266226
Papua New Guinea (cons),,2010,6.4035225,0.8299852
Paraguay (inc),,1990,28.051634,4.1568699
Paraguay (inc),,1995,29.836464,1.4826492
Paraguay (inc),,1997,31.438337,1.651238
Paraguay (inc),,1999,28.690916,1.7482209
Paraguay (inc),,2001,29.394732,1.9590863
Paraguay (inc),,2002,24.09347,1.5458971
Paraguay (inc),,2003,27.111017,2.0837955
Paraguay (inc),,2004,26.278008,2.45785
Paraguay (inc),,2005,27.355965,2.3955169
Paraguay (inc),,2006,25.807789,2.146987
Paraguay (inc),,2007,27.671469,2.1891809
Paraguay (inc),,2008,28.38921,2.7807848
Paraguay (inc),,2009,27.187616,2.5631897
Paraguay (inc),,2010,30.119503,2.5669916
Paraguay (inc),,2011,33.338741,2.6545403
Paraguay (inc),,2012,32.058842,3.1640596
Paraguay (inc),,2013,35.959728,3.7820315
Paraguay (inc),,2014,39.331421,3.7055421
Paraguay (inc),,2015,36.087128,3.7730641
Paraguay (inc),,2016,35.178711,3.7781279
Peru (cons),,1986,28.05727,3.3316524
Peru (cons),,1994,13.35055,1.6509093
Peru (inc),,1997,18.535597,1.2026961
Peru (inc),,1998,20.517496,1.2253052
Peru (inc),,1999,20.201515,1.1926546
Peru (inc),,2000,16.596004,1.3421507
Peru (inc),,2001,17.071192,1.3259249
Peru (inc),,2002,20.001057,1.4327989
Peru (inc),,2003,20.879225,1.7590559
Peru (inc),,2004,18.530197,1.6026293
Peru (inc),,2005,17.74176,1.4770929
Peru (inc),,2006,19.827892,1.5989771
Peru (inc),,2007,22.396835,1.7948767
Peru (inc),,2008,22.65925,2.0188236
Peru (inc),,2009,23.632191,2.2513123
Peru (inc),,2010,24.392687,2.5239005
Peru (inc),,2011,25.048935,2.627389
Peru (inc),,2012,26.318945,2.7058008
Peru (inc),,2013,26.370022,2.855386
Peru (inc),,2014,26.364769,2.97103
Peru (inc),,2015,26.668972,3.0044615
Peru (inc),,2016,27.567291,3.0747442
Philippines (cons),,1985,8.039073,1.4184886
Philippines (cons),,1988,8.3556662,1.4431584
Philippines (cons),,1991,9.2485704,1.4884008
Philippines (cons),,1994,9.2623243,1.5138932
Philippines (cons),,1997,11.944034,1.6968039
Philippines (cons),,2000,11.06199,1.8158929
Philippines (cons),,2003,11.052609,1.8431392
Philippines (cons),,2006,11.342245,1.8145262
Philippines (cons),,2009,11.832417,1.9871143
Philippines (cons),,2012,11.674883,1.9168867
Philippines (cons),,2015,11.894021,2.111316
Philippines (inc),,2000,13.970941,1.8412371
Philippines (inc),,2003,13.811608,1.8303933
Philippines (inc),,2006,13.768623,1.8023218
Philippines (inc),,2009,14.432536,1.981077
Philippines (inc),,2012,14.766135,1.9943908
Philippines (inc),,2015,15.447448,2.2852628
Poland (cons),,1993,14.285529,4.2195463
Poland (cons),,1996,11.318263,2.6397228
Poland (cons),,1998,24.603724,5.7080994
Poland (cons),,1999,24.144419,5.540421
Poland (cons),,2000,24.233528,5.3951979
Poland (cons),,2001,23.746254,5.2813287
Poland (cons),,2002,24.418869,5.2033248
Poland (cons),,2003,27.078531,5.5431724
Poland (cons),,2004,28.205423,5.5441341
Poland (cons),,2005,25.287704,5.3056164
Poland (cons),,2006,26.639688,5.7925115
Poland (cons),,2007,28.358797,6.2204857
Poland (cons),,2008,30.488928,6.6536946
Poland (cons),,2009,30.951523,6.8422012
Poland (cons),,2010,30.941504,6.8753376
Poland (cons),,2011,30.29549,6.8096266
Poland (cons),,2012,29.977365,6.8710303
Poland (cons),,2013,30.285997,6.8751278
Poland (cons),,2014,30.423677,7.0198898
Poland (cons),,2015,30.9382,7.2470088
Poland (cons),,2016,32.042583,7.9634695
Poland (inc),,1985,23.993404,7.3782558
Poland (inc),,1987,24.722897,7.5215931
Poland (inc),,1989,31.509583,8.9865608
Poland (inc),,2004,30.145931,4.2308083
Poland (inc),,2005,31.147043,5.3062305
Poland (inc),,2006,33.11713,6.0613809
Poland (inc),,2007,37.192482,7.212749
Poland (inc),,2008,39.827736,7.9043589
Poland (inc),,2009,40.283237,8.0125389
Poland (inc),,2010,41.017902,8.1639547
Poland (inc),,2011,41.111446,8.1762571
Poland (inc),,2012,40.71796,8.1350985
Poland (inc),,2013,41.75946,8.2572174
Poland (inc),,2014,42.712658,8.4332438
Poland (inc),,2015,44.012321,9.026598
Portugal (inc),,2003,52.51664,8.0899782
Portugal (inc),,2004,54.744576,8.6993723
Portugal (inc),,2005,54.447426,8.928463
Portugal (inc),,2006,54.888931,9.3725338
Portugal (inc),,2007,54.386375,9.8118896
Portugal (inc),,2008,54.002914,9.5105152
Portugal (inc),,2009,53.802235,10.159184
Portugal (inc),,2010,53.656925,9.7701426
Portugal (inc),,2011,51.714535,8.8226099
Portugal (inc),,2012,47.943291,7.5678515
Portugal (inc),,2013,47.606316,7.3484221
Portugal (inc),,2014,48.365364,7.8306823
Portugal (inc),,2015,50.848549,8.6385937
Romania (cons),,1998,12.669259,2.9272461
Romania (cons),,1999,8.5701752,2.1374321
Romania (cons),,2000,8.241293,2.0575047
Romania (cons),,2001,9.0734491,2.2466109
Romania (cons),,2002,9.493741,2.2441211
Romania (cons),,2003,10.066049,2.4653637
Romania (cons),,2004,11.171617,2.7275939
Romania (cons),,2005,11.79961,2.8959532
Romania (cons),,2006,12.153185,2.893713
Romania (cons),,2007,13.276909,3.2218833
Romania (cons),,2008,15.530073,3.8505635
Romania (cons),,2009,15.368258,4.0563021
Romania (cons),,2010,14.66889,3.8579259
Romania (cons),,2011,14.192763,3.9007192
Romania (cons),,2012,14.480682,3.9769976
Romania (cons),,2013,14.637407,3.9848671
Romania (cons),,2016,16.973799,4.3912683
Romania (inc),,1989,21.989534,7.1037683
Romania (inc),,1992,15.001245,4.4029937
Romania (inc),,1994,6.8714118,1.8431752
Romania (inc),,2006,15.833073,1.9496557
Romania (inc),,2007,16.77832,2.3247051
Romania (inc),,2008,18.570587,2.6878774
Romania (inc),,2009,18.677158,2.8999364
Romania (inc),,2010,17.60087,2.6016757
Romania (inc),,2011,16.444611,2.3199906
Romania (inc),,2012,16.762733,2.1923862
Romania (inc),,2013,16.861576,2.1402104
Romania (inc),,2014,17.150938,2.0795262
Romania (inc),,2015,18.614149,2.4207327
Russia (cons),,1993,30.353119,3.2689095
Russia (cons),,1996,28.199411,3.0463243
Russia (cons),,1997,23.81278,3.9180267
Russia (cons),,1998,21.155874,3.4755614
Russia (cons),,1999,16.599762,2.7981002
Russia (cons),,2000,18.154884,3.163152
Russia (cons),,2001,20.527866,3.6685166
Russia (cons),,2002,22.859844,4.1177039
Russia (cons),,2003,26.070362,4.1700873
Russia (cons),,2004,28.18173,4.4168105
Russia (cons),,2005,31.384474,4.7519355
Russia (cons),,2006,34.13158,5.2700582
Russia (cons),,2007,40.363617,6.0445333
Russia (cons),,2008,44.495586,7.0082164
Russia (cons),,2009,41.657932,7.0554576
Russia (cons),,2010,44.51498,7.5398574
Russia (cons),,2011,46.588356,7.911694
Russia (cons),,2012,49.710896,8.1885672
Russia (cons),,2013,50.961605,8.448205
Russia (cons),,2014,49.670742,8.5378408
Russia (cons),,2015,44.093098,8.1383286
Rwanda (cons),,1985,3.6027491,1.0651151
Rwanda (cons),,2000,4.0171046,0.49889061
Rwanda (cons),,2006,5.2867203,0.57102436
Rwanda (cons),,2011,5.3458319,0.75209725
Rwanda (cons),,2014,5.7117887,0.85066479
Saint Lucia (inc),,1995,6.9527092,0.93951261
Samoa (cons),,2008,20.655779,3.488903
Sao Tome and Principe (cons),,2001,5.5691972,1.3025333
Sao Tome and Principe (cons),,2010,5.0843668,1.2586321
Senegal (cons),,1991,4.6881342,0.41586336
Senegal (cons),,1994,4.9024796,0.8144083
Senegal (cons),,2001,5.6601224,0.97512078
Senegal (cons),,2006,6.0744457,0.98605865
Senegal (cons),,2011,6.3477969,0.97979414
Serbia (cons),,2002,23.778627,5.4202423
Serbia (cons),,2003,22.931772,4.9823546
Serbia (cons),,2004,22.222481,4.4004335
Serbia (cons),,2005,24.08868,4.3498583
Serbia (cons),,2006,20.5023,5.0267396
Serbia (cons),,2007,20.432011,5.2572341
Serbia (cons),,2008,20.439137,5.7070546
Serbia (cons),,2009,20.117327,5.3908257
Serbia (cons),,2010,19.718315,5.0429659
Serbia (cons),,2013,19.566214,4.998898
Serbia (cons),,2015,22.121881,5.8466873
Serbia (inc),,2012,23.357264,2.3761525
Serbia (inc),,2013,20.953886,1.965035
Serbia (inc),,2014,22.554283,2.3800061
Serbia (inc),,2015,22.969702,2.3324194
Seychelles (cons),,2000,40.114521,5.5674067
Seychelles (cons),,2006,36.327248,5.5162325
Seychelles (inc),,2013,50.547897,6.0706277
Sierra Leone (cons),,2003,4.4473462,0.76767927
Sierra Leone (cons),,2011,4.3897672,0.96904176
Slovakia (cons),,2004,23.576948,6.260654
Slovakia (cons),,2005,27.362375,6.9473715
Slovakia (cons),,2006,29.679834,8.4838123
Slovakia (cons),,2007,30.47143,8.579999
Slovakia (cons),,2008,30.367085,8.8895435
Slovakia (cons),,2009,27.353209,8.4295645
Slovakia (inc),,1996,24.700768,6.0693445
Slovakia (inc),,2004,26.725204,6.7196112
Slovakia (inc),,2005,32.755375,7.7976441
Slovakia (inc),,2006,32.835228,8.8544922
Slovakia (inc),,2007,33.067158,9.2226849
Slovakia (inc),,2008,34.984684,9.0919933
Slovakia (inc),,2009,37.638596,9.107029
Slovakia (inc),,2010,38.541405,9.1899986
Slovakia (inc),,2011,39.033516,9.815155
Slovakia (inc),,2012,35.34906,8.7981911
Slovakia (inc),,2013,37.98304,8.7176723
Slovakia (inc),,2014,35.158112,8.2409964
Slovakia (inc),,2015,36.585869,8.7968225
Slovenia (cons),,1998,40.518871,11.34626
Slovenia (cons),,2002,42.505909,10.822891
Slovenia (cons),,2003,42.613892,10.329793
Slovenia (inc),,1993,37.269573,10.158719
Slovenia (inc),,2004,48.15921,14.46565
Slovenia (inc),,2005,49.733795,15.154408
Slovenia (inc),,2006,51.188248,15.847249
Slovenia (inc),,2007,53.960705,16.660816
Slovenia (inc),,2008,55.153568,17.59868
Slovenia (inc),,2009,56.290424,16.988901
Slovenia (inc),,2010,56.511951,16.62314
Slovenia (inc),,2011,56.08683,16.653021
Slovenia (inc),,2012,54.242836,15.299418
Slovenia (inc),,2013,54.446285,14.918214
Slovenia (inc),,2014,55.424934,15.798661
Slovenia (inc),,2015,55.46785,16.162201
Solomon Islands (cons),,2005,6.626195,0.80448008
Solomon Islands (cons),,2013,7.1553073,1.3215462
South Africa (cons),,1993,16.935558,1.3782976
South Africa (cons),,1996,15.206637,1.02689
South Africa (cons),,2001,14.397887,1.2017864
South Africa (cons),,2005,20.478327,1.3758242
South Africa (cons),,2009,25.433901,1.7000206
South Africa (cons),,2010,26.809132,1.6975483
South Africa (cons),,2015,25.263813,1.4792017
South Korea (inc),,2006,62.221283,12.397936
South Korea (inc),,2008,64.950081,12.652095
South Korea (inc),,2010,65.454132,12.664739
South Korea (inc),,2012,68.448746,13.498424
South Sudan (cons),,2009,6.6842318,0.59588629
Spain (inc),,2003,60.335712,11.737309
Spain (inc),,2004,62.317673,11.35184
Spain (inc),,2005,61.315544,11.342222
Spain (inc),,2006,62.708206,10.820011
Spain (inc),,2007,75.794823,13.274734
Spain (inc),,2008,77.121826,13.260017
Spain (inc),,2009,77.506378,12.234098
Spain (inc),,2010,73.505997,11.614902
Spain (inc),,2011,70.573517,10.333552
Spain (inc),,2012,67.042671,10.015653
Spain (inc),,2013,65.419876,9.198679
Spain (inc),,2014,65.837212,9.1604338
Spain (inc),,2015,68.03791,9.5982246
Sri Lanka (cons),,1985,7.7484283,1.8695624
Sri Lanka (cons),,1991,8.2839127,2.017077
Sri Lanka (cons),,1996,9.2382803,2.0229928
Sri Lanka (cons),,2002,11.820822,2.1358173
Sri Lanka (cons),,2007,13.993831,2.5629268
Sri Lanka (cons),,2010,13.291973,2.7629018
Sri Lanka (cons),,2013,15.338125,2.8943551
Sri Lanka (cons),,2016,18.513693,3.4264529
Sudan (cons),,2009,8.554287,1.5915962
Sweden (inc),,2003,62.585106,17.853996
Sweden (inc),,2004,66.020592,18.451679
Sweden (inc),,2005,66.627243,16.533003
Sweden (inc),,2006,70.746712,19.172832
Sweden (inc),,2007,76.045784,19.569309
Sweden (inc),,2008,80.044693,19.180878
Sweden (inc),,2009,78.630028,19.551746
Sweden (inc),,2010,80.623299,19.448761
Sweden (inc),,2011,80.941429,19.134785
Sweden (inc),,2012,82.927811,19.583364
Sweden (inc),,2013,86.492561,19.164326
Sweden (inc),,2014,88.479904,20.738449
Sweden (inc),,2015,93.116135,20.704098
Switzerland (inc),,2006,114.13782,23.269331
Switzerland (inc),,2007,118.63397,23.878059
Switzerland (inc),,2008,118.55569,24.732769
Switzerland (inc),,2009,116.54079,25.373793
Switzerland (inc),,2010,116.43641,25.194954
Switzerland (inc),,2011,116.16293,26.241682
Switzerland (inc),,2012,119.904,28.07288
Switzerland (inc),,2013,120.64078,27.526461
Switzerland (inc),,2014,122.13596,27.087727
Switzerland (inc),,2015,120.86185,26.891464
Syria (cons),,2004,13.852856,2.9200585
Tajikistan (cons),,1999,3.6100891,0.86151254
Tajikistan (cons),,2003,5.6003885,1.2680275
Tajikistan (cons),,2004,7.5599732,1.6498268
Tajikistan (cons),,2007,8.3356466,1.5647297
Tajikistan (cons),,2009,9.6117382,2.3368356
Tajikistan (cons),,2015,11.797943,2.422421
Tanzania (cons),,1992,3.1567822,0.59376502
Tanzania (cons),,2000,2.302361,0.41695091
Tanzania (cons),,2007,4.491035,0.72983432
Tanzania (cons),,2012,5.19064,1.0267205
Thailand (cons),,1981,11.585364,1.6889899
Thailand (cons),,1988,12.086162,2.014431
Thailand (cons),,1990,13.651095,2.0894799
Thailand (cons),,1992,16.747862,2.3411467
Thailand (cons),,1994,17.021486,2.7166204
Thailand (cons),,1996,18.367165,2.9886172
Thailand (cons),,1998,17.935198,3.094697
Thailand (cons),,1999,17.510523,2.8279483
Thailand (cons),,2000,17.20096,2.8082132
Thailand (cons),,2002,19.328512,3.2367947
Thailand (cons),,2004,21.97101,3.5476973
Thailand (cons),,2006,24.240107,3.8973987
Thailand (cons),,2007,23.625233,4.1706171
Thailand (cons),,2008,25.064245,4.4076214
Thailand (cons),,2009,25.738621,4.5868983
Thailand (cons),,2010,26.607044,4.7623935
Thailand (cons),,2011,26.676512,5.2570372
Thailand (cons),,2012,28.991713,5.2585926
Thailand (cons),,2013,28.906914,5.5347519
Thailand (cons),,2014,28.601892,5.6682053
Thailand (cons),,2015,29.799593,6.2622833
Timor (cons),,2001,5.0275402,1.0236026
Timor (cons),,2007,3.9601266,1.1591991
Timor (cons),,2014,4.992353,1.3954349
Togo (cons),,2006,5.14645,0.82298225
Togo (cons),,2011,5.5139756,0.69663239
Togo (cons),,2015,5.4964066,0.71014458
Tonga (cons),,2001,19.673071,3.2499499
Tonga (cons),,2009,18.934061,3.4406314
Trinidad and Tobago (inc),,1988,28.555901,3.6777661
Trinidad and Tobago (inc),,1992,19.675606,2.8259964
Tunisia (cons),,1985,12.258121,1.7945989
Tunisia (cons),,1990,12.629013,1.9447242
Tunisia (cons),,1995,13.058811,1.996134
Tunisia (cons),,2000,15.408855,2.4817257
Tunisia (cons),,2005,16.286692,2.7963233
Tunisia (cons),,2010,17.856411,3.2605457
Turkey (cons),,1987,21.525167,3.2430403
Turkey (cons),,1994,19.682133,3.0224128
Turkey (cons),,2002,21.329556,3.2325263
Turkey (cons),,2003,19.823601,2.7823768
Turkey (cons),,2004,23.415834,3.2765377
Turkey (cons),,2005,25.089062,3.22085
Turkey (cons),,2006,24.117275,3.495115
Turkey (cons),,2007,24.882093,3.7896388
Turkey (cons),,2008,28.072653,4.0769777
Turkey (cons),,2009,27.685486,4.246295
Turkey (cons),,2010,28.188915,4.3182497
Turkey (cons),,2011,31.408504,4.6332583
Turkey (cons),,2012,32.620636,4.8683791
Turkey (cons),,2013,33.977375,5.1056023
Turkey (cons),,2014,35.994331,5.3118105
Turkey (cons),,2015,36.919376,5.1985822
Turkey (cons),,2016,38.07172,5.6021762
Turkmenistan (cons),,1998,5.1332917,0.86174983
Tuvalu (cons),,2010,15.379543,2.7190266
Uganda (cons),,1989,4.8824077,0.62804532
Uganda (cons),,1992,4.4042673,0.69444799
Uganda (cons),,1996,4.2821817,0.77147818
Uganda (cons),,2000,4.361908,0.65198094
Uganda (cons),,2002,4.9114723,0.72146565
Uganda (cons),,2005,5.3144588,0.82581156
Uganda (cons),,2009,6.7216854,0.98217613
Uganda (cons),,2012,6.8414721,1.1097473
Uganda (cons),,2017,6.6833992,1.070693
Ukraine (cons),,1992,12.016115,2.7770646
Ukraine (cons),,1993,12.175477,3.1872361
Ukraine (cons),,1995,14.619561,2.335676
Ukraine (cons),,1996,11.669864,2.250783
Ukraine (cons),,2002,11.505089,2.9981732
Ukraine (cons),,2003,12.938735,3.4927289
Ukraine (cons),,2004,14.410293,3.7324739
Ukraine (cons),,2005,17.093178,4.4844661
Ukraine (cons),,2006,18.909941,4.8639617
Ukraine (cons),,2007,17.101509,4.9810257
Ukraine (cons),,2008,19.504599,5.7838426
Ukraine (cons),,2009,17.702591,5.5592604
Ukraine (cons),,2010,18.800123,6.096899
Ukraine (cons),,2011,19.412306,6.302259
Ukraine (cons),,2012,20.232378,6.5881772
Ukraine (cons),,2013,21.549124,6.9351482
Ukraine (cons),,2014,20.429388,6.7885313
Ukraine (cons),,2015,18.93856,5.8193803
Ukraine (cons),,2016,18.986427,5.9988027
Ukraine (inc),,1999,7.5813522,1.9869537
United Kingdom (inc),,2004,88.00441,15.351144
United Kingdom (inc),,2005,84.481071,15.552058
United Kingdom (inc),,2006,91.756966,17.282866
United Kingdom (inc),,2007,98.211136,17.982965
United Kingdom (inc),,2008,87.724976,17.001633
United Kingdom (inc),,2009,87.719353,17.407509
United Kingdom (inc),,2010,87.387695,17.415562
United Kingdom (inc),,2011,82.525917,17.164507
United Kingdom (inc),,2012,79.885712,17.596088
United Kingdom (inc),,2013,83.581383,17.505154
United Kingdom (inc),,2014,87.180557,17.739231
United Kingdom (inc),,2015,85.774429,17.613766
United States (inc),,1986,97.781372,13.82964
United States (inc),,1991,101.62326,14.09987
United States (inc),,1994,109.08527,14.016831
United States (inc),,1997,117.10098,14.871527
United States (inc),,2000,124.44277,16.204649
United States (inc),,2004,125.57764,15.256987
United States (inc),,2007,130.04491,15.487718
United States (inc),,2010,122.49775,14.694754
United States (inc),,2013,125.19897,15.22468
United States (inc),,2016,137.6833,16.142145
Uruguay (Urban) (inc),,1992,42.873825,6.0918479
Uruguay (Urban) (inc),,1995,45.110027,5.6962576
Uruguay (Urban) (inc),,1996,44.527016,5.4535298
Uruguay (Urban) (inc),,1997,44.395729,5.5535288
Uruguay (Urban) (inc),,1998,47.889214,5.5509295
Uruguay (Urban) (inc),,2000,44.851154,5.7669392
Uruguay (Urban) (inc),,2001,44.867935,5.4904099
Uruguay (Urban) (inc),,2002,40.282467,4.9273272
Uruguay (Urban) (inc),,2003,33.517956,4.4160476
Uruguay (Urban) (inc),,2004,34.120804,4.1499829
Uruguay (Urban) (inc),,2005,34.669308,4.3467131
Uruguay (inc),,1981,39.542622,5.0185485
Uruguay (inc),,1989,41.3423,5.4141955
Uruguay (inc),,2006,36.798676,4.6654167
Uruguay (inc),,2007,40.065674,4.9649501
Uruguay (inc),,2008,43.487984,5.6472435
Uruguay (inc),,2009,46.805809,5.771976
Uruguay (inc),,2010,46.394157,6.0991173
Uruguay (inc),,2011,48.594151,6.801219
Uruguay (inc),,2012,46.875576,6.9560895
Uruguay (inc),,2013,49.513607,7.1952014
Uruguay (inc),,2014,51.931946,7.6069746
Uruguay (inc),,2015,52.695091,7.7490153
Uruguay (inc),,2016,51.553047,7.8745918
Uzbekistan (cons),,1998,6.4236112,0.50350386
Uzbekistan (cons),,2000,3.9226239,0.72632098
Uzbekistan (cons),,2002,4.0804868,0.90470874
Uzbekistan (cons),,2003,3.944277,0.76640528
Vanuatu (cons),,2010,9.5830021,1.7228093
Venezuela (inc),,1981,34.487846,2.6976573
Venezuela (inc),,1987,30.197504,2.6379344
Venezuela (inc),,1989,24.501932,1.4988683
Venezuela (inc),,1992,22.71636,2.3722954
Venezuela (inc),,1995,18.989088,1.4605074
Venezuela (inc),,1998,19.594349,0.7801801
Venezuela (inc),,1999,18.152222,1.211198
Venezuela (inc),,2001,18.83672,1.1914911
Venezuela (inc),,2002,15.449834,0.48521733
Venezuela (inc),,2003,12.745551,0.2059637
Venezuela (inc),,2004,14.231661,0.21980521
Venezuela (inc),,2005,17.89422,0.083684839
Venezuela (inc),,2006,21.628624,0.89817244
Vietnam (cons),,1993,4.6693902,1.0000325
Vietnam (cons),,1999,5.9010801,1.2807821
Vietnam (cons),,2002,5.9970498,1.2313756
Vietnam (cons),,2004,6.9504828,1.3560504
Vietnam (cons),,2006,7.626843,1.5063282
Vietnam (cons),,2008,8.2880898,1.6603528
Vietnam (cons),,2010,15.273107,2.5606899
Vietnam (cons),,2012,14.932503,2.8661947
Vietnam (cons),,2014,15.663427,2.9702804
Vietnam (cons),,2016,17.926302,3.3196266
Yemen (cons),,1998,10.624213,2.1017256
Yemen (cons),,2005,9.1143942,1.9717969
Yemen (cons),,2014,7.9607096,1.5715305
Zambia (cons),,1991,6.8690066,0.10080431
Zambia (cons),,1993,6.0804806,0.44704702
Zambia (cons),,1996,7.7414198,0.87081617
Zambia (cons),,1998,7.7206082,0.80621576
Zambia (cons),,2003,5.6383362,0.87811309
Zambia (cons),,2005,6.4505286,0.5614379
Zambia (cons),,2007,5.9501586,0.516922
Zambia (cons),,2010,5.8358927,0.55469972
Zambia (cons),,2015,6.7231565,0.461566
Zimbabwe (cons),,2011,10.096677,1.6027861
