Entity,Code,Year,Cocoa,Coffee,Tea,Sugar,Wheat,Rye,Rice,Corn,Barley,Beef,Lamb,Pork
World,OWID_WRL,1879,108.4412239,149.3423276,144.0246069,158.4524606,118.1594082,113.2452778,110.3412616,78.66648539,123.8883144,90.19057468,91.31158747,61.10020435
World,OWID_WRL,1880,96.58458029,145.1010227,128.9528836,164.2785066,122.7266401,122.143201,101.0090817,80.66506909,133.8042381,95.82912883,91.88458841,75.5599737
World,OWID_WRL,1881,88.23095933,118.3707913,122.7302129,170.7208009,133.5282312,150.3427051,93.23915237,107.4973683,165.2875883,93.87343232,96.06116062,99.6387804
World,OWID_WRL,1882,87.33936383,103.7815809,120.4326115,164.2785066,136.1559065,103.452832,83.24924319,144.4110121,127.346115,99.74052184,100.2377328,120.122723
World,OWID_WRL,1883,94.79442068,105.3837859,121.7407378,161.0872155,120.2242591,97.71928851,91.76107106,116.9129086,121.3182286,101.7949095,103.7232278,100.7911515
World,OWID_WRL,1884,86.94188023,110.4202219,117.5173232,117.4821138,100.1954836,91.23204695,90.22082019,115.9245392,101.5772871,99.85979671,92.84784972,92.23808048
World,OWID_WRL,1885,87.50663424,91.97429461,122.7632882,119.8771354,103.2523275,101.1110826,82.61802575,97.41371252,119.527897,91.49805845,82.89808686,72.84264769
World,OWID_WRL,1886,92.66578617,107.7902345,122.438709,101.504988,96.36373713,94.42080751,80.81140351,86.2080882,116.4473684,85.00417711,93.79274457,73.26082547
World,OWID_WRL,1887,88.27679062,193.6633772,108.8658991,100.4040662,94.15519289,94.2778218,72.77657267,91.216905,112.7982646,75.67400062,77.81168425,85.58889858
World,OWID_WRL,1888,88.27679062,171.0637226,113.0847099,110.7906937,113.4559479,104.3223748,84.70715835,107.4715744,128.1995662,81.98016734,86.78995551,99.87801623
World,OWID_WRL,1889,84.05294608,204.2809089,114.7608371,135.9887453,110.0577345,76.50170511,90.02242152,81.11079335,93.04932735,84.73734785,97.44242608,79.12335727
World,OWID_WRL,1890,80.64547658,213.7907745,114.5560788,110.3863768,116.4307396,114.7641225,91.0430839,94.16572431,140.8163265,83.50070187,92.29024943,71.56114304
World,OWID_WRL,1891,75.93585723,201.1598097,115.7392872,112.1959895,126.0534917,142.2117217,88.67346939,141.4566375,118.3673469,87.89547565,82.90480034,79.71560769
World,OWID_WRL,1892,74.21079807,190.4000989,108.855166,115.815215,103.2301306,98.92188412,97.27891156,111.0892217,105.6689342,83.50070187,82.90480034,92.44266933
World,OWID_WRL,1893,82.44903766,214.7661871,107.2203599,108.9067278,89.34533263,92.41700086,81.3646789,96.72984797,92.20183486,83.34698558,85.43772353,120.9446662
World,OWID_WRL,1894,75.71243837,219.0452626,109.0911886,105.2569709,78.66006792,94.67970534,67.26618705,109.931835,104.7961631,85.98264246,90.98483925,96.95714939
World,OWID_WRL,1895,73.76679999,205.5454177,112.2377622,94.11764706,85.97901028,81.23752495,75.67567568,102.2347099,80.58968059,88.0952381,98.30508475,85.63170933
World,OWID_WRL,1896,67.46567939,186.6636253,111.3053613,98.03921569,94.35018943,73.65269461,83.78378378,67.65333682,72.72727273,80.95238095,89.83050847,67.21717589
World,OWID_WRL,1897,71.84795405,95.4549031,110.4477612,87.34757585,122.8161847,86.08752644,94.40298507,67.58626605,85.32338308,86.7803838,94.37979594,72.98581412
World,OWID_WRL,1898,96.85520081,76.97976056,107.7337671,93.30309238,128.380221,89.11877737,98.50746269,83.61785449,96.76616915,86.7803838,89.23180707,77.16598675
World,OWID_WRL,1899,87.33384209,75.44016535,104.075775,97.27343674,102.2777317,100.0312807,98.50746269,88.89923748,96.51741294,96.42264866,92.66379965,80.84453866
World,OWID_WRL,1900,100,100,100,100,100,100,100,100,100,100,100,100
World,OWID_WRL,1901,92.90888017,77.70516402,94.48084519,79.93692538,100.4507857,108.4481522,88.79106793,129.3161242,110.1941748,98.78640777,90.4146783,115.345979
World,OWID_WRL,1902,92.37014303,68.63995422,98.9144137,63.11335867,102.8670524,97.40710426,84.85893381,152.9143491,108.6330935,97.60191847,90.98483925,133.950775
World,OWID_WRL,1903,90.88573717,65.97914521,73.653054,66.08935657,106.4803554,101.9040465,104.9157927,114.9948615,104.8065651,90.86820657,93.81047946,113.4733098
World,OWID_WRL,1904,92.07736605,90.30598292,87.35851769,86.98722933,137.8376678,130.2812683,86.47679732,124.5363592,95.48088065,94.3221321,94.3221321,95.95777601
World,OWID_WRL,1905,91.44820145,96.10510683,85.82120197,94.07655733,135.8809605,114.8563366,98.43267977,125.3623988,92.37983587,95.10220903,95.42790152,98.73753973
World,OWID_WRL,1906,91.67723501,91.2761027,73.61611205,69.92849759,104.516104,108.9998901,113.1776737,112.9223127,95.87155963,93.34862385,94.93080392,115.548792
World,OWID_WRL,1907,106.3742231,71.07244697,68.96383652,70.40772137,115.2537583,129.4806655,116.2942293,123.1416891,145.9934138,87.21766202,90.86680682,106.9867234
World,OWID_WRL,1908,75.50508274,70.11620369,65.22830771,82.54796747,126.0285928,132.6029555,123.2157061,163.0086842,126.9058296,91.25560538,89.70890021,103.839987
World,OWID_WRL,1909,65.36883882,88.70679794,72.15847609,82.17975389,157.4419926,132.2642696,98.06168306,160.7621689,126.7573696,92.29024943,81.34055882,137.1017
World,OWID_WRL,1910,58.92473851,104.5013706,71.17928098,84.94703119,137.2817937,127.8983835,93.74621729,134.9930585,131.8132465,88.08054756,86.88418999,155.8913004
World,OWID_WRL,1911,62.07984127,144.669393,71.77588662,94.31517087,123.0283791,142.1877201,122.6855539,136.4406846,179.1530945,87.77890185,82.39018017,116.1886471
World,OWID_WRL,1912,64.4364021,153.7460743,71.19501322,79.86167969,128.1198072,109.41139,138.6840111,156.7124202,108.2978723,86.30019606,86.59574468,129.4288174
World,OWID_WRL,1913,70.15680605,112.6859244,70.56808317,58.42424299,113.9470948,100.5314371,106.3181971,138.3035708,109.375,83.3447099,89.10310734,138.2153179
World,OWID_WRL,1914,62.00349169,82.58191696,69.91265205,78.36251299,120.7273952,136.150403,99.2621787,153.3744997,110.629515,80.85038937,91.12312186,136.7234816
World,OWID_WRL,1915,83.08030593,75.93068608,67.30607575,97.74679788,154.8833064,139.454971,100.0224898,159.2075305,106.7761807,171.9947299,106.4137925,115.9392767
World,OWID_WRL,1916,64.66065074,86.83455903,61.61289265,118.1324998,149.1298545,171.0263683,84.50992771,165.8797862,151.1278195,171.5459724,101.1520741,144.921242
World,OWID_WRL,1917,42.33204693,71.14169238,65.19884203,103.6535449,212.6365605,219.2526024,60.52768763,274.2233362,191.8876755,141.7250137,92.64147496,197.2997136
World,OWID_WRL,1918,41.5056116,64.13835063,64.93295448,80.97961473,169.8894236,160.7488874,58.67434191,226.3286692,126.2948207,162.1513944,99.86561448,187.8153228
World,OWID_WRL,1919,52.09106875,102.1463933,54.25212807,84.12799663,167.8215028,136.17851,54.86682051,197.9327102,143.3526012,175.0399495,104.2990467,167.8098166
World,OWID_WRL,1920,32.88077981,59.29334559,37.52496601,171.519119,146.8051367,118.3700463,55.72749368,152.7786386,84.73053892,97.734565,69.68808812,108.9159748
World,OWID_WRL,1921,21.11405048,39.79972316,36.47850495,49.81271535,95.40443144,75.70066571,71.42854199,69.38402686,53.51955307,84.43114001,59.01475997,71.82849946
World,OWID_WRL,1922,26.57988443,60.92970541,54.56322602,48.02427181,93.54422282,60.74648556,84.32678091,78.538716,59.5110316,53.50892724,33.21575463,84.62069275
World,OWID_WRL,1923,21.57324769,66.67047951,68.5660487,84.75579261,78.93992558,55.20534795,78.65435993,101.9310036,63.97188049,56.96279724,51.39539679,68.10710452
World,OWID_WRL,1924,21.53539989,97.48248697,69.97397111,64.25383535,98.45978808,89.78884337,85.38987082,119.2764572,86.78362573,57.02532782,64.33512896,77.13858828
World,OWID_WRL,1925,26.2589374,114.9522034,67.83797746,36.7532128,116.610638,71.83009907,83.95397284,125.1851231,70.05134056,70.20670562,73.53807289,105.7913225
World,OWID_WRL,1926,31.47914279,101.7308847,72.47608014,36.07598096,105.1862883,75.72989614,89.40642859,89.87689788,65.42372881,66.23628546,48.21733253,104.7676525
World,OWID_WRL,1927,44.07421834,103.3310361,72.7470736,43.71518427,92.54269416,77.07509563,84.38772897,105.66701,79.33218192,60.93712238,51.42397897,88.26849637
World,OWID_WRL,1928,36.20467983,133.3026652,64.90605703,36.60492834,107.8477282,77.39617088,77.41683914,121.2669441,66.31640397,76.22497305,63.9901887,85.84021831
World,OWID_WRL,1929,29.41927494,129.4077859,63.22897625,28.88076874,89.06243181,81.28494907,77.26867494,115.9470383,62.93053123,80.76603528,58.76412973,91.5299384
World,OWID_WRL,1930,23.79124758,77.27200708,60.54600695,21.18441634,67.94670113,43.19695937,62.44204928,104.4250417,48.50299401,74.86051787,53.96359644,85.39398824
World,OWID_WRL,1931,16.54174835,56.52479766,49.7029461,20.96339012,51.45311018,36.37819568,38.41359428,72.26283872,43.07288247,136.810095,99.27338804,59.5553888
World,OWID_WRL,1932,15.60660069,77.4779312,33.00985637,14.95047592,47.70554814,33.30381696,37.66281288,47.50252696,32.35724744,110.8415493,84.90573197,40.7633298
World,OWID_WRL,1933,16.44954981,70.12167171,52.32940698,21.52790332,69.63457588,78.60482738,33.73919936,65.40788443,66.97530864,109.1112586,101.771853,44.92555382
World,OWID_WRL,1934,18.81484895,82.20182836,68.48187115,25.56215926,83.72958119,87.36522474,42.48019432,103.1347204,102.4645258,85.27427376,103.70364,55.36004598
World,OWID_WRL,1935,17.6434568,63.86042236,63.01092514,33.09954582,86.04992999,47.09764739,54.11551467,125.9328876,55.20757465,88.42349654,166.1927352,106.3627359
World,OWID_WRL,1936,23.77421906,67.5033632,64.28039909,35.90166286,94.99479142,95.18740297,52.62785512,128.3347093,112.8427128,90.19990249,188.8912384,110.2245291
World,OWID_WRL,1937,28.34261838,75.88776299,71.59923284,35.25278614,98.6879608,77.61691102,53.85234408,152.6162834,75.48746518,124.204512,201.0166946,111.5730226
World,OWID_WRL,1938,17.8801155,54.05825832,68.36525931,29.59939236,65.59291882,44.74117769,50.36070714,83.08109036,52.23562811,111.9938378,177.0539819,89.14266491
World,OWID_WRL,1939,16.74287231,52.68297514,60.28846065,31.26863656,64.21859482,51.35100569,49.43359588,76.53710965,58.31533477,108.6061374,147.2346485,73.29527329
World,OWID_WRL,1940,17.61461205,50.70151494,60.96664038,27.88175899,79.2350174,48.63829006,58.82622021,95.6145706,56.59301497,135.6405946,148.8849444,63.04904025
World,OWID_WRL,1941,25.00036239,76.13564849,74.31235756,33.00031275,80.80107919,59.78375903,62.64621844,103.934035,71.82620502,150.695685,146.2664985,88.70187135
World,OWID_WRL,1942,26.45771019,81.40850537,87.52137326,44.64385939,90.31484287,60.10580067,62.18042915,110.0484175,77.54601227,175.722691,136.9381346,99.2766703
World,OWID_WRL,1943,24.92836278,76.70281141,74.16433218,40.56766175,102.5944912,92.22572197,61.22073431,129.3592442,114.566474,175.5217108,138.2221104,77.72953298
World,OWID_WRL,1944,24.50344751,75.39537713,71.20149888,40.36667671,109.2529326,100.6237525,60.17719907,136.5479069,114.7727273,169.5307167,138.804918,66.30646444
World,OWID_WRL,1945,23.95892645,74.77437596,69.61924335,46.97988015,110.5096307,122.7589266,58.83992798,138.906253,112.2222222,165.9177095,131.0784626,68.03405985
World,OWID_WRL,1946,28.5148837,94.56912371,60.76455076,52.25654963,116.1363814,161.3109503,62.52470921,160.6005026,141.2487206,176.0162928,131.0307245,59.84792183
World,OWID_WRL,1947,75.69406169,114.7333367,73.63295148,61.79998614,138.6628503,165.8205523,87.55829272,201.3433098,154.8791406,148.7321293,108.7305663,54.45379062
World,OWID_WRL,1948,79.88221904,111.113814,72.65862754,50.52570572,120.0722826,96.48642914,86.09023747,180.0567379,96.34551495,114.1028766,73.19752459,49.23833813
World,OWID_WRL,1949,43.88085939,136.5302963,78.13577427,50.16973236,104.1037846,81.74845278,75.06467042,120.0265844,88.88888889,91.32390295,65.06169513,57.74350104
World,OWID_WRL,1950,64.58922327,209.55456,68.94115925,59.48442422,106.4005876,88.38966585,62.69866843,134.5827479,98.8372093,62.41623485,33.78982794,52.33890426
World,OWID_WRL,1951,66.20722997,206.4614008,80.18800881,62.77309289,108.5262496,95.05853574,61.3867043,148.9324793,96.99769053,57.63766825,36.5256865,44.23171307
World,OWID_WRL,1952,64.60171335,200.9690052,65.43950422,45.17580398,101.7955095,105.2569062,65.01820591,143.0298805,103.2015066,59.95796456,34.54264227,39.21676665
World,OWID_WRL,1953,67.19824891,216.0973767,77.72775692,36.66624955,88.8884515,78.35245397,72.12920845,127.5282971,87.47663551,66.88348059,45.36544795,53.01552313
World,OWID_WRL,1954,104.1878412,287.46804,111.7132687,34.88399896,91.95022747,73.13795029,64.87828281,126.3845246,81.10119048,64.18286811,37.3750058,52.53268964
World,OWID_WRL,1955,67.84635882,208.422742,106.3562815,34.7990444,90.99719783,64.31051266,58.35687328,111.439415,68.70799104,76.04141443,46.42892194,41.63761193
World,OWID_WRL,1956,48.66629875,212.5298467,101.3479621,36.82698961,95.21649912,69.34181673,55.62914877,114.3237612,72.84768212,129.4020146,85.70903347,38.36748468
World,OWID_WRL,1957,52.66845445,198.3906528,89.76047654,52.72320356,91.11047479,62.33501026,53.58240913,96.01616901,63.01953819,110.139368,79.57545789,50.50860289
World,OWID_WRL,1958,74.21978442,164.8933728,90.46590772,34.80970038,81.83791006,57.30447818,55.10260082,92.08095974,62.2406639,114.6998428,77.45674756,56.57204683
World,OWID_WRL,1959,60.81560381,125.5804942,89.02397785,29.29513988,77.55977966,55.71846704,49.80954234,89.134256,58.98491084,259.8091265,125.5305577,41.16141608
World,OWID_WRL,1960,46.45743324,122.7944132,88.60402632,30.49122367,77.22019048,48.38048414,46.28255691,82.64720878,56.71843349,270.7812035,172.2075237,47.39642636
World,OWID_WRL,1961,37.36680589,117.8808157,81.07681158,27.10425798,80.89519987,54.84618997,50.19820281,80.47043961,57.80561566,248.2001882,139.4299258,51.04670133
World,OWID_WRL,1962,35.35718062,108.3632597,81.9542861,27.80648949,79.7213585,50.84728098,55.50912043,79.58092507,62.54003877,256.9901485,130.8287849,49.69539521
World,OWID_WRL,1963,42.14201543,103.6357419,79.32043309,81.62938949,76.04834093,57.30667991,51.44480138,87.25820184,65.27588861,236.9752261,156.8379779,40.89501697
World,OWID_WRL,1964,38.07672978,128.1606187,76.14498845,55.53346651,63.92305556,54.45506023,48.84549714,85.89099426,67.54551065,295.0972287,171.4988317,39.98852295
World,OWID_WRL,1965,27.04177948,124.8342932,80.7832053,19.11156525,58.12785821,50.29725087,47.47353449,87.56643419,64.30189969,304.1963223,129.22187,53.30549255
World,OWID_WRL,1966,37.25515733,112.6827781,68.65494462,16.72910597,61.74191108,53.05716355,56.12271457,89.84948247,66.54312261,342.9748286,128.0292141,53.80261749
World,OWID_WRL,1967,41.83618931,101.903924,63.80749141,17.17721867,52.22240274,52.05039024,72.76086566,82.052342,65.51530267,339.4462743,133.0029921,45.94674129
World,OWID_WRL,1968,48.39476919,98.12027987,54.83659832,16.43718318,44.18036811,46.68823273,64.67254073,69.56155879,60.2771963,339.5822942,145.3166767,45.82399658
World,OWID_WRL,1969,57.19276067,94.16107445,50.47616159,26.25970109,43.55238114,44.7504228,55.50197699,71.39935076,58.1208182,363.1444063,144.8503358,57.34111798
World,OWID_WRL,1970,40.60104705,116.2673981,54.79220132,28.88417278,46.72360407,41.41356833,40.48637252,75.96919729,56.57163702,365.6845906,144.6966198,55.50604099
World,OWID_WRL,1971,31.02649482,96.43032393,53.52403358,33.3701888,45.52946977,36.0565465,35.37898018,71.66667548,58.40497558,361.7830924,133.3787606,44.29310771
World,OWID_WRL,1972,35.95034703,104.4207117,47.64000511,52.24173306,51.04378863,37.30908553,39.39186161,66.88305382,59.88815682,385.172843,173.0767609,62.50890127
World,OWID_WRL,1973,59.44338354,121.6914352,45.19828495,64.0085132,105.7651667,69.81492583,73.37143738,106.1680133,95.69769323,492.6341013,212.2234065,89.64361875
World,OWID_WRL,1974,73.9272361,115.8870273,56.51231418,181.0739026,109.4392368,82.67025649,120.7089288,142.4331733,109.7260032,349.2756333,195.7026145,69.86840011
World,OWID_WRL,1975,54.0661784,105.4913328,54.06894604,114.289677,74.79922278,71.21863257,74.17421848,112.7032912,91.31540884,268.4151549,186.110848,88.81111858
World,OWID_WRL,1976,83.93590533,217.6461811,53.13726124,61.0480537,62.89733016,70.48004448,49.06940208,100.0363097,81.68170993,302.360858,186.5175538,73.19390598
World,OWID_WRL,1977,146.0882367,335.8690379,82.18782268,40.27116755,49.43689061,55.22168005,49.42440401,77.88315309,65.8601668,270.6614502,190.2771252,65.8028507
World,OWID_WRL,1978,121.9029015,216.786169,55.08105602,36.03900066,57.22132183,49.57457058,62.13105788,76.34017765,70.24589599,357.0211346,228.1424895,71.84028206
World,OWID_WRL,1979,106.0047457,207.6452027,52.87122647,40.02835786,64.59328117,46.1207941,50.66109888,77.95318208,74.94769391,432.764676,221.55963,55.50048844
World,OWID_WRL,1980,73.83241708,165.7147615,51.33645046,104.5859429,60.26115503,52.06775088,57.88770137,79.67588523,79.15875188,364.8322413,237.0309366,47.69444524
World,OWID_WRL,1981,53.42873082,124.2436375,41.20917397,56.1188058,47.56905778,53.60443745,58.39048791,72.10863391,73.08805838,296.3238207,204.2457223,51.70809302
World,OWID_WRL,1982,42.01836802,126.0105139,40.76163028,26.24190736,38.77503819,40.40830257,33.43088239,52.57322637,55.03663613,269.6581817,167.0355643,71.46117214
World,OWID_WRL,1983,49.72352277,115.11723,53.66451053,25.57351251,40.48171414,35.39868055,30.56406356,67.19791695,59.33149501,266.7610187,131.4778938,55.91774921
World,OWID_WRL,1984,53.87439891,120.8680078,67.25221095,15.05458863,39.11513156,27.99137048,26.69732066,62.82137683,63.16005155,238.2449529,125.3876742,52.13047567
World,OWID_WRL,1985,48.94868381,118.2539367,41.44043622,11.34217224,34.29437355,30.65282075,22.21941458,49.39893094,45.56618668,218.0083619,116.2609375,50.02179368
World,OWID_WRL,1986,44.11558483,154.2506865,38.59360098,16.6001163,30.69318203,22.08830514,19.63171962,37.02018253,36.17310927,207.8707708,133.2333448,53.9729957
World,OWID_WRL,1987,41.01159805,86.84512289,37.04713955,17.88684426,30.06909297,23.31288128,20.75545504,30.15275395,40.3600845,228.7139487,129.089739,49.87256866
World,OWID_WRL,1988,31.29302802,100.9968909,33.99775957,25.90604703,34.88008134,34.6100698,25.77145038,42.57045011,49.55996653,231.6981539,138.1960856,31.38325348
World,OWID_WRL,1989,23.38161167,75.82383628,37.50876806,31.02876589,36.42405119,26.99182281,26.58211651,41.68593565,50.51142308,225.6126477,126.9347229,24.68510541
World,OWID_WRL,1990,22.64119975,59.42843473,40.12300783,28.87630255,27.60665639,25.98109061,22.77252762,39.84066255,50.97551309,213.5618707,137.8401101,36.83331693
World,OWID_WRL,1991,20.49862257,54.17144261,31.32628259,19.7896799,26.97117626,26.24413435,23.70989314,37.4885371,47.91431048,212.9431409,116.0700243,31.28664924
World,OWID_WRL,1992,18.30950388,39.63422025,29.1431961,19.40581944,29.00107443,27.5616977,20.97918777,34.84624961,46.74483477,190.515273,128.1566811,19.27553489
World,OWID_WRL,1993,18.05796666,42.52372992,28.48328087,20.86039597,26.09137292,28.67206763,18.05470615,33.72299106,41.17588702,197.2590415,136.4380781,21.37788698
World,OWID_WRL,1994,22.00591984,87.90006075,25.66292207,24.57441566,26.98661558,29.60071759,19.99380564,34.08037209,40.8631649,171.415375,136.1410361,18.22414331
World,OWID_WRL,1995,21.95834515,86.11549634,24.89637023,26.20647669,33.83003455,30.91716829,23.147459,38.46351019,56.89160125,136.2644543,116.625074,19.72817412
World,OWID_WRL,1996,21.67314017,67.62809534,26.97466671,22.91545707,33.22091809,38.31470265,23.69342727,50.69707716,63.57725521,123.9039731,142.3963184,28.2228215
World,OWID_WRL,1997,23.56204359,102.2740655,32.71483706,21.30295867,24.22630236,37.96146026,20.72328147,35.23268678,50.50298152,125.8871727,143.3779362,21.73475822
World,OWID_WRL,1998,24.02693713,72.03431461,31.99341054,16.46338757,18.58730266,24.81980824,20.60473602,28.52502841,43.49689767,115.2864777,114.4233795,13.39960935
World,OWID_WRL,1999,15.92042651,54.14894805,28.13634745,11.30680043,15.12453347,22.13795698,16.4331447,24.37017672,37.99623916,120.4880479,106.2396007,12.76175129
World,OWID_WRL,2000,12.28875415,43.90475939,27.76651862,14.28730509,14.57596292,24.53165678,13.00765433,22.71141095,37.38788226,122.1826354,103.1187383,16.48445044
World,OWID_WRL,2001,14.09819379,30.53569451,22.99980983,14.66481629,15.60648692,26.23820682,10.72354877,22.53805281,44.21515303,130.9291214,111.4975403,16.60871679
World,OWID_WRL,2002,23.08759367,29.69902842,21.33637026,11.51222791,18.51230488,29.98427825,11.72543408,25.01785792,50.49174408,127.4062795,124.5244116,12.57791706
World,OWID_WRL,2003,22.23056692,30.29533734,21.0083881,11.58761006,18.31211683,25.87238566,11.92046675,25.64381198,47.4516528,117.1655816,143.1393371,13.89540936
World,OWID_WRL,2004,19.1677,36.98594511,22.74315705,11.40864603,18.45752803,27.69558818,14.30779164,27.29313652,43.68250574,144.8425245,165.0987017,17.99815023
World,OWID_WRL,2005,18.39926788,51.06340648,21.49513185,15.22142898,16.8025158,27.45354146,16.20531945,21.50000294,40.58152517,145.9163817,154.1181519,16.59408853
World,OWID_WRL,2006,18.44754368,49.27099446,23.66795518,22.04978156,19.52323567,26.75680385,16.55549037,24.05142734,48.21906577,137.5919434,135.7603044,15.16987683
World,OWID_WRL,2007,21.99729508,51.73622625,25.02901875,14.61553757,27.13167884,39.25918781,17.62873187,33.79663963,69.30449407,136.708896,134.7395737,14.70189027
World,OWID_WRL,2008,27.96421767,56.37039588,28.65390719,17.87566075,36.38041232,47.69355854,35.76266585,45.6631257,77.63517355,158.7151974,144.4189122,14.3770574
World,OWID_WRL,2009,31.45679078,58.2138679,32.36148775,25.43487992,24.12708597,37.33578801,30.20902527,35.5314687,49.85951183,133.8227596,135.1767923,12.44804553
World,OWID_WRL,2010,33.56580386,78.02552566,33.7200024,29.36061817,22.93143494,37.47819412,26.25089141,36.34175622,60.54763099,167.3663089,165.2699008,16.3462918
World,OWID_WRL,2011,30.95085646,104.6339868,33.09217533,34.75840285,32.30304952,56.05078631,26.97098898,56.19149841,76.78407384,195.6820114,199.9018226,18.95746208
World,OWID_WRL,2012,24.33900012,70.5194468,32.16940081,28.21606545,32.32941921,54.27865468,27.79116463,60.99773075,87.24094415,196.4715823,179.9151064,17.26645082
World,OWID_WRL,2013,24.44954284,51.98491983,31.3,22.83,30.63572898,55.77636783,24.48127049,55.4101712,72.32241965,190.3474175,164.4867984,17.78241249
World,OWID_WRL,2014,30.47,74.14,29.53,21.79,26.37,53.55846965,19.97,36.75,50.22,229.4920887,184.54,20.96
