Entity,Code,Year,Oil per capita (kWh) (kilowatt-hours)
Algeria,DZA,2003,3817.695203595338
Algeria,DZA,2004,3938.1754025082587
Algeria,DZA,2005,4048.6692270135745
Algeria,DZA,2006,4157.002488713177
Algeria,DZA,2007,4577.223535241607
Algeria,DZA,2008,4892.341033949498
Algeria,DZA,2009,5098.048038956813
Algeria,DZA,2010,5004.554439069407
Algeria,DZA,2011,5243.382695679333
Algeria,DZA,2012,5467.453129221058
Algeria,DZA,2013,5599.80034006817
Algeria,DZA,2014,5701.499147744323
Algeria,DZA,2015,5944.132180406767
Algeria,DZA,2016,5658.085849426649
Algeria,DZA,2017,5445.632989922444
Algeria,DZA,2018,5403.91456240646
Argentina,ARG,1965,11739.13780935018
Argentina,ARG,1966,11939.397263012359
Argentina,ARG,1967,12054.256704463622
Argentina,ARG,1968,12129.121082652797
Argentina,ARG,1969,12415.24593439493
Argentina,ARG,1970,10977.756459783928
Argentina,ARG,1971,11540.60635016076
Argentina,ARG,1972,11372.135302750172
Argentina,ARG,1973,11227.566463888888
Argentina,ARG,1974,11087.266112465635
Argentina,ARG,1975,10281.460862893375
Argentina,ARG,1976,10518.244928269562
Argentina,ARG,1977,10923.80801778628
Argentina,ARG,1978,10761.94642684306
Argentina,ARG,1979,11213.593872232535
Argentina,ARG,1980,10332.950694798725
Argentina,ARG,1981,9429.892121461591
Argentina,ARG,1982,8901.581187570759
Argentina,ARG,1983,8917.295743455677
Argentina,ARG,1984,8272.110848216027
Argentina,ARG,1985,7363.770352366296
Argentina,ARG,1986,8325.367023251572
Argentina,ARG,1987,8747.530516829145
Argentina,ARG,1988,8589.76489559822
Argentina,ARG,1989,7676.672325970511
Argentina,ARG,1990,7156.659903835189
Argentina,ARG,1991,7270.544319250884
Argentina,ARG,1992,7576.841332783561
Argentina,ARG,1993,7407.343816438034
Argentina,ARG,1994,7070.282016617737
Argentina,ARG,1995,6945.5950993884235
Argentina,ARG,1996,7133.410387292175
Argentina,ARG,1997,7059.730262874051
Argentina,ARG,1998,7134.509085938496
Argentina,ARG,1999,6569.378197542985
Argentina,ARG,2000,6562.7909388191265
Argentina,ARG,2001,6253.73704196534
Argentina,ARG,2002,5702.284004155831
Argentina,ARG,2003,5806.130335675279
Argentina,ARG,2004,6044.042513766498
Argentina,ARG,2005,6358.132225418456
Argentina,ARG,2006,6616.44565422754
Argentina,ARG,2007,7276.4563667019465
Argentina,ARG,2008,7409.060712437625
Argentina,ARG,2009,7183.785040263816
Argentina,ARG,2010,8124.409993828247
Argentina,ARG,2011,8120.840807938044
Argentina,ARG,2012,8396.777622109927
Argentina,ARG,2013,8916.696494755428
Argentina,ARG,2014,8705.45672842535
Argentina,ARG,2015,8884.147736499131
Argentina,ARG,2016,8637.777465496
Argentina,ARG,2017,8480.098927812549
Argentina,ARG,2018,7894.845637557766
Australia,AUS,1965,16009.677705701408
Australia,AUS,1966,18463.516947666696
Australia,AUS,1967,19696.450976789918
Australia,AUS,1968,20897.592321177144
Australia,AUS,1969,20963.984655699336
Australia,AUS,1970,22683.922590909096
Australia,AUS,1971,23443.91657728075
Australia,AUS,1972,23484.850164565083
Australia,AUS,1973,24709.12404455033
Australia,AUS,1974,25851.474597758344
Australia,AUS,1975,25274.41511634357
Australia,AUS,1976,25532.54056359788
Australia,AUS,1977,26438.71123689775
Australia,AUS,1978,26339.674098210406
Australia,AUS,1979,26490.499232311115
Australia,AUS,1980,25101.802608657803
Australia,AUS,1981,23979.381878439464
Australia,AUS,1982,23765.057972014158
Australia,AUS,1983,23022.290813563675
Australia,AUS,1984,23761.014827433057
Australia,AUS,1985,22348.878633139688
Australia,AUS,1986,22508.047964103534
Australia,AUS,1987,22561.00450959031
Australia,AUS,1988,23245.055054133238
Australia,AUS,1989,23703.158053583822
Australia,AUS,1990,23697.976310040685
Australia,AUS,1991,22737.01833182268
Australia,AUS,1992,22558.006857700268
Australia,AUS,1993,23432.696508106572
Australia,AUS,1994,24054.28634555874
Australia,AUS,1995,24540.740076201855
Australia,AUS,1996,24655.22430285337
Australia,AUS,1997,24829.207677310056
Australia,AUS,1998,24531.839893420132
Australia,AUS,1999,25023.80985452949
Australia,AUS,2000,24625.243966921174
Australia,AUS,2001,24519.250982714253
Australia,AUS,2002,24179.212270898406
Australia,AUS,2003,23888.820747783328
Australia,AUS,2004,24249.460486257543
Australia,AUS,2005,23810.967276123694
Australia,AUS,2006,25310.278876848875
Australia,AUS,2007,24725.528544391855
Australia,AUS,2008,24629.206109717794
Australia,AUS,2009,24296.151481458324
Australia,AUS,2010,23942.86866531257
Australia,AUS,2011,24849.413232735827
Australia,AUS,2012,25173.317025951805
Australia,AUS,2013,24949.223502691893
Australia,AUS,2014,24932.37656190032
Australia,AUS,2015,23574.203718322755
Australia,AUS,2016,24091.396762197583
Australia,AUS,2017,24174.290621651413
Australia,AUS,2018,24912.22908968592
Austria,AUT,1965,8938.73712811636
Austria,AUT,1966,9764.534593545975
Austria,AUT,1967,10348.534804363931
Austria,AUT,1968,11890.600433331989
Austria,AUT,1969,12999.865549946519
Austria,AUT,1970,14242.103032033
Austria,AUT,1971,15841.990210304637
Austria,AUT,1972,17032.43295259201
Austria,AUT,1973,18394.611683686082
Austria,AUT,1974,16421.148557867822
Austria,AUT,1975,16569.68553002095
Austria,AUT,1976,17983.422440426646
Austria,AUT,1977,17230.134935275633
Austria,AUT,1978,18559.215641439434
Austria,AUT,1979,19350.06048549488
Austria,AUT,1980,18907.680540985548
Austria,AUT,1981,17176.973811886917
Austria,AUT,1982,16298.44661299658
Austria,AUT,1983,15793.737264869133
Austria,AUT,1984,15354.077127316947
Austria,AUT,1985,15362.563905686147
Austria,AUT,1986,16159.776936327871
Austria,AUT,1987,16606.930888192175
Austria,AUT,1988,16448.3577126779
Austria,AUT,1989,16160.037141641733
Austria,AUT,1990,16737.018856486276
Austria,AUT,1991,17953.363743290876
Austria,AUT,1992,17355.36301136509
Austria,AUT,1993,17365.058118030916
Austria,AUT,1994,17091.977928186738
Austria,AUT,1995,16969.171111564458
Austria,AUT,1996,17492.532178423546
Austria,AUT,1997,17736.538474330886
Austria,AUT,1998,18395.587747693073
Austria,AUT,1999,18060.94525470128
Austria,AUT,2000,17647.108789143636
Austria,AUT,2001,19082.29123332922
Austria,AUT,2002,19399.10529954512
Austria,AUT,2003,20881.852095633563
Austria,AUT,2004,20221.724266240722
Austria,AUT,2005,20148.286894015022
Austria,AUT,2006,20406.368110537114
Austria,AUT,2007,19244.860996187155
Austria,AUT,2008,19132.656820522658
Austria,AUT,2009,18336.60223388272
Austria,AUT,2010,18999.3496659453
Austria,AUT,2011,17585.321067530167
Austria,AUT,2012,17425.947291343215
Austria,AUT,2013,17558.393628202433
Austria,AUT,2014,16976.806034358673
Austria,AUT,2015,16910.847955766796
Austria,AUT,2016,17116.038103967076
Austria,AUT,2017,17273.926563480727
Austria,AUT,2018,17539.23367410865
Azerbaijan,AZE,1985,14579.290086327635
Azerbaijan,AZE,1986,15019.526589032308
Azerbaijan,AZE,1987,13902.061284920937
Azerbaijan,AZE,1988,14000.463743001426
Azerbaijan,AZE,1989,13427.980275142416
Azerbaijan,AZE,1990,13860.945519577524
Azerbaijan,AZE,1991,13155.902131174234
Azerbaijan,AZE,1992,12623.055350244915
Azerbaijan,AZE,1993,12405.091979899764
Azerbaijan,AZE,1994,11212.782917479179
Azerbaijan,AZE,1995,9990.636607566561
Azerbaijan,AZE,1996,8881.367428436863
Azerbaijan,AZE,1997,8377.830507142318
Azerbaijan,AZE,1998,8745.118082222778
Azerbaijan,AZE,1999,8317.4438172225
Azerbaijan,AZE,2000,9142.718855313307
Azerbaijan,AZE,2001,5766.785513114555
Azerbaijan,AZE,2002,5257.8791960553335
Azerbaijan,AZE,2003,6051.871087941635
Azerbaijan,AZE,2004,6459.119882926974
Azerbaijan,AZE,2005,7471.426558880432
Azerbaijan,AZE,2006,6617.911931914253
Azerbaijan,AZE,2007,6173.184262060982
Azerbaijan,AZE,2008,4880.4915106880535
Azerbaijan,AZE,2009,4499.108699376962
Azerbaijan,AZE,2010,4388.447205675377
Azerbaijan,AZE,2011,5311.78360651323
Azerbaijan,AZE,2012,5484.102323658932
Azerbaijan,AZE,2013,5892.822721852957
Azerbaijan,AZE,2014,5711.567305496529
Azerbaijan,AZE,2015,5726.062810926946
Azerbaijan,AZE,2016,5621.916422600658
Azerbaijan,AZE,2017,5609.152633710514
Azerbaijan,AZE,2018,5434.8293167799
Bangladesh,BGD,1971,124.14227660318625
Bangladesh,BGD,1972,148.87608105394293
Bangladesh,BGD,1973,165.70722083444218
Bangladesh,BGD,1974,169.61340153836082
Bangladesh,BGD,1975,194.55648963034855
Bangladesh,BGD,1976,205.84038510104395
Bangladesh,BGD,1977,197.68602460239026
Bangladesh,BGD,1978,204.90551876474487
Bangladesh,BGD,1979,220.72175142540212
Bangladesh,BGD,1980,242.23060031944152
Bangladesh,BGD,1981,243.28516519127282
Bangladesh,BGD,1982,233.77641360291668
Bangladesh,BGD,1983,203.70428739523112
Bangladesh,BGD,1984,199.98476286347648
Bangladesh,BGD,1985,217.47350272211455
Bangladesh,BGD,1986,228.30715568613985
Bangladesh,BGD,1987,218.93244092149138
Bangladesh,BGD,1988,213.7194881322185
Bangladesh,BGD,1989,227.8360726120463
Bangladesh,BGD,1990,215.44433350540845
Bangladesh,BGD,1991,195.2940920899819
Bangladesh,BGD,1992,213.0339937204586
Bangladesh,BGD,1993,233.5200229933576
Bangladesh,BGD,1994,238.22341035223266
Bangladesh,BGD,1995,302.62642906668407
Bangladesh,BGD,1996,302.6475374492138
Bangladesh,BGD,1997,340.1847313297992
Bangladesh,BGD,1998,367.25343635116525
Bangladesh,BGD,1999,320.98289929882577
Bangladesh,BGD,2000,309.3243187518213
Bangladesh,BGD,2001,362.5728133576244
Bangladesh,BGD,2002,357.52663067535747
Bangladesh,BGD,2003,364.2384189249363
Bangladesh,BGD,2004,338.2055283353773
Bangladesh,BGD,2005,335.329379551555
Bangladesh,BGD,2006,334.39277096360485
Bangladesh,BGD,2007,312.34731859077533
Bangladesh,BGD,2008,313.730955032778
Bangladesh,BGD,2009,290.0909516737887
Bangladesh,BGD,2010,319.5723529120188
Bangladesh,BGD,2011,408.26144415354116
Bangladesh,BGD,2012,430.70122250698654
Bangladesh,BGD,2013,416.81715202785534
Bangladesh,BGD,2014,462.68189559029213
Bangladesh,BGD,2015,484.24115274664655
Bangladesh,BGD,2016,520.0219628831774
Bangladesh,BGD,2017,571.8747444469296
Bangladesh,BGD,2018,648.739171086545
Belarus,BLR,1985,29930.345399737398
Belarus,BLR,1986,35134.83432817863
Belarus,BLR,1987,34540.81829787552
Belarus,BLR,1988,33277.36823340939
Belarus,BLR,1989,31027.944200513633
Belarus,BLR,1990,28615.701443059803
Belarus,BLR,1991,27644.22939663419
Belarus,BLR,1992,23566.28346048848
Belarus,BLR,1993,16827.506326196348
Belarus,BLR,1994,13690.003709428176
Belarus,BLR,1995,12458.72368063108
Belarus,BLR,1996,12291.59730933798
Belarus,BLR,1997,10776.331413325008
Belarus,BLR,1998,10240.060877420263
Belarus,BLR,1999,9432.62690935107
Belarus,BLR,2000,9300.628741969205
Belarus,BLR,2001,9123.376369017431
Belarus,BLR,2002,9545.635246284632
Belarus,BLR,2003,9812.106220517617
Belarus,BLR,2004,9859.210945518353
Belarus,BLR,2005,9239.187756567666
Belarus,BLR,2006,10830.707798210571
Belarus,BLR,2007,9935.211856627991
Belarus,BLR,2008,9891.219542465884
Belarus,BLR,2009,11477.71676273932
Belarus,BLR,2010,9292.914971850121
Belarus,BLR,2011,10548.687378279343
Belarus,BLR,2012,12897.316085897844
Belarus,BLR,2013,8884.72779309423
Belarus,BLR,2014,10075.787772717345
Belarus,BLR,2015,8587.90284960695
Belarus,BLR,2016,8438.036823904298
Belarus,BLR,2017,8281.176563526986
Belarus,BLR,2018,8367.98522103671
Belgium,BEL,1965,19956.031280389667
Belgium,BEL,1966,20261.38865085889
Belgium,BEL,1967,22251.195443908073
Belgium,BEL,1968,25732.721616861803
Belgium,BEL,1969,29584.058244322914
Belgium,BEL,1970,32165.24591372508
Belgium,BEL,1971,32857.957246610786
Belgium,BEL,1972,35435.105179026104
Belgium,BEL,1973,37098.47740836334
Belgium,BEL,1974,32593.004542269417
Belgium,BEL,1975,30852.407901432663
Belgium,BEL,1976,32106.42998053089
Belgium,BEL,1977,31507.56145950902
Belgium,BEL,1978,33551.948933414664
Belgium,BEL,1979,33287.73577337122
Belgium,BEL,1980,30719.69607496201
Belgium,BEL,1981,28122.75618584152
Belgium,BEL,1982,26605.145966461077
Belgium,BEL,1983,24121.59086647808
Belgium,BEL,1984,23320.42005718756
Belgium,BEL,1985,23644.134091791875
Belgium,BEL,1986,26683.87686096284
Belgium,BEL,1987,26840.515010108626
Belgium,BEL,1988,27636.017028717743
Belgium,BEL,1989,27084.72480650301
Belgium,BEL,1990,28756.055472469277
Belgium,BEL,1991,30686.78991823887
Belgium,BEL,1992,31068.939519904747
Belgium,BEL,1993,30444.646216622197
Belgium,BEL,1994,33164.60076342063
Belgium,BEL,1995,32729.373633330062
Belgium,BEL,1996,35411.16659510188
Belgium,BEL,1997,36156.46499140259
Belgium,BEL,1998,36645.63605730195
Belgium,BEL,1999,35336.20889611897
Belgium,BEL,2000,36135.82046269208
Belgium,BEL,2001,36566.80026990019
Belgium,BEL,2002,36592.863421852395
Belgium,BEL,2003,38395.36590700644
Belgium,BEL,2004,38600.614333072524
Belgium,BEL,2005,38423.27140836256
Belgium,BEL,2006,38114.27613071853
Belgium,BEL,2007,38261.38212901477
Belgium,BEL,2008,39769.2218128305
Belgium,BEL,2009,35779.472723499086
Belgium,BEL,2010,36974.14275814975
Belgium,BEL,2011,34281.20587674777
Belgium,BEL,2012,33050.58931686062
Belgium,BEL,2013,33683.827196162805
Belgium,BEL,2014,33158.301447063546
Belgium,BEL,2015,33930.9772491584
Belgium,BEL,2016,34481.82759335036
Belgium,BEL,2017,34357.090964894924
Belgium,BEL,2018,34517.818506479714
Brazil,BRA,1965,2131.726630545494
Brazil,BRA,1966,2261.42804474369
Brazil,BRA,1967,2271.7040036053436
Brazil,BRA,1968,2657.419276353901
Brazil,BRA,1969,2841.792315718029
Brazil,BRA,1970,3147.422353792857
Brazil,BRA,1971,3386.9720893294216
Brazil,BRA,1972,3809.4297194704536
Brazil,BRA,1973,4569.283224908321
Brazil,BRA,1974,4804.112636003668
Brazil,BRA,1975,4841.1727473641995
Brazil,BRA,1976,5113.470477604723
Brazil,BRA,1977,5133.091028209918
Brazil,BRA,1978,5496.87855289565
Brazil,BRA,1979,5675.467524537234
Brazil,BRA,1980,5378.752051202215
Brazil,BRA,1981,5009.106802628469
Brazil,BRA,1982,5014.650833443217
Brazil,BRA,1983,4727.895519904364
Brazil,BRA,1984,4744.101400034748
Brazil,BRA,1985,4775.265309429012
Brazil,BRA,1986,5241.63065372963
Brazil,BRA,1987,5281.9068637403125
Brazil,BRA,1988,5291.401024006462
Brazil,BRA,1989,5268.076919586135
Brazil,BRA,1990,5064.76254145621
Brazil,BRA,1991,5046.557692956716
Brazil,BRA,1992,5303.190515071249
Brazil,BRA,1993,5427.113554456252
Brazil,BRA,1994,5699.165265674749
Brazil,BRA,1995,5848.682830836317
Brazil,BRA,1996,6112.540511621517
Brazil,BRA,1997,6413.594220086561
Brazil,BRA,1998,6555.449010434916
Brazil,BRA,1999,6551.689325448067
Brazil,BRA,2000,6301.757493488758
Brazil,BRA,2001,6291.456623941849
Brazil,BRA,2002,6137.763871681761
Brazil,BRA,2003,5873.8385604591
Brazil,BRA,2004,6028.2307749557085
Brazil,BRA,2005,6109.641521289054
Brazil,BRA,2006,6121.66086494557
Brazil,BRA,2007,6439.638968826592
Brazil,BRA,2008,6820.977594063427
Brazil,BRA,2009,6771.588841610264
Brazil,BRA,2010,7296.552981748879
Brazil,BRA,2011,7558.8187398701375
Brazil,BRA,2012,7661.873962747234
Brazil,BRA,2013,8116.818692915696
Brazil,BRA,2014,8355.02171682843
Brazil,BRA,2015,7998.404683301383
Brazil,BRA,2016,7486.012757366249
Brazil,BRA,2017,7615.620152756528
Brazil,BRA,2018,7546.144590503401
Bulgaria,BGR,1965,5316.243733152134
Bulgaria,BGR,1966,6020.534564041526
Bulgaria,BGR,1967,7517.973150848617
Bulgaria,BGR,1968,8849.77480179762
Bulgaria,BGR,1969,10795.835468703726
Bulgaria,BGR,1970,12463.474736592618
Bulgaria,BGR,1971,13626.489366421312
Bulgaria,BGR,1972,14088.114314322222
Bulgaria,BGR,1973,14774.50797959797
Bulgaria,BGR,1974,15287.621336521439
Bulgaria,BGR,1975,16131.941748867019
Bulgaria,BGR,1976,16697.41637516243
Bulgaria,BGR,1977,17301.373833833222
Bulgaria,BGR,1978,17761.423975917536
Bulgaria,BGR,1979,18249.173132248958
Bulgaria,BGR,1980,18585.484940860457
Bulgaria,BGR,1981,16517.220504772602
Bulgaria,BGR,1982,15959.2290849289
Bulgaria,BGR,1983,15374.291269228193
Bulgaria,BGR,1984,14737.310428052182
Bulgaria,BGR,1985,13608.83847442897
Bulgaria,BGR,1986,14348.264605895463
Bulgaria,BGR,1987,13805.596975013948
Bulgaria,BGR,1988,14696.863286035583
Bulgaria,BGR,1989,14399.354852629805
Bulgaria,BGR,1990,13319.928793439658
Bulgaria,BGR,1991,9082.844076534733
Bulgaria,BGR,1992,8158.9209479645
Bulgaria,BGR,1993,8888.710917982744
Bulgaria,BGR,1994,8509.070547559882
Bulgaria,BGR,1995,8808.60279036162
Bulgaria,BGR,1996,8319.793675964786
Bulgaria,BGR,1997,6597.408138118609
Bulgaria,BGR,1998,7022.245310336693
Bulgaria,BGR,1999,6489.922916344366
Bulgaria,BGR,2000,6320.17918795699
Bulgaria,BGR,2001,6815.8594934913635
Bulgaria,BGR,2002,6971.033510240276
Bulgaria,BGR,2003,7286.964955476679
Bulgaria,BGR,2004,7174.566636605553
Bulgaria,BGR,2005,7890.404674209705
Bulgaria,BGR,2006,8191.369970449482
Bulgaria,BGR,2007,8090.1399470832785
Bulgaria,BGR,2008,7847.4520761164285
Bulgaria,BGR,2009,7233.585429922397
Bulgaria,BGR,2010,6509.816987232323
Bulgaria,BGR,2011,6252.245766976555
Bulgaria,BGR,2012,6671.062635279521
Bulgaria,BGR,2013,6251.866638240054
Bulgaria,BGR,2014,6688.267177198455
Bulgaria,BGR,2015,7633.084103543057
Bulgaria,BGR,2016,7748.462212230146
Bulgaria,BGR,2017,8136.04544150521
Bulgaria,BGR,2018,8246.127180049632
Canada,CAN,1965,32750.04910596088
Canada,CAN,1966,33903.79569577993
Canada,CAN,1967,35577.1801820861
Canada,CAN,1968,37233.039674108826
Canada,CAN,1969,38123.43934320095
Canada,CAN,1970,39992.526187302334
Canada,CAN,1971,40411.1031060627
Canada,CAN,1972,41878.074887953066
Canada,CAN,1973,43522.405272206124
Canada,CAN,1974,43614.485147841384
Canada,CAN,1975,42124.67367633896
Canada,CAN,1976,43878.886118544215
Canada,CAN,1977,43760.32707286114
Canada,CAN,1978,44138.7406208811
Canada,CAN,1979,45468.75954903357
Canada,CAN,1980,44298.070571786055
Canada,CAN,1981,41026.308263458726
Canada,CAN,1982,36409.05277905847
Canada,CAN,1983,33760.42147166183
Canada,CAN,1984,33768.03831867951
Canada,CAN,1985,33417.14979057293
Canada,CAN,1986,33045.253619197734
Canada,CAN,1987,33863.42928918019
Canada,CAN,1988,35124.415852301725
Canada,CAN,1989,35946.34651567387
Canada,CAN,1990,34965.37665193349
Canada,CAN,1991,32606.55567082004
Canada,CAN,1992,32856.005260381244
Canada,CAN,1993,32606.217832909486
Canada,CAN,1994,32812.89921067531
Canada,CAN,1995,33729.03280947059
Canada,CAN,1996,34320.6396346697
Canada,CAN,1997,35310.21698845405
Canada,CAN,1998,35699.394177063485
Canada,CAN,1999,36057.37134560604
Canada,CAN,2000,35719.146245962474
Canada,CAN,2001,35896.63982098122
Canada,CAN,2002,36547.09678623389
Canada,CAN,2003,37441.57287684197
Canada,CAN,2004,38392.90025349678
Canada,CAN,2005,37643.170073560505
Canada,CAN,2006,36990.352014168486
Canada,CAN,2007,37683.95477480186
Canada,CAN,2008,36863.94554826325
Canada,CAN,2009,34381.4575099597
Canada,CAN,2010,36464.85427167038
Canada,CAN,2011,37162.96354321202
Canada,CAN,2012,35791.160817249875
Canada,CAN,2013,35520.87067949118
Canada,CAN,2014,35755.61831729475
Canada,CAN,2015,34530.12966927582
Canada,CAN,2016,34747.158519885656
Canada,CAN,2017,34446.97362147447
Canada,CAN,2018,34497.66079719488
Chile,CHL,1965,4628.070927005561
Chile,CHL,1966,4976.323425043155
Chile,CHL,1967,5106.366878557776
Chile,CHL,1968,5291.532522138557
Chile,CHL,1969,5543.308323266495
Chile,CHL,1970,5757.148855217213
Chile,CHL,1971,6274.720071025848
Chile,CHL,1972,6541.105173190816
Chile,CHL,1973,6127.495914701929
Chile,CHL,1974,5774.010025411832
Chile,CHL,1975,4955.100233207138
Chile,CHL,1976,5172.550768088688
Chile,CHL,1977,5218.634380253593
Chile,CHL,1978,5623.331830622238
Chile,CHL,1979,5591.792634963129
Chile,CHL,1980,5578.1400885585435
Chile,CHL,1981,5680.565172906235
Chile,CHL,1982,4970.519532500001
Chile,CHL,1983,4761.449002178368
Chile,CHL,1984,4696.739296593808
Chile,CHL,1985,4503.102490570287
Chile,CHL,1986,4744.484975396915
Chile,CHL,1987,4879.006938630072
Chile,CHL,1988,5289.636778929016
Chile,CHL,1989,5756.213679854507
Chile,CHL,1990,5977.819858074576
Chile,CHL,1991,6556.722275973325
Chile,CHL,1992,6986.125222362246
Chile,CHL,1993,7492.760141213339
Chile,CHL,1994,7921.37543731258
Chile,CHL,1995,8577.720822182046
Chile,CHL,1996,8979.427405498049
Chile,CHL,1997,9528.131683065063
Chile,CHL,1998,9615.335565883297
Chile,CHL,1999,9606.31416850887
Chile,CHL,2000,9279.69082117716
Chile,CHL,2001,8729.345794573344
Chile,CHL,2002,9012.641990659273
Chile,CHL,2003,8613.113972630916
Chile,CHL,2004,9037.927785232594
Chile,CHL,2005,9279.986942587902
Chile,CHL,2006,10204.704211861817
Chile,CHL,2007,12994.28313984876
Chile,CHL,2008,13351.81776904477
Chile,CHL,2009,12901.405939488335
Chile,CHL,2010,11306.514675098166
Chile,CHL,2011,12222.740731739585
Chile,CHL,2012,12105.01612771839
Chile,CHL,2013,11566.633820572504
Chile,CHL,2014,11121.563649524185
Chile,CHL,2015,11098.276419416772
Chile,CHL,2016,11606.897866280411
Chile,CHL,2017,11128.214173470495
Chile,CHL,2018,11267.542924710344
China,CHN,1965,178.20926398275367
China,CHN,1966,223.32511625183056
China,CHN,1967,214.65634069121933
China,CHN,1968,228.3385820406101
China,CHN,1969,297.82692886096146
China,CHN,1970,401.2145209387755
China,CHN,1971,532.0440187224893
China,CHN,1972,597.7054139489462
China,CHN,1973,712.7529933692238
China,CHN,1974,802.5337470872815
China,CHN,1975,868.1090655061506
China,CHN,1976,975.072694576748
China,CHN,1977,1013.7288126542264
China,CHN,1978,1107.4175576589716
China,CHN,1979,1094.4777750139826
China,CHN,1980,1011.630995136389
China,CHN,1981,947.1257696895016
China,CHN,1982,925.0642040556621
China,CHN,1983,932.3506043145442
China,CHN,1984,952.393623901789
China,CHN,1985,981.0989715640377
China,CHN,1986,1025.1686119197582
China,CHN,1987,1068.95523275073
China,CHN,1988,1127.3407822267045
China,CHN,1989,1159.5482265945525
China,CHN,1990,1131.4355257025645
China,CHN,1991,1206.8667613508944
China,CHN,1992,1297.6439486581642
China,CHN,1993,1419.9584296838634
China,CHN,1994,1426.0906725231314
China,CHN,1995,1531.2577250850852
China,CHN,1996,1664.1175238637761
China,CHN,1997,1801.33298627519
China,CHN,1998,1836.0123228194986
China,CHN,1999,1939.2433516471156
China,CHN,2000,2062.016080761905
China,CHN,2001,2094.417449595252
China,CHN,2002,2247.636955982961
China,CHN,2003,2487.399122914964
China,CHN,2004,2887.3883577965535
China,CHN,2005,2921.759227232389
China,CHN,2006,3121.3789935133136
China,CHN,2007,3257.429227457825
China,CHN,2008,3305.554089317723
China,CHN,2009,3422.664192353087
China,CHN,2010,3870.1122151904847
China,CHN,2011,3991.6479567408724
China,CHN,2012,4161.336673828288
China,CHN,2013,4322.2935088169415
