Entity,Code,Year,HRV Transparency index
Mozambique,MOZ,1999,0.4063
Mozambique,MOZ,2000,0.8089
Mozambique,MOZ,2001,0.9613
Mozambique,MOZ,2002,1.186
Mozambique,MOZ,2003,1.6552
Mozambique,MOZ,2004,1.3087
Mozambique,MOZ,2005,1.2981
Mozambique,MOZ,2006,1.3376
Mozambique,MOZ,2007,1.3081
Mozambique,MOZ,2008,1.2122
Mozambique,MOZ,2009,1.1855
Mozambique,MOZ,2010,1.1906
Nepal,NPL,1980,-0.2622
Nepal,NPL,1981,-0.2412
Nepal,NPL,1982,-0.2584
Nepal,NPL,1983,-0.2382
Nepal,NPL,1984,-0.2301
Nepal,NPL,1985,-0.2123
Nepal,NPL,1986,-0.2335
Nepal,NPL,1987,-0.2794
Nepal,NPL,1988,-0.4048
Nepal,NPL,1989,-0.4028
Nepal,NPL,1990,-0.2453
Nepal,NPL,1991,-0.138
Nepal,NPL,1992,-0.2375
Nepal,NPL,1993,-0.2333
Nepal,NPL,1994,-0.212
Nepal,NPL,1995,-0.2156
Nepal,NPL,1996,-0.1721
Nepal,NPL,1997,-0.1917
Nepal,NPL,1998,-0.1564
Nepal,NPL,1999,0.148
Nepal,NPL,2000,0.3106
Nepal,NPL,2001,0.0132
Nepal,NPL,2002,-0.149
Nepal,NPL,2003,0.0429
Nepal,NPL,2004,-0.2188
Nepal,NPL,2005,-0.2338
Nepal,NPL,2006,-0.2349
Nepal,NPL,2007,-0.24
Nepal,NPL,2008,-0.1955
Nepal,NPL,2009,-0.0536
Nepal,NPL,2010,-0.4144
Netherlands,NLD,1980,1.2921
Netherlands,NLD,1981,2.0294
Netherlands,NLD,1982,2.2789
Netherlands,NLD,1983,2.6133
Netherlands,NLD,1984,2.4686
Netherlands,NLD,1985,2.7288
Netherlands,NLD,1986,2.6894
Netherlands,NLD,1987,3.5674
Netherlands,NLD,1988,3.8595
Netherlands,NLD,1989,3.9143
Netherlands,NLD,1990,4.1317
Netherlands,NLD,1991,4.2108
Netherlands,NLD,1992,4.1823
Netherlands,NLD,1993,4.352
Netherlands,NLD,1994,4.507
Netherlands,NLD,1995,4.7531
Netherlands,NLD,1996,4.6732
Netherlands,NLD,1997,4.3934
Netherlands,NLD,1998,4.0952
Netherlands,NLD,1999,5.0217
Netherlands,NLD,2000,5.3876
Netherlands,NLD,2001,5.6305
Netherlands,NLD,2002,5.9705
Netherlands,NLD,2003,6.2142
Netherlands,NLD,2004,6.2663
Netherlands,NLD,2005,6.2152
Netherlands,NLD,2006,6.1241
Netherlands,NLD,2007,5.9499
Netherlands,NLD,2008,5.5831
Netherlands,NLD,2009,4.9372
Netherlands,NLD,2010,4.4026
New Zealand,NZL,1980,0.6745
New Zealand,NZL,1981,1.2904
New Zealand,NZL,1982,1.1898
New Zealand,NZL,1983,1.0619
New Zealand,NZL,1984,1.1647
New Zealand,NZL,1985,1.3708
New Zealand,NZL,1986,2.4994
New Zealand,NZL,1987,2.7967
New Zealand,NZL,1988,2.9072
New Zealand,NZL,1989,3.018
New Zealand,NZL,1990,3.2744
New Zealand,NZL,1991,3.6341
New Zealand,NZL,1992,3.62
New Zealand,NZL,1993,3.5839
New Zealand,NZL,1994,3.9445
New Zealand,NZL,1995,4.1565
New Zealand,NZL,1996,4.3229
New Zealand,NZL,1997,4.3233
New Zealand,NZL,1998,4.0282
New Zealand,NZL,1999,4.3646
New Zealand,NZL,2000,4.5591
New Zealand,NZL,2001,4.5726
New Zealand,NZL,2002,4.7738
New Zealand,NZL,2003,4.7332
New Zealand,NZL,2004,4.763
New Zealand,NZL,2005,4.7012
New Zealand,NZL,2006,4.5211
New Zealand,NZL,2007,4.198
New Zealand,NZL,2008,3.6693
New Zealand,NZL,2009,2.2418
New Zealand,NZL,2010,-0.1717
Nicaragua,NIC,1980,0.1606
Nicaragua,NIC,1981,0.1701
Nicaragua,NIC,1982,0.2693
Nicaragua,NIC,1983,0.3555
Nicaragua,NIC,1984,0.2464
Nicaragua,NIC,1985,0.2573
Nicaragua,NIC,1986,0.2075
Nicaragua,NIC,1987,-0.0219
Nicaragua,NIC,1988,0.2392
Nicaragua,NIC,1989,0.3194
Nicaragua,NIC,1990,0.4362
Nicaragua,NIC,1991,0.4572
Nicaragua,NIC,1992,0.6538
Nicaragua,NIC,1993,1.1105
Nicaragua,NIC,1994,1.1811
Nicaragua,NIC,1995,1.6317
Nicaragua,NIC,1996,1.6511
Nicaragua,NIC,1997,1.7061
Nicaragua,NIC,1998,1.8444
Nicaragua,NIC,1999,1.9356
Nicaragua,NIC,2000,1.9436
Nicaragua,NIC,2001,1.4724
Nicaragua,NIC,2002,1.3246
Nicaragua,NIC,2003,2.1357
Nicaragua,NIC,2004,2.2978
Nicaragua,NIC,2005,2.416
Nicaragua,NIC,2006,2.3313
Nicaragua,NIC,2007,1.8261
Nicaragua,NIC,2008,0.9187
Nicaragua,NIC,2009,0.6442
Nicaragua,NIC,2010,0.7683
Niger,NER,1980,-0.6375
Niger,NER,1981,-0.6088
Niger,NER,1982,-0.6397
Niger,NER,1983,-0.6426
Niger,NER,1984,-0.6394
Niger,NER,1985,-0.6425
Niger,NER,1986,-0.6411
Niger,NER,1987,-0.6393
Niger,NER,1988,-0.6403
Niger,NER,1989,-0.6375
Niger,NER,1990,-0.6339
Niger,NER,1991,-0.6354
Niger,NER,1992,-0.6352
Niger,NER,1993,-0.6374
Niger,NER,1994,-0.6398
Niger,NER,1995,-0.6074
Niger,NER,1996,-0.6033
Niger,NER,1997,-0.6044
Niger,NER,1998,-0.6052
Niger,NER,1999,-0.6034
Niger,NER,2000,-0.5607
Niger,NER,2001,-0.6095
Niger,NER,2002,-0.6209
Niger,NER,2003,-0.6211
Niger,NER,2004,-0.6276
Niger,NER,2005,-0.5918
Niger,NER,2006,-0.6812
Niger,NER,2007,-0.6838
Niger,NER,2008,-0.6832
Niger,NER,2009,-0.6856
Niger,NER,2010,-1.2664
Nigeria,NGA,1980,-0.6299
Nigeria,NGA,1981,-0.5915
Nigeria,NGA,1982,-0.6283
Nigeria,NGA,1983,-0.5704
Nigeria,NGA,1984,-0.5934
Nigeria,NGA,1985,-0.595
Nigeria,NGA,1986,-0.6228
Nigeria,NGA,1987,-0.6007
Nigeria,NGA,1988,-0.6336
Nigeria,NGA,1989,-0.6305
Nigeria,NGA,1990,-0.6289
Nigeria,NGA,1991,-0.6003
Nigeria,NGA,1992,-0.632
Nigeria,NGA,1993,-0.6315
Nigeria,NGA,1994,-0.6316
Nigeria,NGA,1995,-0.633
Nigeria,NGA,1996,-0.5976
Nigeria,NGA,1997,-0.6005
Nigeria,NGA,1998,-0.6033
Nigeria,NGA,1999,-0.595
Nigeria,NGA,2000,-0.5655
Nigeria,NGA,2001,-0.5952
Nigeria,NGA,2002,-0.5916
Nigeria,NGA,2003,-0.5912
Nigeria,NGA,2004,-0.6982
Nigeria,NGA,2005,-0.6213
Nigeria,NGA,2006,-0.5809
Nigeria,NGA,2007,-0.5803
Nigeria,NGA,2008,-0.5889
Nigeria,NGA,2009,-0.5886
Nigeria,NGA,2010,-0.586
Norway,NOR,1980,1.5448
Norway,NOR,1981,2.5131
Norway,NOR,1982,2.8042
Norway,NOR,1983,2.9371
Norway,NOR,1984,2.9227
Norway,NOR,1985,2.6966
Norway,NOR,1986,1.6443
Norway,NOR,1987,1.7125
Norway,NOR,1988,2.8405
Norway,NOR,1989,3.3093
Norway,NOR,1990,3.4941
Norway,NOR,1991,3.5405
Norway,NOR,1992,3.6304
Norway,NOR,1993,3.6882
Norway,NOR,1994,3.8279
Norway,NOR,1995,4.2164
Norway,NOR,1996,4.6426
Norway,NOR,1997,4.8907
Norway,NOR,1998,4.9781
Norway,NOR,1999,4.9826
Norway,NOR,2000,5.0275
Norway,NOR,2001,4.9649
Norway,NOR,2002,4.9973
Norway,NOR,2003,4.9434
Norway,NOR,2004,4.8217
Norway,NOR,2005,4.5657
Norway,NOR,2006,4.1188
Norway,NOR,2007,3.227
Norway,NOR,2008,2.9222
Norway,NOR,2009,2.7047
Norway,NOR,2010,2.4233
Oman,OMN,1980,-0.5801
Oman,OMN,1981,-0.5776
Oman,OMN,1982,-0.5811
Oman,OMN,1983,-0.5796
Oman,OMN,1984,-0.5747
Oman,OMN,1985,-0.5735
Oman,OMN,1986,-0.5438
Oman,OMN,1987,-0.5431
Oman,OMN,1988,-0.497
Oman,OMN,1989,-0.6288
Oman,OMN,1990,-0.1678
Oman,OMN,1991,-0.1494
Oman,OMN,1992,-0.314
Oman,OMN,1993,-0.1905
Oman,OMN,1994,-0.313
Oman,OMN,1995,-0.2668
Oman,OMN,1996,0.629
Oman,OMN,1997,0.3875
Oman,OMN,1998,0.3635
Oman,OMN,1999,0.3703
Oman,OMN,2000,0.7071
Oman,OMN,2001,0.4495
Oman,OMN,2002,0.4411
Oman,OMN,2003,0.3714
Oman,OMN,2004,0.2538
Oman,OMN,2005,-0.2148
Oman,OMN,2006,-0.2601
Oman,OMN,2007,-0.2638
Oman,OMN,2008,-0.2978
Oman,OMN,2009,-0.594
Oman,OMN,2010,-0.6396
Pakistan,PAK,1980,0.7912
Pakistan,PAK,1981,1.1111
Pakistan,PAK,1982,1.1548
Pakistan,PAK,1983,1.1579
Pakistan,PAK,1984,1.2518
Pakistan,PAK,1985,1.5393
Pakistan,PAK,1986,1.8188
Pakistan,PAK,1987,1.8918
Pakistan,PAK,1988,1.8251
Pakistan,PAK,1989,1.8704
Pakistan,PAK,1990,2.1257
Pakistan,PAK,1991,2.0383
Pakistan,PAK,1992,1.9496
Pakistan,PAK,1993,1.7393
Pakistan,PAK,1994,1.1204
Pakistan,PAK,1995,2.3119
Pakistan,PAK,1996,2.3646
Pakistan,PAK,1997,2.6273
Pakistan,PAK,1998,2.6109
Pakistan,PAK,1999,2.5888
Pakistan,PAK,2000,2.963
Pakistan,PAK,2001,3.1061
Pakistan,PAK,2002,3.5218
Pakistan,PAK,2003,3.8425
Pakistan,PAK,2004,4.1595
Pakistan,PAK,2005,4.1602
Pakistan,PAK,2006,4.2977
Pakistan,PAK,2007,4.0724
Pakistan,PAK,2008,3.4745
Pakistan,PAK,2009,1.7527
Pakistan,PAK,2010,1.3353
Panama,PAN,1980,0.6598
Panama,PAN,1981,1.186
Panama,PAN,1982,2.2731
Panama,PAN,1983,2.5758
Panama,PAN,1984,2.7298
Panama,PAN,1985,2.9928
Panama,PAN,1986,3.0731
Panama,PAN,1987,2.9803
Panama,PAN,1988,2.8579
Panama,PAN,1989,2.5509
Panama,PAN,1990,1.4821
Panama,PAN,1991,1.8689
Panama,PAN,1992,2.4961
Panama,PAN,1993,2.7706
Panama,PAN,1994,2.957
Panama,PAN,1995,2.8619
Panama,PAN,1996,2.8342
Panama,PAN,1997,2.7986
Panama,PAN,1998,2.7959
Panama,PAN,1999,3.1718
Panama,PAN,2000,3.4085
Panama,PAN,2001,3.6004
Panama,PAN,2002,3.5665
Panama,PAN,2003,3.1284
Panama,PAN,2004,2.9684
Panama,PAN,2005,3.4258
Panama,PAN,2006,3.5703
Panama,PAN,2007,3.5924
Panama,PAN,2008,3.3527
Panama,PAN,2009,2.8314
Panama,PAN,2010,2.0055
Papua New Guinea,PNG,1980,-0.6186
Papua New Guinea,PNG,1981,-0.574
Papua New Guinea,PNG,1982,-0.5722
Papua New Guinea,PNG,1983,-0.5813
Papua New Guinea,PNG,1984,-0.571
Papua New Guinea,PNG,1985,-0.5778
Papua New Guinea,PNG,1986,-0.5673
Papua New Guinea,PNG,1987,-0.5665
Papua New Guinea,PNG,1988,-0.5688
Papua New Guinea,PNG,1989,-0.5642
Papua New Guinea,PNG,1990,-0.5318
Papua New Guinea,PNG,1991,-0.5834
Papua New Guinea,PNG,1992,-0.5822
Papua New Guinea,PNG,1993,-0.5868
Papua New Guinea,PNG,1994,-0.6075
Papua New Guinea,PNG,1995,-0.6066
Papua New Guinea,PNG,1996,-0.6095
Papua New Guinea,PNG,1997,-0.6107
Papua New Guinea,PNG,1998,-0.5564
Papua New Guinea,PNG,1999,-0.6114
Papua New Guinea,PNG,2000,-0.5421
Papua New Guinea,PNG,2001,-0.5733
Papua New Guinea,PNG,2002,-0.5726
Papua New Guinea,PNG,2003,-0.5671
Papua New Guinea,PNG,2004,-0.5701
Papua New Guinea,PNG,2005,-0.6542
Papua New Guinea,PNG,2006,-0.6536
Papua New Guinea,PNG,2007,-0.6546
Papua New Guinea,PNG,2008,-0.6582
Papua New Guinea,PNG,2009,-0.6584
Papua New Guinea,PNG,2010,-0.6593
Paraguay,PRY,1980,0.2878
Paraguay,PRY,1981,0.5466
Paraguay,PRY,1982,0.8927
Paraguay,PRY,1983,1.0178
Paraguay,PRY,1984,1.0275
Paraguay,PRY,1985,1.1187
Paraguay,PRY,1986,0.9797
Paraguay,PRY,1987,1.037
Paraguay,PRY,1988,1.1241
Paraguay,PRY,1989,1.321
Paraguay,PRY,1990,1.9654
Paraguay,PRY,1991,2.177
Paraguay,PRY,1992,2.3235
Paraguay,PRY,1993,2.3489
Paraguay,PRY,1994,2.2707
Paraguay,PRY,1995,1.9108
Paraguay,PRY,1996,1.763
Paraguay,PRY,1997,2.3185
Paraguay,PRY,1998,2.5737
Paraguay,PRY,1999,2.8042
Paraguay,PRY,2000,2.8442
Paraguay,PRY,2001,3.4439
Paraguay,PRY,2002,3.6809
Paraguay,PRY,2003,3.7023
Paraguay,PRY,2004,3.5827
Paraguay,PRY,2005,3.4417
Paraguay,PRY,2006,3.4212
Paraguay,PRY,2007,3.6581
Paraguay,PRY,2008,3.1501
Paraguay,PRY,2009,1.7142
Paraguay,PRY,2010,1.5001
Peru,PER,1980,0.4259
Peru,PER,1981,0.2247
Peru,PER,1982,0.6399
Peru,PER,1983,0.6392
Peru,PER,1984,0.6422
Peru,PER,1985,0.8418
Peru,PER,1986,1.1331
Peru,PER,1987,1.2952
Peru,PER,1988,0.9918
Peru,PER,1989,1.305
Peru,PER,1990,2.1625
Peru,PER,1991,2.4477
Peru,PER,1992,2.3725
Peru,PER,1993,2.4781
Peru,PER,1994,2.6924
Peru,PER,1995,3.0134
Peru,PER,1996,3.3426
Peru,PER,1997,3.4181
Peru,PER,1998,3.6228
Peru,PER,1999,3.6394
Peru,PER,2000,3.6544
Peru,PER,2001,4.0251
Peru,PER,2002,4.1014
Peru,PER,2003,4.4241
Peru,PER,2004,4.5769
Peru,PER,2005,4.614
Peru,PER,2006,4.5993
Peru,PER,2007,4.4311
Peru,PER,2008,3.968
Peru,PER,2009,2.7995
Peru,PER,2010,1.8989
Philippines,PHL,1980,0.9106
Philippines,PHL,1981,1.4186
Philippines,PHL,1982,1.6634
Philippines,PHL,1983,1.7815
Philippines,PHL,1984,1.7392
Philippines,PHL,1985,1.8381
Philippines,PHL,1986,1.8691
Philippines,PHL,1987,1.8019
Philippines,PHL,1988,1.8156
Philippines,PHL,1989,1.8087
Philippines,PHL,1990,1.8688
Philippines,PHL,1991,1.7925
Philippines,PHL,1992,1.7434
Philippines,PHL,1993,1.8062
Philippines,PHL,1994,1.9174
Philippines,PHL,1995,2.0178
Philippines,PHL,1996,2.151
Philippines,PHL,1997,2.3722
Philippines,PHL,1998,3.1541
Philippines,PHL,1999,3.6056
Philippines,PHL,2000,3.8944
Philippines,PHL,2001,4.4034
Philippines,PHL,2002,4.6471
Philippines,PHL,2003,4.7624
Philippines,PHL,2004,4.6716
Philippines,PHL,2005,4.4685
Philippines,PHL,2006,4.2572
Philippines,PHL,2007,4.0129
Philippines,PHL,2008,3.4847
Philippines,PHL,2009,2.492
Philippines,PHL,2010,1.5575
Poland,POL,1980,-0.6913
Poland,POL,1981,-0.691
Poland,POL,1982,-0.6914
Poland,POL,1983,-0.6907
Poland,POL,1984,-0.6812
Poland,POL,1985,-0.6394
Poland,POL,1986,-0.639
Poland,POL,1987,-0.6079
Poland,POL,1988,-0.607
Poland,POL,1989,-0.6
Poland,POL,1990,-0.4328
Poland,POL,1991,1.1379
Poland,POL,1992,2.2101
Poland,POL,1993,2.5733
Poland,POL,1994,3.7069
Poland,POL,1995,4.1234
Poland,POL,1996,4.4916
Poland,POL,1997,4.9136
Poland,POL,1998,5.3716
Poland,POL,1999,5.6833
Poland,POL,2000,5.9645
Poland,POL,2001,6.2433
Poland,POL,2002,6.5846
Poland,POL,2003,6.8861
Poland,POL,2004,7.2511
Poland,POL,2005,7.4733
Poland,POL,2006,7.3519
Poland,POL,2007,6.8804
Poland,POL,2008,6.3701
Poland,POL,2009,5.5473
Poland,POL,2010,4.8835
Portugal,PRT,1980,1.3084
Portugal,PRT,1981,1.8485
Portugal,PRT,1982,1.9735
Portugal,PRT,1983,2.0568
Portugal,PRT,1984,2.1056
Portugal,PRT,1985,2.3691
Portugal,PRT,1986,3.1114
Portugal,PRT,1987,3.2825
Portugal,PRT,1988,3.3399
Portugal,PRT,1989,3.3258
Portugal,PRT,1990,3.6243
Portugal,PRT,1991,3.9185
Portugal,PRT,1992,4.1638
Portugal,PRT,1993,4.4664
Portugal,PRT,1994,4.5514
Portugal,PRT,1995,4.5151
Portugal,PRT,1996,4.4454
Portugal,PRT,1997,4.2453
Portugal,PRT,1998,4.4567
Portugal,PRT,1999,5.0155
Portugal,PRT,2000,5.3709
Portugal,PRT,2001,5.5934
Portugal,PRT,2002,5.6798
Portugal,PRT,2003,5.7741
Portugal,PRT,2004,5.9502
Portugal,PRT,2005,5.9646
Portugal,PRT,2006,5.9166
Portugal,PRT,2007,5.737
Portugal,PRT,2008,5.5612
Portugal,PRT,2009,5.08
Portugal,PRT,2010,4.652
Romania,ROU,1980,-0.708
Romania,ROU,1981,-0.7091
Romania,ROU,1982,-0.7073
Romania,ROU,1983,-0.7074
Romania,ROU,1984,-0.7078
Romania,ROU,1985,-0.7074
Romania,ROU,1986,-0.7077
Romania,ROU,1987,-0.684
Romania,ROU,1988,-0.6839
Romania,ROU,1989,-0.6644
Romania,ROU,1990,1.0584
Romania,ROU,1991,1.8618
Romania,ROU,1992,2.2051
Romania,ROU,1993,2.6067
Romania,ROU,1994,3.7791
Romania,ROU,1995,4.5443
Romania,ROU,1996,5.1786
Romania,ROU,1997,5.4902
Romania,ROU,1998,5.9314
Romania,ROU,1999,6.4608
Romania,ROU,2000,7.1096
Romania,ROU,2001,7.6099
Romania,ROU,2002,7.9547
Romania,ROU,2003,8.3176
Romania,ROU,2004,8.3451
Romania,ROU,2005,8.2955
Romania,ROU,2006,7.8652
Romania,ROU,2007,7.5235
Romania,ROU,2008,6.7159
Romania,ROU,2009,5.9735
Romania,ROU,2010,5.0182
Russia,RUS,1980,-3.1689
Russia,RUS,1981,-7.9545
Russia,RUS,1982,-10.11
Russia,RUS,1983,-10.8267
Russia,RUS,1984,-10.8701
Russia,RUS,1985,-10.2621
Russia,RUS,1986,-9.4305
Russia,RUS,1987,-9.0626
Russia,RUS,1988,-6.9643
Russia,RUS,1989,-2.8544
Russia,RUS,1990,-0.8664
Russia,RUS,1991,-0.8623
Russia,RUS,1992,-0.8418
Russia,RUS,1993,-0.8341
Russia,RUS,1994,0.8993
Russia,RUS,1995,1.3694
Russia,RUS,1996,2.8919
Russia,RUS,1997,3.4458
Russia,RUS,1998,3.5532
Russia,RUS,1999,4.2231
Russia,RUS,2000,4.7182
Russia,RUS,2001,5.0725
Russia,RUS,2002,5.2155
Russia,RUS,2003,5.8957
Russia,RUS,2004,5.817
Russia,RUS,2005,6.3247
Russia,RUS,2006,6.7523
Russia,RUS,2007,6.149
Russia,RUS,2008,5.3306
Russia,RUS,2009,2.3213
Russia,RUS,2010,1.3972
Rwanda,RWA,1980,-0.6059
Rwanda,RWA,1981,-0.597
Rwanda,RWA,1982,-0.6036
Rwanda,RWA,1983,-0.6047
Rwanda,RWA,1984,-0.6018
Rwanda,RWA,1985,-0.5991
Rwanda,RWA,1986,-0.602
Rwanda,RWA,1987,-0.5981
Rwanda,RWA,1988,-0.5947
Rwanda,RWA,1989,-0.5666
Rwanda,RWA,1990,-0.6012
Rwanda,RWA,1991,-0.5991
Rwanda,RWA,1992,-0.6083
Rwanda,RWA,1993,-0.6223
Rwanda,RWA,1994,-0.7706
Rwanda,RWA,1995,-0.6281
Rwanda,RWA,1996,-0.5291
Rwanda,RWA,1997,-0.5708
Rwanda,RWA,1998,-0.5742
Rwanda,RWA,1999,-0.5477
Rwanda,RWA,2000,-0.5833
Rwanda,RWA,2001,-0.5609
Rwanda,RWA,2002,-0.5573
Rwanda,RWA,2003,-0.5635
Rwanda,RWA,2004,-0.5612
Rwanda,RWA,2005,-0.5415
Rwanda,RWA,2006,-0.5719
Rwanda,RWA,2007,-0.5725
Rwanda,RWA,2008,-0.5787
Rwanda,RWA,2009,-0.5817
Rwanda,RWA,2010,-0.6546
Saudi Arabia,SAU,1980,-0.2902
Saudi Arabia,SAU,1981,-0.2953
Saudi Arabia,SAU,1982,-0.6489
Saudi Arabia,SAU,1983,-0.6631
Saudi Arabia,SAU,1984,-0.6622
Saudi Arabia,SAU,1985,-0.6538
Saudi Arabia,SAU,1986,-0.661
Saudi Arabia,SAU,1987,-0.6628
Saudi Arabia,SAU,1988,-0.6541
Saudi Arabia,SAU,1989,-0.6533
Saudi Arabia,SAU,1990,-0.652
Saudi Arabia,SAU,1991,-0.6521
Saudi Arabia,SAU,1992,-0.6514
Saudi Arabia,SAU,1993,-0.6497
Saudi Arabia,SAU,1994,-0.6518
Saudi Arabia,SAU,1995,-0.6511
Saudi Arabia,SAU,1996,-0.6508
Saudi Arabia,SAU,1997,-0.6381
Saudi Arabia,SAU,1998,-0.6065
Saudi Arabia,SAU,1999,-0.5711
Saudi Arabia,SAU,2000,-0.5683
Saudi Arabia,SAU,2001,-0.5675
Saudi Arabia,SAU,2002,-0.5694
Saudi Arabia,SAU,2003,-0.6066
Saudi Arabia,SAU,2004,-0.5899
Saudi Arabia,SAU,2005,0.3335
Saudi Arabia,SAU,2006,0.7646
Saudi Arabia,SAU,2007,0.7956
Saudi Arabia,SAU,2008,0.1424
Saudi Arabia,SAU,2009,-0.0418
Saudi Arabia,SAU,2010,-0.5156
Senegal,SEN,1980,0.5612
Senegal,SEN,1981,0.757
Senegal,SEN,1982,0.3192
Senegal,SEN,1983,0.2467
Senegal,SEN,1984,0.2603
Senegal,SEN,1985,0.3393
Senegal,SEN,1986,0.8291
Senegal,SEN,1987,0.791
Senegal,SEN,1988,0.4048
Senegal,SEN,1989,0.8636
Senegal,SEN,1990,1.0319
Senegal,SEN,1991,1.1814
Senegal,SEN,1992,1.0011
Senegal,SEN,1993,0.8318
Senegal,SEN,1994,0.7783
Senegal,SEN,1995,0.3474
Senegal,SEN,1996,0.8825
Senegal,SEN,1997,0.9507
Senegal,SEN,1998,1.0738
Senegal,SEN,1999,1.0726
Senegal,SEN,2000,1.2113
Senegal,SEN,2001,1.7266
Senegal,SEN,2002,1.1262
Senegal,SEN,2003,0.9415
Senegal,SEN,2004,1.0162
Senegal,SEN,2005,1.2606
Senegal,SEN,2006,1.7583
Senegal,SEN,2007,1.1344
Senegal,SEN,2008,1.0417
Senegal,SEN,2009,0.8102
Senegal,SEN,2010,-0.0212
Sierra Leone,SLE,1980,-0.6474
Sierra Leone,SLE,1981,-0.6502
Sierra Leone,SLE,1982,-0.6499
Sierra Leone,SLE,1983,-0.6259
Sierra Leone,SLE,1984,-0.62
Sierra Leone,SLE,1985,-0.6476
Sierra Leone,SLE,1986,-0.6508
Sierra Leone,SLE,1987,-0.6496
Sierra Leone,SLE,1988,-0.6492
Sierra Leone,SLE,1989,-0.6479
Sierra Leone,SLE,1990,-0.6485
Sierra Leone,SLE,1991,-0.65
Sierra Leone,SLE,1992,-0.6503
Sierra Leone,SLE,1993,-0.6508
Sierra Leone,SLE,1994,-0.6512
Sierra Leone,SLE,1995,-0.6502
Sierra Leone,SLE,1996,-0.6591
Sierra Leone,SLE,1997,-0.6589
Sierra Leone,SLE,1998,-0.6583
Sierra Leone,SLE,1999,-0.6595
Sierra Leone,SLE,2000,-0.5947
Sierra Leone,SLE,2001,-0.6523
Sierra Leone,SLE,2002,-0.6723
Sierra Leone,SLE,2003,-0.6425
Sierra Leone,SLE,2004,-0.6316
Sierra Leone,SLE,2005,-0.6543
Sierra Leone,SLE,2006,-0.6544
Sierra Leone,SLE,2007,-0.6544
Sierra Leone,SLE,2008,-0.6529
Sierra Leone,SLE,2009,-0.6533
Sierra Leone,SLE,2010,-0.6536
Singapore,SGP,1980,1.0669
Singapore,SGP,1981,1.5372
Singapore,SGP,1982,1.6328
Singapore,SGP,1983,1.753
Singapore,SGP,1984,1.7151
Singapore,SGP,1985,1.8488
Singapore,SGP,1986,2.2489
Singapore,SGP,1987,2.4033
Singapore,SGP,1988,2.5039
Singapore,SGP,1989,2.4098
Singapore,SGP,1990,2.1033
Singapore,SGP,1991,2.3734
Singapore,SGP,1992,2.5406
Singapore,SGP,1993,2.6127
Singapore,SGP,1994,2.6725
Singapore,SGP,1995,2.7704
Singapore,SGP,1996,2.7525
Singapore,SGP,1997,2.7413
Singapore,SGP,1998,2.7097
Singapore,SGP,1999,2.5502
Singapore,SGP,2000,2.3541
Singapore,SGP,2001,2.4209
Singapore,SGP,2002,2.416
Singapore,SGP,2003,2.3368
Singapore,SGP,2004,2.1056
Singapore,SGP,2005,1.5331
Singapore,SGP,2006,2.2082
Singapore,SGP,2007,2.5468
Singapore,SGP,2008,2.6152
Singapore,SGP,2009,2.2321
Singapore,SGP,2010,1.2226
Somalia,SOM,1980,-0.6771
Somalia,SOM,1981,-0.6769
Somalia,SOM,1982,-0.6747
Somalia,SOM,1983,-0.6843
Somalia,SOM,1984,-0.6844
Somalia,SOM,1985,-0.6855
Somalia,SOM,1986,-0.748
Somalia,SOM,1987,-0.7482
Somalia,SOM,1988,-0.7482
Somalia,SOM,1989,-0.7489
Somalia,SOM,1990,-2.8958
Somalia,SOM,1991,-4.9204
Somalia,SOM,1992,-6.0837
Somalia,SOM,1993,-6.6176
Somalia,SOM,1994,-6.8458
Somalia,SOM,1995,-6.9556
Somalia,SOM,1996,-7.0523
Somalia,SOM,1997,-7.0037
Somalia,SOM,1998,-7.0171
Somalia,SOM,1999,-6.8542
Somalia,SOM,2000,-6.7473
Somalia,SOM,2001,-6.6728
Somalia,SOM,2002,-6.6371
Somalia,SOM,2003,-6.611
Somalia,SOM,2004,-6.5634
Somalia,SOM,2005,-6.531
Somalia,SOM,2006,-6.4328
Somalia,SOM,2007,-6.2194
Somalia,SOM,2008,-6.453
Somalia,SOM,2009,-6.5781
Somalia,SOM,2010,-6.6758
South Africa,ZAF,1980,0.2684
South Africa,ZAF,1981,0.4144
South Africa,ZAF,1982,0.4347
South Africa,ZAF,1983,0.4482
South Africa,ZAF,1984,0.428
South Africa,ZAF,1985,0.3224
South Africa,ZAF,1986,0.3007
South Africa,ZAF,1987,0.3077
South Africa,ZAF,1988,0.336
South Africa,ZAF,1989,0.3789
South Africa,ZAF,1990,0.3665
South Africa,ZAF,1991,0.3224
South Africa,ZAF,1992,0.9345
South Africa,ZAF,1993,1.1513
South Africa,ZAF,1994,1.3363
South Africa,ZAF,1995,1.2687
South Africa,ZAF,1996,1.218
South Africa,ZAF,1997,1.333
South Africa,ZAF,1998,1.7416
South Africa,ZAF,1999,2.1748
South Africa,ZAF,2000,2.7986
South Africa,ZAF,2001,3.0618
South Africa,ZAF,2002,3.3557
South Africa,ZAF,2003,3.85
South Africa,ZAF,2004,3.6534
South Africa,ZAF,2005,3.3184
South Africa,ZAF,2006,3.3707
South Africa,ZAF,2007,3.9114
South Africa,ZAF,2008,3.8359
South Africa,ZAF,2009,3.2644
South Africa,ZAF,2010,1.9043
South Korea,KOR,1980,1.7445
South Korea,KOR,1981,2.9317
South Korea,KOR,1982,3.3228
South Korea,KOR,1983,3.4557
