Entity,Code,Year,Oil consumption per capita (BP & UN (2017 revision)) (megawatt-hours)
Algeria,DZA,1995,3.393121327
Algeria,DZA,1996,3.187123095
Algeria,DZA,1997,3.1076280769999998
Algeria,DZA,1998,3.15020287
Algeria,DZA,1999,3.0657377120000002
Algeria,DZA,2000,3.163749541
Algeria,DZA,2001,3.232912299
Algeria,DZA,2002,3.53824839
Algeria,DZA,2003,3.63398087
Algeria,DZA,2004,3.7513733929999997
Algeria,DZA,2005,3.855093151
Algeria,DZA,2006,3.9650143300000003
Algeria,DZA,2007,4.374147341
Algeria,DZA,2008,4.677502072
Algeria,DZA,2009,4.875543059
Algeria,DZA,2010,4.776919653
Algeria,DZA,2011,5.00045465
Algeria,DZA,2012,5.207918246
Algeria,DZA,2013,5.327431424999999
Algeria,DZA,2014,5.251045852000001
Algeria,DZA,2015,5.676984288
Argentina,ARG,1965,11.50802147
Argentina,ARG,1966,11.70610108
Argentina,ARG,1967,11.81682948
Argentina,ARG,1968,11.89725357
Argentina,ARG,1969,12.1689395
Argentina,ARG,1970,10.731137160000001
Argentina,ARG,1971,11.26895481
Argentina,ARG,1972,11.090358539999999
Argentina,ARG,1973,10.925472610000002
Argentina,ARG,1974,10.818897430000002
Argentina,ARG,1975,10.00688688
Argentina,ARG,1976,10.24147461
Argentina,ARG,1977,10.61770113
Argentina,ARG,1978,10.45720795
Argentina,ARG,1979,10.90133935
Argentina,ARG,1980,10.03818737
Argentina,ARG,1981,9.13707123
Argentina,ARG,1982,8.631249645
Argentina,ARG,1983,8.67588739
Argentina,ARG,1984,8.04630201
Argentina,ARG,1985,7.167719418
Argentina,ARG,1986,8.122882264
Argentina,ARG,1987,8.541383194
Argentina,ARG,1988,8.416478965
Argentina,ARG,1989,7.521897846
Argentina,ARG,1990,6.9997310399999995
Argentina,ARG,1991,7.0812348819999995
Argentina,ARG,1992,7.373984743
Argentina,ARG,1993,7.208633236
Argentina,ARG,1994,6.8461225390000005
Argentina,ARG,1995,6.749390638
Argentina,ARG,1996,6.931437160000001
Argentina,ARG,1997,6.8477307099999996
Argentina,ARG,1998,6.930842162
Argentina,ARG,1999,6.376368599
Argentina,ARG,2000,6.3796787759999996
Argentina,ARG,2001,6.067716675
Argentina,ARG,2002,5.543449258
Argentina,ARG,2003,5.646606801
Argentina,ARG,2004,5.85723697
Argentina,ARG,2005,6.168584135000001
Argentina,ARG,2006,6.398917133
Argentina,ARG,2007,7.034187922
Argentina,ARG,2008,7.164447428000001
Argentina,ARG,2009,6.934489851
Argentina,ARG,2010,7.918747538
Argentina,ARG,2011,7.891320726
Argentina,ARG,2012,8.17755942
Argentina,ARG,2013,8.708917916
Argentina,ARG,2014,8.475994306
Argentina,ARG,2015,8.620397010000001
Australia,AUS,1965,15.476900089999999
Australia,AUS,1966,17.98120334
Australia,AUS,1967,19.20172525
Australia,AUS,1968,20.37724641
Australia,AUS,1969,20.41123621
Australia,AUS,1970,22.10648726
Australia,AUS,1971,22.836622950000002
Australia,AUS,1972,22.85439012
Australia,AUS,1973,24.02759646
Australia,AUS,1974,25.12673869
Australia,AUS,1975,24.49906971
Australia,AUS,1976,24.747345460000002
Australia,AUS,1977,25.63321748
Australia,AUS,1978,25.398014749999998
Australia,AUS,1979,25.53052977
Australia,AUS,1980,24.16832906
Australia,AUS,1981,23.063605850000002
Australia,AUS,1982,22.66066597
Australia,AUS,1983,22.12420303
Australia,AUS,1984,22.86606738
Australia,AUS,1985,21.38840672
Australia,AUS,1986,21.557703420000003
Australia,AUS,1987,21.64150407
Australia,AUS,1988,22.26980013
Australia,AUS,1989,22.67654221
Australia,AUS,1990,22.6530146
Australia,AUS,1991,21.72163591
Australia,AUS,1992,21.524325570000002
Australia,AUS,1993,22.3987666
Australia,AUS,1994,22.98903786
Australia,AUS,1995,23.45332111
Australia,AUS,1996,23.55782292
Australia,AUS,1997,23.72721226
Australia,AUS,1998,23.42787658
Australia,AUS,1999,23.9245328
Australia,AUS,2000,23.53647754
Australia,AUS,2001,23.43909962
Australia,AUS,2002,23.08122554
Australia,AUS,2003,22.78076133
Australia,AUS,2004,23.15148765
Australia,AUS,2005,22.69190954
Australia,AUS,2006,24.22855016
Australia,AUS,2007,23.60101437
Australia,AUS,2008,23.5413876
Australia,AUS,2009,23.28501124
Australia,AUS,2010,22.98901323
Australia,AUS,2011,23.96680955
Australia,AUS,2012,24.408232469999998
Australia,AUS,2013,24.18943351
Australia,AUS,2014,23.84198198
Australia,AUS,2015,23.38872667
Austria,AUT,1965,8.853255467
Austria,AUT,1966,9.674477438
Austria,AUT,1967,10.2398863
Austria,AUT,1968,11.78073114
Austria,AUT,1969,12.871866070000001
Austria,AUT,1970,14.07593745
Austria,AUT,1971,15.64357102
Austria,AUT,1972,16.8088568
Austria,AUT,1973,18.141238440000002
Austria,AUT,1974,16.18469662
Austria,AUT,1975,16.31281268
Austria,AUT,1976,17.732489310000002
Austria,AUT,1977,16.96700589
Austria,AUT,1978,18.29633055
Austria,AUT,1979,19.08948994
Austria,AUT,1980,18.626946059999998
Austria,AUT,1981,16.89325536
Austria,AUT,1982,16.01572891
Austria,AUT,1983,15.46311887
Austria,AUT,1984,15.01277787
Austria,AUT,1985,15.02075282
Austria,AUT,1986,15.826661
Austria,AUT,1987,16.24379921
Austria,AUT,1988,16.03694946
Austria,AUT,1989,15.70674548
Austria,AUT,1990,16.34444376
Austria,AUT,1991,17.49729213
Austria,AUT,1992,16.91866857
Austria,AUT,1993,16.92167191
Austria,AUT,1994,16.56869223
Austria,AUT,1995,16.47679678
Austria,AUT,1996,16.976782970000002
Austria,AUT,1997,17.25922696
Austria,AUT,1998,17.90410083
Austria,AUT,1999,17.55381647
Austria,AUT,2000,17.07904154
Austria,AUT,2001,18.511204600000003
Austria,AUT,2002,18.81522598
Austria,AUT,2003,20.253294699999998
Austria,AUT,2004,19.60459449
Austria,AUT,2005,19.712939119999998
Austria,AUT,2006,19.88182965
Austria,AUT,2007,18.78590671
Austria,AUT,2008,18.63376816
Austria,AUT,2009,17.84925947
Austria,AUT,2010,18.502255690000002
Austria,AUT,2011,17.41228701
Austria,AUT,2012,17.093703819999998
Austria,AUT,2013,17.266474010000003
Austria,AUT,2014,16.79591624
Austria,AUT,2015,16.6904643
Azerbaijan,AZE,1985,14.395835730000002
Azerbaijan,AZE,1986,14.83964417
Azerbaijan,AZE,1987,13.74015338
Azerbaijan,AZE,1988,13.84432425
Azerbaijan,AZE,1989,13.28388201
Azerbaijan,AZE,1990,13.71764729
Azerbaijan,AZE,1991,13.024212200000001
Azerbaijan,AZE,1992,12.50093385
Azerbaijan,AZE,1993,12.272727660000001
Azerbaijan,AZE,1994,10.998993689999999
Azerbaijan,AZE,1995,9.842296419
Azerbaijan,AZE,1996,8.789244864
Azerbaijan,AZE,1997,8.285291558
Azerbaijan,AZE,1998,8.656919962
Azerbaijan,AZE,1999,8.269418446
Azerbaijan,AZE,2000,9.06410794
Azerbaijan,AZE,2001,5.6706937779999995
Azerbaijan,AZE,2002,5.149676544
Azerbaijan,AZE,2003,5.9420197120000005
Azerbaijan,AZE,2004,6.172286463000001
Azerbaijan,AZE,2005,7.322375573
Azerbaijan,AZE,2006,6.47653732
Azerbaijan,AZE,2007,6.030752711
Azerbaijan,AZE,2008,4.733651836
Azerbaijan,AZE,2009,4.316222131000001
Azerbaijan,AZE,2010,4.1418034740000005
Azerbaijan,AZE,2011,5.0695086
Azerbaijan,AZE,2012,5.231977793
Azerbaijan,AZE,2013,5.629438207000001
Azerbaijan,AZE,2014,5.441187308
Azerbaijan,AZE,2015,5.481937391000001
Bangladesh,BGD,1971,0.1183577012
Bangladesh,BGD,1972,0.1436599624
Bangladesh,BGD,1973,0.1603351289
Bangladesh,BGD,1974,0.163422119
Bangladesh,BGD,1975,0.1869126636
Bangladesh,BGD,1976,0.1975530231
Bangladesh,BGD,1977,0.1896788795
Bangladesh,BGD,1978,0.1961134071
Bangladesh,BGD,1979,0.2112096282
Bangladesh,BGD,1980,0.2319694428
Bangladesh,BGD,1981,0.23267982520000002
Bangladesh,BGD,1982,0.22311470170000003
Bangladesh,BGD,1983,0.19431991869999998
Bangladesh,BGD,1984,0.1908588029
Bangladesh,BGD,1985,0.2071440769
Bangladesh,BGD,1986,0.2174344205
Bangladesh,BGD,1987,0.208135115
Bangladesh,BGD,1988,0.2032868011
Bangladesh,BGD,1989,0.2157627964
Bangladesh,BGD,1990,0.2037110523
Bangladesh,BGD,1991,0.18419325860000002
Bangladesh,BGD,1992,0.20107984450000002
Bangladesh,BGD,1993,0.22105105130000002
Bangladesh,BGD,1994,0.2249276992
Bangladesh,BGD,1995,0.2873531221
Bangladesh,BGD,1996,0.28674694310000004
Bangladesh,BGD,1997,0.321984465
Bangladesh,BGD,1998,0.3488596278
Bangladesh,BGD,1999,0.3038427024
Bangladesh,BGD,2000,0.2937965862
Bangladesh,BGD,2001,0.3431577404
Bangladesh,BGD,2002,0.33738771759999997
Bangladesh,BGD,2003,0.3437527946
Bangladesh,BGD,2004,0.3173740274
Bangladesh,BGD,2005,0.31417948819999997
Bangladesh,BGD,2006,0.3138376631
Bangladesh,BGD,2007,0.2931568103
Bangladesh,BGD,2008,0.2946678321
Bangladesh,BGD,2009,0.2722977446
Bangladesh,BGD,2010,0.2992776303
Bangladesh,BGD,2011,0.3841625824
Bangladesh,BGD,2012,0.4064674169
Bangladesh,BGD,2013,0.39055200780000005
Bangladesh,BGD,2014,0.41963961580000003
Bangladesh,BGD,2015,0.4468654524
Belarus,BLR,1985,29.635294580000004
Belarus,BLR,1986,34.78985501
Belarus,BLR,1987,34.20035813
Belarus,BLR,1988,32.949455900000004
Belarus,BLR,1989,30.721755379999998
Belarus,BLR,1990,28.3316216
Belarus,BLR,1991,27.36912673
Belarus,BLR,1992,23.331878980000003
Belarus,BLR,1993,16.55823974
Belarus,BLR,1994,13.497554150000001
Belarus,BLR,1995,12.26490854
Belarus,BLR,1996,12.09124834
Belarus,BLR,1997,10.57234837
Belarus,BLR,1998,10.02216372
Belarus,BLR,1999,9.233492405000002
Belarus,BLR,2000,9.153102362
Belarus,BLR,2001,8.998472696999999
Belarus,BLR,2002,9.434795004
Belarus,BLR,2003,9.712309603
Belarus,BLR,2004,9.756463381
Belarus,BLR,2005,9.094603640999999
Belarus,BLR,2006,10.69104964
Belarus,BLR,2007,9.781436539000001
Belarus,BLR,2008,9.673591884
Belarus,BLR,2009,11.369797870000001
Belarus,BLR,2010,9.176987062
Belarus,BLR,2011,10.55955114
Belarus,BLR,2012,12.826271440000001
Belarus,BLR,2013,8.755410701
Belarus,BLR,2014,9.96504953
Belarus,BLR,2015,9.448777792000001
Belgium,BEL,1965,19.62975407
Belgium,BEL,1966,19.92558032
Belgium,BEL,1967,21.896621930000002
Belgium,BEL,1968,25.354619340000003
Belgium,BEL,1969,29.14026666
Belgium,BEL,1970,31.64744949
Belgium,BEL,1971,32.32051932
Belgium,BEL,1972,34.885754920000004
Belgium,BEL,1973,36.56343675
Belgium,BEL,1974,32.06685223
Belgium,BEL,1975,30.23547252
Belgium,BEL,1976,31.44861593
Belgium,BEL,1977,30.86778382
Belgium,BEL,1978,32.86539117
Belgium,BEL,1979,32.61798691
Belgium,BEL,1980,30.12912764
Belgium,BEL,1981,27.57722108
Belgium,BEL,1982,26.07918098
Belgium,BEL,1983,23.59045674
Belgium,BEL,1984,22.76722626
Belgium,BEL,1985,23.061616620000002
Belgium,BEL,1986,26.08056148
Belgium,BEL,1987,26.237509290000002
Belgium,BEL,1988,27.00504166
Belgium,BEL,1989,26.4513742
Belgium,BEL,1990,27.72405938
Belgium,BEL,1991,29.765873510000002
Belgium,BEL,1992,30.316398890000002
Belgium,BEL,1993,29.7247505
Belgium,BEL,1994,32.06291523
Belgium,BEL,1995,31.62589379
Belgium,BEL,1996,34.38094487
Belgium,BEL,1997,35.22970789
Belgium,BEL,1998,35.556973570000004
Belgium,BEL,1999,34.14551016
Belgium,BEL,2000,34.98490036
Belgium,BEL,2001,34.900079160000004
Belgium,BEL,2002,35.61074821
Belgium,BEL,2003,37.58669615
Belgium,BEL,2004,37.39424951
Belgium,BEL,2005,37.0770216
Belgium,BEL,2006,37.029151940000006
Belgium,BEL,2007,37.57576369
Belgium,BEL,2008,38.78762313
Belgium,BEL,2009,33.78071396
Belgium,BEL,2010,34.773881159999995
Belgium,BEL,2011,32.23385495
Belgium,BEL,2012,31.09294044
Belgium,BEL,2013,31.438458750000002
Belgium,BEL,2014,30.79899914
Belgium,BEL,2015,31.896124540000002
Brazil,BRA,1965,2.067403395
Brazil,BRA,1966,2.190300569
Brazil,BRA,1967,2.201344331
Brazil,BRA,1968,2.574710682
Brazil,BRA,1969,2.748850079
Brazil,BRA,1970,3.054834312
Brazil,BRA,1971,3.288474452
Brazil,BRA,1972,3.6955748130000003
Brazil,BRA,1973,4.4311968109999995
Brazil,BRA,1974,4.654029540000001
Brazil,BRA,1975,4.686056609
Brazil,BRA,1976,4.953650953
Brazil,BRA,1977,4.991272673
Brazil,BRA,1978,5.371514934
Brazil,BRA,1979,5.563473202
Brazil,BRA,1980,5.277198437
Brazil,BRA,1981,4.902120622000001
Brazil,BRA,1982,4.926993285
Brazil,BRA,1983,4.674731887
Brazil,BRA,1984,4.723458479
Brazil,BRA,1985,4.784810507
Brazil,BRA,1986,5.285707508000001
Brazil,BRA,1987,5.324821043
Brazil,BRA,1988,5.3437037609999996
Brazil,BRA,1989,5.332869348
Brazil,BRA,1990,5.098686531
Brazil,BRA,1991,5.087873919
Brazil,BRA,1992,5.351514317
Brazil,BRA,1993,5.468860026000001
Brazil,BRA,1994,5.741446946
Brazil,BRA,1995,5.886786335
Brazil,BRA,1996,6.151583404
Brazil,BRA,1997,6.418290404
Brazil,BRA,1998,6.545261289
Brazil,BRA,1999,6.518688125
Brazil,BRA,2000,6.261242543000001
Brazil,BRA,2001,6.287348676
Brazil,BRA,2002,6.1500179820000005
Brazil,BRA,2003,5.88081458
Brazil,BRA,2004,6.043135584
Brazil,BRA,2005,6.159339656
Brazil,BRA,2006,6.154508375000001
Brazil,BRA,2007,6.544344504
Brazil,BRA,2008,7.0036623659999995
Brazil,BRA,2009,6.979443417000001
Brazil,BRA,2010,7.494469924000001
Brazil,BRA,2011,7.718451616
Brazil,BRA,2012,7.78824094
Brazil,BRA,2013,8.284208279000001
Brazil,BRA,2014,8.576117511000001
Brazil,BRA,2015,8.279032431
Bulgaria,BGR,1965,5.236171126
Bulgaria,BGR,1966,5.932688623
Bulgaria,BGR,1967,7.410069795
Bulgaria,BGR,1968,8.722584111
Bulgaria,BGR,1969,10.64163101
Bulgaria,BGR,1970,12.28415807
Bulgaria,BGR,1971,13.437259019999999
Bulgaria,BGR,1972,13.89070316
Bulgaria,BGR,1973,14.57701272
Bulgaria,BGR,1974,15.085736650000001
Bulgaria,BGR,1975,15.92437644
Bulgaria,BGR,1976,16.480131460000003
Bulgaria,BGR,1977,17.08054695
Bulgaria,BGR,1978,17.54114232
Bulgaria,BGR,1979,18.0311768
Bulgaria,BGR,1980,18.30143911
Bulgaria,BGR,1981,16.26881386
Bulgaria,BGR,1982,15.71038951
Bulgaria,BGR,1983,15.11250996
Bulgaria,BGR,1984,14.480354020000002
Bulgaria,BGR,1985,13.42686939
Bulgaria,BGR,1986,14.15566106
Bulgaria,BGR,1987,13.616507030000001
Bulgaria,BGR,1988,14.48453806
Bulgaria,BGR,1989,14.1756803
Bulgaria,BGR,1990,8.928981716000001
Bulgaria,BGR,1991,5.779918534
Bulgaria,BGR,1992,5.262575057
Bulgaria,BGR,1993,6.154107172
Bulgaria,BGR,1994,6.117824778999999
Bulgaria,BGR,1995,6.7524447499999996
Bulgaria,BGR,1996,6.021268780000001
Bulgaria,BGR,1997,6.014887735
Bulgaria,BGR,1998,6.336960299
Bulgaria,BGR,1999,5.934024331
Bulgaria,BGR,2000,5.976565768
Bulgaria,BGR,2001,6.19295191
Bulgaria,BGR,2002,6.236308629
Bulgaria,BGR,2003,6.593016987
Bulgaria,BGR,2004,6.455383673
Bulgaria,BGR,2005,7.313624848000001
Bulgaria,BGR,2006,7.5835634
Bulgaria,BGR,2007,7.437286811
Bulgaria,BGR,2008,7.391150936
Bulgaria,BGR,2009,6.694710188
Bulgaria,BGR,2010,6.101965132
Bulgaria,BGR,2011,5.979253184
Bulgaria,BGR,2012,6.209235549
Bulgaria,BGR,2013,5.790878542000001
Bulgaria,BGR,2014,6.2206851290000005
Bulgaria,BGR,2015,7.090716466
Canada,CAN,1965,31.77551602
Canada,CAN,1966,32.8919931
Canada,CAN,1967,34.52672657
Canada,CAN,1968,36.13580219
Canada,CAN,1969,36.999883419999996
Canada,CAN,1970,38.82352261
Canada,CAN,1971,39.215829250000006
Canada,CAN,1972,40.62535656
Canada,CAN,1973,42.19841247
Canada,CAN,1974,42.27055822
Canada,CAN,1975,40.74581638
Canada,CAN,1976,42.36012975
Canada,CAN,1977,42.27912757
Canada,CAN,1978,42.59750217
Canada,CAN,1979,43.83205247
Canada,CAN,1980,42.70658588
Canada,CAN,1981,39.51297437
Canada,CAN,1982,35.00153788
Canada,CAN,1983,32.407158360000004
Canada,CAN,1984,32.38859069
Canada,CAN,1985,32.00256521
Canada,CAN,1986,31.678873080000002
Canada,CAN,1987,32.45573333
Canada,CAN,1988,33.64899646
Canada,CAN,1989,34.468870239999994
Canada,CAN,1990,33.51837236
Canada,CAN,1991,31.22001143
Canada,CAN,1992,31.460515739999998
Canada,CAN,1993,31.23633295
Canada,CAN,1994,31.431968949999998
Canada,CAN,1995,32.17318041
Canada,CAN,1996,32.76890489
Canada,CAN,1997,33.71840782
Canada,CAN,1998,34.12529163
Canada,CAN,1999,34.38629313
Canada,CAN,2000,34.087724470000005
Canada,CAN,2001,34.24256466
Canada,CAN,2002,34.84131482
Canada,CAN,2003,35.826239730000005
Canada,CAN,2004,36.70769131
Canada,CAN,2005,35.878857
Canada,CAN,2006,35.1725758
Canada,CAN,2007,35.81831886
Canada,CAN,2008,35.01084224
Canada,CAN,2009,32.50444156
Canada,CAN,2010,34.389789969999995
Canada,CAN,2011,35.098479270000006
Canada,CAN,2012,34.09019911
Canada,CAN,2013,34.149486530000004
Canada,CAN,2014,33.67902336
Canada,CAN,2015,32.07563074
Chile,CHL,1965,4.716852636
Chile,CHL,1966,5.0484733660000005
Chile,CHL,1967,5.146509433
Chile,CHL,1968,5.303559379999999
Chile,CHL,1969,5.522248085
Chile,CHL,1970,5.712469414999999
Chile,CHL,1971,6.212889252
Chile,CHL,1972,6.46986392
Chile,CHL,1973,6.048667357999999
Chile,CHL,1974,5.692064989
Chile,CHL,1975,4.87911208
Chile,CHL,1976,5.0998591189999996
Chile,CHL,1977,5.137481645
Chile,CHL,1978,5.547527565
Chile,CHL,1979,5.508516457
Chile,CHL,1980,5.485583194
Chile,CHL,1981,5.583631083
Chile,CHL,1982,4.850907847
Chile,CHL,1983,4.641142802
Chile,CHL,1984,4.573148174
Chile,CHL,1985,4.3814093519999995
Chile,CHL,1986,4.611953481
Chile,CHL,1987,4.734502421999999
Chile,CHL,1988,5.128121774
Chile,CHL,1989,5.575808528
Chile,CHL,1990,5.791229086
Chile,CHL,1991,6.357713338
Chile,CHL,1992,6.778421775
Chile,CHL,1993,7.27491371
Chile,CHL,1994,7.699036028000001
Chile,CHL,1995,8.344014872
Chile,CHL,1996,8.73884253
Chile,CHL,1997,9.259139317999999
Chile,CHL,1998,9.348109043000001
Chile,CHL,1999,9.322805066
Chile,CHL,2000,9.003995440999999
Chile,CHL,2001,8.451283937
Chile,CHL,2002,8.739187012
Chile,CHL,2003,8.333158692000001
Chile,CHL,2004,8.748325747
Chile,CHL,2005,8.975201991
Chile,CHL,2006,9.927293216
Chile,CHL,2007,12.624554770000001
Chile,CHL,2008,12.98673598
Chile,CHL,2009,12.56914938
Chile,CHL,2010,10.96055618
Chile,CHL,2011,11.90376461
Chile,CHL,2012,11.737923030000001
Chile,CHL,2013,11.211877280000001
Chile,CHL,2014,11.47508311
Chile,CHL,2015,11.54842974
China,CHN,1965,0.1764066858
China,CHN,1966,0.2209673749
China,CHN,1967,0.21249099480000003
China,CHN,1968,0.2260537427
China,CHN,1969,0.2949119311
China,CHN,1970,0.3975096005
China,CHN,1971,0.528622872
China,CHN,1972,0.5934656856
China,CHN,1973,0.7072764803
China,CHN,1974,0.7965581189
China,CHN,1975,0.8618836396
China,CHN,1976,0.9684858305
China,CHN,1977,1.006706978
China,CHN,1978,1.098544259
China,CHN,1979,1.081247021
China,CHN,1980,1.014006095
China,CHN,1981,0.9487447974000001
China,CHN,1982,0.925209076
China,CHN,1983,0.9303001227
China,CHN,1984,0.9491736808000001
China,CHN,1985,0.9746661999
China,CHN,1986,1.017257493
China,CHN,1987,1.059982428
China,CHN,1988,1.117248214
China,CHN,1989,1.1482444109999999
China,CHN,1990,1.119517936
China,CHN,1991,1.191700325
China,CHN,1992,1.27869697
China,CHN,1993,1.3930784020000002
China,CHN,1994,1.401700521
China,CHN,1995,1.5025917930000001
China,CHN,1996,1.634433942
China,CHN,1997,1.77490177
China,CHN,1998,1.8084071570000002
China,CHN,1999,1.90881602
China,CHN,2000,2.032128878
China,CHN,2001,2.063840408
China,CHN,2002,2.221875171
China,CHN,2003,2.4654802169999996
China,CHN,2004,2.862395187
China,CHN,2005,2.894476609
China,CHN,2006,3.089875183
China,CHN,2007,3.224714419
China,CHN,2008,3.270442214
China,CHN,2009,3.3788447080000004
China,CHN,2010,3.835981291
China,CHN,2011,3.955583583
China,CHN,2012,4.119128229
China,CHN,2013,4.273733048
China,CHN,2014,4.4170663910000005
China,CHN,2015,4.6772039020000005
Colombia,COL,1965,2.332751856
Colombia,COL,1966,2.5935267509999997
Colombia,COL,1967,2.538412367
Colombia,COL,1968,2.7447015940000004
Colombia,COL,1969,2.562833898
Colombia,COL,1970,2.815956107
Colombia,COL,1971,2.844753663
Colombia,COL,1972,3.163897407
Colombia,COL,1973,2.959264532
Colombia,COL,1974,3.206798689
Colombia,COL,1975,3.1549527480000004
Colombia,COL,1976,3.2547679410000003
Colombia,COL,1977,3.185719954
Colombia,COL,1978,3.170122774
Colombia,COL,1979,3.2912368560000003
Colombia,COL,1980,3.05510585
Colombia,COL,1981,3.060952393
Colombia,COL,1982,3.067129395
Colombia,COL,1983,3.104588998
Colombia,COL,1984,3.017797994
Colombia,COL,1985,3.0659729330000003
Colombia,COL,1986,2.969073622
Colombia,COL,1987,3.0601777699999997
Colombia,COL,1988,3.159341078
Colombia,COL,1989,3.1783632379999998
Colombia,COL,1990,3.166868108
Colombia,COL,1991,3.189189928
Colombia,COL,1992,3.449156708
Colombia,COL,1993,3.610250244
Colombia,COL,1994,3.660686016
Colombia,COL,1995,3.796814896
Colombia,COL,1996,3.858560083
Colombia,COL,1997,3.8610970950000003
Colombia,COL,1998,3.7115555020000004
Colombia,COL,1999,3.2380821190000004
Colombia,COL,2000,3.127181814
Colombia,COL,2001,2.8863621910000004
Colombia,COL,2002,2.8005160940000002
Colombia,COL,2003,2.877566276
Colombia,COL,2004,2.840687151
Colombia,COL,2005,2.916100703
Colombia,COL,2006,2.880054194
Colombia,COL,2007,2.8141721189999997
Colombia,COL,2008,3.026465517
Colombia,COL,2009,2.732559507
Colombia,COL,2010,3.021842526
Colombia,COL,2011,3.199539221
Colombia,COL,2012,3.438171241
Colombia,COL,2013,3.415877211
Colombia,COL,2014,3.59324725
Colombia,COL,2015,3.750126063
Czech Republic,CZE,1965,4.737863795
Czech Republic,CZE,1966,5.231721653
Czech Republic,CZE,1967,5.823771196
Czech Republic,CZE,1968,6.426829417
Czech Republic,CZE,1969,6.901765322999999
Czech Republic,CZE,1970,8.273114073999999
Czech Republic,CZE,1971,9.076170062
Czech Republic,CZE,1972,9.898915035
Czech Republic,CZE,1973,11.072987789999999
Czech Republic,CZE,1974,11.29476094
Czech Republic,CZE,1975,12.38629259
Czech Republic,CZE,1976,13.00852111
Czech Republic,CZE,1977,13.512383830000001
Czech Republic,CZE,1978,13.893979880000002
Czech Republic,CZE,1979,14.050733580000001
Czech Republic,CZE,1980,13.03550753
Czech Republic,CZE,1981,12.82521191
Czech Republic,CZE,1982,11.69905551
Czech Republic,CZE,1983,11.46454417
Czech Republic,CZE,1984,12.16663662
Czech Republic,CZE,1985,11.95828724
Czech Republic,CZE,1986,11.46161405
Czech Republic,CZE,1987,11.564988320000001
Czech Republic,CZE,1988,11.095043519999999
Czech Republic,CZE,1989,10.55414143
Czech Republic,CZE,1990,9.499758683
Czech Republic,CZE,1991,7.974953488000001
Czech Republic,CZE,1992,7.6160512019999995
Czech Republic,CZE,1993,7.716305247
Czech Republic,CZE,1994,7.921145940000001
Czech Republic,CZE,1995,8.987647387
Czech Republic,CZE,1996,9.40348889
Czech Republic,CZE,1997,8.964418079
Czech Republic,CZE,1998,9.306489241
Czech Republic,CZE,1999,9.250608709
Czech Republic,CZE,2000,8.970938018000002
Czech Republic,CZE,2001,9.481811480000001
Czech Republic,CZE,2002,9.237127868
