Entity,Code,Year,"Out-of-school children of primary school age, both sexes (number) ( )"
Tonga,TON,1993,1140
Tonga,TON,1998,771
Tonga,TON,1999,1250
Tonga,TON,2001,147
Tonga,TON,2004,287
Tonga,TON,2005,178
Tonga,TON,2006,166
Tonga,TON,2012,247
Tonga,TON,2013,615
Tonga,TON,2014,220
Trinidad and Tobago,TTO,1971,13568
Trinidad and Tobago,TTO,1972,15229
Trinidad and Tobago,TTO,1973,16461
Trinidad and Tobago,TTO,1974,16277
Trinidad and Tobago,TTO,1975,14091
Trinidad and Tobago,TTO,1976,8087
Trinidad and Tobago,TTO,1977,6576
Trinidad and Tobago,TTO,1978,9598
Trinidad and Tobago,TTO,1979,17107
Trinidad and Tobago,TTO,1980,22356
Trinidad and Tobago,TTO,1981,14338
Trinidad and Tobago,TTO,1982,12423
Trinidad and Tobago,TTO,1983,12623
Trinidad and Tobago,TTO,1984,14014
Trinidad and Tobago,TTO,1985,13701
Trinidad and Tobago,TTO,1986,17054
Trinidad and Tobago,TTO,1987,13723
Trinidad and Tobago,TTO,1988,12579
Trinidad and Tobago,TTO,1989,15638
Trinidad and Tobago,TTO,1990,19757
Trinidad and Tobago,TTO,1991,21135
Trinidad and Tobago,TTO,1992,22385
Trinidad and Tobago,TTO,1993,24255
Trinidad and Tobago,TTO,1996,21672
Trinidad and Tobago,TTO,1997,21098
Trinidad and Tobago,TTO,1999,3543
Trinidad and Tobago,TTO,2000,2723
Trinidad and Tobago,TTO,2001,3425
Trinidad and Tobago,TTO,2002,8001
Trinidad and Tobago,TTO,2003,5711
Trinidad and Tobago,TTO,2004,4607
Trinidad and Tobago,TTO,2005,8265
Trinidad and Tobago,TTO,2007,3885
Trinidad and Tobago,TTO,2008,2489
Trinidad and Tobago,TTO,2009,2090
Trinidad and Tobago,TTO,2010,1567
Tunisia,TUN,1971,200016
Tunisia,TUN,1975,231805
Tunisia,TUN,1978,216461
Tunisia,TUN,1979,204709
Tunisia,TUN,1980,186582
Tunisia,TUN,1981,171519
Tunisia,TUN,1982,146696
Tunisia,TUN,1983,117006
Tunisia,TUN,1984,89999
Tunisia,TUN,1985,83841
Tunisia,TUN,1986,78143
Tunisia,TUN,1987,73958
Tunisia,TUN,1988,71737
Tunisia,TUN,1989,67575
Tunisia,TUN,1990,72930
Tunisia,TUN,1991,61746
Tunisia,TUN,1992,57859
Tunisia,TUN,1993,48137
Tunisia,TUN,1994,48540
Tunisia,TUN,1995,45910
Tunisia,TUN,1996,58447
Tunisia,TUN,1997,72949
Tunisia,TUN,1999,71261
Tunisia,TUN,2000,56147
Tunisia,TUN,2001,32400
Tunisia,TUN,2002,6049
Tunisia,TUN,2003,3391
Tunisia,TUN,2004,1737
Tunisia,TUN,2005,11979
Tunisia,TUN,2006,14157
Tunisia,TUN,2007,23676
Tunisia,TUN,2008,19679
Tunisia,TUN,2009,13397
Tunisia,TUN,2010,3537
Tunisia,TUN,2011,3491
Tunisia,TUN,2012,1055
Tunisia,TUN,2013,3696
Turkey,TUR,1974,753293
Turkey,TUR,1985,577793
Turkey,TUR,1986,537562
Turkey,TUR,1987,574449
Turkey,TUR,1988,479265
Turkey,TUR,1989,484001
Turkey,TUR,1990,369391
Turkey,TUR,1991,409250
Turkey,TUR,1992,392315
Turkey,TUR,1993,545357
Turkey,TUR,1994,591236
Turkey,TUR,1995,620687
Turkey,TUR,1997,572355
Turkey,TUR,1999,365694
Turkey,TUR,2000,265883
Turkey,TUR,2001,230548
Turkey,TUR,2002,209139
Turkey,TUR,2003,181746
Turkey,TUR,2004,161878
Turkey,TUR,2005,143128
Turkey,TUR,2006,121663
Turkey,TUR,2007,91433
Turkey,TUR,2008,131679
Turkey,TUR,2009,287574
Turkey,TUR,2010,240059
Turkey,TUR,2011,300468
Turkey,TUR,2012,405668
Turkey,TUR,2013,357008
Tuvalu,TUV,2014,55
Uganda,UGA,1979,1524765
Uganda,UGA,1981,1520570
Uganda,UGA,1982,1520703
Uganda,UGA,1986,1303569
Uganda,UGA,2009,433397
Uganda,UGA,2010,673953
Uganda,UGA,2011,492529
Uganda,UGA,2013,477468
Ukraine,UKR,2002,63034
Ukraine,UKR,2003,217147
Ukraine,UKR,2004,212420
Ukraine,UKR,2005,192708
Ukraine,UKR,2006,198087
Ukraine,UKR,2007,195245
Ukraine,UKR,2008,182036
Ukraine,UKR,2009,151238
Ukraine,UKR,2010,83766
Ukraine,UKR,2011,21758
Ukraine,UKR,2012,13463
Ukraine,UKR,2013,14891
Ukraine,UKR,2014,56464
United Arab Emirates,ARE,1978,13776
United Arab Emirates,ARE,1980,20912
United Arab Emirates,ARE,1981,26736
United Arab Emirates,ARE,1982,23561
United Arab Emirates,ARE,1983,30708
United Arab Emirates,ARE,1984,32944
United Arab Emirates,ARE,1985,35984
United Arab Emirates,ARE,1986,38230
United Arab Emirates,ARE,1987,22418
United Arab Emirates,ARE,1988,17866
United Arab Emirates,ARE,1989,9862
United Arab Emirates,ARE,1990,3137
United Arab Emirates,ARE,1991,3059
United Arab Emirates,ARE,1992,9087
United Arab Emirates,ARE,1993,17465
United Arab Emirates,ARE,1994,21966
United Arab Emirates,ARE,1995,19222
United Arab Emirates,ARE,1996,23990
United Arab Emirates,ARE,1997,32506
United Arab Emirates,ARE,1998,31153
United Arab Emirates,ARE,1999,42460
United Arab Emirates,ARE,2003,23325
United Arab Emirates,ARE,2004,14519
United Arab Emirates,ARE,2005,9381
United Arab Emirates,ARE,2006,12084
United Arab Emirates,ARE,2007,13551
United Arab Emirates,ARE,2009,30609
United Arab Emirates,ARE,2010,22163
United Arab Emirates,ARE,2011,24769
United Arab Emirates,ARE,2012,19318
United Arab Emirates,ARE,2013,19808
United Arab Emirates,ARE,2014,14611
United Kingdom,GBR,1971,102612
United Kingdom,GBR,1972,153577
United Kingdom,GBR,1973,209609
United Kingdom,GBR,1974,237328
United Kingdom,GBR,1975,239497
United Kingdom,GBR,1976,230449
United Kingdom,GBR,1977,209173
United Kingdom,GBR,1978,199909
United Kingdom,GBR,1979,184606
United Kingdom,GBR,1980,110527
United Kingdom,GBR,1981,111931
United Kingdom,GBR,1982,151209
United Kingdom,GBR,1983,215531
United Kingdom,GBR,1984,228761
United Kingdom,GBR,1985,267726
United Kingdom,GBR,1986,196688
United Kingdom,GBR,1987,80380
United Kingdom,GBR,1988,12595
United Kingdom,GBR,1989,11541
United Kingdom,GBR,1990,8686
United Kingdom,GBR,1991,77231
United Kingdom,GBR,1992,145727
United Kingdom,GBR,1998,4722
United Kingdom,GBR,1999,2329
United Kingdom,GBR,2000,2199
United Kingdom,GBR,2001,2559
United Kingdom,GBR,2002,9510
United Kingdom,GBR,2003,4126
United Kingdom,GBR,2004,31606
United Kingdom,GBR,2005,245
United Kingdom,GBR,2006,16345
United Kingdom,GBR,2007,98167
United Kingdom,GBR,2008,39530
United Kingdom,GBR,2009,53437
United Kingdom,GBR,2010,24102
United Kingdom,GBR,2011,10892
United Kingdom,GBR,2012,8311
United Kingdom,GBR,2013,7334
United Kingdom,GBR,2014,6375
United States,USA,1975,4324144
United States,USA,1986,1363395
United States,USA,1987,1031354
United States,USA,1990,413386
United States,USA,1991,429154
United States,USA,1993,882692
United States,USA,1994,982826
United States,USA,1995,678640
United States,USA,1996,818459
United States,USA,1999,598595
United States,USA,2000,580495
United States,USA,2001,660324
United States,USA,2002,987543
United States,USA,2003,1103082
United States,USA,2004,1366373
United States,USA,2005,1147586
United States,USA,2006,896918
United States,USA,2007,673793
United States,USA,2008,600136
United States,USA,2009,953493
United States,USA,2010,1261861
United States,USA,2011,1480959
United States,USA,2012,1442532
United States,USA,2013,1773923
United States,USA,2014,1470712
Upper middle income,,1985,25759608
Upper middle income,,1986,20915126
Upper middle income,,1987,16510760
Upper middle income,,1988,14319828
Upper middle income,,1989,13105220
Upper middle income,,1990,11717869
Upper middle income,,1991,10706974
Upper middle income,,1992,10410755
Upper middle income,,1993,11917047
Upper middle income,,1994,14467972
Upper middle income,,1995,17450812
Upper middle income,,1996,19622288
Upper middle income,,1997,21160456
Upper middle income,,1998,17395096
Upper middle income,,1999,13548899
Upper middle income,,2000,12312215
Upper middle income,,2001,10342614
Upper middle income,,2002,4798101
Upper middle income,,2003,5165799
Upper middle income,,2004,4992185
Upper middle income,,2005,9035479
Upper middle income,,2006,10081902
Upper middle income,,2007,9261933
Upper middle income,,2008,8167678
Upper middle income,,2009,8137030
Upper middle income,,2010,8203368
Upper middle income,,2011,8097827
Upper middle income,,2012,8489392
Upper middle income,,2013,8881393
Upper middle income,,2014,8831078
Uruguay,URY,1983,43971
Uruguay,URY,1984,43718
Uruguay,URY,1985,39153
Uruguay,URY,1986,38052
Uruguay,URY,1987,40799
Uruguay,URY,1991,25076
Uruguay,URY,1992,18738
Uruguay,URY,1993,16547
Uruguay,URY,1994,21714
Uruguay,URY,1995,23543
Uruguay,URY,1996,25422
Uruguay,URY,1997,25234
Uruguay,URY,2005,7819
Uruguay,URY,2006,179
Uruguay,URY,2007,5972
Uruguay,URY,2008,2310
Uruguay,URY,2009,1706
Uruguay,URY,2010,481
Uruguay,URY,2013,1506
Uzbekistan,UZB,2007,64383
Uzbekistan,UZB,2008,104818
Uzbekistan,UZB,2009,122311
Uzbekistan,UZB,2010,166383
Uzbekistan,UZB,2011,162623
Vanuatu,VUT,1981,2988
Vanuatu,VUT,1989,6090
Vanuatu,VUT,1998,558
Vanuatu,VUT,1999,686
Vanuatu,VUT,2000,202
Vanuatu,VUT,2001,125
Vanuatu,VUT,2002,238
Vanuatu,VUT,2003,104
Vanuatu,VUT,2004,760
Vanuatu,VUT,2005,277
Venezuela,VEN,1971,556065
Venezuela,VEN,1972,591542
Venezuela,VEN,1973,630235
Venezuela,VEN,1974,680713
Venezuela,VEN,1975,675359
Venezuela,VEN,1976,610817
Venezuela,VEN,1977,571269
Venezuela,VEN,1978,522038
Venezuela,VEN,1979,483912
Venezuela,VEN,1999,502023
Venezuela,VEN,2000,419698
Venezuela,VEN,2001,330265
Venezuela,VEN,2002,230507
Venezuela,VEN,2003,274416
Venezuela,VEN,2004,264584
Venezuela,VEN,2005,302909
Venezuela,VEN,2006,276828
Venezuela,VEN,2007,240118
Venezuela,VEN,2008,302296
Venezuela,VEN,2009,235753
Venezuela,VEN,2010,208646
Venezuela,VEN,2011,209257
Venezuela,VEN,2012,208942
Venezuela,VEN,2013,234451
Venezuela,VEN,2014,243194
Vietnam,VNM,1977,181896
Vietnam,VNM,1978,659412
Vietnam,VNM,1981,451219
Vietnam,VNM,1985,681263
Vietnam,VNM,1998,79712
Vietnam,VNM,1999,152293
Vietnam,VNM,2000,244243
Vietnam,VNM,2001,362435
Vietnam,VNM,2002,632620
Vietnam,VNM,2005,782110
Vietnam,VNM,2006,609069
Vietnam,VNM,2008,185250
Vietnam,VNM,2009,98924
Vietnam,VNM,2010,122606
Vietnam,VNM,2011,39650
Vietnam,VNM,2012,119398
Vietnam,VNM,2013,126913
World,OWID_WRL,1970,124477168
World,OWID_WRL,1971,127967840
World,OWID_WRL,1972,126563160
World,OWID_WRL,1973,119201312
World,OWID_WRL,1974,118497240
World,OWID_WRL,1975,115145976
World,OWID_WRL,1976,114098616
World,OWID_WRL,1977,116385776
World,OWID_WRL,1978,124103008
World,OWID_WRL,1979,123982576
World,OWID_WRL,1980,119267712
World,OWID_WRL,1981,116324872
World,OWID_WRL,1982,114890184
World,OWID_WRL,1983,114324648
World,OWID_WRL,1984,113457232
World,OWID_WRL,1985,110310160
World,OWID_WRL,1986,106020688
World,OWID_WRL,1987,104724680
World,OWID_WRL,1988,101891744
World,OWID_WRL,1989,100520872
World,OWID_WRL,1990,102083376
World,OWID_WRL,1991,101984928
World,OWID_WRL,1992,104020736
World,OWID_WRL,1993,105173216
World,OWID_WRL,1994,106498600
World,OWID_WRL,1995,110208464
World,OWID_WRL,1996,113682768
World,OWID_WRL,1997,113799728
World,OWID_WRL,1998,110998192
World,OWID_WRL,1999,106048096
World,OWID_WRL,2000,100049536
World,OWID_WRL,2001,95992016
World,OWID_WRL,2002,88692168
World,OWID_WRL,2003,80518288
World,OWID_WRL,2004,76617160
World,OWID_WRL,2005,74654864
World,OWID_WRL,2006,71468136
World,OWID_WRL,2007,63649444
World,OWID_WRL,2008,62071064
World,OWID_WRL,2009,63095560
World,OWID_WRL,2010,62268188
World,OWID_WRL,2011,61883572
World,OWID_WRL,2012,60286736
World,OWID_WRL,2013,61073648
World,OWID_WRL,2014,60943456
Yemen,YEM,1999,1412371
Yemen,YEM,2001,1216517
Yemen,YEM,2003,1056457
Yemen,YEM,2004,960818
Yemen,YEM,2005,885548
Yemen,YEM,2008,876446
Yemen,YEM,2010,703957
Yemen,YEM,2012,588802
Yemen,YEM,2013,583152
Zambia,ZMB,1972,173710
Zambia,ZMB,1976,199263
Zambia,ZMB,1977,213085
Zambia,ZMB,1978,236353
Zambia,ZMB,1979,251556
Zambia,ZMB,1980,259689
Zambia,ZMB,1981,266400
Zambia,ZMB,1982,276033
Zambia,ZMB,1983,265770
Zambia,ZMB,1984,261664
Zambia,ZMB,1986,267541
Zambia,ZMB,1988,319720
Zambia,ZMB,1994,493466
Zambia,ZMB,1995,546251
Zambia,ZMB,1998,668826
Zambia,ZMB,1999,712531
Zambia,ZMB,2000,726467
Zambia,ZMB,2001,742868
Zambia,ZMB,2002,689923
Zambia,ZMB,2004,425340
Zambia,ZMB,2005,238624
Zambia,ZMB,2006,278321
Zambia,ZMB,2007,217026
Zambia,ZMB,2008,203380
Zambia,ZMB,2009,284158
Zambia,ZMB,2010,363405
Zambia,ZMB,2011,268319
Zambia,ZMB,2012,235676
Zambia,ZMB,2013,325149
Zimbabwe,ZWE,1982,36892
Zimbabwe,ZWE,1984,18818
Zimbabwe,ZWE,1986,30655
Zimbabwe,ZWE,1998,457254
Zimbabwe,ZWE,1999,403762
Zimbabwe,ZWE,2000,380677
Zimbabwe,ZWE,2001,327536
Zimbabwe,ZWE,2002,404351
Zimbabwe,ZWE,2003,427227
Zimbabwe,ZWE,2012,283434
Zimbabwe,ZWE,2013,364999
