Entity,Code,Year,Final energy (MJ/$),Primary energy (MJ/$),Agriculture (MJ/$),Industry (MJ/$),Services (MJ/$)
Algeria,DZA,1992,1.90734391860264,3.78333009361573,,2.48263026482518,
Algeria,DZA,1993,1.99022438177209,3.86323700513816,,2.60364735566331,
Algeria,DZA,1994,1.91541566518158,3.75755551138386,,2.47874280151324,
Algeria,DZA,1995,1.84416849491336,3.75245629985356,,2.5429007179845,
Algeria,DZA,1996,1.77695468100881,3.5131001826077,,2.41735518538045,
Algeria,DZA,1997,1.72259099358535,3.56080818911455,,2.44018940412957,
Algeria,DZA,1998,1.7181728052141,3.50488205842158,,2.20440799587937,
Algeria,DZA,1999,1.76294101412868,3.62657050735164,,2.21186023098172,
Algeria,DZA,2000,1.77897242373133,3.60485628509803,,2.12142511628686,
Algeria,DZA,2001,1.73117820185323,3.4554249603242,,2.17447327868051,
Algeria,DZA,2002,1.77921360647651,3.47773044181701,,2.19654182547327,
Algeria,DZA,2003,1.83372453163999,3.46114063220613,,2.02715532801902,
Algeria,DZA,2004,1.83006765463444,3.34832329862959,,1.84930551189291,
Algeria,DZA,2005,1.90109230193205,3.30068335530699,,1.80694147829353,
Algeria,DZA,2006,1.92867575584013,3.47867479465901,,1.8618139190111,
Algeria,DZA,2007,2.02957533471007,3.57154536794566,,1.86692929215933,
Algeria,DZA,2008,2.05462061458637,3.56165385696901,,1.81485807649396,
Algeria,DZA,2009,2.18446879300934,3.82388952260828,0.130475154346144,1.82628546950359,0.00141341967024065
Algeria,DZA,2010,2.20593832639672,3.62691091519559,0.173943400066711,1.83137978762478,0.00127067597978018
Algeria,DZA,2011,2.26426882656557,3.68097541593275,0.169030791668886,1.83235058971591,0.00145324331133072
Algeria,DZA,2012,2.39597457921253,3.94425365478863,0.181253724189975,1.86547808830629,0.00172947142650514
Angola,AGO,1990,4.28666069919591,5.63277383480611,0.0900549941688702,1.5160397526452,0.376104012309964
Angola,AGO,1991,4.46192719158179,5.83771539737774,0.061309069108587,1.57696542215171,0.367898200424831
Angola,AGO,1992,4.8527074818071,6.30533661518262,0.0568273434770075,1.6550997609179,0.343638844801424
Angola,AGO,1993,6.7316062278928,8.6722515944615,0.0798213645159881,2.37464258049828,0.44252997754436
Angola,AGO,1994,6.54308894892355,8.49353726657589,0.0726309049281061,1.74454598065796,0.436159638632079
Angola,AGO,1995,5.94671945197267,7.74118414348787,0.0397062908194364,1.70197136409076,0.478416356121211
Angola,AGO,1996,5.55652542953674,7.21259982565134,0.0346175159716098,1.5925328450418,0.74182109382152
Angola,AGO,1997,5.25057313311851,6.87690252811728,0.015706676938117,1.42262793148749,0.663139984383921
Angola,AGO,1998,4.85360603686855,6.47180969918237,0.0149303012719743,1.08633617122219,0.830381712998843
Angola,AGO,1999,5.02696312600424,6.6266583482077,0.0294773963908673,1.11514481538514,1.12416746853858
Angola,AGO,2000,4.93824456109532,6.65627979790276,0.0134846278091799,1.11804966336201,0.88608730001425
Angola,AGO,2001,4.94245257530342,6.71339376848374,0.0114276506857457,1.11741163043196,0.896731599542288
Angola,AGO,2002,4.58248196989895,6.21302259621788,0.0203883152288059,1.03757215379373,0.773990646503109
Angola,AGO,2003,4.80760300479594,6.40172299014058,0.0181876139418429,1.02083888334583,0.751930666922557
Angola,AGO,2004,4.60559723927244,5.98601451463729,0.0159400648044197,1.01852756301642,0.745535523605157
Angola,AGO,2005,3.75020639693472,4.95260166128804,0.0136239870123246,0.725446988787872,0.548297190602793
Angola,AGO,2006,3.50959553384654,4.51397019474375,0.02482317111568,0.682864185650258,0.83987080583509
Angola,AGO,2007,3.08868807377999,3.94627885204997,0.0244920945979195,0.632549295069026,0.816853187534909
Angola,AGO,2008,2.97479712860503,3.76418173780115,0.0288948731955417,0.538515482367551,0.879383851601454
Angola,AGO,2009,3.0986122922622,4.00238070053859,0.0263879761323925,0.570534436309152,1.0322766978791
Angola,AGO,2010,3.22277930004196,4.12237719891582,0.0284841408972732,0.60222744542275,1.06824728773552
Angola,AGO,2011,3.18492671730477,4.0459040105389,0.0260479232258763,0.60668080303895,0.991377491443514
Angola,AGO,2012,3.14734768200316,3.97081757842476,0.0273859567591936,0.566498466517918,1.07084799629281
Antigua and Barbuda,ATG,1990,2.10525936479386,6.9137293833041,,0.418744755521019,
Antigua and Barbuda,ATG,1991,2.14168595972557,6.70274707005939,,0.370529399940113,
Antigua and Barbuda,ATG,1992,2.12367330830767,6.64637361065137,,0.379898644712442,
Antigua and Barbuda,ATG,1993,2.05352514794899,6.51414645452133,,0.403913328146086,
Antigua and Barbuda,ATG,1994,1.88958900752312,6.19973671559479,,0.3560971084398,
Antigua and Barbuda,ATG,1995,2.10362216643435,6.5863043068673,,0.0996258586212049,
Antigua and Barbuda,ATG,1996,2.0320371214122,6.20206057095203,,0.0900417473569682,
Antigua and Barbuda,ATG,1997,1.95930286407595,6.10695953896254,,0.0672351314147285,
Antigua and Barbuda,ATG,1998,1.99433603677484,3.92859556209606,,0.046798738792114,
Antigua and Barbuda,ATG,1999,1.99507659730152,3.94884001222175,,0.0289240924028517,
Antigua and Barbuda,ATG,2000,1.91745478332956,3.72910976832946,,0.0186915452862194,
Antigua and Barbuda,ATG,2001,2.0113909638311,3.90119620473915,,0.0228686684045391,4.40168437277939
Antigua and Barbuda,ATG,2002,2.0159533648563,4.00965057248364,,0.0215695235651987,3.46789379576584
Antigua and Barbuda,ATG,2003,2.03376214054553,4.04940208275548,,0.0198527198891517,3.84111451182089
Antigua and Barbuda,ATG,2004,2.00858068490086,4.00813605560979,,0.0194973853813972,4.57681674003887
Antigua and Barbuda,ATG,2005,1.94809180904929,3.86937243145926,,0.0163078622142322,2.94206324176431
Antigua and Barbuda,ATG,2006,1.83000879248926,3.5639728814907,,0.00802656061189153,1.75703343058409
Antigua and Barbuda,ATG,2007,1.88593968291743,3.58430314002251,,0.0163355817477242,1.69160969550093
Antigua and Barbuda,ATG,2008,1.93236322877315,3.67588239701191,,0.018498185115297,1.68849374286428
Antigua and Barbuda,ATG,2009,2.38359577998578,4.43884216963095,,0.0242195223837025,1.71840926839772
Antigua and Barbuda,ATG,2010,2.42841174233793,4.83739173007612,,0.0372009719653192,2.83505383092903
Antigua and Barbuda,ATG,2011,2.44733604901824,4.860674602267,,0.0488305584138946,4.05743786929956
Antigua and Barbuda,ATG,2012,2.44276510743362,4.87067322974755,,0.0634999117153434,4.12497984966017
Argentina,ARG,1990,3.37521626356449,5.49553661589184,1.79574188545154,6.09283685328683,0.612172738729116
Argentina,ARG,1991,3.07635810731388,5.02728401100225,1.92094125160499,5.74619621476642,0.487497546121085
Argentina,ARG,1992,2.8689893288059,4.72444599446543,2.11463673560025,5.22118498318156,0.435710362815366
Argentina,ARG,1993,2.8944451300743,4.47487075505468,2.18119541534651,4.48588987438856,0.32440825146131
Argentina,ARG,1994,3.04973796596056,4.49886874603023,2.41662664345353,4.84901716577718,0.328563939639312
Argentina,ARG,1995,3.21740424882105,4.6970532278975,2.42861852038575,5.28064344616587,0.361718532384791
Argentina,ARG,1996,3.17113574963184,4.61398760854245,2.63254562422241,5.28531861337245,0.356660671624302
Argentina,ARG,1997,3.11585458346002,4.4033661003618,2.5757380134893,5.57709245260495,0.34667551304345
Argentina,ARG,1998,3.12798336559387,4.3856272475163,2.26627196515287,5.64679967796177,0.355804682961104
Argentina,ARG,1999,3.24168033151213,4.61689822511021,2.23951506096982,6.04843449766737,0.377734403077352
Argentina,ARG,2000,3.28421312471207,4.70884774349643,2.19736295173682,6.25716834778725,0.403275129719292
Argentina,ARG,2001,3.3228596361974,4.68533603011814,2.06018926196898,6.75586598589864,0.420974193033621
Argentina,ARG,2002,3.5595410570636,5.11068041622159,2.11831234213385,7.60287494701145,0.479350385273799
Argentina,ARG,2003,3.50123654411413,5.02314307269304,2.32178544556745,7.00989040928315,0.491344501342286
Argentina,ARG,2004,3.38731245167715,5.03391799574197,2.82989741143349,6.25352268806104,0.500863424538264
Argentina,ARG,2005,3.19280699969883,4.64020306765735,2.67605158355619,5.73393844517598,0.457854307994191
Argentina,ARG,2006,3.15364924154445,4.65887178477995,2.41661561301647,5.60836875536828,0.463974508766579
Argentina,ARG,2007,2.95974598399116,4.35535214111091,2.06573477419869,5.28741634143631,0.431789937675123
Argentina,ARG,2008,3.02195450380286,4.46168589733547,3.26375431434799,5.26835606615096,0.467979430105669
Argentina,ARG,2009,2.86871029384814,4.33714827005581,3.31971364594438,5.17303295058657,0.461659923599301
Argentina,ARG,2010,2.73951767217598,4.14032407800311,2.49551836883055,4.77853804787299,0.438638061119914
Argentina,ARG,2011,2.60406530320321,3.87171265072829,2.18029194715851,4.39869511535863,0.377368029229595
Argentina,ARG,2012,2.61375602869447,3.85025431041238,2.43581862179031,4.4525282612555,0.386224343605764
Armenia,ARM,1990,19.6106730708274,24.3721972362476,5.93901810396201,9.76189499397615,48.4887031770345
Armenia,ARM,1991,21.0135099731474,29.0941860785513,2.46308700511172,11.8809912868854,19.6221042923324
Armenia,ARM,1992,18.0572531153523,25.4143352394395,1.32090510815912,18.1371677982921,1.47862211023303
Armenia,ARM,1993,12.4360283157899,14.7916762635207,0.14300937923599,18.2257919421646,0.576480876018199
Armenia,ARM,1994,6.7295823408177,8.82377127042449,0.140510489792519,7.59091570652877,2.27991591953781
Armenia,ARM,1995,6.72209165907902,9.84732033684343,0.0900692208951849,7.38494721728583,1.80059174115865
Armenia,ARM,1996,3.97548191261722,10.0733705442773,0.514574385951923,6.53468331924432,1.8090772808673
Armenia,ARM,1997,5.29661591913345,10.1918123383013,0.665073218799334,9.18523314281261,0.652061891222008
Armenia,ARM,1998,4.90855583876327,9.67417843384177,0.538873771793973,9.83045001330606,0.494111097728367
Armenia,ARM,1999,4.65430773949022,9.05485826676789,0.716349219202537,9.25217393991841,0.423878499801253
Armenia,ARM,2000,5.05212126499912,9.39512541259812,0.747884595654568,6.38692035272998,0.490264143773065
Armenia,ARM,2001,4.66446219599995,8.53789414281117,0.549240598377351,6.44602490168501,0.459613872430184
Armenia,ARM,2002,4.14437691725368,7.05669749402802,0.310255948668774,5.16987085207903,0.466361616478395
Armenia,ARM,2003,4.22554097869584,6.5336066218156,0.288649655754121,4.8672605217285,0.4417400387344
Armenia,ARM,2004,4.31265235814715,6.2534302341531,0.294957972699824,4.99619727686917,0.465992169223381
Armenia,ARM,2005,4.39127948795361,6.58665622984234,0.277251144031945,5.26155977904973,0.432983755189825
Armenia,ARM,2006,4.02712841876254,5.92589658677874,0.229425430768064,4.78328049937467,0.645328295583213
Armenia,ARM,2007,3.9898715441356,5.8087587263414,0.165851343411751,3.76792125493131,0.670526487367812
Armenia,ARM,2008,4.13594852372372,5.72190547284384,0.198382707802671,3.74806829606769,0.719728590546855
Armenia,ARM,2009,4.15726584161605,5.79069141254677,0.104144007734397,3.96741967359768,0.712761995801173
Armenia,ARM,2010,3.8719485447138,5.39088814721124,0.126015402513043,2.39261737995856,0.651844800992681
Armenia,ARM,2011,4.0651497782876,5.63122225462234,0.106154099200616,2.6585483387049,0.717114161973415
Armenia,ARM,2012,4.0043040782869,5.74572387268309,0.1105643921805,2.78106043461775,0.713314688626394
Aruba,ABW,1990,0.307225868396456,11.5647724260385,,2.03679274602566,
Aruba,ABW,1991,0.29035960276445,11.2107535788631,,1.92151210708697,
Aruba,ABW,1992,0.344226491424973,9.48037723881672,,2.28191364952724,
Aruba,ABW,1993,0.441789914933226,9.32281211622677,,2.94651222526774,
Aruba,ABW,1994,0.628987054893899,8.62349457103231,,3.50594954538263,
Aruba,ABW,1995,0.775865214445585,8.55603030570386,,3.8371944100615,
Aruba,ABW,1996,0.86950922590939,8.53897693109748,,4.04207855433587,
Aruba,ABW,1997,0.841438531991157,8.10874722883555,,3.43563193074666,
Aruba,ABW,1998,1.49216822563017,7.16579385052178,,3.43269615836619,
Aruba,ABW,1999,1.48737638658434,7.22829501659777,,3.24552495182241,
Aruba,ABW,2000,1.46477208622785,118.685418031604,,,0.749290023582084
Aruba,ABW,2001,1.39900223615859,119.280179474826,,,0.574992521207908
Aruba,ABW,2002,1.47288628710471,121.993713626872,,,0.631089692547478
Aruba,ABW,2003,1.48865398968056,121.603900204752,,,0.638984710559221
Aruba,ABW,2004,1.41336477985163,113.124598606102,,,0.624310965341806
Aruba,ABW,2005,1.44515230453441,112.105046966902,,,0.643695884819156
Aruba,ABW,2006,1.44318292671529,111.816529354863,,,0.664294047362617
Aruba,ABW,2007,1.43562126810416,110.115943076633,,,0.688448042623703
Aruba,ABW,2008,1.47331456620546,111.923880678218,,,0.694086251806666
Aruba,ABW,2009,1.63301845979028,122.544912271051,,,0.726838869562528
Aruba,ABW,2010,1.70182683014503,126.535745081535,,,0.725659918279727
Aruba,ABW,2011,1.7068891261697,125.815854016542,,,0.732394525021935
Aruba,ABW,2012,1.74638681397959,127.449926171276,,,0.74534657851941
Australia,AUS,1990,4.52939642025687,7.42354598273027,4.54250966887587,7.42041972860322,0.550083093583798
Australia,AUS,1991,4.51197268178365,7.32916455335678,4.36225149823832,7.44690048779628,0.571114610798257
Australia,AUS,1992,4.54508212863278,7.44232010865005,4.68682189191627,7.40292605376726,0.583791328952258
Australia,AUS,1993,4.51628910842907,7.49108882738893,4.54225436383397,7.52200558579179,0.579333497551438
Australia,AUS,1994,4.43822189033955,7.19532889134451,4.51616420968256,7.53651186302002,0.570245454526987
Australia,AUS,1995,4.43012794695716,7.07511126543299,5.4195117491156,7.41458848924705,0.585273792555357
Australia,AUS,1996,4.39848586927902,7.25205798089545,4.48741753408977,7.41691295552203,0.601727151065172
Australia,AUS,1997,4.34139763232675,7.15475767893065,4.29758973760137,7.47629976170937,0.590704505084727
Australia,AUS,1998,4.21544703383344,7.02930736027222,4.3836297962996,7.37580512580387,0.59431797749838
Australia,AUS,1999,4.0819974889391,6.84042913866103,4.09369189539097,7.3120994665911,0.576045250917585
Australia,AUS,2000,4.04076297933558,6.70418769878216,3.9062151785283,7.24542672592727,0.56981837390436
Australia,AUS,2001,3.9993800048481,6.43409181783836,3.77814195734574,7.42546138825397,0.551618305890241
Australia,AUS,2002,3.8805215412094,6.41173856792737,4.04856078066835,6.63780217209914,0.594983448176405
Australia,AUS,2003,3.75999843858439,6.29647277141064,6.42963088427866,6.90113687158577,0.62599409092353
Australia,AUS,2004,3.68734398636475,6.14780555457918,5.10353722453379,6.96073644328693,0.610897829164076
Australia,AUS,2005,3.563543462121,5.99861741480712,5.08526149012409,6.91412664145855,0.591368890042052
Australia,AUS,2006,3.49268423358334,5.89800967909493,4.64898681733245,6.7313042642543,0.582853427159692
Australia,AUS,2007,3.46938159229132,5.86510035632161,5.41317884249345,6.61490187659853,0.590685176951489
Australia,AUS,2008,3.39736218933787,5.84199497594292,5.11322506409994,6.36096511197234,0.573617780207584
Australia,AUS,2009,3.30323668083662,5.7240220976685,4.300313012669,6.24069557560558,0.58134406464497
Australia,AUS,2010,3.28687514418179,5.63237068335443,4.4484564540257,6.25593937071658,0.575552150895439
Australia,AUS,2011,3.27532047707145,5.52628198540371,4.40143971877984,6.38419350196375,0.55956301158103
Australia,AUS,2012,3.23514219174126,5.5678377253932,4.3121499747195,5.86113386730117,0.541370648047213
Austria,AUT,1990,3.27740508797492,4.48389492216319,5.80378797095417,4.78621711691452,0.560018373039316
Austria,AUT,1991,3.43097666960007,4.61452428291063,6.03955699785768,4.67097603981273,0.611401076726019
Austria,AUT,1992,3.2710891399595,4.34274131424614,5.98058056038781,4.40840900796223,0.62712670462794
Austria,AUT,1993,3.30867947910057,4.36909142388098,5.81581854291801,4.50799133036761,0.641748292719133
Austria,AUT,1994,3.15316688151579,4.25518923955506,5.07772589975315,4.37615148718774,0.605475706691969
Austria,AUT,1995,3.22093481029072,4.3288582050095,5.31580733044588,4.34942921325003,0.663799793558965
Austria,AUT,1996,3.40604519595833,4.48890517793281,5.51783048094132,4.21072753856762,0.763206938318638
Austria,AUT,1997,3.25548558931676,4.35643558427949,5.4585402164182,4.40747934656687,0.740856645489968
Austria,AUT,1998,3.21576152988823,4.26878795800674,5.12776822323024,4.15815107034122,0.69613468294461
Austria,AUT,1999,3.1378716230617,4.11286463284308,4.80216565710578,3.99106749193556,0.747544487906939
Austria,AUT,2000,3.03082882684126,3.9539744767548,4.81454983739837,4.04594016070308,0.633158756823435
Austria,AUT,2001,3.20022762844672,4.14244940308935,4.98144616868769,4.09978273454125,0.725190026101602
Austria,AUT,2002,3.17044190544137,4.11050415011637,4.95572588238736,4.14079904313665,0.692080374640003
Austria,AUT,2003,3.32401814536219,4.31169580673115,5.18815429953688,4.27153402359151,0.759366216235822
Austria,AUT,2004,3.28220499411216,4.26562663828164,4.85446673690659,4.38160484301086,0.731781238926205
Austria,AUT,2005,3.32213976140704,4.30457810416522,4.91368226141439,4.54617376850968,0.657773452615615
Austria,AUT,2006,3.16290081458681,4.16046877216945,4.80769482741611,4.38984932810428,0.685997848261549
Austria,AUT,2007,3.01143071855683,3.96352193306661,4.44976621820922,4.2285771923299,0.616564665961179
Austria,AUT,2008,3.00799913594317,3.93051707453994,4.25528825569493,4.38099605125616,0.63570781562833
Austria,AUT,2009,3.02665595628959,3.86391058018901,4.55529838768261,4.42851187377009,0.610445023845355
Austria,AUT,2010,3.15289654835797,4.07527641150414,4.90626817240783,4.60357918710327,0.613989999156029
Austria,AUT,2011,2.96814909044069,3.85012078469159,4.03867710795165,4.46084561691049,0.550077171138168
Austria,AUT,2012,2.93173794272707,3.8118733657065,4.71988368261514,4.29917527676917,0.526343135942586
Azerbaijan,AZE,1990,10.8693023461124,15.5677321504025,10.2566408098681,11.9582889198971,3.30910603274147
Azerbaijan,AZE,1991,10.4500613066463,15.5323059943555,8.02582580513696,12.9113816640479,2.29507259776197
Azerbaijan,AZE,1992,9.20771773820023,16.2615218227461,10.4033074938258,10.0795999237781,2.68799468295803
Azerbaijan,AZE,1993,9.63680923040916,18.9497077535136,8.50133283013539,10.9148132320393,2.90265907339809
Azerbaijan,AZE,1994,12.3736052514391,21.4171501016452,9.09941641946661,13.6265594044194,2.68694000066731
Azerbaijan,AZE,1995,14.2797590500484,22.8165605761338,8.56370980740755,16.3830781454156,2.28070774558906
Azerbaijan,AZE,1996,10.5644599189295,19.0363178442472,6.98848841958521,9.82948099656384,1.74965296764634
Azerbaijan,AZE,1997,9.62816560430212,17.3347647182675,6.33220910359081,7.29876354823695,1.65108009888923
Azerbaijan,AZE,1998,8.01146301375178,16.3589481753777,2.28985980149227,4.99407858870009,1.79899064579684
Azerbaijan,AZE,1999,7.24985380492996,14.1654404693398,1.50313363843285,4.84815632731853,1.6564289189708
Azerbaijan,AZE,2000,6.82782230275007,13.1776105017341,1.91598968318318,5.07990275521226,3.38065760575549
Azerbaijan,AZE,2001,6.23137498921491,12.1486593660199,1.44896127734887,4.98265385554444,2.38108306127531
Azerbaijan,AZE,2002,5.98141765172267,11.0945327984032,1.46276242369833,4.98725645836796,1.90265513952274
Azerbaijan,AZE,2003,5.51647416816038,10.4940533993611,1.14655282147803,4.67912751053685,1.55216578054733
Azerbaijan,AZE,2004,5.01424759824937,10.0139858939794,1.24616647511946,4.07516045306681,0.862748370026353
Azerbaijan,AZE,2005,4.21669954174735,8.31965457214678,2.16945006267582,2.87004457825598,0.843738594102351
Azerbaijan,AZE,2006,3.17591046475422,6.09606133242651,0.696389079196113,1.97331854626189,0.507610608611162
Azerbaijan,AZE,2007,2.28871413879156,4.46259404096408,1.65525515639846,1.24522391083965,0.861788006281306
Azerbaijan,AZE,2008,2.40871408169272,4.43108451626728,1.8804216029062,1.30674852272977,0.774582957406659
Azerbaijan,AZE,2009,1.88143125415377,3.62863822721502,2.27032917287483,0.921878962060718,0.626319042705248
Azerbaijan,AZE,2010,1.84982443988421,3.35871115671238,2.43782847393982,0.73659655543248,0.611259172043524
Azerbaijan,AZE,2011,2.01234257893278,3.63916673529968,2.42172735321085,0.895620325765275,0.696393811563223
Azerbaijan,AZE,2012,2.02419535514334,3.88132059798812,3.09197505258274,0.938498017278928,1.28296400484905
Bahamas,BHS,1990,,7.43487857189139,,,
Bahamas,BHS,1991,,6.12051092662051,,,
Bahamas,BHS,1992,0.589388355134092,4.21623801881638,,2.95114312989474,0.00418893077437608
Bahamas,BHS,1993,0.620034012049336,4.00391719388669,,3.47042401513283,0.00406299482262204
Bahamas,BHS,1994,0.643321779229406,4.13288337662311,,3.25800277313915,0.00522226602693957
Bahamas,BHS,1995,0.634712858173641,4.31028747297304,,3.34785457520527,0.00524156990310218
Bahamas,BHS,1996,0.63886867100848,4.12437091300758,,3.40181073627953,0.0052458615501316
Bahamas,BHS,1997,0.645438584023435,3.64160459788139,,2.87163811741633,0.00669243767896167
Bahamas,BHS,1998,2.40961727290316,4.23290865672669,,9.34289346551481,0.00687843225644244
Bahamas,BHS,1999,2.29309592243276,3.97853218754777,,9.92780336372548,0.00588426522865438
Bahamas,BHS,2000,2.20117784335877,3.85450134001106,,9.14210041430797,0.00725744806319889
Bahamas,BHS,2001,2.03056656180085,3.93813314019455,,9.32415501975262,0.00677787100742912
Bahamas,BHS,2002,1.95072143082256,4.02019625704797,,8.79856669522802,0.00729714513128821
Bahamas,BHS,2003,1.94331072795559,4.12314382887312,,7.41821464557901,0.00768273872679653
Bahamas,BHS,2004,1.96121939245541,3.9128457173622,,7.75688696221498,0.00683077827501777
Bahamas,BHS,2005,1.77517889263547,3.70257636924315,,5.44188626604521,0.00733216721717016
Bahamas,BHS,2006,1.54794397185691,3.50762392049117,,3.42315859472341,0.00773216787478987
Bahamas,BHS,2007,1.60684933584961,3.57344555507051,,4.66740801967456,0.0071704071086479
Bahamas,BHS,2008,1.5356859277323,2.67773489314389,,3.52817684063299,0.00772732311001395
Bahamas,BHS,2009,1.75121594344791,3.78269774905015,,3.46206706799141,0.00807441940191135
Bahamas,BHS,2010,2.1330499856847,5.18132219453153,,3.41386547887076,0.00866918697580557
Bahamas,BHS,2011,2.10603246657594,4.10923826584911,,3.65262505980205,0.00838431735236773
Bahamas,BHS,2012,2.18829592438301,4.14390707831784,,3.1694408737443,0.00872825361108433
Bahrain,BHR,1990,2.48935707928314,12.4772855219949,1.05839987218519,6.2315585559004,0.396487923061176
Bahrain,BHR,1991,2.0823010748102,11.0424893899169,0.642089122354502,6.21472989779967,0.290961864680709
Bahrain,BHR,1992,2.47060299922995,11.3865183556838,0.803243406547608,6.07311556019113,0.359009525820237
Bahrain,BHR,1993,2.55310667384005,10.6319172091295,0.868627091722215,5.830440785256,0.417043862647973
Bahrain,BHR,1994,2.5215327008144,11.3297414323658,0.96659588426986,5.59710997820652,0.443761138835753
Bahrain,BHR,1995,2.54070383808199,11.0389268995942,0.881667165348476,5.56606114814058,0.483092537960274
Bahrain,BHR,1996,2.5284965149344,10.5993977903894,0.823258356446071,5.53298432999463,0.494950058651674
Bahrain,BHR,1997,2.5944084181077,11.4443745539011,0.919949547004735,5.47345362170965,0.488855684331416
Bahrain,BHR,1998,2.63754624998105,11.5183292384047,1.10163143615814,5.08017398678783,0.541776047725351
Bahrain,BHR,1999,2.49527186855368,10.9826093021238,0.966819660961054,4.48309472760007,0.576347063721313
Bahrain,BHR,2000,2.42176838474734,11.0453341781345,0.97021207525274,4.14829155020617,0.573703558509609
Bahrain,BHR,2001,2.5048169040595,11.0867207099611,0.934272063105899,4.09247803459906,0.626109431489547
Bahrain,BHR,2002,2.57907992122187,11.1183119587668,1.01143974916972,4.1406006820436,0.604277319382216
Bahrain,BHR,2003,2.57027760986991,11.0994848569235,0.921628666363404,3.94591527968484,0.642487806240341
Bahrain,BHR,2004,2.51569256061206,10.358790753582,0.921921828447443,4.09066118055466,0.534915373814729
Bahrain,BHR,2005,2.78605335325566,11.2055683499774,1.02596389839914,4.50770549750195,0.491666323512283
Bahrain,BHR,2006,2.77928288479355,11.2614168002663,1.05710961889184,4.36229537409086,0.552622108130911
Bahrain,BHR,2007,2.69173024247728,10.8622596782894,1.07982294410427,4.48265783351448,0.598209526811403
Bahrain,BHR,2008,2.66283391732981,11.2331536559548,1.05313068794207,4.44190396846151,0.579180374656804
