Entity,Code,Year,Year,Government expenditure on secondary education as % of GDP (%) (%)
Albania,ALB,2013,0.701640009880066
Bangladesh,BGD,1999,0.80731999874115
Bangladesh,BGD,2000,0.767270028591156
Bangladesh,BGD,2002,0.882619976997375
Bangladesh,BGD,2003,0.940789997577667
Bangladesh,BGD,2004,0.940400004386902
Bangladesh,BGD,2006,0.925459980964661
Bangladesh,BGD,2007,0.898109972476959
Bangladesh,BGD,2008,0.813440024852753
Bangladesh,BGD,2009,0.779760003089905
Bangladesh,BGD,2010,0.975650012493134
Bangladesh,BGD,2011,0.92655998468399
Barbados,BRB,1999,1.41346001625061
Barbados,BRB,2000,1.64275002479553
Barbados,BRB,2001,1.94748997688293
Barbados,BRB,2002,1.9519100189209
Barbados,BRB,2003,2.14299011230469
Barbados,BRB,2004,1.91751003265381
Barbados,BRB,2005,1.76125001907349
Barbados,BRB,2007,1.66183996200562
Barbados,BRB,2008,1.48644995689392
Barbados,BRB,2009,1.54185998439789
Barbados,BRB,2010,1.74114000797272
Barbados,BRB,2012,1.68353998661041
Barbados,BRB,2013,1.36819005012512
Barbados,BRB,2014,1.50855004787445
Belgium,BEL,2001,2.53280997276306
Belgium,BEL,2002,2.64403009414673
Belgium,BEL,2003,2.50460004806519
Belgium,BEL,2004,2.49794006347656
Belgium,BEL,2005,2.48635005950928
Belgium,BEL,2006,2.48409008979797
Belgium,BEL,2007,2.51017999649048
Belgium,BEL,2008,2.72116994857788
Belgium,BEL,2009,2.77883005142212
Belgium,BEL,2010,2.72371006011963
Belgium,BEL,2011,2.72997999191284
Belgium,BEL,2012,2.75524997711182
Belize,BLZ,1999,1.69113004207611
Belize,BLZ,2000,1.59018003940582
Belize,BLZ,2004,2.07513999938965
Belize,BLZ,2005,2.16448998451233
Belize,BLZ,2006,2.19254994392395
Belize,BLZ,2008,2.29467010498047
Belize,BLZ,2009,2.43436002731323
Belize,BLZ,2010,2.72316002845764
Belize,BLZ,2012,2.47725009918213
Belize,BLZ,2013,2.37119007110596
Benin,BEN,2000,0.742179989814758
Benin,BEN,2001,0.811420023441315
Benin,BEN,2002,0.718129992485046
Benin,BEN,2003,0.836549997329712
Benin,BEN,2004,1.00648999214172
Benin,BEN,2005,1.191890001297
Benin,BEN,2006,0.8644700050354
Benin,BEN,2007,0.626470029354095
Benin,BEN,2008,0.916630029678345
Benin,BEN,2009,0.938740015029907
Benin,BEN,2010,1.40733003616333
Benin,BEN,2012,1.07425999641418
Benin,BEN,2013,1.20497000217438
Benin,BEN,2014,1.15002000331879
Bermuda,BMU,1998,1.28324997425079
Bermuda,BMU,2004,0.930000007152557
Bermuda,BMU,2005,1.03982996940613
Bermuda,BMU,2010,1.2009299993515
Bermuda,BMU,2014,0.790390014648438
Bhutan,BTN,2005,3.60583996772766
Bhutan,BTN,2008,2.6738600730896
Bhutan,BTN,2009,2.59188008308411
Bhutan,BTN,2010,2.16824007034302
Bhutan,BTN,2011,2.63983011245728
Bhutan,BTN,2013,3.0496199131012
Bhutan,BTN,2014,3.28683996200562
Bolivia,BOL,1998,1.13416004180908
Bolivia,BOL,1999,1.19418001174927
Bolivia,BOL,2000,1.0108300447464
Bolivia,BOL,2001,1.11918997764587
Bolivia,BOL,2002,1.45893001556396
Bolivia,BOL,2003,1.55107998847961
Bolivia,BOL,2006,1.61540997028351
Bolivia,BOL,2008,1.83475995063782
Bolivia,BOL,2009,2.10081005096436
Bolivia,BOL,2010,1.99805998802185
Bolivia,BOL,2011,2.0034499168396
Bolivia,BOL,2012,2.08507990837097
Bolivia,BOL,2013,2.08489990234375
Bolivia,BOL,2014,2.64754009246826
Botswana,BWA,2005,4.23042011260986
Botswana,BWA,2007,3.91478991508484
Botswana,BWA,2009,3.14952993392944
Brazil,BRA,1998,1.78187000751495
Brazil,BRA,1999,1.34952998161316
Brazil,BRA,2000,1.51391005516052
Brazil,BRA,2001,1.54031002521515
Brazil,BRA,2002,1.51135003566742
Brazil,BRA,2004,1.56373000144958
Brazil,BRA,2005,1.7364399433136
Brazil,BRA,2006,2.13243007659912
Brazil,BRA,2007,2.17332005500793
Brazil,BRA,2008,2.34973001480103
Brazil,BRA,2009,2.44076991081238
Brazil,BRA,2010,2.52238988876343
Brazil,BRA,2011,2.58956003189087
Brazil,BRA,2012,2.63888001441956
Brunei,BRN,2010,0.95744001865387
Brunei,BRN,2014,1.45686995983124
Bulgaria,BGR,1998,1.23536002635956
Bulgaria,BGR,2001,1.58726000785828
Bulgaria,BGR,2002,1.5901700258255
Bulgaria,BGR,2003,1.78966999053955
Bulgaria,BGR,2004,0.927450001239777
Bulgaria,BGR,2005,1.89040994644165
Bulgaria,BGR,2006,1.74826002120972
Bulgaria,BGR,2007,1.62660002708435
Bulgaria,BGR,2008,1.78709995746613
Bulgaria,BGR,2009,1.74409997463226
Bulgaria,BGR,2010,1.68266999721527
Bulgaria,BGR,2011,1.48752999305725
Bulgaria,BGR,2012,1.37968003749847
Burkina Faso,BFA,2005,0.457650005817413
Burkina Faso,BFA,2006,0.512870013713837
Burkina Faso,BFA,2007,0.721300005912781
Burkina Faso,BFA,2010,0.709089994430542
Burkina Faso,BFA,2011,0.854669988155365
Burkina Faso,BFA,2012,0.742009997367859
Burkina Faso,BFA,2013,0.686909973621368
Burkina Faso,BFA,2014,0.760490000247955
Burundi,BDI,1999,1.29855000972748
Burundi,BDI,2000,0.926900029182434
Burundi,BDI,2001,0.926580011844635
Burundi,BDI,2002,0.960969984531403
Burundi,BDI,2004,1.10300004482269
Burundi,BDI,2005,1.20244002342224
Burundi,BDI,2008,1.26524996757507
Burundi,BDI,2009,1.57316994667053
Burundi,BDI,2010,1.89637994766235
Burundi,BDI,2011,1.64075994491577
Burundi,BDI,2012,1.40959000587463
Burundi,BDI,2013,1.4520800113678
Cambodia,KHM,1998,0.291720002889633
Cambodia,KHM,2001,0.193829998373985
Cambodia,KHM,2010,0.457720011472702
Cambodia,KHM,2012,0.688989996910095
Cambodia,KHM,2013,0.839559972286224
Cameroon,CMR,2005,1.62382996082306
Cameroon,CMR,2006,1.50313997268677
Cameroon,CMR,2007,1.7637699842453
Cameroon,CMR,2008,1.59926998615265
Cameroon,CMR,2009,1.86470997333527
Cameroon,CMR,2010,1.74733996391296
Cameroon,CMR,2011,1.49195003509521
Cameroon,CMR,2012,1.5584100484848
Canada,CAN,2011,1.39215004444122
Cape Verde,CPV,2002,2.350830078125
Cape Verde,CPV,2006,2.52216005325317
Cape Verde,CPV,2007,2.10859990119934
Cape Verde,CPV,2008,2.0181200504303
Cape Verde,CPV,2009,1.74971997737885
Cape Verde,CPV,2011,1.87495005130768
Cape Verde,CPV,2013,2.02890992164612
Central African Republic,CAF,2006,0.335599988698959
Central African Republic,CAF,2007,0.381390005350113
Central African Republic,CAF,2008,0.334289997816086
Central African Republic,CAF,2009,0.344819992780685
Central African Republic,CAF,2010,0.289029985666275
Chad,TCD,1998,0.42739999294281
Chad,TCD,2004,0.587090015411377
Chad,TCD,2005,0.60139000415802
Chad,TCD,2009,0.655009984970093
Chad,TCD,2010,0.543169975280762
Chad,TCD,2011,0.789110004901886
Chad,TCD,2013,0.704479992389679
Chile,CHL,1998,1.14285004138947
Chile,CHL,2000,1.27003002166748
Chile,CHL,2002,1.4154200553894
Chile,CHL,2003,1.47836995124817
Chile,CHL,2004,1.32590997219086
Chile,CHL,2005,1.25767004489899
Chile,CHL,2006,1.16730999946594
Chile,CHL,2007,1.23661005496979
Chile,CHL,2008,1.43623995780945
Chile,CHL,2009,1.49431002140045
Chile,CHL,2010,1.3602499961853
Chile,CHL,2011,1.32088994979858
Chile,CHL,2012,1.49976003170013
Chile,CHL,2013,1.35135996341705
China,CHN,1998,0.596610009670258
China,CHN,1999,0.709309995174408
Colombia,COL,1998,1.29531002044678
Colombia,COL,1999,1.4770200252533
Colombia,COL,2000,1.16118001937866
Colombia,COL,2001,1.2248899936676
Colombia,COL,2002,1.25336003303528
Colombia,COL,2004,1.45620000362396
Colombia,COL,2005,1.4433000087738
Colombia,COL,2006,1.13304996490479
Colombia,COL,2007,1.0533299446106
Colombia,COL,2008,1.57274997234344
Colombia,COL,2009,1.66227996349335
Colombia,COL,2010,1.68048000335693
Colombia,COL,2011,1.61705005168915
Colombia,COL,2012,1.56565999984741
Colombia,COL,2013,1.72235000133514
Colombia,COL,2014,1.75136005878448
Comoros,COM,1998,1.55889999866486
Comoros,COM,2002,1.55691003799438
Comoros,COM,2008,1.84440004825592
Comoros,COM,2011,1.41008996963501
Comoros,COM,2012,1.41133999824524
Congo,COG,2002,0.96790999174118
Congo,COG,2005,0.756160020828247
Congo,COG,2010,3.31765007972717
Costa Rica,CRI,1999,1.4203200340271
Costa Rica,CRI,2000,1.23055005073547
Costa Rica,CRI,2001,1.4442800283432
Costa Rica,CRI,2002,1.61646997928619
Costa Rica,CRI,2004,1.36202001571655
Costa Rica,CRI,2006,1.40041995048523
Costa Rica,CRI,2007,1.48544001579285
Costa Rica,CRI,2008,1.56340003013611
Costa Rica,CRI,2009,1.96765005588531
Costa Rica,CRI,2010,2.14648008346558
Costa Rica,CRI,2011,2.15446996688843
Costa Rica,CRI,2012,2.27323007583618
Costa Rica,CRI,2013,2.33207988739014
Costa Rica,CRI,2014,2.34498000144959
Cote d'Ivoire,CIV,1998,1.25959002971649
Cote d'Ivoire,CIV,1999,1.52572000026703
Cote d'Ivoire,CIV,2000,1.20981001853943
Cote d'Ivoire,CIV,2014,1.75476002693176
Cuba,CUB,1998,2.26813006401062
Cuba,CUB,1999,2.47883009910584
Cuba,CUB,2000,2.92494010925293
Cuba,CUB,2001,3.04148006439209
Cuba,CUB,2002,3.52432990074158
Cuba,CUB,2004,3.66587996482849
Cuba,CUB,2005,3.9769299030304
Cuba,CUB,2006,3.52044010162354
Cuba,CUB,2007,4.27481985092163
Cuba,CUB,2008,4.1310601234436
Cuba,CUB,2009,3.73336005210876
Cuba,CUB,2010,3.73664999008179
Curacao,CUW,2013,1.67267000675201
Cyprus,CYP,1999,2.42493009567261
Cyprus,CYP,2000,2.5234899520874
Cyprus,CYP,2001,2.58792996406555
Cyprus,CYP,2002,2.80914998054504
Cyprus,CYP,2003,3.08095002174377
Cyprus,CYP,2004,2.80884003639221
Cyprus,CYP,2005,2.8469500541687
Cyprus,CYP,2006,2.80381989479065
Cyprus,CYP,2007,2.77954006195068
Cyprus,CYP,2008,2.89239001274109
Cyprus,CYP,2009,3.0231499671936
Cyprus,CYP,2010,2.86539006233215
Cyprus,CYP,2011,2.83078002929688
Czech Republic,CZE,1998,1.75621998310089
Czech Republic,CZE,1999,1.81884002685547
Czech Republic,CZE,2000,1.82144999504089
Czech Republic,CZE,2001,1.89584004878998
Czech Republic,CZE,2002,2.02240991592407
Czech Republic,CZE,2003,2.09758996963501
Czech Republic,CZE,2004,2.03839993476868
Czech Republic,CZE,2005,2.00049996376038
Czech Republic,CZE,2006,1.99407005310059
Czech Republic,CZE,2007,1.84157001972198
Czech Republic,CZE,2008,1.81359004974365
Czech Republic,CZE,2009,1.93909001350403
Czech Republic,CZE,2010,1.86294996738434
Czech Republic,CZE,2011,1.83416998386383
Czech Republic,CZE,2012,1.87767004966736
Democratic Republic of Congo,COD,2010,0.540570020675659
Democratic Republic of Congo,COD,2013,0.32234999537468
Denmark,DNK,1998,2.97084999084473
Denmark,DNK,1999,2.95775008201599
Denmark,DNK,2000,2.97021007537842
Denmark,DNK,2001,2.79176998138428
Denmark,DNK,2002,2.8165500164032
Denmark,DNK,2003,2.81085991859436
Denmark,DNK,2004,2.8677499294281
Denmark,DNK,2005,2.93791007995605
Denmark,DNK,2006,2.85821008682251
Denmark,DNK,2007,2.72638010978699
Denmark,DNK,2008,2.68934988975525
Denmark,DNK,2009,2.85961008071899
Denmark,DNK,2010,2.97483992576599
Denmark,DNK,2011,2.74381995201111
Djibouti,DJI,2008,1.56626999378204
Djibouti,DJI,2010,1.6740700006485
Dominica,DMA,1998,3.21555995941162
Dominica,DMA,2007,1.32273995876312
Dominica,DMA,2008,1.54058003425598
Dominica,DMA,2009,1.40796005725861
Dominica,DMA,2010,1.45246994495392
Dominica,DMA,2012,5.05168008804321
Dominican Republic,DOM,2004,0.281230002641678
Dominican Republic,DOM,2005,0.434069991111755
Dominican Republic,DOM,2007,0.368270009756088
Dominican Republic,DOM,2008,0.567229986190796
Dominican Republic,DOM,2009,0.662750005722046
Dominican Republic,DOM,2010,0.590179979801178
Dominican Republic,DOM,2011,0.59485000371933
Dominican Republic,DOM,2012,0.726230025291443
Dominican Republic,DOM,2013,1.28462994098663
Dominican Republic,DOM,2014,1.29075002670288
Ecuador,ECU,1999,0.613370001316071
Ecuador,ECU,2000,0.397709995508194
Ecuador,ECU,2010,1.42706000804901
Ecuador,ECU,2011,1.71548998355865
Ecuador,ECU,2012,1.71786999702454
Ecuador,ECU,2013,2.10492992401123
Ecuador,ECU,2014,0.740360021591187
El Salvador,SLV,1998,0.5450199842453
El Salvador,SLV,2000,0.528869986534119
El Salvador,SLV,2002,0.740440011024475
El Salvador,SLV,2003,0.72504997253418
El Salvador,SLV,2005,0.794820010662079
El Salvador,SLV,2006,0.693830013275146
El Salvador,SLV,2007,0.823769986629486
El Salvador,SLV,2008,0.824899971485138
El Salvador,SLV,2009,1.14113998413086
El Salvador,SLV,2010,1.04929995536804
Equatorial Guinea,GNQ,1998,0.672259986400604
Eritrea,ERI,2001,1.27373003959656
Eritrea,ERI,2002,1.24788999557495
Eritrea,ERI,2004,0.664250016212463
Estonia,EST,1998,1.8578200340271
Estonia,EST,1999,2.27980995178223
Estonia,EST,2001,2.15614008903503
Estonia,EST,2002,2.23908996582031
Estonia,EST,2003,2.34942007064819
Estonia,EST,2004,2.27225995063782
Estonia,EST,2005,2.11803007125854
Estonia,EST,2007,1.95243000984192
Estonia,EST,2008,2.28213000297546
Estonia,EST,2009,2.39684009552002
Estonia,EST,2010,2.21762990951538
Estonia,EST,2011,1.82784998416901
Estonia,EST,2012,1.70882999897003
Ethiopia,ETH,2009,1.07580995559692
Ethiopia,ETH,2010,1.12486004829407
Ethiopia,ETH,2011,1.40408003330231
Ethiopia,ETH,2012,1.40855002403259
Ethiopia,ETH,2013,1.31841003894806
Fiji,FJI,2004,2.0096800327301
Fiji,FJI,2011,0.665380001068115
Finland,FIN,1999,2.31660008430481
Finland,FIN,2000,2.21713995933533
Finland,FIN,2001,2.34221005439758
Finland,FIN,2002,2.44335007667542
Finland,FIN,2003,2.53385996818542
Finland,FIN,2004,2.53116011619568
Finland,FIN,2005,2.53117990493774
Finland,FIN,2006,2.50551009178162
Finland,FIN,2007,2.42053008079529
Finland,FIN,2008,2.50219988822937
Finland,FIN,2009,2.75739002227783
Finland,FIN,2010,2.77638006210327
Finland,FIN,2011,2.72342991828918
Finland,FIN,2013,1.07797002792358
France,FRA,1999,2.82360005378723
France,FRA,2000,2.75265002250671
France,FRA,2001,2.69985008239746
France,FRA,2002,2.68824005126953
France,FRA,2003,2.80117011070251
France,FRA,2004,2.71175003051758
France,FRA,2005,2.59173011779785
France,FRA,2006,2.55529999732971
France,FRA,2007,2.46430993080139
France,FRA,2008,2.47426009178162
France,FRA,2009,2.59688997268677
France,FRA,2010,2.55940008163452
France,FRA,2011,2.44810009002686
France,FRA,2012,2.42470002174377
Gabon,GAB,1998,1.03024995326996
Gambia,GMB,2001,0.171519994735718
Gambia,GMB,2002,0.220650002360344
Gambia,GMB,2003,0.259550005197525
Gambia,GMB,2004,0.230609998106956
Gambia,GMB,2005,0.263099998235703
Gambia,GMB,2006,0.264560014009476
Gambia,GMB,2007,0.27878999710083
Gambia,GMB,2008,1.02402997016907
Gambia,GMB,2009,0.923420011997223
Gambia,GMB,2010,0.971930027008057
Gambia,GMB,2011,1.05888998508453
Gambia,GMB,2012,1.28249001502991
Gambia,GMB,2013,0.982439994812012
Georgia,GEO,2008,1.07934999465942
Georgia,GEO,2011,0.783100008964539
Georgia,GEO,2012,0.637220025062561
Germany,DEU,1998,1.9799599647522
Germany,DEU,2006,2.01619005203247
Germany,DEU,2007,2.04637002944946
Germany,DEU,2008,2.02977991104126
Germany,DEU,2009,2.25490999221802
Germany,DEU,2010,2.23805999755859
Germany,DEU,2011,2.14207005500793
Germany,DEU,2012,2.13177990913391
Ghana,GHA,2001,2.11904001235962
Ghana,GHA,2004,2.57206988334656
Ghana,GHA,2005,2.41336989402771
Ghana,GHA,2006,1.9595400094986
Ghana,GHA,2007,1.92221999168396
Ghana,GHA,2008,1.95552003383636
Ghana,GHA,2009,2.02153992652893
Ghana,GHA,2010,2.05651998519897
Ghana,GHA,2011,2.22697997093201
Ghana,GHA,2012,3.22964000701904
Ghana,GHA,2013,2.92351007461548
Greece,GRC,1998,0.965030014514923
Greece,GRC,1999,1.03434002399445
Greece,GRC,2000,1.31008994579315
Greece,GRC,2001,1.19020998477936
Greece,GRC,2002,1.1690000295639
Greece,GRC,2003,1.25010001659393
Greece,GRC,2004,1.23377001285553
Greece,GRC,2005,1.34551000595093
Grenada,GRD,2003,1.40481996536255
Guatemala,GTM,2000,0.191729992628098
Guatemala,GTM,2001,0.249699994921684
Guatemala,GTM,2002,0.205899998545647
Guatemala,GTM,2004,0.239500001072884
Guatemala,GTM,2005,0.257620006799698
Guatemala,GTM,2006,0.301539987325668
Guatemala,GTM,2007,0.383020013570786
Guatemala,GTM,2008,0.408230006694794
Guatemala,GTM,2010,0.415289998054504
Guatemala,GTM,2011,0.366239994764328
Guatemala,GTM,2012,0.38646999001503
Guatemala,GTM,2013,0.406650006771088
Guinea,GIN,2008,0.341129988431931
Guinea,GIN,2009,0.774890005588531
Guinea,GIN,2010,0.91772997379303
Guinea,GIN,2011,0.65922999382019
Guinea,GIN,2012,0.567860007286072
Guinea,GIN,2013,0.89055997133255
Guinea-Bissau,GNB,2010,0.86997002363205
Guinea-Bissau,GNB,2011,0.766139984130859
Guinea-Bissau,GNB,2012,0.751699984073639
Guinea-Bissau,GNB,2013,0.717220008373261
Guyana,GUY,2002,1.97711002826691
Guyana,GUY,2004,1.46335005760193
Guyana,GUY,2006,1.64648997783661
Guyana,GUY,2007,1.00673997402191
Guyana,GUY,2009,1.02278995513916
Guyana,GUY,2010,1.22418999671936
Guyana,GUY,2011,1.19865000247955
Guyana,GUY,2012,1.06203997135162
Honduras,HND,2013,1.48580002784729
Hong Kong,HKG,2002,1.27890002727509
Hong Kong,HKG,2003,1.37767004966736
Hong Kong,HKG,2004,1.48129999637604
Hong Kong,HKG,2005,1.3981499671936
Hong Kong,HKG,2006,1.27382004261017
Hong Kong,HKG,2007,1.17524003982544
Hong Kong,HKG,2008,1.11039996147156
Hong Kong,HKG,2009,1.18055999279022
Hong Kong,HKG,2010,1.24737000465393
Hong Kong,HKG,2011,1.20134997367859
Hong Kong,HKG,2012,1.17849004268646
Hong Kong,HKG,2013,1.14646005630493
Hong Kong,HKG,2014,1.11849999427795
Hungary,HUN,1998,1.78646004199982
Hungary,HUN,1999,1.8356499671936
Hungary,HUN,2000,1.97253000736237
Hungary,HUN,2001,1.93128001689911
Hungary,HUN,2002,2.04653000831604
Hungary,HUN,2003,2.66231989860535
Hungary,HUN,2004,2.20635008811951
Hungary,HUN,2005,2.16153001785278
Hungary,HUN,2006,2.15388989448547
Hungary,HUN,2007,2.14357995986938
Hungary,HUN,2008,2.07558989524841
Hungary,HUN,2009,2.03025007247925
Hungary,HUN,2010,1.93419003486633
Hungary,HUN,2011,1.82131004333496
Hungary,HUN,2012,1.7140200138092
Iceland,ISL,1999,2.19146990776062
Iceland,ISL,2000,2.11166000366211
Iceland,ISL,2001,2.36317992210388
Iceland,ISL,2002,2.53993010520935
Iceland,ISL,2003,2.53223991394043
Iceland,ISL,2004,2.49833011627197
Iceland,ISL,2005,2.48461008071899
Iceland,ISL,2006,2.47883009910584
Iceland,ISL,2007,2.30028009414673
Iceland,ISL,2008,2.31585001945496
Iceland,ISL,2009,2.3516800403595
Iceland,ISL,2010,2.24720001220703
Iceland,ISL,2011,2.23744988441467
India,IND,1999,1.64034998416901
India,IND,2000,1.70395004749298
India,IND,2001,1.61260998249054
India,IND,2003,1.47960996627808
India,IND,2004,1.37126004695892
India,IND,2005,1.34403002262115
India,IND,2006,1.31356000900269
India,IND,2009,1.12114000320435
India,IND,2010,1.22775995731354
India,IND,2011,1.3761899471283
India,IND,2012,1.48175001144409
Indonesia,IDN,2007,0.764320015907288
Indonesia,IDN,2008,0.733009994029999
Indonesia,IDN,2009,0.898779988288879
Indonesia,IDN,2010,0.683960020542145
Indonesia,IDN,2011,0.768899977207184
Indonesia,IDN,2012,0.887229979038239
Indonesia,IDN,2013,0.876500010490417
Indonesia,IDN,2014,0.883419990539551
Iran,IRN,2001,1.41779005527496
Iran,IRN,2002,1.62933003902435
Iran,IRN,2003,1.57108998298645
Iran,IRN,2004,1.54170000553131
Iran,IRN,2005,1.45305001735687
Iran,IRN,2006,2.07018995285034
Iran,IRN,2007,2.27937006950378
Iran,IRN,2008,1.98364996910095
Iran,IRN,2009,1.97086000442505
Iran,IRN,2010,1.90391004085541
Iran,IRN,2011,1.43708002567291
Iran,IRN,2012,1.33589994907379
Iran,IRN,2013,1.4273099899292
Iran,IRN,2014,1.1666100025177
Ireland,IRL,1998,1.612419962883
Ireland,IRL,1999,1.51329004764557
Ireland,IRL,2000,1.41194999217987
Ireland,IRL,2001,1.40886998176575
Ireland,IRL,2002,1.41250002384186
Ireland,IRL,2003,1.48281002044678
Ireland,IRL,2004,1.58428001403809
Ireland,IRL,2005,1.57716000080109
Ireland,IRL,2006,1.58197999000549
Ireland,IRL,2007,1.61943995952606
Ireland,IRL,2008,1.89989995956421
Ireland,IRL,2009,2.072429895401
Ireland,IRL,2010,2.06100988388062
Ireland,IRL,2011,1.95703995227814
Ireland,IRL,2012,1.93027997016907
Israel,ISR,1998,1.9548100233078
Israel,ISR,1999,1.92281997203827
Israel,ISR,2000,1.83671998977661
Israel,ISR,2001,1.89634001255035
Israel,ISR,2002,1.92866003513336
Israel,ISR,2003,1.83895003795624
Israel,ISR,2004,1.75106000900269
Israel,ISR,2005,1.66158998012543
Israel,ISR,2006,1.65699994564056
Israel,ISR,2007,1.51382005214691
Israel,ISR,2008,1.59964001178741
Israel,ISR,2009,1.47081005573273
Israel,ISR,2010,1.41805994510651
Israel,ISR,2011,1.41519999504089
Israel,ISR,2012,1.48266005516052
Israel,ISR,2013,1.50706005096436
Italy,ITA,1998,2.08713006973267
Italy,ITA,1999,2.08402991294861
Italy,ITA,2000,1.9805999994278
Italy,ITA,2001,2.27328991889954
Italy,ITA,2002,2.0488600730896
Italy,ITA,2003,2.14219999313354
Italy,ITA,2004,2.02225995063782
Italy,ITA,2005,1.97510004043579
Italy,ITA,2006,2.09706997871399
Italy,ITA,2007,1.85555005073547
Italy,ITA,2008,1.96243000030518
Italy,ITA,2009,1.95473003387451
Italy,ITA,2010,1.86734998226166
Italy,ITA,2011,1.75850999355316
Italy,ITA,2012,1.75346004962921
Jamaica,JAM,2003,1.75697994232178
Jamaica,JAM,2004,1.6400899887085
Jamaica,JAM,2005,1.75295996665955
Jamaica,JAM,2007,1.93070995807648
Jamaica,JAM,2008,2.63950991630554
Jamaica,JAM,2009,2.29667997360229
Jamaica,JAM,2010,2.32982993125916
Jamaica,JAM,2011,2.49360990524292
Jamaica,JAM,2012,2.39638996124268
Jamaica,JAM,2013,2.48791003227234
Jamaica,JAM,2014,1.89515995979309
Japan,JPN,1998,1.44401001930237
Japan,JPN,1999,1.45807003974915
Japan,JPN,2000,1.44605994224548
Japan,JPN,2001,1.42078995704651
Japan,JPN,2002,1.42757999897003
Japan,JPN,2003,1.41884005069733
Japan,JPN,2004,1.37689995765686
Japan,JPN,2005,1.33685994148254
Japan,JPN,2006,1.31825995445251
Japan,JPN,2007,1.30303001403809
Japan,JPN,2008,1.28894996643066
Japan,JPN,2010,1.39112997055054
Japan,JPN,2011,1.44493997097015
Japan,JPN,2012,1.46853005886078
Japan,JPN,2013,1.46505999565125
Japan,JPN,2014,1.4225800037384
Jordan,JOR,1998,1.93157994747162
Jordan,JOR,1999,1.95797002315521
Jordan,JOR,2001,2.07357001304626
Jordan,JOR,2002,2.04801988601685
Jordan,JOR,2003,2.22678995132446
Jordan,JOR,2004,2.04733991622925
Jordan,JOR,2005,2.20318007469177
Jordan,JOR,2006,1.90898001194
Jordan,JOR,2007,1.91298997402191
Jordan,JOR,2008,1.7901200056076
Jordan,JOR,2009,1.76929998397827
Jordan,JOR,2011,1.75314998626709
Kazakhstan,KAZ,2013,1.85452997684479
Kazakhstan,KAZ,2014,1.90883004665375
Kenya,KEN,2000,0.900499999523163
Kenya,KEN,2001,1.01010000705719
Kenya,KEN,2003,1.3541100025177
Kenya,KEN,2004,1.59113001823425
Kenya,KEN,2006,1.52823996543884
