Entity,Code,Year,Out-of-pocket health expenditure (% of total expenditure on health) (% of total expenditure on health)
Chile,CHL,1997,53.52787285
Chile,CHL,1998,52.32312213
Chile,CHL,1999,51.06791448
Chile,CHL,2000,46.99654781
Chile,CHL,2001,46.59356779
Chile,CHL,2002,47.38811383
Chile,CHL,2003,42.44919468
Chile,CHL,2004,41.59482411
Chile,CHL,2005,41.78939188
Chile,CHL,2006,39.81815278
Chile,CHL,2007,38.25379943
Chile,CHL,2008,36.73596801
Chile,CHL,2009,33.8159376
Chile,CHL,2010,33.66343209
Chile,CHL,2011,33.54147925
Chile,CHL,2012,32.636946
Chile,CHL,2013,32.31543411
Chile,CHL,2014,31.51926039
China,CHN,1995,46.40008838
China,CHN,1996,50.64362465
China,CHN,1997,52.83829601
China,CHN,1998,54.84569492
China,CHN,1999,55.85054933
China,CHN,2000,58.97951001
China,CHN,2001,59.96668052
China,CHN,2002,57.7222223
China,CHN,2003,55.87198214
China,CHN,2004,53.63892552
China,CHN,2005,52.20579914
China,CHN,2006,49.30806007
China,CHN,2007,44.05281852
China,CHN,2008,40.42309042
China,CHN,2009,37.4597749
China,CHN,2010,35.29105288
China,CHN,2011,34.77083754
China,CHN,2012,34.3409205
China,CHN,2013,33.87968341
China,CHN,2014,31.98709235
Colombia,COL,1995,38.06465567
Colombia,COL,1996,32.35912148
Colombia,COL,1997,32.24591073
Colombia,COL,1998,24.14994059
Colombia,COL,1999,18.46311689
Colombia,COL,2000,12.2214301
Colombia,COL,2001,12.58777386
Colombia,COL,2002,11.0296473
Colombia,COL,2003,8.1509702
Colombia,COL,2004,14.50678639
Colombia,COL,2005,17.00622801
Colombia,COL,2006,18.47900183
Colombia,COL,2007,19.86113806
Colombia,COL,2008,21.39340268
Colombia,COL,2009,18.66813395
Colombia,COL,2010,17.76488265
Colombia,COL,2011,15.62838505
Colombia,COL,2012,14.55485219
Colombia,COL,2013,13.79141153
Colombia,COL,2014,15.35502064
Comoros,COM,1995,37.57710992
Comoros,COM,1996,39.42415224
Comoros,COM,1997,42.46236745
Comoros,COM,1998,45.97128315
Comoros,COM,1999,49.21480366
Comoros,COM,2000,57.17395004
Comoros,COM,2001,61.71686861
Comoros,COM,2002,50.71436616
Comoros,COM,2003,50.25900787
Comoros,COM,2004,49.21950566
Comoros,COM,2005,47.31715504
Comoros,COM,2006,45.1552256
Comoros,COM,2007,43.14941806
Comoros,COM,2008,39.68458531
Comoros,COM,2009,54.89420576
Comoros,COM,2010,35.98790177
Comoros,COM,2011,48.87776607
Comoros,COM,2012,42.12262065
Comoros,COM,2013,46.46108726
Comoros,COM,2014,45.06057633
Congo,COG,1995,40.04400472
Congo,COG,1996,39.14343454
Congo,COG,1997,37.74683559
Congo,COG,1998,40.15343556
Congo,COG,1999,42.31324932
Congo,COG,2000,42.00812858
Congo,COG,2001,44.648184
Congo,COG,2002,46.98591139
Congo,COG,2003,49.79422181
Congo,COG,2004,45.82094878
Congo,COG,2005,40.26282338
Congo,COG,2006,36.56993201
Congo,COG,2007,38.49533876
Congo,COG,2008,39.77033621
Congo,COG,2009,48.07969787
Congo,COG,2010,37.24161296
Congo,COG,2011,27.97135452
Congo,COG,2012,19.96880892
Congo,COG,2013,19.55120509
Congo,COG,2014,17.51202531
Costa Rica,CRI,1995,20.60352277
Costa Rica,CRI,1996,20.8556506
Costa Rica,CRI,1997,20.73602523
Costa Rica,CRI,1998,18.35667634
Costa Rica,CRI,1999,18.95979327
Costa Rica,CRI,2000,18.70804044
Costa Rica,CRI,2001,21.84455583
Costa Rica,CRI,2002,21.46213374
Costa Rica,CRI,2003,21.21814956
Costa Rica,CRI,2004,24.89442826
Costa Rica,CRI,2005,24.83435411
Costa Rica,CRI,2006,26.87743754
Costa Rica,CRI,2007,28.74251717
Costa Rica,CRI,2008,27.10270515
Costa Rica,CRI,2009,24.65916471
Costa Rica,CRI,2010,24.02714885
Costa Rica,CRI,2011,24.1260447
Costa Rica,CRI,2012,24.35839102
Costa Rica,CRI,2013,24.52722182
Costa Rica,CRI,2014,24.86704298
Cote d'Ivoire,CIV,1995,60.53799224
Cote d'Ivoire,CIV,1996,59.18489958
Cote d'Ivoire,CIV,1997,59.96411336
Cote d'Ivoire,CIV,1998,62.47340862
Cote d'Ivoire,CIV,1999,58.97520469
Cote d'Ivoire,CIV,2000,55.29823594
Cote d'Ivoire,CIV,2001,55.01628715
Cote d'Ivoire,CIV,2002,49.16819298
Cote d'Ivoire,CIV,2003,52.74969477
Cote d'Ivoire,CIV,2004,55.05342436
Cote d'Ivoire,CIV,2005,59.96903234
Cote d'Ivoire,CIV,2006,61.56589343
Cote d'Ivoire,CIV,2007,62.80824036
Cote d'Ivoire,CIV,2008,60.43001812
Cote d'Ivoire,CIV,2009,57.42960759
Cote d'Ivoire,CIV,2010,56.47706075
Cote d'Ivoire,CIV,2011,57.48400675
Cote d'Ivoire,CIV,2012,52.34200805
Cote d'Ivoire,CIV,2013,49.6319646
Cote d'Ivoire,CIV,2014,50.81174854
Croatia,HRV,1995,13.54245836
Croatia,HRV,1996,12.42189279
Croatia,HRV,1997,15.52261981
Croatia,HRV,1998,12.96237682
Croatia,HRV,1999,12.65910702
Croatia,HRV,2000,13.86125003
Croatia,HRV,2001,14.3898941
Croatia,HRV,2002,18.63236522
Croatia,HRV,2003,16.68338923
Croatia,HRV,2004,18.16787236
Croatia,HRV,2005,13.4056938
Croatia,HRV,2006,13.36083238
Croatia,HRV,2007,12.44538213
Croatia,HRV,2008,14.51444983
Croatia,HRV,2009,13.72681325
Croatia,HRV,2010,13.75707378
Croatia,HRV,2011,12.06291256
Croatia,HRV,2012,11.47205278
Croatia,HRV,2013,11.25232319
Croatia,HRV,2014,11.20611835
Cuba,CUB,1995,9.77198697
Cuba,CUB,1996,9.50570342
Cuba,CUB,1997,9.31899642
Cuba,CUB,1998,9.42760943
Cuba,CUB,1999,8.80798591
Cuba,CUB,2000,9.16936354
Cuba,CUB,2001,9.56408559
Cuba,CUB,2002,11.86176551
Cuba,CUB,2003,10.54651317
Cuba,CUB,2004,10.9073462
Cuba,CUB,2005,6.91695165
Cuba,CUB,2006,7.69040646
Cuba,CUB,2007,5.14878077
Cuba,CUB,2008,4.63202804
Cuba,CUB,2009,4.22483217
Cuba,CUB,2010,4.81106469
Cuba,CUB,2011,4.96284619
Cuba,CUB,2012,5.84869676
Cuba,CUB,2013,5.48125994
Cuba,CUB,2014,4.3868948
Cyprus,CYP,1995,63.26971407
Cyprus,CYP,1996,64.86436472
Cyprus,CYP,1997,63.60166366
Cyprus,CYP,1998,57.05375089
Cyprus,CYP,1999,54.55891664
Cyprus,CYP,2000,55.86018313
Cyprus,CYP,2001,55.18530202
Cyprus,CYP,2002,52.76921708
Cyprus,CYP,2003,43.42542521
Cyprus,CYP,2004,46.4894075
Cyprus,CYP,2005,47.03737765
Cyprus,CYP,2006,46.62598625
Cyprus,CYP,2007,47.78289904
Cyprus,CYP,2008,49.69585547
Cyprus,CYP,2009,48.3190785
Cyprus,CYP,2010,45.36701124
Cyprus,CYP,2011,44.84164266
Cyprus,CYP,2012,47.0366049
Cyprus,CYP,2013,46.97137834
Cyprus,CYP,2014,48.71378501
Czech Republic,CZE,1995,9.11127562
Czech Republic,CZE,1996,9.33247151
Czech Republic,CZE,1997,9.71447516
Czech Republic,CZE,1998,9.56973238
Czech Republic,CZE,1999,9.51846966
Czech Republic,CZE,2000,9.68087582
Czech Republic,CZE,2001,10.23459766
Czech Republic,CZE,2002,9.52643707
Czech Republic,CZE,2003,9.96135488
Czech Republic,CZE,2004,10.35228493
Czech Republic,CZE,2005,10.69599409
Czech Republic,CZE,2006,11.29435355
Czech Republic,CZE,2007,13.18240522
Czech Republic,CZE,2008,15.73360876
Czech Republic,CZE,2009,14.6286967
Czech Republic,CZE,2010,14.86045211
Czech Republic,CZE,2011,14.74046199
Czech Republic,CZE,2012,15.03126691
Czech Republic,CZE,2013,14.52955882
Czech Republic,CZE,2014,14.32592339
Democratic Republic of Congo,COD,1995,77.60180183
Democratic Republic of Congo,COD,1996,79.66162216
Democratic Republic of Congo,COD,1997,77.722444
Democratic Republic of Congo,COD,1998,80.91378363
Democratic Republic of Congo,COD,1999,77.81681379
Democratic Republic of Congo,COD,2000,54.76159858
Democratic Republic of Congo,COD,2001,71.19278805
Democratic Republic of Congo,COD,2002,70.81792746
Democratic Republic of Congo,COD,2003,58.51683839
Democratic Republic of Congo,COD,2004,60.57579051
Democratic Republic of Congo,COD,2005,57.19070045
Democratic Republic of Congo,COD,2006,55.12138811
Democratic Republic of Congo,COD,2007,50.13645346
Democratic Republic of Congo,COD,2008,39.16909435
Democratic Republic of Congo,COD,2009,37.53125868
Democratic Republic of Congo,COD,2010,37.10815864
Democratic Republic of Congo,COD,2011,38.82083109
Democratic Republic of Congo,COD,2012,37.68851792
Democratic Republic of Congo,COD,2013,39.38960908
Democratic Republic of Congo,COD,2014,38.76896496
Denmark,DNK,1995,16.29748554
Denmark,DNK,1996,16.23188076
Denmark,DNK,1997,16.3280654
Denmark,DNK,1998,16.35196932
Denmark,DNK,1999,14.59549011
Denmark,DNK,2000,14.67089541
Denmark,DNK,2001,14.41053783
Denmark,DNK,2002,14.10908864
Denmark,DNK,2003,13.98079536
Denmark,DNK,2004,14.22126034
Denmark,DNK,2005,14.04706864
Denmark,DNK,2006,13.83675763
Denmark,DNK,2007,13.94593381
Denmark,DNK,2008,13.54999888
Denmark,DNK,2009,13.17150816
Denmark,DNK,2010,13.19381069
Denmark,DNK,2011,12.8189654
Denmark,DNK,2012,12.43924238
Denmark,DNK,2013,12.89193693
Denmark,DNK,2014,13.35969348
Djibouti,DJI,1995,39.1234598
Djibouti,DJI,1996,41.08829842
Djibouti,DJI,1997,37.95662429
Djibouti,DJI,1998,33.40421429
Djibouti,DJI,1999,28.78187397
Djibouti,DJI,2000,31.73518861
Djibouti,DJI,2001,34.61188836
Djibouti,DJI,2002,34.97560424
Djibouti,DJI,2003,32.57636461
Djibouti,DJI,2004,31.59556533
Djibouti,DJI,2005,31.17321569
Djibouti,DJI,2006,32.91850026
Djibouti,DJI,2007,30.50795993
Djibouti,DJI,2008,28.26913836
Djibouti,DJI,2009,28.49558891
Djibouti,DJI,2010,41.42870297
Djibouti,DJI,2011,42.04823392
Djibouti,DJI,2012,40.90295863
Djibouti,DJI,2013,41.44292225
Djibouti,DJI,2014,35.8414004
Dominica,DMA,1995,28.25407602
Dominica,DMA,1996,27.48958453
Dominica,DMA,1997,26.41263757
Dominica,DMA,1998,26.96334591
Dominica,DMA,1999,27.53575591
Dominica,DMA,2000,28.29618077
Dominica,DMA,2001,28.76927429
Dominica,DMA,2002,29.10085385
Dominica,DMA,2003,29.74290371
Dominica,DMA,2004,29.97941392
Dominica,DMA,2005,33.10971642
Dominica,DMA,2006,30.76045059
Dominica,DMA,2007,32.93048487
Dominica,DMA,2008,33.37949191
Dominica,DMA,2009,27.14844315
Dominica,DMA,2010,26.27081073
Dominica,DMA,2011,26.50540454
Dominica,DMA,2012,28.21215948
Dominica,DMA,2013,28.67363378
Dominica,DMA,2014,28.34174018
Dominican Republic,DOM,1995,54.43320482
Dominican Republic,DOM,1996,56.99655914
Dominican Republic,DOM,1997,49.33866889
Dominican Republic,DOM,1998,45.61020224
Dominican Republic,DOM,1999,44.22413484
Dominican Republic,DOM,2000,43.08545821
Dominican Republic,DOM,2001,44.72178307
Dominican Republic,DOM,2002,43.48725881
Dominican Republic,DOM,2003,45.61252498
Dominican Republic,DOM,2004,52.14769647
Dominican Republic,DOM,2005,50.72026105
Dominican Republic,DOM,2006,45.66389375
Dominican Republic,DOM,2007,41.04942445
Dominican Republic,DOM,2008,38.4054155
Dominican Republic,DOM,2009,34.8631987
Dominican Republic,DOM,2010,33.24376297
Dominican Republic,DOM,2011,28.62531797
Dominican Republic,DOM,2012,26.08124462
Dominican Republic,DOM,2013,25.01707134
Dominican Republic,DOM,2014,21.14268879
Early-demographic dividend,,1995,42.3451591132256
Early-demographic dividend,,1996,42.4437546656868
Early-demographic dividend,,1997,42.1454797007237
Early-demographic dividend,,1998,42.3122106568129
Early-demographic dividend,,1999,41.7307192785123
Early-demographic dividend,,2000,42.4184038176196
Early-demographic dividend,,2001,43.5493354994725
Early-demographic dividend,,2002,44.273056880285
Early-demographic dividend,,2003,43.3507282168526
Early-demographic dividend,,2004,42.2801560247677
Early-demographic dividend,,2005,42.7760059715825
Early-demographic dividend,,2006,42.0283104356151
Early-demographic dividend,,2007,41.8030276740932
Early-demographic dividend,,2008,41.3064462004616
Early-demographic dividend,,2009,40.1728444454544
Early-demographic dividend,,2010,40.7203427846695
Early-demographic dividend,,2011,40.1221838086703
Early-demographic dividend,,2012,40.0668183149896
Early-demographic dividend,,2013,39.7697075015828
Early-demographic dividend,,2014,40.5173487386017
East Asia & Pacific,,1995,19.1240198551957
East Asia & Pacific,,1996,20.7427095768904
East Asia & Pacific,,1997,22.0017545254744
East Asia & Pacific,,1998,22.6468600442645
East Asia & Pacific,,1999,22.6217674863531
East Asia & Pacific,,2000,23.0261107456957
East Asia & Pacific,,2001,23.780760872546
East Asia & Pacific,,2002,24.5677534285554
East Asia & Pacific,,2003,25.1152485030101
East Asia & Pacific,,2004,24.8408387565581
East Asia & Pacific,,2005,25.3371699329415
East Asia & Pacific,,2006,26.2553594356375
East Asia & Pacific,,2007,25.4741901248842
East Asia & Pacific,,2008,24.9526950502987
East Asia & Pacific,,2009,24.1628617200042
East Asia & Pacific,,2010,23.5186177907896
East Asia & Pacific,,2011,23.4992742039622
East Asia & Pacific,,2012,23.9529957649839
East Asia & Pacific,,2013,25.1852985761325
East Asia & Pacific,,2014,25.2286981166063
East Asia & Pacific (IDA & IBRD),,1995,45.5567800634138
East Asia & Pacific (IDA & IBRD),,1996,48.1436228010482
East Asia & Pacific (IDA & IBRD),,1997,49.5488634959772
East Asia & Pacific (IDA & IBRD),,1998,52.110911904091
East Asia & Pacific (IDA & IBRD),,1999,52.7118272411655
East Asia & Pacific (IDA & IBRD),,2000,55.2150824417471
East Asia & Pacific (IDA & IBRD),,2001,55.9593193535648
East Asia & Pacific (IDA & IBRD),,2002,54.0222671368718
East Asia & Pacific (IDA & IBRD),,2003,52.3734216351551
East Asia & Pacific (IDA & IBRD),,2004,50.9512548700064
East Asia & Pacific (IDA & IBRD),,2005,50.9591495994907
East Asia & Pacific (IDA & IBRD),,2006,47.8303072002706
East Asia & Pacific (IDA & IBRD),,2007,43.323230825718
East Asia & Pacific (IDA & IBRD),,2008,40.4605118219274
East Asia & Pacific (IDA & IBRD),,2009,37.874305991133
East Asia & Pacific (IDA & IBRD),,2010,35.9451871866522
East Asia & Pacific (IDA & IBRD),,2011,35.5410160330427
East Asia & Pacific (IDA & IBRD),,2012,34.8981925912591
East Asia & Pacific (IDA & IBRD),,2013,34.4721257503019
East Asia & Pacific (IDA & IBRD),,2014,32.7561268714544
East Asia & Pacific (excluding high income),,1995,45.5642606391264
East Asia & Pacific (excluding high income),,1996,48.151641440629
East Asia & Pacific (excluding high income),,1997,49.556572317567
East Asia & Pacific (excluding high income),,1998,52.1177558632636
East Asia & Pacific (excluding high income),,1999,52.7183561558278
East Asia & Pacific (excluding high income),,2000,55.2223630834795
East Asia & Pacific (excluding high income),,2001,55.9654544376599
East Asia & Pacific (excluding high income),,2002,54.0276562995463
East Asia & Pacific (excluding high income),,2003,52.3782578667556
East Asia & Pacific (excluding high income),,2004,50.9561500912219
East Asia & Pacific (excluding high income),,2005,50.9633190048133
East Asia & Pacific (excluding high income),,2006,47.8339666458965
East Asia & Pacific (excluding high income),,2007,43.3259883276272
East Asia & Pacific (excluding high income),,2008,40.4623674005197
East Asia & Pacific (excluding high income),,2009,37.8755697853394
East Asia & Pacific (excluding high income),,2010,35.9463622258187
East Asia & Pacific (excluding high income),,2011,35.5418637894595
East Asia & Pacific (excluding high income),,2012,34.8989801473124
East Asia & Pacific (excluding high income),,2013,34.4728233573286
East Asia & Pacific (excluding high income),,2014,32.7567670207334
Ecuador,ECU,1995,32.55210719
Ecuador,ECU,1996,29.81715497
Ecuador,ECU,1997,34.56975315
Ecuador,ECU,1998,48.03522681
Ecuador,ECU,1999,53.80254357
Ecuador,ECU,2000,62.66957586
Ecuador,ECU,2001,59.32355518
Ecuador,ECU,2002,60.71599261
Ecuador,ECU,2003,56.27012975
Ecuador,ECU,2004,54.34396517
Ecuador,ECU,2005,55.2360011
Ecuador,ECU,2006,51.38516799
Ecuador,ECU,2007,49.40122321
Ecuador,ECU,2008,48.11281626
Ecuador,ECU,2009,49.42858689
Ecuador,ECU,2010,47.46501325
Ecuador,ECU,2011,45.93847179
Ecuador,ECU,2012,50.63904716
Ecuador,ECU,2013,44.31939013
Ecuador,ECU,2014,48.42599326
Egypt,EGY,1995,47.91549381
Egypt,EGY,1996,54.23185698
Egypt,EGY,1997,58.32775416
Egypt,EGY,1998,57.71510567
Egypt,EGY,1999,57.79580346
Egypt,EGY,2000,58.07205469
Egypt,EGY,2001,58.35132532
Egypt,EGY,2002,58.77755261
Egypt,EGY,2003,60.79454951
Egypt,EGY,2004,60.88227701
Egypt,EGY,2005,59.71760356
Egypt,EGY,2006,55.22693845
Egypt,EGY,2007,57.35739544
Egypt,EGY,2008,56.36619494
Egypt,EGY,2009,57.06630717
Egypt,EGY,2010,58.37960397
Egypt,EGY,2011,56.66518485
Egypt,EGY,2012,57.58665982
Egypt,EGY,2013,56.14693124
Egypt,EGY,2014,55.66365484
El Salvador,SLV,1995,60.72557157
El Salvador,SLV,1996,57.51324098
El Salvador,SLV,1997,59.32364017
El Salvador,SLV,1998,54.40796046
El Salvador,SLV,1999,52.2851605
El Salvador,SLV,2000,50.65708739
El Salvador,SLV,2001,49.52796557
El Salvador,SLV,2002,48.39365283
El Salvador,SLV,2003,47.29723687
El Salvador,SLV,2004,46.44374903
El Salvador,SLV,2005,43.06870307
El Salvador,SLV,2006,33.60879591
El Salvador,SLV,2007,36.22522231
El Salvador,SLV,2008,35.81157239
El Salvador,SLV,2009,34.72607673
El Salvador,SLV,2010,33.60515765
El Salvador,SLV,2011,32.07319352
El Salvador,SLV,2012,32.39272419
El Salvador,SLV,2013,28.43736459
El Salvador,SLV,2014,28.84781265
Equatorial Guinea,GNQ,1995,27.83391914
Equatorial Guinea,GNQ,1996,38.45750986
Equatorial Guinea,GNQ,1997,25.5652355
Equatorial Guinea,GNQ,1998,25.78334031
Equatorial Guinea,GNQ,1999,26.00402594
Equatorial Guinea,GNQ,2000,16.6141334
Equatorial Guinea,GNQ,2001,18.59436443
Equatorial Guinea,GNQ,2002,40.16613228
Equatorial Guinea,GNQ,2003,26.51942552
Equatorial Guinea,GNQ,2004,39.07767083
Equatorial Guinea,GNQ,2005,38.57162382
Equatorial Guinea,GNQ,2006,25.36596658
Equatorial Guinea,GNQ,2007,22.33905754
Equatorial Guinea,GNQ,2008,17.79039669
Equatorial Guinea,GNQ,2009,14.18057236
Equatorial Guinea,GNQ,2010,17.63448746
Equatorial Guinea,GNQ,2011,17.93803698
Equatorial Guinea,GNQ,2012,14.24599084
Equatorial Guinea,GNQ,2013,17.85436759
Equatorial Guinea,GNQ,2014,20.14595434
Eritrea,ERI,1995,51.98752211
Eritrea,ERI,1996,63.42546625
Eritrea,ERI,1997,57.82271487
Eritrea,ERI,1998,58.71231254
Eritrea,ERI,1999,60.11297854
Eritrea,ERI,2000,64.17910448
Eritrea,ERI,2001,64.88095238
Eritrea,ERI,2002,59.21855922
Eritrea,ERI,2003,63.12056738
Eritrea,ERI,2004,60.66597294
Eritrea,ERI,2005,63.0738523
Eritrea,ERI,2006,55.4269928
Eritrea,ERI,2007,54.72263868
Eritrea,ERI,2008,47.63597733
Eritrea,ERI,2009,57.66245022
Eritrea,ERI,2010,56.02705854
Eritrea,ERI,2011,54.00610364
Eritrea,ERI,2012,53.50186346
Eritrea,ERI,2013,54.24416247
Eritrea,ERI,2014,54.24416247
Estonia,EST,1995,10.2347411
Estonia,EST,1996,11.49237895
Estonia,EST,1997,10.60279176
Estonia,EST,1998,13.18869736
Estonia,EST,1999,14.11440026
Estonia,EST,2000,19.92527255
Estonia,EST,2001,18.98971996
Estonia,EST,2002,20.07111394
Estonia,EST,2003,20.41099926
Estonia,EST,2004,21.31595772
Estonia,EST,2005,20.41864681
Estonia,EST,2006,25.0915083
Estonia,EST,2007,21.90616211
Estonia,EST,2008,19.6564641
Estonia,EST,2009,20.31519888
Estonia,EST,2010,18.56931869
Estonia,EST,2011,17.55716512
Estonia,EST,2012,19.14758208
Estonia,EST,2013,20.26021131
Estonia,EST,2014,20.71983229
Ethiopia,ETH,1995,46.50874174
Ethiopia,ETH,1996,48.59562097
Ethiopia,ETH,1997,46.43297347
Ethiopia,ETH,1998,44.70715802
Ethiopia,ETH,1999,42.5202097
Ethiopia,ETH,2000,35.947101
Ethiopia,ETH,2001,38.05646943
Ethiopia,ETH,2002,37.00006183
Ethiopia,ETH,2003,36.11229466
Ethiopia,ETH,2004,35.3518713
Ethiopia,ETH,2005,30.60588846
Ethiopia,ETH,2006,33.53126333
Ethiopia,ETH,2007,35.19623971
Ethiopia,ETH,2008,38.46554087
Ethiopia,ETH,2009,38.38163206
Ethiopia,ETH,2010,33.69938129
Ethiopia,ETH,2011,31.76335067
Ethiopia,ETH,2012,33.17932296
Ethiopia,ETH,2013,33.36704915
Ethiopia,ETH,2014,32.26457335
Euro area,,1995,13.921895357126
Euro area,,1996,13.9607052231907
Euro area,,1997,14.5146168027613
Euro area,,1998,14.8542662965792
Euro area,,1999,14.9405249498218
Euro area,,2000,14.8447814951775
Euro area,,2001,14.6013752527584
Euro area,,2002,14.6176942125485
Euro area,,2003,14.6400070425808
Euro area,,2004,14.9897211623073
Euro area,,2005,14.8407975016618
Euro area,,2006,14.8285386492342
Euro area,,2007,14.876515813334
Euro area,,2008,14.9576456046614
Euro area,,2009,14.2369042062719
Euro area,,2010,14.3416363492809
Euro area,,2011,14.4035773054625
Euro area,,2012,14.3880289209353
Euro area,,2013,14.1073553516461
Euro area,,2014,14.2500170834376
Europe & Central Asia,,1995,14.8122724596242
Europe & Central Asia,,1996,14.8992507612945
Europe & Central Asia,,1997,15.5261637392333
Europe & Central Asia,,1998,15.9572279594507
Europe & Central Asia,,1999,15.8624659364821
Europe & Central Asia,,2000,15.8539110135227
Europe & Central Asia,,2001,15.6467917270371
Europe & Central Asia,,2002,15.6016527095874
Europe & Central Asia,,2003,15.6206397189783
Europe & Central Asia,,2004,15.8661851517095
Europe & Central Asia,,2005,15.7662714245303
Europe & Central Asia,,2006,15.8656109655247
Europe & Central Asia,,2007,16.0047124124907
Europe & Central Asia,,2008,16.5292744856265
Europe & Central Asia,,2009,15.9381739408033
Europe & Central Asia,,2010,16.5601305269307
Europe & Central Asia,,2011,16.7602327076613
Europe & Central Asia,,2012,17.0401906309621
Europe & Central Asia,,2013,17.1682342343267
Europe & Central Asia,,2014,16.9841463944903
Europe & Central Asia (IDA & IBRD),,1995,23.9396704707679
Europe & Central Asia (IDA & IBRD),,1996,24.6227429297
Europe & Central Asia (IDA & IBRD),,1997,24.2749225880609
Europe & Central Asia (IDA & IBRD),,1998,29.2713363476808
Europe & Central Asia (IDA & IBRD),,1999,30.0466418211374
Europe & Central Asia (IDA & IBRD),,2000,30.3724654723621
Europe & Central Asia (IDA & IBRD),,2001,29.2742860833288
Europe & Central Asia (IDA & IBRD),,2002,28.0981686719109
Europe & Central Asia (IDA & IBRD),,2003,28.2488452963367
Europe & Central Asia (IDA & IBRD),,2004,29.4961762528793
Europe & Central Asia (IDA & IBRD),,2005,28.9738922352683
Europe & Central Asia (IDA & IBRD),,2006,28.4731667023049
Europe & Central Asia (IDA & IBRD),,2007,28.0049457959779
Europe & Central Asia (IDA & IBRD),,2008,31.5893428754888
Europe & Central Asia (IDA & IBRD),,2009,32.2790623830402
Europe & Central Asia (IDA & IBRD),,2010,33.7028341668973
Europe & Central Asia (IDA & IBRD),,2011,34.7025451034865
Europe & Central Asia (IDA & IBRD),,2012,34.9503904115067
Europe & Central Asia (IDA & IBRD),,2013,37.0422521925373
Europe & Central Asia (IDA & IBRD),,2014,36.6897612381675
Europe & Central Asia (excluding high income),,1995,23.2101083513728
Europe & Central Asia (excluding high income),,1996,24.1799753908018
Europe & Central Asia (excluding high income),,1997,23.6126750401924
Europe & Central Asia (excluding high income),,1998,27.9164957732012
Europe & Central Asia (excluding high income),,1999,30.3788407374688
Europe & Central Asia (excluding high income),,2000,30.4730853375242
Europe & Central Asia (excluding high income),,2001,29.607256518733
Europe & Central Asia (excluding high income),,2002,28.8100695431556
Europe & Central Asia (excluding high income),,2003,28.6676753936588
Europe & Central Asia (excluding high income),,2004,29.7856790448008
Europe & Central Asia (excluding high income),,2005,29.5419143114531
Europe & Central Asia (excluding high income),,2006,28.9928540148259
Europe & Central Asia (excluding high income),,2007,28.6014862814996
Europe & Central Asia (excluding high income),,2008,33.1680984330173
Europe & Central Asia (excluding high income),,2009,33.9510008245754
Europe & Central Asia (excluding high income),,2010,35.6218030595421
Europe & Central Asia (excluding high income),,2011,36.6536717256443
Europe & Central Asia (excluding high income),,2012,36.6286161375399
Europe & Central Asia (excluding high income),,2013,38.7891201344022
Europe & Central Asia (excluding high income),,2014,38.6348976876542
European Union,,1995,13.7909200621274
European Union,,1996,13.8365912167041
European Union,,1997,14.3842389535771
European Union,,1998,14.7552953846411
European Union,,1999,14.6404766427352
European Union,,2000,14.5200588128748
European Union,,2001,14.3893834011091
European Union,,2002,14.3440131568509
European Union,,2003,14.3838453558165
European Union,,2004,14.5559541386011
European Union,,2005,14.3385721848968
European Union,,2006,14.3684064721227
European Union,,2007,14.4303558397226
European Union,,2008,14.4605116774018
European Union,,2009,13.8914516115006
European Union,,2010,14.0664685539131
European Union,,2011,14.0141792816826
European Union,,2012,13.9891706824576
European Union,,2013,13.8370494447611
European Union,,2014,13.9438868789942
Fiji,FJI,1995,13.25235488
Fiji,FJI,1996,12.19755467
Fiji,FJI,1997,11.49397125
Fiji,FJI,1998,11.56762486
Fiji,FJI,1999,12.90538724
Fiji,FJI,2000,10.3905411
Fiji,FJI,2001,12.63948261
Fiji,FJI,2002,11.43476437
Fiji,FJI,2003,12.34896409
Fiji,FJI,2004,12.67151931
Fiji,FJI,2005,11.82018405
Fiji,FJI,2006,13.56429917
Fiji,FJI,2007,15.41847272
Fiji,FJI,2008,15.47788758
Fiji,FJI,2009,22.19543293
Fiji,FJI,2010,19.65788171
Fiji,FJI,2011,21.99889918
Fiji,FJI,2012,21.72747184
Fiji,FJI,2013,20.60123316
Fiji,FJI,2014,22.99607246
Finland,FIN,1995,22.64997205
Finland,FIN,1996,22.65846387
Finland,FIN,1997,22.1502868
Finland,FIN,1998,21.6187303
Finland,FIN,1999,22.37070557
Finland,FIN,2000,22.31559741
Finland,FIN,2001,21.78906645
Finland,FIN,2002,21.27100374
Finland,FIN,2003,20.89553732
Finland,FIN,2004,20.50393871
Finland,FIN,2005,20.0673858
Finland,FIN,2006,18.99127217
Finland,FIN,2007,19.18301504
Finland,FIN,2008,18.92790495
Finland,FIN,2009,18.7224474
Finland,FIN,2010,19.31358697
Finland,FIN,2011,18.81207016
Finland,FIN,2012,18.0447844
Finland,FIN,2013,18.19029764
Finland,FIN,2014,18.23218997
Fragile and conflict affected situations,,1995,56.3642746209801
Fragile and conflict affected situations,,1996,54.573767082261
Fragile and conflict affected situations,,1997,53.6961511708771
Fragile and conflict affected situations,,1998,57.1288855575093
Fragile and conflict affected situations,,1999,57.3855079589056
Fragile and conflict affected situations,,2000,51.2965439591502
Fragile and conflict affected situations,,2001,49.4992787938601
Fragile and conflict affected situations,,2002,48.8061487095563
