Entity,Code,Year,Crops - Oil palm fruit - 254 - Yield - 5419 - hg/ha (tonnes per hectare)
Burundi,BDI,2013,10
Burundi,BDI,2014,9.9288
Burundi,BDI,2015,9.862400000000001
Burundi,BDI,2016,9.9047
Burundi,BDI,2017,9.8892
Burundi,BDI,2018,9.873800000000001
Cambodia,KHM,1991,12.226600000000001
Cambodia,KHM,1992,12.202200000000001
Cambodia,KHM,1993,12.177900000000001
Cambodia,KHM,1994,12.1536
Cambodia,KHM,1995,12.1292
Cambodia,KHM,1996,12.1049
Cambodia,KHM,1997,12.0806
Cambodia,KHM,1998,12.0562
Cambodia,KHM,1999,12.0319
Cambodia,KHM,2000,12.0076
Cambodia,KHM,2001,11.9832
Cambodia,KHM,2002,11.9589
Cambodia,KHM,2003,11.934600000000001
Cambodia,KHM,2004,11.8847
Cambodia,KHM,2005,11.8091
Cambodia,KHM,2006,11.733600000000001
Cambodia,KHM,2007,11.658100000000001
Cambodia,KHM,2008,11.582600000000001
Cambodia,KHM,2009,11.507100000000001
Cambodia,KHM,2010,11.431600000000001
Cambodia,KHM,2011,11.356
Cambodia,KHM,2012,11.3358
Cambodia,KHM,2013,11.2484
Cambodia,KHM,2014,11.1888
Cambodia,KHM,2015,11.034500000000001
Cambodia,KHM,2016,10.9359
Cambodia,KHM,2017,10.9288
Cambodia,KHM,2018,10.852
Cameroon,CMR,1961,13.7667
Cameroon,CMR,1962,14.214300000000001
Cameroon,CMR,1963,15.314300000000001
Cameroon,CMR,1964,15.783800000000001
Cameroon,CMR,1965,15
Cameroon,CMR,1966,15.606100000000001
Cameroon,CMR,1967,15.4222
Cameroon,CMR,1968,15.170200000000001
Cameroon,CMR,1969,14.9535
Cameroon,CMR,1970,15.081100000000001
Cameroon,CMR,1971,15
Cameroon,CMR,1972,15.200000000000001
Cameroon,CMR,1973,15.3611
Cameroon,CMR,1974,15.5135
Cameroon,CMR,1975,15
Cameroon,CMR,1976,15.1515
Cameroon,CMR,1977,15.1515
Cameroon,CMR,1978,15.5556
Cameroon,CMR,1979,15.263200000000001
Cameroon,CMR,1980,15.3023
Cameroon,CMR,1981,15.428600000000001
Cameroon,CMR,1982,15.25
Cameroon,CMR,1983,15.1515
Cameroon,CMR,1984,14.6667
Cameroon,CMR,1985,15.5556
Cameroon,CMR,1986,16.2222
Cameroon,CMR,1987,16
Cameroon,CMR,1988,16.0667
Cameroon,CMR,1989,19.2727
Cameroon,CMR,1990,19.0909
Cameroon,CMR,1991,17.884600000000002
Cameroon,CMR,1992,17.7143
Cameroon,CMR,1993,19.791700000000002
Cameroon,CMR,1994,19.387800000000002
Cameroon,CMR,1995,20
Cameroon,CMR,1996,19.6078
Cameroon,CMR,1997,20.1923
Cameroon,CMR,1998,20.1923
Cameroon,CMR,1999,20
Cameroon,CMR,2000,19.616600000000002
Cameroon,CMR,2001,20.909100000000002
Cameroon,CMR,2002,20.535700000000002
Cameroon,CMR,2003,21.0526
Cameroon,CMR,2004,21.0526
Cameroon,CMR,2005,20.7143
Cameroon,CMR,2006,20.8333
Cameroon,CMR,2007,21.2746
Cameroon,CMR,2008,19.8844
Cameroon,CMR,2009,15.669500000000001
Cameroon,CMR,2010,19.567700000000002
Cameroon,CMR,2011,19.709300000000002
Cameroon,CMR,2012,19.5313
Cameroon,CMR,2013,18.1481
Cameroon,CMR,2014,18.1887
Cameroon,CMR,2015,18.6825
Cameroon,CMR,2016,18.406200000000002
Cameroon,CMR,2017,18.2499
Cameroon,CMR,2018,18.093600000000002
Caribbean,,1989,15
Caribbean,,1990,16.666700000000002
Caribbean,,1991,14
Caribbean,,1992,15
Caribbean,,1993,14.375
Caribbean,,1994,14.2222
Caribbean,,1995,15.1111
Caribbean,,1996,14.6758
Caribbean,,1997,14.561100000000001
Caribbean,,1998,14.5934
Caribbean,,1999,14.5576
Caribbean,,2000,14.5219
Caribbean,,2001,14.4862
Caribbean,,2002,14.4505
Caribbean,,2003,14.414800000000001
Caribbean,,2004,14.378900000000002
Caribbean,,2005,14.3427
Caribbean,,2006,14.306500000000002
Caribbean,,2007,14.2702
Caribbean,,2008,14.234
Caribbean,,2009,14.1978
Caribbean,,2010,14.1616
Caribbean,,2011,14.1254
Caribbean,,2012,14.0892
Caribbean,,2013,14.053
Caribbean,,2014,14.0722
Caribbean,,2015,14.0883
Caribbean,,2016,14.106
Caribbean,,2017,14.0929
Caribbean,,2018,14.0701
Central African Republic,CAF,1961,8.928600000000001
Central African Republic,CAF,1962,8.928600000000001
Central African Republic,CAF,1963,8.928600000000001
Central African Republic,CAF,1964,8.928600000000001
Central African Republic,CAF,1965,8.928600000000001
Central African Republic,CAF,1966,8.8889
Central African Republic,CAF,1967,8.8889
Central African Republic,CAF,1968,8.8889
Central African Republic,CAF,1969,9.2308
Central African Republic,CAF,1970,9.2308
Central African Republic,CAF,1971,9.2308
Central African Republic,CAF,1972,9.411800000000001
Central African Republic,CAF,1973,9.411800000000001
Central African Republic,CAF,1974,9.411800000000001
Central African Republic,CAF,1975,9.090900000000001
Central African Republic,CAF,1976,9.090900000000001
Central African Republic,CAF,1977,9.7826
Central African Republic,CAF,1978,10
Central African Republic,CAF,1979,8.75
Central African Republic,CAF,1980,8.75
Central African Republic,CAF,1981,8.75
Central African Republic,CAF,1982,8.75
Central African Republic,CAF,1983,9.375
Central African Republic,CAF,1984,9.375
Central African Republic,CAF,1985,10
Central African Republic,CAF,1986,10
Central African Republic,CAF,1987,10
Central African Republic,CAF,1988,10
Central African Republic,CAF,1989,10
Central African Republic,CAF,1990,10
Central African Republic,CAF,1991,8.75
Central African Republic,CAF,1992,8.5714
Central African Republic,CAF,1993,8.7719
Central African Republic,CAF,1994,8.7719
Central African Republic,CAF,1995,8.8889
Central African Republic,CAF,1996,8.8889
Central African Republic,CAF,1997,8.8889
Central African Republic,CAF,1998,8.8889
Central African Republic,CAF,1999,7.7778
Central African Republic,CAF,2000,7.5
Central African Republic,CAF,2001,7.5
Central African Republic,CAF,2002,7.5
Central African Republic,CAF,2003,7.5676000000000005
Central African Republic,CAF,2004,7.5676000000000005
Central African Republic,CAF,2005,7.5
Central African Republic,CAF,2006,7.5
Central African Republic,CAF,2007,7.5
Central African Republic,CAF,2008,7.5863000000000005
Central African Republic,CAF,2009,7.541
Central African Republic,CAF,2010,7.5536
Central African Republic,CAF,2011,7.9365000000000006
Central African Republic,CAF,2012,8.7302
Central African Republic,CAF,2013,8.9231
Central African Republic,CAF,2014,8.931600000000001
Central African Republic,CAF,2015,9.0769
Central African Republic,CAF,2016,9.090900000000001
Central African Republic,CAF,2017,8.9231
Central African Republic,CAF,2018,8.7776
Central America,,1961,12.685400000000001
Central America,,1962,12.8492
Central America,,1963,11.955
Central America,,1964,12.2735
Central America,,1965,12.519400000000001
Central America,,1966,12.529900000000001
Central America,,1967,12.569600000000001
Central America,,1968,12.3046
Central America,,1969,11.2118
Central America,,1970,11.3626
Central America,,1971,12.847100000000001
Central America,,1972,9.994200000000001
Central America,,1973,10.6379
Central America,,1974,10.633700000000001
Central America,,1975,11.1706
Central America,,1976,10.976600000000001
Central America,,1977,10.8835
Central America,,1978,9.8108
Central America,,1979,8.709100000000001
Central America,,1980,9.0111
Central America,,1981,9.2356
Central America,,1982,11.2271
Central America,,1983,11.2126
Central America,,1984,13.4002
Central America,,1985,13.151200000000001
Central America,,1986,14.133700000000001
Central America,,1987,14.2453
Central America,,1988,14.680100000000001
Central America,,1989,13.3045
Central America,,1990,13.640500000000001
Central America,,1991,13.156
Central America,,1992,13.7917
Central America,,1993,14.956700000000001
Central America,,1994,15.3588
Central America,,1995,15.5607
Central America,,1996,16.0045
Central America,,1997,16.8507
Central America,,1998,17.1038
Central America,,1999,15.5957
Central America,,2000,16.13
Central America,,2001,15.202300000000001
Central America,,2002,14.420200000000001
Central America,,2003,14.993
Central America,,2004,14.3169
Central America,,2005,14.6714
Central America,,2006,17.2421
Central America,,2007,16.4308
Central America,,2008,15.5167
Central America,,2009,15.7568
Central America,,2010,16.2518
Central America,,2011,17.1109
Central America,,2012,16.354200000000002
Central America,,2013,15.0533
Central America,,2014,13.0599
Central America,,2015,13.114600000000001
Central America,,2016,13.394
Central America,,2017,13.842
Central America,,2018,13.715300000000001
China,CHN,1985,13.090900000000001
China,CHN,1986,13.584900000000001
China,CHN,1987,13.2673
China,CHN,1988,12.673300000000001
China,CHN,1989,12.9787
China,CHN,1990,12.325600000000001
China,CHN,1991,13.6585
China,CHN,1992,14.0244
China,CHN,1993,14.6341
China,CHN,1994,14.6341
China,CHN,1995,14.6341
China,CHN,1996,14.4762
China,CHN,1997,14.642900000000001
China,CHN,1998,14.465100000000001
China,CHN,1999,14.651200000000001
China,CHN,2000,14.2222
China,CHN,2001,13.8298
China,CHN,2002,14.0426
China,CHN,2003,14.2553
China,CHN,2004,14.3617
China,CHN,2005,14.3617
China,CHN,2006,14.4444
China,CHN,2007,13.8542
China,CHN,2008,13.9167
China,CHN,2009,13.4
China,CHN,2010,14.0426
China,CHN,2011,13.5417
China,CHN,2012,13.4694
China,CHN,2013,13.4
China,CHN,2014,13.3505
China,CHN,2015,13.34
China,CHN,2016,13.1472
China,CHN,2017,13.0342
China,CHN,2018,12.933100000000001
Colombia,COL,1961,15
Colombia,COL,1962,15.454500000000001
Colombia,COL,1963,15.200000000000001
Colombia,COL,1964,15.5556
Colombia,COL,1965,15.333300000000001
Colombia,COL,1966,15.1515
Colombia,COL,1967,15.178600000000001
Colombia,COL,1968,14.600000000000001
Colombia,COL,1969,15
Colombia,COL,1970,15.217400000000001
Colombia,COL,1971,14.4928
Colombia,COL,1972,15.333300000000001
Colombia,COL,1973,14.812100000000001
Colombia,COL,1974,15.505500000000001
Colombia,COL,1975,16.4331
Colombia,COL,1976,15.3
Colombia,COL,1977,15.1552
Colombia,COL,1978,15.739600000000001
Colombia,COL,1979,15.885000000000002
Colombia,COL,1980,15
Colombia,COL,1981,14.981900000000001
Colombia,COL,1982,15.170900000000001
Colombia,COL,1983,16.395500000000002
Colombia,COL,1984,16.6366
Colombia,COL,1985,16.7518
Colombia,COL,1986,15.372
Colombia,COL,1987,16.6602
Colombia,COL,1988,19.4369
Colombia,COL,1989,16.345200000000002
Colombia,COL,1990,15.6102
Colombia,COL,1991,16.555300000000003
Colombia,COL,1992,15.5898
Colombia,COL,1993,15.4328
Colombia,COL,1994,15.5655
Colombia,COL,1995,16.2561
Colombia,COL,1996,16.243100000000002
Colombia,COL,1997,16.997
Colombia,COL,1998,16.7075
Colombia,COL,1999,18.688200000000002
Colombia,COL,2000,18.3272
Colombia,COL,2001,18.7784
Colombia,COL,2002,17.9278
Colombia,COL,2003,17.1508
Colombia,COL,2004,19.7454
Colombia,COL,2005,19.299500000000002
Colombia,COL,2006,19.393900000000002
Colombia,COL,2007,19.393900000000002
Colombia,COL,2008,19.393900000000002
Colombia,COL,2009,19.393900000000002
Colombia,COL,2010,19.6373
Colombia,COL,2011,19.9583
Colombia,COL,2012,19.8748
Colombia,COL,2013,19.9934
Colombia,COL,2014,20.1265
Colombia,COL,2015,20.3189
Colombia,COL,2016,20.201700000000002
Colombia,COL,2017,20.2866
Colombia,COL,2018,20.3729
Congo,COG,1961,11.1
Congo,COG,1962,11.5
Congo,COG,1963,11.9167
Congo,COG,1964,12.4444
Congo,COG,1965,12.3077
Congo,COG,1966,12.200000000000001
Congo,COG,1967,13.4
Congo,COG,1968,15.200000000000001
Congo,COG,1969,14.1818
Congo,COG,1970,14.1818
Congo,COG,1971,14.1818
Congo,COG,1972,14.1818
Congo,COG,1973,13.258500000000002
Congo,COG,1974,13
Congo,COG,1975,13
Congo,COG,1976,13
Congo,COG,1977,11.8571
Congo,COG,1978,11.8571
Congo,COG,1979,11.8571
Congo,COG,1980,11.8571
Congo,COG,1981,11.8571
Congo,COG,1982,11.8571
Congo,COG,1983,12.142900000000001
Congo,COG,1984,12.142900000000001
Congo,COG,1985,12.142900000000001
Congo,COG,1986,12.428600000000001
Congo,COG,1987,12.428600000000001
Congo,COG,1988,12.5714
Congo,COG,1989,12.5714
Congo,COG,1990,12.5714
Congo,COG,1991,12.142900000000001
Congo,COG,1992,11.5714
Congo,COG,1993,11.8571
Congo,COG,1994,12.142900000000001
Congo,COG,1995,12.428600000000001
Congo,COG,1996,12.5
Congo,COG,1997,12.142900000000001
Congo,COG,1998,12.2535
Congo,COG,1999,12.5
Congo,COG,2000,12.5
Congo,COG,2001,12.5
Congo,COG,2002,12.5
Congo,COG,2003,12.5
Congo,COG,2004,12.5
Congo,COG,2005,12.5
Congo,COG,2006,12.5
Congo,COG,2007,12.5225
Congo,COG,2008,12.5112
Congo,COG,2009,12.5
Congo,COG,2010,12.5
Congo,COG,2011,12.5664
Congo,COG,2012,12.4783
Congo,COG,2013,12.4138
Congo,COG,2014,12.3961
Congo,COG,2015,12.5104
Congo,COG,2016,12.477
Congo,COG,2017,12.476500000000001
Congo,COG,2018,12.476
Costa Rica,CRI,1961,14.333300000000001
Costa Rica,CRI,1962,13.9474
Costa Rica,CRI,1963,14.1538
Costa Rica,CRI,1964,13.692300000000001
Costa Rica,CRI,1965,14.1538
Costa Rica,CRI,1966,14.1304
Costa Rica,CRI,1967,14.1791
Costa Rica,CRI,1968,14.1667
Costa Rica,CRI,1969,14.1509
Costa Rica,CRI,1970,14.1304
Costa Rica,CRI,1971,14
Costa Rica,CRI,1972,14
Costa Rica,CRI,1973,14.177200000000001
Costa Rica,CRI,1974,13.924100000000001
Costa Rica,CRI,1975,13.924100000000001
Costa Rica,CRI,1976,14.197500000000002
Costa Rica,CRI,1977,14.197500000000002
Costa Rica,CRI,1978,15.102
Costa Rica,CRI,1979,13.75
Costa Rica,CRI,1980,14.227300000000001
Costa Rica,CRI,1981,15.5417
Costa Rica,CRI,1982,16.178900000000002
Costa Rica,CRI,1983,14.407300000000001
Costa Rica,CRI,1984,16.206300000000002
Costa Rica,CRI,1985,12.7423
Costa Rica,CRI,1986,15.776800000000001
Costa Rica,CRI,1987,14.321900000000001
Costa Rica,CRI,1988,16.2699
Costa Rica,CRI,1989,12.581900000000001
Costa Rica,CRI,1990,14.3467
Costa Rica,CRI,1991,15.042900000000001
Costa Rica,CRI,1992,14.5077
Costa Rica,CRI,1993,13.6842
Costa Rica,CRI,1994,17.8072
Costa Rica,CRI,1995,17.3821
Costa Rica,CRI,1996,15.492500000000001
Costa Rica,CRI,1997,18.3931
Costa Rica,CRI,1998,16.7832
Costa Rica,CRI,1999,13.119
Costa Rica,CRI,2000,15.308300000000001
Costa Rica,CRI,2001,16.740000000000002
Costa Rica,CRI,2002,13.4463
Costa Rica,CRI,2003,13.449100000000001
Costa Rica,CRI,2004,14.3777
Costa Rica,CRI,2005,15.561100000000001
Costa Rica,CRI,2006,18.023500000000002
Costa Rica,CRI,2007,17.043300000000002
Costa Rica,CRI,2008,16.410600000000002
Costa Rica,CRI,2009,16.3227
Costa Rica,CRI,2010,17.294700000000002
Costa Rica,CRI,2011,17.5
Costa Rica,CRI,2012,17.5
Costa Rica,CRI,2013,17.5
Costa Rica,CRI,2014,11.375
Costa Rica,CRI,2015,11.7535
Costa Rica,CRI,2016,15.036000000000001
Costa Rica,CRI,2017,14.257100000000001
Costa Rica,CRI,2018,14.1438
Cote d'Ivoire,CIV,1961,5.8139
Cote d'Ivoire,CIV,1962,6.7205
Cote d'Ivoire,CIV,1963,6.7462
Cote d'Ivoire,CIV,1964,7.2742
Cote d'Ivoire,CIV,1965,7.3178
Cote d'Ivoire,CIV,1966,7.0756000000000006
