Entity,Code,Year,Coal (kilowatt-hours),Oil (kilowatt-hours),Gas (kilowatt-hours)
Africa,,2015,960.7474503450089,1848.0674303725625,1082.9736329756163
Africa,,2016,950.1868102173105,1811.5552881944416,1112.9437203584632
Africa,,2017,912.5311804221406,1795.5855300284884,1131.3939229389196
Africa,,2018,924.585761939761,1743.9445556490807,1175.552332273506
Algeria,DZA,1965,64.86335750139432,1227.4123134658594,592.0245402844396
Algeria,DZA,1966,61.29117259552043,1571.1621544656284,598.2523448531349
Algeria,DZA,1967,45.55630885122411,1426.8949992301318,564.0866292195857
Algeria,DZA,1968,46.81279274004684,1475.9441884645785,576.2038934221313
Algeria,DZA,1969,57.89361399516428,1515.142227643294,736.1461743208648
Algeria,DZA,1970,66.73280331835466,1683.2133307092984,672.7186310466645
Algeria,DZA,1971,17.986148466917697,1845.0813793464229,742.9733731542495
Algeria,DZA,1972,15.216538008635354,1970.5229732755467,839.3382830858303
Algeria,DZA,1973,17.026734563971992,2094.229471439847,1136.8037877434756
Algeria,DZA,1974,13.683200198154685,2262.916640996347,1280.234069978327
Algeria,DZA,1975,16.806358381502893,2446.4515591672684,1715.438342848025
Algeria,DZA,1976,31.99168910218893,2734.269723987475,1971.6434505402085
Algeria,DZA,1977,40.347494739236765,3003.2698407205826,2041.8159588164704
Algeria,DZA,1978,19.916583802894706,3016.6801855712074,3184.938128661475
Algeria,DZA,1979,44.90347490347491,3502.7143513261485,4371.715465174282
Algeria,DZA,1980,38.72229736759963,3444.096868282697,5693.281136362502
Algeria,DZA,1981,26.399818401937043,3597.814405411623,7176.0240111733265
Algeria,DZA,1982,474.79831809514496,3694.9796009724732,7891.812934972864
Algeria,DZA,1983,410.5937825798503,4022.9561703492564,8374.324706293242
Algeria,DZA,1984,441.3885315199412,4319.151184791399,7133.396892262452
Algeria,DZA,1985,446.908880171184,4304.288652673414,6856.611092131777
Algeria,DZA,1986,445.5263613539953,4242.97697870574,7291.035409825989
Algeria,DZA,1987,517.5628838226635,4168.441317574661,7246.887356191639
Algeria,DZA,1988,473.42183856318786,4057.300601847155,7942.406823233646
Algeria,DZA,1989,389.58137497012666,4139.913212609735,7276.4478592926
Algeria,DZA,1990,297.53367754959436,4340.681541568772,7574.0032587949845
Algeria,DZA,1991,299.5606060606061,4190.446443768183,7298.958334689396
Algeria,DZA,1992,347.67796359331066,4117.680019281486,7360.838760836909
Algeria,DZA,1993,276.90476190476187,4007.630505937184,6460.549645324939
Algeria,DZA,1994,255.5681576522294,3758.8039920064507,6669.33968870419
Algeria,DZA,1995,250.73370888100703,3586.559662748453,7031.825927338479
Algeria,DZA,1996,116.0377229549648,3363.017827100048,7097.228867631382
Algeria,DZA,1997,200.2003832834617,3282.904194032882,6523.887973102916
Algeria,DZA,1998,211.08336369357136,3333.843873019575,6646.615108180705
Algeria,DZA,1999,222.93080364431967,3229.5446506132653,6697.865983858539
Algeria,DZA,2000,181.70704207203144,3322.352932362284,6153.370837458926
Algeria,DZA,2001,207.07109245834928,3394.8662689781254,6273.754450034975
Algeria,DZA,2002,268.3424894051169,3716.7549759535395,6116.429917899859
Algeria,DZA,2003,218.44098685841806,3817.695203595338,6382.707895623606
Algeria,DZA,2004,257.2032913250948,3938.1754025082587,6481.683211415638
Algeria,DZA,2005,208.39276018099545,4048.6692270135745,6743.887633396682
Algeria,DZA,2006,304.91543057578554,4157.002488713177,6792.2326938854385
Algeria,DZA,2007,257.6729007521878,4577.223535241607,6843.059516875934
Algeria,DZA,2008,253.48852610060177,4892.341033949498,7026.629667467106
Algeria,DZA,2009,159.96434029546614,5098.048038956813,7418.283381643743
Algeria,DZA,2010,100.21124607388055,5004.554439069407,7039.837951649666
Algeria,DZA,2011,87.2384823109026,5243.382695679333,7309.392134363493
Algeria,DZA,2012,90.83993152150653,5467.453129221058,7991.13925885138
Algeria,DZA,2013,48.178814892501315,5599.80034006817,8422.001178418985
Algeria,DZA,2014,53.48294111602097,5701.499147744323,9272.383362159591
Algeria,DZA,2015,38.934504631494164,5944.132180406767,9545.534634502115
Algeria,DZA,2016,14.053167616088386,5658.085849426649,9517.952702754557
Algeria,DZA,2017,51.140641233177895,5445.632989922444,9395.0083368697
Algeria,DZA,2018,50.12456190205551,5403.91456240646,10120.062517057402
Argentina,ARG,1965,381.54554068005416,11739.13780935018,1860.740072436372
Argentina,ARG,1966,309.9412418631635,11939.397263012359,1985.2938561629767
Argentina,ARG,1967,343.44022927942535,12054.256704463622,2045.619606837356
Argentina,ARG,1968,328.86029318715475,12129.121082652797,2244.4567936304393
Argentina,ARG,1969,387.8803468585764,12415.24593439493,2202.7840378756696
Argentina,ARG,1970,490.87552387420965,10977.756459783928,2451.509568159625
Argentina,ARG,1971,423.6414687390767,11540.60635016076,2605.2256800746086
Argentina,ARG,1972,350.9226014963696,11372.135302750172,2876.9084896081613
Argentina,ARG,1973,379.01189229326314,11227.566463888888,3221.0957453041187
Argentina,ARG,1974,464.4537689199592,11087.266112465635,3354.9760426062367
Argentina,ARG,1975,445.0220480182479,10281.460862893375,3383.7856646528267
Argentina,ARG,1976,443.2737562075005,10518.244928269562,3750.7805064389872
Argentina,ARG,1977,412.90660818874017,10923.80801778628,3859.213833069277
Argentina,ARG,1978,495.8868984024981,10761.94642684306,3697.9509255507937
Argentina,ARG,1979,455.0862300804485,11213.593872232535,3745.4224456139204
Argentina,ARG,1980,399.4906129773811,10332.950694798725,4019.401727954978
Argentina,ARG,1981,372.6478423652917,9429.892121461591,4135.1582611030735
Argentina,ARG,1982,370.41417443445044,8901.581187570759,4623.554437652371
Argentina,ARG,1983,330.80319974608716,8917.295743455677,4892.078465186932
Argentina,ARG,1984,241.62570833977875,8272.110848216027,5124.617481575143
Argentina,ARG,1985,350.79447180599686,7363.770352366296,5152.8081147802495
Argentina,ARG,1986,394.45419477800584,8325.367023251572,5480.390238903548
Argentina,ARG,1987,430.9797580650334,8747.530516829145,5398.273153030401
Argentina,ARG,1988,434.8842601575674,8589.76489559822,6209.2109008525695
Argentina,ARG,1989,463.5675058572851,7676.672325970511,6425.251958915018
Argentina,ARG,1990,376.042557788099,7156.659903835189,6049.242771817038
Argentina,ARG,1991,326.3101206070317,7270.544319250884,6073.898847734213
Argentina,ARG,1992,362.91460057621765,7576.841332783561,6479.659397718394
Argentina,ARG,1993,237.56217898145422,7407.343816438034,6753.392699526054
Argentina,ARG,1994,205.36310758916375,7070.282016617737,6854.961776842136
Argentina,ARG,1995,212.87907464999427,6945.5950993884235,7536.400311542437
Argentina,ARG,1996,220.36021526981787,7133.410387292175,8545.175338268173
Argentina,ARG,1997,171.85164234091485,7059.730262874051,7783.927420882295
Argentina,ARG,1998,228.41719663339157,7134.509085938496,8227.539306319499
Argentina,ARG,1999,271.07986785395013,6569.378197542985,8629.747444410015
Argentina,ARG,2000,203.75491037915978,6562.7909388191265,8759.384069813676
Argentina,ARG,2001,165.16933893523986,6253.73704196534,8111.12377923597
Argentina,ARG,2002,121.71053790801976,5702.284004155831,7812.105248113158
Argentina,ARG,2003,146.86685131878806,5806.130335675279,8829.3031926276
Argentina,ARG,2004,247.3194279824379,6044.042513766498,9562.7987624987
Argentina,ARG,2005,281.84107552258763,6358.132225418456,10101.81780862366
Argentina,ARG,2006,252.57878805064902,6616.44565422754,10346.271317312294
Argentina,ARG,2007,361.8677829220845,7276.4563667019465,10763.078318319727
Argentina,ARG,2008,437.02766297230534,7409.060712437625,10775.629990436628
Argentina,ARG,2009,237.65378212681867,7183.785040263816,10334.105245705607
Argentina,ARG,2010,329.422927660896,8124.409993828247,10291.32838361698
Argentina,ARG,2011,353.7910277422556,8120.840807938044,10609.823011536786
Argentina,ARG,2012,327.36631731457317,8396.777622109927,10936.225442279967
Argentina,ARG,2013,354.04547157195003,8916.696494755428,10908.069241096313
Argentina,ARG,2014,372.7125240123834,8705.45672842535,10824.846161609363
Argentina,ARG,2015,367.13010505327924,8884.147736499131,10830.543996510738
Argentina,ARG,2016,280.1471304426772,8637.777465496,11080.723359791302
Argentina,ARG,2017,285.0738143480438,8480.098927812549,10993.019222245488
Argentina,ARG,2018,319.1506262140168,7894.845637557766,10979.067127749602
Australia,AUS,1965,17858.019778820828,16009.677705701408,2.60540990188279
Australia,AUS,1966,18061.66556669542,18463.516947666696,3.3899769654101615
Australia,AUS,1967,18088.235294445378,19696.450976789918,3.3025212571428573
Australia,AUS,1968,18147.875282113622,20897.592321177144,24.932465592665356
Australia,AUS,1969,18314.3843601965,20963.984655699336,329.61897889527916
Australia,AUS,1970,18111.032945454546,22683.922590909096,1352.6127272727274
Australia,AUS,1971,17844.65928803806,23443.91657728075,1981.6373330008441
Australia,AUS,1972,18342.68767447146,23484.850164565083,2799.3251935971007
Australia,AUS,1973,18834.58242742704,24709.12404455033,3504.2287022781425
Australia,AUS,1974,19408.30842354844,25851.474597758344,3946.9344553873293
Australia,AUS,1975,19788.11200860379,25274.41511634357,4187.175676105424
Australia,AUS,1976,20220.412358452933,25532.54056359788,4884.98976689868
Australia,AUS,1977,20874.232280451288,26438.71123689775,5518.231580217131
Australia,AUS,1978,21184.72251748895,26339.674098210406,5875.877650852692
Australia,AUS,1979,21892.851363137444,26490.499232311115,6686.684436480954
Australia,AUS,1980,22262.399838223202,25101.802608657803,7586.089872772142
Australia,AUS,1981,22544.419629112814,23979.381878439464,8116.9648503079125
Australia,AUS,1982,22476.83794292009,23765.057972014158,7809.655872821951
Australia,AUS,1983,22149.098756775253,23022.290813563675,8362.93652609411
Australia,AUS,1984,23076.10567537444,23761.014827433057,8125.349396719186
Australia,AUS,1985,23502.22732944331,22348.878633139688,8551.623039817416
Australia,AUS,1986,23714.418336826235,22508.047964103534,9192.692629388113
Australia,AUS,1987,24307.057473558674,22561.00450959031,9231.575779398134
Australia,AUS,1988,25149.762269869927,23245.055054133238,9299.379740031609
Australia,AUS,1989,25963.762912887407,23703.158053583822,9984.183409836067
Australia,AUS,1990,26198.173585018572,23697.976310040685,9890.895419002418
Australia,AUS,1991,26369.415839397287,22737.01833182268,9356.04221683053
Australia,AUS,1992,26201.49024887944,22558.006857700268,9560.370658717387
Australia,AUS,1993,26068.788777799244,23432.696508106572,9799.092938567288
Australia,AUS,1994,26308.438049474695,24054.28634555874,10762.771358188664
Australia,AUS,1995,26908.612607202806,24540.740076201855,10749.496591102097
Australia,AUS,1996,27706.764164275115,24655.22430285337,10711.233855566552
Australia,AUS,1997,28795.253895246646,24829.207677310056,10404.36455308642
Australia,AUS,1998,29756.46061023296,24531.839893420132,10596.288070145802
Australia,AUS,1999,31263.006026421117,25023.80985452949,10737.733481216736
Australia,AUS,2000,31150.73416411458,24625.243966921174,10823.589866721079
Australia,AUS,2001,30508.564112852306,24519.250982714253,11549.528058411044
Australia,AUS,2002,30864.107293309622,24179.212270898406,11759.608805875987
Australia,AUS,2003,31387.291836817167,23888.820747783328,11717.432371244397
Australia,AUS,2004,32285.21619358149,24249.460486257543,11797.585989210262
Australia,AUS,2005,31623.41634112692,23810.967276123694,11526.330488919175
Australia,AUS,2006,31930.837127423758,25310.278876848875,12639.122617835916
Australia,AUS,2007,31063.7011974565,24725.528544391855,13874.457591704915
Australia,AUS,2008,31750.614439208708,24629.206109717794,13376.597570705982
Australia,AUS,2009,30112.17771894626,24296.151481458324,13395.445864728059
Australia,AUS,2010,27421.460547600997,23942.86866531257,15248.758946765967
Australia,AUS,2011,26274.40779198687,24849.413232735827,15654.930080903363
Australia,AUS,2012,24246.528586775243,25173.317025951805,15451.746197087845
Australia,AUS,2013,22703.993970217158,24949.223502691893,15985.156950230059
Australia,AUS,2014,22163.598645931514,24932.37656190032,16994.37073490846
Australia,AUS,2015,22598.316515000835,23574.203718322755,17594.421678229988
Australia,AUS,2016,22302.903539434534,24091.396762197583,17197.408530717556
Australia,AUS,2017,21318.837016945294,24174.290621651413,16775.366488147243
Australia,AUS,2018,20681.800894931323,24912.22908968592,16626.503348052054
Austria,AUT,1965,8092.388741321014,8938.73712811636,2399.5409859780975
Austria,AUT,1966,7680.576222067466,9764.534593545975,2559.9883328318824
Austria,AUT,1967,7226.024315407599,10348.534804363931,2437.702272809247
Austria,AUT,1968,7093.23719307527,11890.600433331989,2584.538925168011
Austria,AUT,1969,6944.297109041316,12999.865549946519,3119.288263504479
Austria,AUT,1970,7431.368635122407,14242.103032033,3765.034874805748
Austria,AUT,1971,6785.908756458279,15841.990210304637,4305.516120947021
Austria,AUT,1972,6127.672984149849,17032.43295259201,4633.9206533781835
Austria,AUT,1973,6069.373237433942,18394.611683686082,5075.74589927041
Austria,AUT,1974,6389.034589231576,16421.148557867822,5488.063209248624
Austria,AUT,1975,5543.408687656454,16569.68553002095,5472.848752875098
Austria,AUT,1976,5897.133883406623,17983.422440426646,6230.874571857087
Austria,AUT,1977,4949.623907159879,17230.134935275633,6353.324312566452
Austria,AUT,1978,5034.376275007866,18559.215641439434,6616.1822915770845
Austria,AUT,1979,5472.054491300867,19350.06048549488,6568.701275838803
Austria,AUT,1980,5628.741422190539,18907.680540985548,6317.211102629435
Austria,AUT,1981,5765.943458003945,17176.973811886917,6025.522406272189
Austria,AUT,1982,5486.1293812102085,16298.44661299658,5834.683646491713
Austria,AUT,1983,5873.449077465475,15793.737264869133,5952.5265504090485
Austria,AUT,1984,6689.416181142369,15354.077127316947,6624.147347606153
Austria,AUT,1985,6673.013788017072,15362.563905686147,7090.1647477032175
Austria,AUT,1986,5941.31147616,16159.776936327871,6874.920004792131
Austria,AUT,1987,5882.896249057468,16606.930888192175,7158.761385877733
Austria,AUT,1988,5618.734677111895,16448.3577126779,6839.669577536233
Austria,AUT,1989,5623.527456308052,16160.037141641733,7318.826537817094
Austria,AUT,1990,6167.860636852667,16737.018856486276,8018.50121
Austria,AUT,1991,6428.949211166861,17953.363743290876,8447.728227033323
Austria,AUT,1992,4965.141669240199,17355.36301136509,8234.227318592772
Austria,AUT,1993,4429.643961003548,17365.058118030916,8592.555941003548
Austria,AUT,1994,4461.362079046182,17091.977928186738,8777.084960844346
Austria,AUT,1995,5048.641010265332,16969.171111564458,9531.55947939925
Austria,AUT,1996,5052.406031063857,17492.532178423546,10109.862808093041
Austria,AUT,1997,5349.001660510396,17736.538474330886,9725.59644292419
Austria,AUT,1998,4704.638726540232,18395.587747693073,9974.790634658626
Austria,AUT,1999,4666.490660756429,18060.94525470128,10176.081030588748
Austria,AUT,2000,5264.469606128394,17647.108789143636,9692.050331752387
Austria,AUT,2001,5418.761855781675,19082.29123332922,10234.867971783156
Austria,AUT,2002,5480.662854658226,19399.10529954512,10017.871824996311
Austria,AUT,2003,5815.520340083171,20881.852095633563,10962.538950277642
Austria,AUT,2004,5668.286053966169,20221.724266240722,11012.819464302058
Austria,AUT,2005,5626.126449764962,20148.286894015022,11543.138397343107
Austria,AUT,2006,5600.237841326494,20406.368110537114,10806.518749286663
Austria,AUT,2007,5395.6691606362765,19244.860996187155,10188.712312966081
Austria,AUT,2008,5312.444124922081,19132.656820522658,10870.960048972669
Austria,AUT,2009,3987.911653067001,18336.60223388272,10548.08775190971
Austria,AUT,2010,4668.33287606421,18999.3496659453,11430.216535562427
Austria,AUT,2011,4769.296951278685,17585.321067530167,10695.300097080673
Austria,AUT,2012,4405.416496732533,17425.947291343215,10143.662187362976
Austria,AUT,2013,4452.584505899953,17558.393628202433,9584.45667656966
Austria,AUT,2014,4050.5587079106213,16976.806034358673,8718.485868038304
Austria,AUT,2015,4345.384598954949,16910.847955766796,9180.890657110267
Austria,AUT,2016,3999.0391771418776,17116.038103967076,9537.201647409398
Austria,AUT,2017,4110.205020426303,17273.926563480727,10283.281007354875
Austria,AUT,2018,3736.146296732651,17539.23367410865,9770.463290600606
Azerbaijan,AZE,1985,160.5100510051005,14579.290086327635,19891.947167251725
Azerbaijan,AZE,1986,157.83448886266413,15019.526589032308,21733.42019162119
Azerbaijan,AZE,1987,155.22414043232266,13902.061284920937,21110.201366980997
Azerbaijan,AZE,1988,152.6333808844508,14000.463743001426,20498.48510216833
Azerbaijan,AZE,1989,150.12768345727514,13427.980275142416,21183.135258874703
Azerbaijan,AZE,1990,142.9062543145106,13860.945519577524,21257.78037215242
Azerbaijan,AZE,1991,105.89970100570808,13155.902131174234,20023.22036952977
Azerbaijan,AZE,1992,18.677730192719487,12623.055350244915,15334.994993559958
Azerbaijan,AZE,1993,4.601688208915855,12405.091979899764,11155.331988162754
Azerbaijan,AZE,1994,6.054138469547112,11212.782917479179,10296.738693431807
Azerbaijan,AZE,1995,4.4874598070739555,9990.636607566561,10058.981873925404
Azerbaijan,AZE,1996,4.441191446028514,8881.367428436863,7293.331966526223
Azerbaijan,AZE,1997,4.401968205904618,8377.830507142318,6884.509515779713
Azerbaijan,AZE,1998,0,8745.118082222778,6373.0160489937425
Azerbaijan,AZE,1999,0,8317.4438172225,6775.095905397319
Azerbaijan,AZE,2000,0,9142.718855313307,6493.107265905454
Azerbaijan,AZE,2001,4.25643528120044,5766.785513114555,9229.508025408075
Azerbaijan,AZE,2002,2.810196931255286,5257.8791960553335,9166.21494005316
Azerbaijan,AZE,2003,4.172945819878006,6051.871087941635,9305.001200980747
Azerbaijan,AZE,2004,1.2663747189016452,6459.119882926974,10797.480766916797
Azerbaijan,AZE,2005,4.385595502986298,7471.426558880432,11035.502986727954
Azerbaijan,AZE,2006,4.3393511008111245,6617.911931914253,11542.990150957126
Azerbaijan,AZE,2007,6.571908501834022,6173.184262060982,10053.655433137323
Azerbaijan,AZE,2008,4.874177558376786,4880.4915106880535,11374.489797759012
Azerbaijan,AZE,2009,4.818466429852085,4499.108699376962,9601.239803251905
Azerbaijan,AZE,2010,7.141275825952169,4388.447205675377,9017.797884974534
Azerbaijan,AZE,2011,6.268678085501859,5311.78360651323,9753.038378002408
Azerbaijan,AZE,2012,4.641121901780897,5484.102323658932,10104.096654037776
Azerbaijan,AZE,2013,3.8181494469898776,5892.822721852957,10019.168246956844
Azerbaijan,AZE,2014,2.2617291405428155,5711.567305496529,10366.553813888071
Azerbaijan,AZE,2015,3.7237174020575705,5726.062810926946,11583.240673139353
Azerbaijan,AZE,2016,1.4721996045603944,5621.916422600658,11227.041392430156
Azerbaijan,AZE,2017,1.4519213316404267,5609.152633710514,10783.753173829356
Azerbaijan,AZE,2018,1.4365995487437186,5434.8293167799,10870.163317117589
Bangladesh,BGD,1965,0,,0
Bangladesh,BGD,1966,0,,0
Bangladesh,BGD,1967,0,,0
Bangladesh,BGD,1968,0,,0
Bangladesh,BGD,1969,0,,0
Bangladesh,BGD,1970,0,,0
Bangladesh,BGD,1971,0,124.14227660318625,0
Bangladesh,BGD,1972,16.314746795545286,148.87608105394293,65.98234923303215
Bangladesh,BGD,1973,20.883379461249596,165.70722083444218,89.92711197847366
Bangladesh,BGD,1974,18.2648623839865,169.61340153836082,97.28041081143986
Bangladesh,BGD,1975,20.740327120143863,194.55648963034855,95.94011360717037
Bangladesh,BGD,1976,20.037938787472783,205.84038510104395,123.51965053313234
Bangladesh,BGD,1977,20.414082135467712,197.68602460239026,134.40419797451815
Bangladesh,BGD,1978,19.26032816434725,204.90551876474487,144.4308813783963
Bangladesh,BGD,1979,13.945529414799624,220.72175142540212,161.70903790839557
Bangladesh,BGD,1980,18.135959768455155,242.23060031944152,177.28524968922264
Bangladesh,BGD,1981,18.158434106251836,243.28516519127282,166.49369651244987
Bangladesh,BGD,1982,21.430116522899493,233.77641360291668,210.5853170435591
Bangladesh,BGD,1983,11.817528383366998,203.70428739523112,228.31121871688606
Bangladesh,BGD,1984,4.607567209925694,199.98476286347648,256.74545566723594
Bangladesh,BGD,1985,6.2761560750958525,217.47350272211455,284.03854334229436
Bangladesh,BGD,1986,9.231814825943255,228.30715568613985,311.95163539372027
Bangladesh,BGD,1987,14.156553710110693,218.93244092149138,357.01441453794774
Bangladesh,BGD,1988,14.208390401890291,213.7194881322185,409.4379848937731
Bangladesh,BGD,1989,14.431617855901484,227.8360726120463,422.0534465745071
Bangladesh,BGD,1990,31.719739464195715,215.44433350540845,443.35685068788047
Bangladesh,BGD,1991,9.908281139025936,195.2940920899819,446.09785038712494
Bangladesh,BGD,1992,9.097299970365981,213.0339937204586,475.7201429739591
Bangladesh,BGD,1993,3.3185511685440097,233.5200229933576,521.0875457019872
Bangladesh,BGD,1994,3.0420716173783457,238.22341035223266,540.9508477563022
Bangladesh,BGD,1995,32.402531127897895,302.62642906668407,585.4245041678389
Bangladesh,BGD,1996,17.391421929451766,302.6475374492138,615.0842827490864
Bangladesh,BGD,1997,31.250235184460852,340.1847313297992,591.9786062872313
Bangladesh,BGD,1998,8.812723197182985,367.25343635116525,626.5290309285722
Bangladesh,BGD,1999,4.27167233804617,320.98289929882577,669.4111030199697
Bangladesh,BGD,2000,30.05244183678266,309.3243187518213,709.5668627196885
Bangladesh,BGD,2001,31.278137121509126,362.5728133576244,779.7130377972005
Bangladesh,BGD,2002,32.074282522381075,357.52663067535747,805.5026245537373
Bangladesh,BGD,2003,30.143677517953595,364.2384189249363,851.5661037574189
Bangladesh,BGD,2004,29.703338881345545,338.2055283353773,900.8389122530771
Bangladesh,BGD,2005,40.21909224948934,335.329379551555,953.9513280035386
Bangladesh,BGD,2006,38.89733901390645,334.39277096360485,1019.2497223408702
Bangladesh,BGD,2007,50.402346067573255,312.34731859077533,1075.0294799887845
Bangladesh,BGD,2008,51.6811429343608,313.730955032778,1134.8555926190545
Bangladesh,BGD,2009,61.70288171062569,290.0909516737887,1284.6831827984615
Bangladesh,BGD,2010,63.73082039744833,319.5723529120188,1304.6739681403237
Bangladesh,BGD,2011,56.81429786039259,408.26144415354116,1311.8347290446218
Bangladesh,BGD,2012,69.48109777094949,430.70122250698654,1412.9424821576627
Bangladesh,BGD,2013,75.22998907993475,416.81715202785534,1437.067561570954
Bangladesh,BGD,2014,69.67041514761043,462.68189559029213,1489.9507995243657
Bangladesh,BGD,2015,168.97134529234083,484.24115274664655,1654.5964805108285
Bangladesh,BGD,2016,125.21371150046964,520.0219628831774,1674.3543622694121
Bangladesh,BGD,2017,138.57504204277382,571.8747444469296,1669.4170184866214
Bangladesh,BGD,2018,153.65314125622072,648.739171086545,1757.7126303574923
Belarus,BLR,1985,2536.3478315321686,29930.345399737398,8739.706973214827
Belarus,BLR,1986,2756.8375223281487,35134.83432817863,8849.845649978926
Belarus,BLR,1987,2664.1272282066625,34540.81829787552,9928.529971094156
Belarus,BLR,1988,2838.6416183751617,33277.36823340939,11433.422707316735
Belarus,BLR,1989,2774.8191530412882,31027.944200513633,11989.563437178982
Belarus,BLR,1990,2434.2629149837453,28615.701443059803,12740.127517791354
Belarus,BLR,1991,2310.12249188072,27644.22939663419,13320.416413876586
Belarus,BLR,1992,1925.3686054756747,23566.28346048848,15479.445449418947
Belarus,BLR,1993,1656.6410014800201,16827.506326196348,14389.039991889493
Belarus,BLR,1994,1163.806552235853,13690.003709428176,12612.349063029284
Belarus,BLR,1995,1098.4233806310774,12458.72368063108,11436.826186987499
Belarus,BLR,1996,1337.4384221005475,12291.59730933798,12083.856668790442
Belarus,BLR,1997,1414.4399260665402,10776.331413325008,13871.551001638527
Belarus,BLR,1998,1260.1616545025076,10240.060877420263,14101.387738174526
Belarus,BLR,1999,1174.5723222783154,9432.62690935107,14430.862357285372
Belarus,BLR,2000,1172.1764116430309,9300.628741969205,15390.620393557538
Belarus,BLR,2001,846.8580020558559,9123.376369017431,15397.57863778412
Belarus,BLR,2002,804.1707568325467,9545.635246284632,15947.856281469323
Belarus,BLR,2003,762.1419134125427,9812.106220517617,15787.453769511312
Belarus,BLR,2004,751.3713257169596,9859.210945518353,19272.50574193616
Belarus,BLR,2005,834.538147494248,9239.187756567666,19873.1037374817
Belarus,BLR,2006,750.7292163791111,10830.707798210571,20379.086678585692
Belarus,BLR,2007,852.2544137949583,9935.211856627991,20537.42842024048
Belarus,BLR,2008,796.8532599428754,9891.219542465884,21095.367953961708
Belarus,BLR,2009,760.8159942192303,11477.71676273932,17949.73106412594
Belarus,BLR,2010,796.8738812663199,9292.914971850121,22002.29575329583
Belarus,BLR,2011,957.8985513382901,10548.687378279343,20420.80176091344
Belarus,BLR,2012,976.8878899861955,12897.316085897844,20611.764180163536
Belarus,BLR,2013,1036.1089746392192,8884.72779309423,20448.08709834465
Belarus,BLR,2014,1026.9778282442746,10075.787772717345,20272.942674289658
