Entity,Code,Year,Coal production per capita
Africa,,2003,1.81926797
Africa,,2004,1.812510716
Africa,,2005,1.779278173
Africa,,2006,1.723504836
Africa,,2007,1.680100047
Africa,,2008,1.664482947
Africa,,2009,1.6085804000000001
Africa,,2010,1.62655162
Africa,,2011,1.576257139
Africa,,2012,1.598973186
Africa,,2013,1.5618301220000002
Africa,,2014,1.573332177
Albania,ALB,1946,0.05643674263
Albania,ALB,1948,0.01365939597
Albania,ALB,1950,0.1321199629
Albania,ALB,1951,0.16440116130000001
Albania,ALB,1952,0.2443372014
Albania,ALB,1953,0.31704088789999996
Albania,ALB,1954,0.43858135420000005
Albania,ALB,1955,0.5589889279
Albania,ALB,1956,0.6249049983
Albania,ALB,1957,0.6403617301000001
Albania,ALB,1958,0.6752418057999999
Albania,ALB,1959,0.6662516022
Albania,ALB,1960,0.7240067039000001
Albania,ALB,1961,0.6977724135
Albania,ALB,1962,0.7051044472
Albania,ALB,1963,0.5728827322
Albania,ALB,1964,0.6447117189000001
Albania,ALB,1965,0.7105731494
Albania,ALB,1966,0.8233850327000001
Albania,ALB,1967,0.8146323703
Albania,ALB,1968,0.8621116828000001
Albania,ALB,1969,1.147682986
Albania,ALB,1970,1.14699401
Albania,ALB,1971,1.247749253
Albania,ALB,1972,1.33645897
Albania,ALB,1973,1.4315573449999999
Albania,ALB,1974,1.467025361
Albania,ALB,1975,1.434921791
Albania,ALB,1976,1.486587071
Albania,ALB,1977,1.5358108110000002
Albania,ALB,1978,1.614367106
Albania,ALB,1979,2.1698703249999998
Albania,ALB,1980,1.3117325770000001
Albania,ALB,1981,1.3964190040000002
Albania,ALB,1982,1.512209083
Albania,ALB,1983,1.6141983970000002
Albania,ALB,1984,1.7181628020000002
Albania,ALB,1985,1.7974428150000001
Albania,ALB,1986,1.7674457520000002
Albania,ALB,1987,1.695736992
Albania,ALB,1988,1.6943592470000002
Albania,ALB,1989,1.671751024
Albania,ALB,1990,1.5646190899999999
Albania,ALB,1991,0.8231248071
Albania,ALB,1992,0.28013153640000005
Albania,ALB,1993,0.1664119325
Albania,ALB,1994,0.13358714730000001
Albania,ALB,1995,0.0638683847
Albania,ALB,1996,0.09063825242
Albania,ALB,1997,0.032837372670000003
Albania,ALB,1998,0.04111446894
Albania,ALB,1999,0.040958809539999995
Albania,ALB,2000,0.02502546117
Albania,ALB,2001,0.01751536699
Albania,ALB,2002,0.06429258048
Albania,ALB,2003,0.06780689809000001
Albania,ALB,2004,0.0680971038
Albania,ALB,2005,0.0541295761
Albania,ALB,2006,0.05456993823
Albania,ALB,2007,0.05511897489
Albania,ALB,2008,0.07399418415
Albania,ALB,2009,0.01230663953
Albania,ALB,2010,0.01239917396
Albania,ALB,2011,0.008008660045
Albania,ALB,2012,0.01783725286
Albania,ALB,2013,0.01717422228
Albania,ALB,2014,0.01643974459
Algeria,DZA,1950,0.236735747
Algeria,DZA,1951,0.22243883180000001
Algeria,DZA,1952,0.23761227099999999
Algeria,DZA,1953,0.255340979
Algeria,DZA,1954,0.2566961591
Algeria,DZA,1955,0.2492890208
Algeria,DZA,1956,0.24020661440000002
Algeria,DZA,1957,0.1862371445
Algeria,DZA,1958,0.11774627940000001
Algeria,DZA,1959,0.09154802118000001
Algeria,DZA,1960,0.08708213601999999
Algeria,DZA,1961,0.04711202523
Algeria,DZA,1962,0.03690909811
Algeria,DZA,1963,0.02581180581
Algeria,DZA,1964,0.030455995260000004
Algeria,DZA,1965,0.02901294026
Algeria,DZA,1966,0.002508731138
Algeria,DZA,1967,0.01036355844
Algeria,DZA,1969,0.010935676770000001
Algeria,DZA,1970,0.007273728776
Algeria,DZA,1971,0.007618527445
Algeria,DZA,1972,0.006353086438
Algeria,DZA,1973,0.0066964145110000005
Algeria,DZA,1974,0.006513957341000001
Algeria,DZA,1975,0.005846634878
Algeria,DZA,1976,0.003788661752
Algeria,DZA,1977,0.002761192309
Algeria,DZA,1978,0.002235024785
Algeria,DZA,1979,0.0021696881060000004
Algeria,DZA,1980,0.002588906652
Algeria,DZA,1981,0.0025102478160000004
Algeria,DZA,1982,0.0024331389240000003
Algeria,DZA,1983,0.00235834075
Algeria,DZA,1984,0.002286648175
Algeria,DZA,1985,0.0025354828
Algeria,DZA,1986,0.002769529525
Algeria,DZA,1987,0.00239216115
Algeria,DZA,1988,0.0029082950310000003
Algeria,DZA,1989,0.004247382855
Algeria,DZA,1990,0.00276004558
Algeria,DZA,1991,0.004039981692
Algeria,DZA,1992,0.003946824326
Algeria,DZA,1993,0.005147821159
Algeria,DZA,1994,0.005043276781
Algeria,DZA,1995,0.005621244045
Algeria,DZA,1996,0.003013267128
Algeria,DZA,1997,0.0025074141499999997
Algeria,DZA,1998,0.00179657468
Algeria,DZA,1999,0.001107176184
Argentina,ARG,1939,0.000490765375
Argentina,ARG,1940,0.000484357612
Argentina,ARG,1941,0.000476521525
Argentina,ARG,1942,0.001875355376
Argentina,ARG,1943,0.004151762318
Argentina,ARG,1944,0.002267965301
Argentina,ARG,1945,0.001337790058
Argentina,ARG,1946,0.001315228632
Argentina,ARG,1947,0.006026852528000001
Argentina,ARG,1948,0.007575368553
Argentina,ARG,1949,0.007380745355
Argentina,ARG,1950,0.01040413669
Argentina,ARG,1951,0.01568015563
Argentina,ARG,1952,0.043022306829999996
Argentina,ARG,1953,0.03125619768
Argentina,ARG,1954,0.03435303267
Argentina,ARG,1955,0.04930700601
Argentina,ARG,1956,0.05768150675
Argentina,ARG,1957,0.08082252026
Argentina,ARG,1958,0.08977887136
Argentina,ARG,1959,0.10183227560000001
Argentina,ARG,1960,0.09019977332000001
Argentina,ARG,1961,0.1113618512
Argentina,ARG,1962,0.09220256282
Argentina,ARG,1963,0.06570267169999999
Argentina,ARG,1964,0.1037841809
Argentina,ARG,1965,0.1151849331
Argentina,ARG,1966,0.1083669965
Argentina,ARG,1967,0.1212033376
Argentina,ARG,1968,0.1392559501
Argentina,ARG,1969,0.1491421966
Argentina,ARG,1970,0.17634478050000002
Argentina,ARG,1971,0.17800424010000002
Argentina,ARG,1972,0.1921816072
Argentina,ARG,1973,0.1233026268
Argentina,ARG,1974,0.1675271998
Argentina,ARG,1975,0.132165595
Argentina,ARG,1976,0.1594076579
Argentina,ARG,1977,0.1360900783
Argentina,ARG,1978,0.1091909543
Argentina,ARG,1979,0.1802198097
Argentina,ARG,1980,0.07904950105
Argentina,ARG,1981,0.09939305209
Argentina,ARG,1982,0.1011884927
Argentina,ARG,1983,0.09399677257000001
Argentina,ARG,1984,0.09672101347999999
Argentina,ARG,1985,0.0749857116
Argentina,ARG,1986,0.06720105347000001
Argentina,ARG,1987,0.06783114863
Argentina,ARG,1988,0.09173517852
Argentina,ARG,1989,0.09093409872
Argentina,ARG,1990,0.04821354549
Argentina,ARG,1991,0.05011366624
Argentina,ARG,1992,0.03922733774000001
Argentina,ARG,1993,0.03199720925
Argentina,ARG,1994,0.06581398875
Argentina,ARG,1995,0.05696199111
Argentina,ARG,1996,0.05738584031
Argentina,ARG,1997,0.04559677358
Argentina,ARG,1998,0.05211702461
Argentina,ARG,1999,0.059849402069999995
Argentina,ARG,2000,0.04573507615
Argentina,ARG,2001,0.03251822733
Argentina,ARG,2002,0.01666455217
Argentina,ARG,2003,0.015183568080000001
Argentina,ARG,2004,0.008606493748
Argentina,ARG,2005,0.004173949447
Argentina,ARG,2006,0.023295066899999998
Argentina,ARG,2007,0.017986433479999998
Argentina,ARG,2008,0.01499971411
Argentina,ARG,2009,0.01313557067
Argentina,ARG,2010,0.0103051272
Argentina,ARG,2011,0.014120325940000001
Argentina,ARG,2012,0.01242014485
Argentina,ARG,2013,0.01035004084
Argentina,ARG,2014,0.011247588110000001
Australia,AUS,1900,11.36571528
Australia,AUS,1901,12.07951724
Australia,AUS,1902,11.86439748
Australia,AUS,1903,12.15493522
Australia,AUS,1904,11.56579049
Australia,AUS,1905,12.463771500000002
Australia,AUS,1906,14.09116525
Australia,AUS,1907,15.619160599999999
Australia,AUS,1908,16.17218298
Australia,AUS,1909,12.74088397
Australia,AUS,1910,14.819160140000001
Australia,AUS,1911,15.61481807
Australia,AUS,1912,16.757063579999997
Australia,AUS,1913,17.14704685
Australia,AUS,1914,16.79493433
Australia,AUS,1915,15.287556780000001
Australia,AUS,1916,13.183990640000001
Australia,AUS,1917,13.73806427
Australia,AUS,1918,14.45819126
Australia,AUS,1919,13.51960348
Australia,AUS,1920,15.99285487
Australia,AUS,1921,15.64236591
Australia,AUS,1922,14.62735723
Australia,AUS,1923,14.684067740000001
Australia,AUS,1924,15.8008935
Australia,AUS,1925,15.65705272
Australia,AUS,1926,14.99221282
Australia,AUS,1927,15.16986824
Australia,AUS,1928,13.17019328
Australia,AUS,1929,11.506096970000002
Australia,AUS,1930,10.555181000000001
Australia,AUS,1931,9.454563602
Australia,AUS,1932,9.734575788
Australia,AUS,1933,10.15314444
Australia,AUS,1934,10.57608627
Australia,AUS,1935,11.637592269999999
Australia,AUS,1936,12.34159649
Australia,AUS,1937,13.05701932
Australia,AUS,1938,12.69853333
Australia,AUS,1939,14.305589330000002
Australia,AUS,1940,12.68498216
Australia,AUS,1941,14.99635868
Australia,AUS,1942,15.643013940000001
Australia,AUS,1943,14.91123958
Australia,AUS,1944,14.336862510000001
Australia,AUS,1945,13.52099579
Australia,AUS,1946,14.37570123
Australia,AUS,1947,15.16233333
Australia,AUS,1948,15.03960441
Australia,AUS,1949,14.30910347
Australia,AUS,1950,15.81198534
Australia,AUS,1951,16.37334275
Australia,AUS,1952,17.44135966
Australia,AUS,1953,16.28178502
Australia,AUS,1954,17.169945820000002
Australia,AUS,1955,16.65846441
Australia,AUS,1956,16.3913798
Australia,AUS,1957,16.40292355
Australia,AUS,1958,16.49658439
Australia,AUS,1959,16.29098239
Australia,AUS,1960,17.77419303
Australia,AUS,1961,18.552078610000002
Australia,AUS,1962,18.619733649999997
Australia,AUS,1963,18.8000005
Australia,AUS,1964,19.9783161
Australia,AUS,1965,22.11812687
Australia,AUS,1966,22.73305547
Australia,AUS,1967,23.21936594
Australia,AUS,1968,25.220846440000003
Australia,AUS,1969,27.07333516
Australia,AUS,1970,28.049490549999998
Australia,AUS,1971,25.860094750000002
Australia,AUS,1972,30.850140749999998
Australia,AUS,1973,31.04032515
Australia,AUS,1974,32.284889299999996
Australia,AUS,1975,33.40563393000001
Australia,AUS,1976,36.76972749
Australia,AUS,1977,38.58708915
Australia,AUS,1978,38.3758103
Australia,AUS,1979,39.68539558
Australia,AUS,1980,34.44883781
Australia,AUS,1981,40.8038669
Australia,AUS,1982,41.02274698
Australia,AUS,1983,45.91550277
Australia,AUS,1984,49.10385054
Australia,AUS,1985,52.108685230000006
Australia,AUS,1986,55.80089718
Australia,AUS,1987,62.20651839
Australia,AUS,1988,53.84585694
Australia,AUS,1989,58.89002011
Australia,AUS,1990,61.681468009999996
Australia,AUS,1991,65.38259114
Australia,AUS,1992,67.11197643
Australia,AUS,1993,66.61447168000001
Australia,AUS,1994,67.77478246
Australia,AUS,1995,72.35586914
Australia,AUS,1996,72.78055735000001
Australia,AUS,1997,81.81701844
Australia,AUS,1998,86.75842057
Australia,AUS,1999,88.07269216
Australia,AUS,2000,92.67620902
Australia,AUS,2001,101.1379386
Australia,AUS,2002,102.9878305
Australia,AUS,2003,102.51514470000001
Australia,AUS,2004,105.31223480000001
Australia,AUS,2005,109.1300141
Australia,AUS,2006,108.8707681
Australia,AUS,2007,112.6403167
Australia,AUS,2008,110.87215700000002
Australia,AUS,2009,113.2973882
Australia,AUS,2010,116.1998134
Australia,AUS,2011,108.4312619
Australia,AUS,2012,111.1950639
Australia,AUS,2013,117.64461610000001
Australia,AUS,2014,121.4850014
Australia,AUS,2015,149.502781
Australia,AUS,2016,144.2667385
Austria,AUT,1900,28.8842492
Austria,AUT,1901,30.19041519
Austria,AUT,1902,28.73615521
Austria,AUT,1903,29.042678360000004
Austria,AUT,1904,29.122660500000002
Austria,AUT,1905,30.186051340000002
Austria,AUT,1906,31.90901672
Austria,AUT,1907,33.326063090000005
Austria,AUT,1908,33.306145060000006
Austria,AUT,1909,32.371144380000004
Austria,AUT,1910,31.6020422
Austria,AUT,1911,32.15747217
Austria,AUT,1912,34.195437850000005
Austria,AUT,1913,35.397750480000006
Austria,AUT,1914,31.951097
Austria,AUT,1915,31.80891334
Austria,AUT,1916,22.3962264
Austria,AUT,1917,1.4280076050000001
Austria,AUT,1918,1.393074936
Austria,AUT,1919,1.3204581659999999
Austria,AUT,1920,1.606332823
Austria,AUT,1921,1.641976756
Austria,AUT,1922,2.058815023
Austria,AUT,1923,1.779026881
Austria,AUT,1924,1.8499883010000002
Austria,AUT,1925,1.951528332
Austria,AUT,1926,1.920419137
Austria,AUT,1927,1.999669559
Austria,AUT,1928,2.140986819
Austria,AUT,1929,2.293122673
Austria,AUT,1930,2.029562647
Austria,AUT,1931,1.9912084850000003
Austria,AUT,1932,2.0467430540000002
Austria,AUT,1933,2.0112379320000002
Austria,AUT,1934,1.9280061940000002
Austria,AUT,1935,2.00817978
Austria,AUT,1936,1.946382656
Austria,AUT,1937,2.12724995
Austria,AUT,1938,2.180203943
Austria,AUT,1939,2.312562243
Austria,AUT,1940,2.3545508490000002
Austria,AUT,1941,2.294168221
Austria,AUT,1942,2.272159363
Austria,AUT,1943,2.394884797
Austria,AUT,1944,2.306330193
Austria,AUT,1945,1.257551622
Austria,AUT,1946,1.4510919770000001
Austria,AUT,1947,1.777760967
Austria,AUT,1948,2.0581222969999997
Austria,AUT,1949,2.333224929
Austria,AUT,1950,2.6088493450000003
Austria,AUT,1951,3.0047663680000003
Austria,AUT,1952,3.103448579
Austria,AUT,1953,3.2883672710000003
Austria,AUT,1954,3.697184859
Austria,AUT,1955,3.869584326
Austria,AUT,1956,3.917255108
Austria,AUT,1957,3.9719062560000005
Austria,AUT,1958,3.735606668
Austria,AUT,1959,3.5630213640000004
Austria,AUT,1960,3.4082749480000003
Austria,AUT,1961,3.190030856
Austria,AUT,1962,3.1891715709999997
Austria,AUT,1963,3.355477079
Austria,AUT,1964,3.128252806
Austria,AUT,1965,2.94047566
Austria,AUT,1966,2.793118392
Austria,AUT,1967,2.414613009
Austria,AUT,1968,2.1642820510000003
Austria,AUT,1969,1.9796044670000001
Austria,AUT,1970,1.882188975
Austria,AUT,1971,1.9247422690000002
Austria,AUT,1972,1.909809841
Austria,AUT,1973,1.8414737749999999
Austria,AUT,1974,1.834304345
Austria,AUT,1975,1.71447564
Austria,AUT,1976,1.621969884
Austria,AUT,1977,1.57894066
Austria,AUT,1978,1.554487057
Austria,AUT,1979,1.386987103
Austria,AUT,1980,1.157801362
Austria,AUT,1981,1.237860929
Austria,AUT,1982,1.3337077480000001
Austria,AUT,1983,1.230001201
Austria,AUT,1984,1.183643347
Austria,AUT,1985,1.24425459
Austria,AUT,1986,1.197368695
Austria,AUT,1987,1.1215135459999999
Austria,AUT,1988,0.854855276
Austria,AUT,1989,0.8265660256999999
Austria,AUT,1990,0.9746573201000001
Austria,AUT,1991,0.8233415854999999
Austria,AUT,1992,0.6211801841000001
Austria,AUT,1993,0.5885870134000001
Austria,AUT,1994,0.4730517614
Austria,AUT,1995,0.446109206
Austria,AUT,1996,0.3798330636
Austria,AUT,1997,0.4059781263
Austria,AUT,1998,0.4129237786
Austria,AUT,1999,0.3654467738
Austria,AUT,2000,0.40138969830000004
Austria,AUT,2001,0.38686802530000003
Austria,AUT,2002,0.45090839169999997
Austria,AUT,2003,0.3660153047
Austria,AUT,2004,0.07429244798000001
Bangladesh,BGD,2005,0.002972217316
Bangladesh,BGD,2006,0.01717674637
Bangladesh,BGD,2007,0.013583510670000002
Bangladesh,BGD,2008,0.03125306221
Bangladesh,BGD,2009,0.03267686441
Bangladesh,BGD,2010,0.028019122150000002
Bangladesh,BGD,2011,0.03237452868
Bangladesh,BGD,2012,0.035552581689999994
Bangladesh,BGD,2013,0.03536566957
Bangladesh,BGD,2014,0.035186822820000005
Belgium,BEL,1900,26.01224002
Belgium,BEL,1901,24.3306015
Belgium,BEL,1902,24.686530180000002
Belgium,BEL,1903,25.33431638
Belgium,BEL,1904,23.92704376
Belgium,BEL,1905,22.60659278
Belgium,BEL,1906,24.19031211
Belgium,BEL,1907,24.063628
Belgium,BEL,1908,23.68889316
Belgium,BEL,1909,23.42684361
Belgium,BEL,1910,23.76074867
Belgium,BEL,1911,22.845496009999998
Belgium,BEL,1912,22.54529306
Belgium,BEL,1913,22.19546077
Belgium,BEL,1914,16.12104595
Belgium,BEL,1915,13.611565370000001
Belgium,BEL,1916,18.10239259
Belgium,BEL,1917,14.390120860000001
Belgium,BEL,1918,13.50839013
Belgium,BEL,1919,18.049311170000003
Belgium,BEL,1920,22.08368624
Belgium,BEL,1921,21.59162139
Belgium,BEL,1922,20.86629398
Belgium,BEL,1923,22.36460675
Belgium,BEL,1924,22.57997796
Belgium,BEL,1925,22.11722601
Belgium,BEL,1926,23.95954236
Belgium,BEL,1927,25.96505748
Belgium,BEL,1928,25.78174419
Belgium,BEL,1929,24.984619780000003
Belgium,BEL,1930,25.28662063
Belgium,BEL,1931,24.7891048
Belgium,BEL,1932,19.495198990000002
Belgium,BEL,1933,22.89637728
Belgium,BEL,1934,23.79230922
Belgium,BEL,1935,23.822827399999998
Belgium,BEL,1936,24.96472676
Belgium,BEL,1937,26.649909070000003
Belgium,BEL,1938,26.317066030000003
Belgium,BEL,1939,26.49051547
Belgium,BEL,1940,22.79420034
Belgium,BEL,1941,24.051785980000002
Belgium,BEL,1942,22.63066239
Belgium,BEL,1943,21.45319956
Belgium,BEL,1944,12.155074769999999
Belgium,BEL,1945,14.1432133
Belgium,BEL,1946,20.34479413
Belgium,BEL,1947,21.54131743
Belgium,BEL,1948,23.22452648
Belgium,BEL,1949,24.08693591
Belgium,BEL,1950,23.56168951
Belgium,BEL,1951,25.44545184
Belgium,BEL,1952,25.93162661
Belgium,BEL,1953,25.505231820000002
Belgium,BEL,1954,24.66701189
Belgium,BEL,1955,25.07794077
Belgium,BEL,1956,24.540988430000002
Belgium,BEL,1957,24.00896905
Belgium,BEL,1958,22.26566718
Belgium,BEL,1959,18.60768269
Belgium,BEL,1960,18.257364000000003
Belgium,BEL,1961,17.39157261
Belgium,BEL,1962,17.01386708
Belgium,BEL,1963,17.079338210000003
Belgium,BEL,1964,16.893371650000002
Belgium,BEL,1965,15.606434160000001
Belgium,BEL,1966,13.737349340000002
Belgium,BEL,1967,12.84752053
Belgium,BEL,1968,11.529875270000002
Belgium,BEL,1969,10.24276809
Belgium,BEL,1970,8.786765744
Belgium,BEL,1971,8.445479955000001
Belgium,BEL,1972,8.069318162
Belgium,BEL,1973,6.775620888000001
Belgium,BEL,1974,6.1987111200000005
Belgium,BEL,1975,5.701345076
Belgium,BEL,1976,5.504563412
Belgium,BEL,1977,5.363274827000001
Belgium,BEL,1978,4.990336234000001
Belgium,BEL,1979,4.629944371
Belgium,BEL,1980,4.060688181
Belgium,BEL,1981,7.063889552
Belgium,BEL,1982,7.120630698
Belgium,BEL,1983,6.268163468
Belgium,BEL,1984,6.609442775000001
Belgium,BEL,1985,6.553066645
Belgium,BEL,1986,5.67706358
Belgium,BEL,1987,4.219019069
Belgium,BEL,1988,2.195774798
Belgium,BEL,1989,2.2373333520000003
Belgium,BEL,1990,1.232755162
Belgium,BEL,1991,1.048965847
Belgium,BEL,1992,0.5936383691
Belgium,BEL,1993,0.4796253665
Belgium,BEL,1994,0.3299368013
Belgium,BEL,1995,0.3162775151
Belgium,BEL,1996,0.2571918395
Belgium,BEL,1997,0.23780231610000002
Belgium,BEL,1998,0.2002322929
Belgium,BEL,1999,0.2631973539
Belgium,BEL,2000,0.282805111
Belgium,BEL,2001,0.16381477419999999
Belgium,BEL,2002,0.1175544709
Belgium,BEL,2003,0.08772182493
Belgium,BEL,2004,0.12236517820000001
Bhutan,BTN,1980,0.000626782869
Bhutan,BTN,1981,0.001098063657
Bhutan,BTN,1982,0.001189834126
Bhutan,BTN,1983,0.0023215162710000002
Bhutan,BTN,1984,0.004521535308
Bhutan,BTN,1985,0.005489203259
Bhutan,BTN,1986,0.008495809107
Bhutan,BTN,1987,0.01875512802
Bhutan,BTN,1988,0.01983023858
Bhutan,BTN,1989,0.019344670600000002
Bhutan,BTN,1990,0.01909180874
Bhutan,BTN,1991,0.0190916666
Bhutan,BTN,1992,0.5403593453
Bhutan,BTN,1993,0.4767722441
Bhutan,BTN,1994,0.6718295963
Bhutan,BTN,1995,0.9754077615
Bhutan,BTN,1996,0.8814623403
Bhutan,BTN,1997,0.6957482478
Bhutan,BTN,1998,0.6282845256
Bhutan,BTN,1999,0.6109472416999999
Bhutan,BTN,2000,0.5940353217000001
Bhutan,BTN,2001,0.9774721676000001
Bhutan,BTN,2002,0.9950055706
Bhutan,BTN,2003,0.7247567858
Bhutan,BTN,2004,0.3152732312
Bhutan,BTN,2005,0.8847640728
Bhutan,BTN,2006,0.9928105657999999
Bhutan,BTN,2007,1.043877113
Bhutan,BTN,2008,1.2022886410000002
Bhutan,BTN,2009,0.4628921504
Bhutan,BTN,2010,0.822164375
Bhutan,BTN,2011,0.8095875127000001
Bhutan,BTN,2012,0.7961896749999999
Bhutan,BTN,2013,0.7888182744
Bhutan,BTN,2014,0.7822177274
Bosnia and Herzegovina,BIH,1992,8.252703832
Bosnia and Herzegovina,BIH,1993,7.416803377
Bosnia and Herzegovina,BIH,1994,0.8268854148000001
Bosnia and Herzegovina,BIH,1995,0.9560820826
Bosnia and Herzegovina,BIH,1996,1.662044896
Bosnia and Herzegovina,BIH,1997,5.422517752
Bosnia and Herzegovina,BIH,1998,6.880620855999999
Bosnia and Herzegovina,BIH,1999,6.729384624000001
Bosnia and Herzegovina,BIH,2000,8.803021993
Bosnia and Herzegovina,BIH,2001,8.793954960999999
Bosnia and Herzegovina,BIH,2002,9.622227609
Bosnia and Herzegovina,BIH,2003,10.35496064
Bosnia and Herzegovina,BIH,2004,10.261869220000001
Bosnia and Herzegovina,BIH,2005,10.434081710000001
Bosnia and Herzegovina,BIH,2006,11.40959276
Bosnia and Herzegovina,BIH,2007,11.19665114
Bosnia and Herzegovina,BIH,2008,12.9279041
Bosnia and Herzegovina,BIH,2009,13.247001500000001
Bosnia and Herzegovina,BIH,2010,12.53442701
Bosnia and Herzegovina,BIH,2011,13.50685506
Bosnia and Herzegovina,BIH,2012,14.87997871
Bosnia and Herzegovina,BIH,2013,14.49329335
Bosnia and Herzegovina,BIH,2014,14.03382045
Botswana,BWA,1973,0.16949117390000001
Botswana,BWA,1974,0.2658803309
Botswana,BWA,1975,0.6999067689
Botswana,BWA,1976,2.125748545
Botswana,BWA,1977,2.683467041
Botswana,BWA,1978,2.755838036
Botswana,BWA,1979,2.9974662330000004
Botswana,BWA,1980,2.389319478
Botswana,BWA,1981,2.359517029
Botswana,BWA,1982,2.4810516870000003
Botswana,BWA,1983,2.2871497840000004
Botswana,BWA,1984,2.2009491039999998
Botswana,BWA,1985,2.369810159
Botswana,BWA,1986,2.624524856
Botswana,BWA,1987,2.9548349600000003
Botswana,BWA,1988,3.035450517
Botswana,BWA,1989,3.191266169
Botswana,BWA,1990,3.715560898
Botswana,BWA,1991,3.5674775450000005
Botswana,BWA,1992,3.992399457
Botswana,BWA,1993,3.839201854
Botswana,BWA,1994,3.787513327
Botswana,BWA,1995,4.228484556000001
Botswana,BWA,1996,3.403043901
Botswana,BWA,1997,3.231986685
Botswana,BWA,1998,3.786915747
Botswana,BWA,1999,3.7873042580000003
Botswana,BWA,2000,3.7327839490000003
Botswana,BWA,2001,3.6102224809999997
Botswana,BWA,2002,3.6475094250000004
Botswana,BWA,2003,3.107375624
Botswana,BWA,2004,3.400092838
Botswana,BWA,2005,3.6158045480000003
Botswana,BWA,2006,3.478174525
Botswana,BWA,2007,2.9465005900000003
Botswana,BWA,2008,3.185167576
Botswana,BWA,2009,2.5393882629999998
Botswana,BWA,2010,3.340587333
Botswana,BWA,2011,2.6169826
Botswana,BWA,2012,2.41289048
Botswana,BWA,2013,2.381419091
Botswana,BWA,2014,2.350207723
Brazil,BRA,1909,0.004313936655
Brazil,BRA,1912,0.002700431026
Brazil,BRA,1913,0.003966414962
Brazil,BRA,1914,0.002589445222
Brazil,BRA,1915,0.006339019373
