Entity,Code,Year,Adjusted net savings per capita (World Bank (2017)) ($)
Norway,NOR,1981,2452.9133
Norway,NOR,1982,2304.2856
Norway,NOR,1983,2064.8538
Norway,NOR,1984,2340.3655
Norway,NOR,1985,2377.7786
Norway,NOR,1986,2202.356
Norway,NOR,1987,2421.2813
Norway,NOR,1988,2401.8789
Norway,NOR,1989,2171.2141
Norway,NOR,1990,2217.5024
Norway,NOR,1991,2713.5234
Norway,NOR,1992,2671.4788
Norway,NOR,1993,2752.72
Norway,NOR,1994,3318.9585
Norway,NOR,1995,4537.0815
Norway,NOR,1996,5009.834
Norway,NOR,1997,5978.6865
Norway,NOR,1998,5495.7461
Norway,NOR,1999,5522.4087
Norway,NOR,2000,6635.2456
Norway,NOR,2001,7549.2778
Norway,NOR,2002,7236.2383
Norway,NOR,2003,7980.2749
Norway,NOR,2004,10380.775
Norway,NOR,2005,14607.251
Norway,NOR,2006,17029.977
Norway,NOR,2007,19821.629
Norway,NOR,2008,22940.674
Norway,NOR,2009,15014.088
Norway,NOR,2010,17666.268
Norway,NOR,2011,20980.852
Norway,NOR,2012,22953.736
Norway,NOR,2013,23304.092
Norway,NOR,2014,22255.76
Norway,NOR,2015,16160.618
Oman,OMN,1974,-101.51142
Oman,OMN,1975,40.314102
Oman,OMN,1976,11.140143
Oman,OMN,1977,154.39641
Oman,OMN,1978,-154.89114
Oman,OMN,1979,-528.94006
Oman,OMN,1980,-101.21613
Oman,OMN,1981,614.40594
Oman,OMN,1982,418.306
Oman,OMN,1983,147.81802
Oman,OMN,1984,295.49469
Oman,OMN,1985,-156.62294
Oman,OMN,1986,-345.26852
Oman,OMN,1987,-217.05473
Oman,OMN,1988,-904.22772
Oman,OMN,1990,-1318.8667
Oman,OMN,1991,-1004.344
Oman,OMN,1992,-998.73596
Oman,OMN,1993,-1225.1418
Oman,OMN,1994,-1029.923
Oman,OMN,1995,-1205.1471
Oman,OMN,1996,-1209.6499
Oman,OMN,1997,-963.21503
Oman,OMN,1998,-1431.7808
Oman,OMN,1999,-1258.2389
Oman,OMN,2000,-618.00787
Oman,OMN,2001,-487.67767
Oman,OMN,2002,-216.1805
Oman,OMN,2003,-305.13571
Oman,OMN,2004,-521.52991
Oman,OMN,2005,-295.97897
Oman,OMN,2006,-774.4259
Oman,OMN,2007,589.37866
Oman,OMN,2008,2661.5422
Oman,OMN,2009,-1235.8875
Oman,OMN,2010,-450.81879
Oman,OMN,2011,-1569.0848
Oman,OMN,2012,-1615.8379
Oman,OMN,2013,-1321.1737
Oman,OMN,2014,-2355.3875
Oman,OMN,2015,-1804.9133
Pakistan,PAK,1976,14.89821
Pakistan,PAK,1977,26.653206
Pakistan,PAK,1978,43.117825
Pakistan,PAK,1979,41.20694
Pakistan,PAK,1980,55.690765
Pakistan,PAK,1981,62.27158
Pakistan,PAK,1982,66.520851
Pakistan,PAK,1983,75.128021
Pakistan,PAK,1984,66.328362
Pakistan,PAK,1985,53.852863
Pakistan,PAK,1986,42.412663
Pakistan,PAK,1987,62.772655
Pakistan,PAK,1988,52.079613
Pakistan,PAK,1989,52.043709
Pakistan,PAK,1990,50.314495
Pakistan,PAK,1991,74.076935
Pakistan,PAK,1992,69.728088
Pakistan,PAK,1993,49.271591
Pakistan,PAK,1994,60.766918
Pakistan,PAK,1995,61.936417
Pakistan,PAK,1996,48.607876
Pakistan,PAK,1997,47.531254
Pakistan,PAK,1998,52.597107
Pakistan,PAK,1999,45.179688
Pakistan,PAK,2000,54.717228
Pakistan,PAK,2001,60.420807
Pakistan,PAK,2002,76.779114
Pakistan,PAK,2003,98.417801
Pakistan,PAK,2004,110.98801
Pakistan,PAK,2005,106.02503
Pakistan,PAK,2006,94.180824
Pakistan,PAK,2007,100.98624
Pakistan,PAK,2008,71.79686
Pakistan,PAK,2009,119.46607
Pakistan,PAK,2010,133.35316
Pakistan,PAK,2011,163.51598
Pakistan,PAK,2012,159.95851
Pakistan,PAK,2013,182.28352
Pakistan,PAK,2014,210.15179
Pakistan,PAK,2015,248.24971
Panama,PAN,1977,150.37827
Panama,PAN,1978,209.18414
Panama,PAN,1979,131.81331
Panama,PAN,1980,323.6658
Panama,PAN,1981,286.52573
Panama,PAN,1982,551.25153
Panama,PAN,1983,516.68909
Panama,PAN,1984,208.87227
Panama,PAN,1985,329.84921
Panama,PAN,1986,262.02182
Panama,PAN,1987,604.64203
Panama,PAN,1988,203.74602
Panama,PAN,1989,-62.9272
Panama,PAN,1990,284.18323
Panama,PAN,1991,165.01512
Panama,PAN,1992,411.52502
Panama,PAN,1993,536.05719
Panama,PAN,1994,649.15948
Panama,PAN,1995,689.0567
Panama,PAN,1996,781.42908
Panama,PAN,1997,754.31726
Panama,PAN,1998,758.91138
Panama,PAN,1999,734.75543
Panama,PAN,2000,805.32355
Panama,PAN,2001,545.01849
Panama,PAN,2002,522.60248
Panama,PAN,2003,642.28082
Panama,PAN,2004,504.62457
Panama,PAN,2005,582.97015
Panama,PAN,2006,761.96667
Panama,PAN,2007,1376.3572
Panama,PAN,2008,1577.0189
Panama,PAN,2009,1520.8948
Panama,PAN,2010,1202.5184
Panama,PAN,2011,2106.8447
Panama,PAN,2012,2776.3992
Panama,PAN,2013,3399.145
Panama,PAN,2014,3666.8574
Papua New Guinea,PNG,1980,6.3324218
Papua New Guinea,PNG,1981,-35.190979
Papua New Guinea,PNG,1982,-31.382114
Papua New Guinea,PNG,1983,-8.6389132
Papua New Guinea,PNG,1984,42.659576
Papua New Guinea,PNG,1985,-22.687359
Papua New Guinea,PNG,1986,1.1737598
Papua New Guinea,PNG,1987,-29.963785
Papua New Guinea,PNG,1988,6.7240634
Papua New Guinea,PNG,1989,-48.886356
Papua New Guinea,PNG,1990,9.0341501
Papua New Guinea,PNG,1991,39.445229
Papua New Guinea,PNG,1992,23.499788
Papua New Guinea,PNG,1993,47.556053
Papua New Guinea,PNG,1994,98.261757
Papua New Guinea,PNG,1995,107.47389
Papua New Guinea,PNG,1996,67.231369
Papua New Guinea,PNG,1997,17.44005
Papua New Guinea,PNG,1998,46.109467
Papua New Guinea,PNG,1999,14.759382
Papua New Guinea,PNG,2000,73.31633
Papua New Guinea,PNG,2001,48.955299
Papua New Guinea,PNG,2002,-16.275772
Papua New Guinea,PNG,2003,62.396839
Papua New Guinea,PNG,2004,38.1618
Paraguay,PRY,1995,227.58183
Paraguay,PRY,1996,294.7894
Paraguay,PRY,1997,204.87225
Paraguay,PRY,1998,242.75063
Paraguay,PRY,1999,195.02133
Paraguay,PRY,2000,81.169167
Paraguay,PRY,2001,104.50676
Paraguay,PRY,2002,198.81491
Paraguay,PRY,2003,111.80776
Paraguay,PRY,2004,116.18752
Paraguay,PRY,2005,110.26489
Paraguay,PRY,2006,160.94281
Paraguay,PRY,2007,260.02048
Paraguay,PRY,2008,226.72339
Paraguay,PRY,2009,167.01085
Paraguay,PRY,2010,163.68063
Paraguay,PRY,2011,329.92273
Paraguay,PRY,2012,123.1835
Paraguay,PRY,2013,344.32468
Paraguay,PRY,2014,293.91797
Paraguay,PRY,2015,199.62608
Peru,PER,1977,-46.612129
Peru,PER,1978,41.294842
Peru,PER,1979,101.66714
Peru,PER,1980,173.83585
Peru,PER,1981,230.97594
Peru,PER,1982,255.68924
Peru,PER,1983,134.9901
Peru,PER,1984,136.56071
Peru,PER,1985,123.95776
Peru,PER,1986,88.28067
Peru,PER,1987,109.16144
Peru,PER,1988,57.269562
Peru,PER,1989,36.432297
Peru,PER,1990,60.548489
Peru,PER,1991,56.623402
Peru,PER,1992,56.479645
Peru,PER,1993,65.96817
Peru,PER,1994,164.28027
Peru,PER,1995,175.44556
Peru,PER,1996,167.95862
Peru,PER,1997,199.37485
Peru,PER,1998,195.98987
Peru,PER,1999,161.5611
Peru,PER,2000,134.51346
Peru,PER,2001,136.28206
Peru,PER,2002,159.43178
Peru,PER,2003,200.8125
Peru,PER,2004,218.66005
Peru,PER,2005,230.12672
Peru,PER,2006,252.71498
Peru,PER,2007,379.95612
Peru,PER,2008,455.15982
Peru,PER,2009,407.26425
Peru,PER,2010,544.4397
Peru,PER,2011,629.74084
Peru,PER,2012,656.46973
Peru,PER,2013,728.58099
Peru,PER,2014,668.29456
Peru,PER,2015,531.56134
Philippines,PHL,1977,86.993843
Philippines,PHL,1978,99.552948
Philippines,PHL,1979,99.30101
Philippines,PHL,1980,105.20207
Philippines,PHL,1981,121.82918
Philippines,PHL,1982,96.762138
Philippines,PHL,1983,84.394028
Philippines,PHL,1984,35.184055
Philippines,PHL,1985,15.927955
Philippines,PHL,1986,31.411497
Philippines,PHL,1987,35.218086
Philippines,PHL,1988,64.62574
Philippines,PHL,1989,70.793884
Philippines,PHL,1990,77.963524
Philippines,PHL,1991,79.603096
Philippines,PHL,1992,94.238403
Philippines,PHL,1993,84.114227
Philippines,PHL,1994,129.96072
Philippines,PHL,1995,113.7585
Philippines,PHL,1996,143.95444
Philippines,PHL,1997,160.44098
Philippines,PHL,1998,213.30455
Philippines,PHL,1999,315.37299
Philippines,PHL,2000,349.3735
Philippines,PHL,2001,332.08243
Philippines,PHL,2002,357.44659
Philippines,PHL,2003,401.86163
Philippines,PHL,2004,411.00098
Philippines,PHL,2005,500.00034
Philippines,PHL,2006,573.31555
Philippines,PHL,2007,644.91522
Philippines,PHL,2008,785.51538
Philippines,PHL,2009,853.66028
Philippines,PHL,2010,1040.6193
Philippines,PHL,2011,760.4873
Philippines,PHL,2012,836.62689
Philippines,PHL,2013,959.50604
Philippines,PHL,2014,990.94867
Philippines,PHL,2015,975.28302
Poland,POL,1991,-547.66638
Poland,POL,1992,-553.77008
Poland,POL,1993,-356.66016
Poland,POL,1994,42.211136
Poland,POL,1995,223.7585
Poland,POL,1996,325.53656
Poland,POL,1997,350.39783
Poland,POL,1998,396.43658
Poland,POL,1999,308.61273
Poland,POL,2000,297.69315
Poland,POL,2001,272.48544
Poland,POL,2002,203.07291
Poland,POL,2003,253.36664
Poland,POL,2004,232.98039
Poland,POL,2005,526.1803
Poland,POL,2006,615.9223
Poland,POL,2007,945.08087
Poland,POL,2008,1253.9465
Poland,POL,2009,881.56476
Poland,POL,2010,912.01007
Poland,POL,2011,1228.7067
Poland,POL,2012,1094.8081
Poland,POL,2013,1208.7264
Poland,POL,2014,1331.6431
Poland,POL,2015,1335.7458
Portugal,PRT,1975,38.77153
Portugal,PRT,1976,141.28934
Portugal,PRT,1977,253.75946
Portugal,PRT,1978,335.89938
Portugal,PRT,1979,452.31693
Portugal,PRT,1980,567.3869
Portugal,PRT,1981,457.40707
Portugal,PRT,1982,361.48755
Portugal,PRT,1983,265.23544
Portugal,PRT,1984,169.41684
Portugal,PRT,1985,234.02313
Portugal,PRT,1986,485.5719
Portugal,PRT,1987,742.51617
Portugal,PRT,1988,925.82251
Portugal,PRT,1989,1024.8827
Portugal,PRT,1990,1270.8566
Portugal,PRT,1991,1306.4141
Portugal,PRT,1992,1671.5647
Portugal,PRT,1993,1246.4852
Portugal,PRT,1994,1152.059
Portugal,PRT,1995,1524.2924
Portugal,PRT,1996,1236.7535
Portugal,PRT,1997,1293.0844
Portugal,PRT,1998,1438.9272
Portugal,PRT,1999,1143.1564
Portugal,PRT,2000,736.46985
Portugal,PRT,2001,755.62054
Portugal,PRT,2002,705.63312
Portugal,PRT,2003,700.89337
Portugal,PRT,2004,600.13544
Portugal,PRT,2005,252.80101
Portugal,PRT,2006,14.547382
Portugal,PRT,2007,218.36519
Portugal,PRT,2008,-541.86084
Portugal,PRT,2009,-491.31274
Portugal,PRT,2010,-498.68149
Portugal,PRT,2011,-155.45262
Portugal,PRT,2012,-82.969986
Portugal,PRT,2013,445.14099
Portugal,PRT,2014,305.74036
Portugal,PRT,2015,338.23126
Qatar,QAT,2011,36115.449
Qatar,QAT,2012,37631.656
Qatar,QAT,2013,36071.746
Qatar,QAT,2014,34009.324
Qatar,QAT,2015,20656.246
Romania,ROU,1990,-181.27609
Romania,ROU,1991,-59.884979
Romania,ROU,1992,-71.718727
Romania,ROU,1993,-65.559921
Romania,ROU,1994,-69.064842
Romania,ROU,1995,-154.2094
Romania,ROU,1996,-205.89771
Romania,ROU,1997,-167.59938
Romania,ROU,1998,-203.30521
Romania,ROU,1999,-174.45522
Romania,ROU,2000,-112.8552
Romania,ROU,2001,-103.46185
Romania,ROU,2002,-111.11136
Romania,ROU,2003,-188.61206
Romania,ROU,2004,-149.32056
Romania,ROU,2005,-157.32968
Romania,ROU,2006,-7.7140021
Romania,ROU,2007,207.19919
Romania,ROU,2008,700.54669
Romania,ROU,2009,510.00406
Romania,ROU,2010,409.3089
Romania,ROU,2011,391.26889
Romania,ROU,2012,313.91537
Romania,ROU,2013,625.22107
Romania,ROU,2014,626.52173
Romania,ROU,2015,609.72369
Russia,RUS,1994,-428.76447
Russia,RUS,1995,-501.43475
Russia,RUS,1996,-285.94025
Russia,RUS,1997,-309.12949
Russia,RUS,1998,-283.49582
Russia,RUS,1999,-18.445404
Russia,RUS,2000,127.63844
Russia,RUS,2001,133.15486
Russia,RUS,2002,88.945374
Russia,RUS,2003,159.62228
Russia,RUS,2004,404.96252
Russia,RUS,2005,545.29895
Russia,RUS,2006,818.20612
Russia,RUS,2007,1282.9935
Russia,RUS,2008,1800.2856
Russia,RUS,2009,540.94635
Russia,RUS,2010,1295.4618
Russia,RUS,2011,1830.4519
Russia,RUS,2012,1605.4352
Russia,RUS,2013,1154.5925
Russia,RUS,2014,941.59583
Russia,RUS,2015,839.23407
Rwanda,RWA,1980,4.6893525
Rwanda,RWA,1981,10.454865
Rwanda,RWA,1982,11.405271
Rwanda,RWA,1983,16.093861
Rwanda,RWA,1984,24.043175
Rwanda,RWA,1985,24.330973
Rwanda,RWA,1986,19.563581
Rwanda,RWA,1987,5.6006432
Rwanda,RWA,1988,3.9614596
Rwanda,RWA,1989,-4.373446
Rwanda,RWA,1990,8.5246458
Rwanda,RWA,1991,3.2659948
Rwanda,RWA,1992,2.207283
Rwanda,RWA,1993,0.50281793
Rwanda,RWA,1994,10.895968
Rwanda,RWA,1995,1.4363712
Rwanda,RWA,1996,-10.716105
Rwanda,RWA,1997,-18.920689
Rwanda,RWA,1998,-25.060202
Rwanda,RWA,1999,-21.191477
Rwanda,RWA,2000,-13.152022
Rwanda,RWA,2001,-9.4247942
Rwanda,RWA,2002,-12.406912
Rwanda,RWA,2003,-15.787093
Rwanda,RWA,2004,1.1129932
Rwanda,RWA,2005,5.9727392
Rwanda,RWA,2006,3.7643323
Rwanda,RWA,2007,30.811579
Rwanda,RWA,2008,7.3950462
Rwanda,RWA,2009,15.135833
Rwanda,RWA,2010,17.600916
Rwanda,RWA,2011,37.148788
Rwanda,RWA,2012,10.055076
Saint Lucia,LCA,1980,143.43013
Saint Lucia,LCA,1981,126.89655
Saint Lucia,LCA,1982,196.21837
Saint Lucia,LCA,1983,304.44635
Saint Lucia,LCA,1984,251.46071
Saint Lucia,LCA,1985,292.88754
Saint Lucia,LCA,1986,273.46307
Saint Lucia,LCA,1987,217.07379
Saint Lucia,LCA,1988,318.83133
Saint Lucia,LCA,1989,147.93092
Saint Lucia,LCA,1990,95.677994
Saint Lucia,LCA,1991,42.707958
Saint Lucia,LCA,1992,163.95642
Saint Lucia,LCA,1993,274.28091
Saint Lucia,LCA,1994,339.74637
Saint Lucia,LCA,1995,297.42648
Saint Lucia,LCA,1996,227.20811
Saint Lucia,LCA,1997,296.11765
Saint Lucia,LCA,1998,443.72656
Saint Lucia,LCA,1999,362.7056
Saint Lucia,LCA,2000,445.58676
Saint Lucia,LCA,2001,139.42316
Saint Lucia,LCA,2002,46.350288
Saint Lucia,LCA,2003,-170.55402
Saint Lucia,LCA,2004,365.32196
Saint Lucia,LCA,2005,456.45184
Saint Lucia,LCA,2006,77.642982
Saint Lucia,LCA,2007,-539.1748
Saint Lucia,LCA,2008,-223.58879
Saint Lucia,LCA,2009,735.11493
Saint Lucia,LCA,2010,314.14828
Saint Lucia,LCA,2011,155.07925
Saint Lucia,LCA,2012,449.52792
Saint Lucia,LCA,2013,420.57587
Saint Vincent and the Grenadines,VCT,1980,106.89005
Saint Vincent and the Grenadines,VCT,1981,189.29843
Saint Vincent and the Grenadines,VCT,1982,164.31721
Saint Vincent and the Grenadines,VCT,1983,207.41338
Saint Vincent and the Grenadines,VCT,1984,273.84332
Saint Vincent and the Grenadines,VCT,1985,359.64273
Saint Vincent and the Grenadines,VCT,1986,283.51877
Saint Vincent and the Grenadines,VCT,1987,243.13525
Saint Vincent and the Grenadines,VCT,1988,300.29681
Saint Vincent and the Grenadines,VCT,1989,43.342468
Saint Vincent and the Grenadines,VCT,1990,355.92853
Saint Vincent and the Grenadines,VCT,1991,190.64714
Saint Vincent and the Grenadines,VCT,1992,348.5477
Saint Vincent and the Grenadines,VCT,1993,204.32928
Saint Vincent and the Grenadines,VCT,1994,151.26659
Saint Vincent and the Grenadines,VCT,1995,411.01892
Saint Vincent and the Grenadines,VCT,1996,469.84293
Saint Vincent and the Grenadines,VCT,1997,131.00958
Saint Vincent and the Grenadines,VCT,1998,259.13416
Saint Vincent and the Grenadines,VCT,1999,474.41379
Saint Vincent and the Grenadines,VCT,2000,709.56488
Saint Vincent and the Grenadines,VCT,2001,636.789
Saint Vincent and the Grenadines,VCT,2002,693.68842
Saint Vincent and the Grenadines,VCT,2003,564.08484
Saint Vincent and the Grenadines,VCT,2004,367.98737
Saint Vincent and the Grenadines,VCT,2005,215.52655
Saint Vincent and the Grenadines,VCT,2006,399.81796
Saint Vincent and the Grenadines,VCT,2007,-188.14552
Saint Vincent and the Grenadines,VCT,2008,-185.18526
Saint Vincent and the Grenadines,VCT,2009,-446.29227
Saint Vincent and the Grenadines,VCT,2010,-557.07935
Saint Vincent and the Grenadines,VCT,2011,-806.84363
Saint Vincent and the Grenadines,VCT,2012,-989.3363
Saint Vincent and the Grenadines,VCT,2013,-1126.2672
Saudi Arabia,SAU,1971,432.78278
Saudi Arabia,SAU,1972,733.38171
Saudi Arabia,SAU,1973,827.06073
Saudi Arabia,SAU,1974,3362.1218
Saudi Arabia,SAU,1975,2759.3418
Saudi Arabia,SAU,1976,3292.3191
Saudi Arabia,SAU,1977,2531.1794
Saudi Arabia,SAU,1978,1597.2603
Saudi Arabia,SAU,1979,591.03265
Saudi Arabia,SAU,1980,3413.8799
Saudi Arabia,SAU,1981,4167.7202
Saudi Arabia,SAU,1982,2492.4812
Saudi Arabia,SAU,1983,1019.6472
Saudi Arabia,SAU,1984,532.22449
Saudi Arabia,SAU,1985,546.72137
Saudi Arabia,SAU,1986,-48.891232
Saudi Arabia,SAU,1987,-78.804276
Saudi Arabia,SAU,1988,212.1568
Saudi Arabia,SAU,1989,-7.1100874
Saudi Arabia,SAU,1990,105.53144
Saudi Arabia,SAU,1991,-297.75894
Saudi Arabia,SAU,1992,475.31082
Saudi Arabia,SAU,1993,187.24277
Saudi Arabia,SAU,1994,127.12109
Saudi Arabia,SAU,1995,406.18839
Saudi Arabia,SAU,1996,535.47485
Saudi Arabia,SAU,1997,719.0683
Saudi Arabia,SAU,1998,431.18207
Saudi Arabia,SAU,1999,1123.4691
Saudi Arabia,SAU,2000,1246.7692
Saudi Arabia,SAU,2001,1006.179
Saudi Arabia,SAU,2002,1319.6497
Saudi Arabia,SAU,2003,1724.999
Saudi Arabia,SAU,2004,2621.0403
Saudi Arabia,SAU,2005,3998.1836
Saudi Arabia,SAU,2006,4587.2983
Saudi Arabia,SAU,2007,5046.1006
Saudi Arabia,SAU,2008,6383.5806
Saudi Arabia,SAU,2009,3504.7551
Saudi Arabia,SAU,2010,5121.2593
Saudi Arabia,SAU,2011,7737.9717
Saudi Arabia,SAU,2012,7812.8726
Saudi Arabia,SAU,2013,6663.9336
Saudi Arabia,SAU,2014,5373.0869
Saudi Arabia,SAU,2015,2697.4106
Senegal,SEN,1974,42.582462
Senegal,SEN,1975,38.492985
Senegal,SEN,1976,33.585205
Senegal,SEN,1977,29.815931
Senegal,SEN,1978,13.103967
Senegal,SEN,1979,18.667032
Senegal,SEN,1980,-6.478024
Senegal,SEN,1981,12.820222
Senegal,SEN,1982,28.555508
Senegal,SEN,1983,17.441793
Senegal,SEN,1984,12.678259
Senegal,SEN,1985,16.669968
Senegal,SEN,1986,11.612714
Senegal,SEN,1987,35.11488
Senegal,SEN,1988,8.2217493
Senegal,SEN,1989,3.9302025
Senegal,SEN,1990,6.980474
Senegal,SEN,1991,6.1887865
Senegal,SEN,1992,8.9010811
Senegal,SEN,1993,-16.877497
Senegal,SEN,1994,3.5260882
Senegal,SEN,1995,14.353336
Senegal,SEN,1996,3.3042057
Senegal,SEN,1997,13.097551
Senegal,SEN,1998,13.21228
Senegal,SEN,1999,17.045193
Senegal,SEN,2000,18.973782
Senegal,SEN,2001,22.665447
Senegal,SEN,2002,10.236444
Senegal,SEN,2003,44.784534
Senegal,SEN,2004,49.932903
Senegal,SEN,2005,58.169678
Senegal,SEN,2006,56.648705
Senegal,SEN,2007,89.116653
Senegal,SEN,2008,100.0229
Senegal,SEN,2009,72.920998
Senegal,SEN,2010,88.921333
Senegal,SEN,2011,89.170921
Senegal,SEN,2012,83.659027
Senegal,SEN,2013,65.443047
Senegal,SEN,2014,68.036415
Serbia,SRB,2007,-121.45808
Serbia,SRB,2008,-263.47101
Serbia,SRB,2009,-44.423267
Serbia,SRB,2010,-114.6305
Serbia,SRB,2011,-187.29251
Serbia,SRB,2012,-252.06883
Serbia,SRB,2013,-151.92111
Seychelles,SYC,1990,-549.10901
Seychelles,SYC,1991,-718.74445
Seychelles,SYC,1992,-716.21979
Seychelles,SYC,1993,-752.16333
Seychelles,SYC,1994,-370.11581
Seychelles,SYC,1995,-706.76605
Seychelles,SYC,1996,-882.4364
Seychelles,SYC,1997,-804.35895
Seychelles,SYC,1998,-981.16351
Seychelles,SYC,1999,-647.93005
Seychelles,SYC,2000,864.4613
Seychelles,SYC,2001,928.88898
Seychelles,SYC,2002,425.96176
Seychelles,SYC,2003,255.84595
Seychelles,SYC,2006,1929.9781
Seychelles,SYC,2007,1889.7356
Seychelles,SYC,2008,-107.52759
Seychelles,SYC,2009,820.05542
Seychelles,SYC,2010,995.86731
Seychelles,SYC,2011,772.97595
Seychelles,SYC,2012,1260.4973
Sierra Leone,SLE,1980,-47.706612
Sierra Leone,SLE,1981,-42.072639
Sierra Leone,SLE,1982,-46.737598
Sierra Leone,SLE,1983,-35.701935
Sierra Leone,SLE,1984,-9.2718124
Sierra Leone,SLE,1985,-13.729091
Sierra Leone,SLE,1986,-29.075216
Sierra Leone,SLE,1987,-5.5134034
Sierra Leone,SLE,1988,-0.10835908
Sierra Leone,SLE,1989,-15.973397
Sierra Leone,SLE,1990,-28.843067
Sierra Leone,SLE,1991,-22.100161
Sierra Leone,SLE,1992,-36.923809
Sierra Leone,SLE,1993,-29.173956
Sierra Leone,SLE,1994,-23.668417
Sierra Leone,SLE,1995,-51.294106
Sierra Leone,SLE,1996,-41.128761
Sierra Leone,SLE,1997,-50.390121
Sierra Leone,SLE,1998,-40.759182
Sierra Leone,SLE,1999,-27.76898
Sierra Leone,SLE,2000,-38.363586
Sierra Leone,SLE,2001,-34.697239
Sierra Leone,SLE,2002,-31.706137
Sierra Leone,SLE,2003,-41.635437
Sierra Leone,SLE,2004,-35.182705
Sierra Leone,SLE,2005,-28.320076
Sierra Leone,SLE,2006,-33.135498
Sierra Leone,SLE,2007,-24.728203
Sierra Leone,SLE,2008,-32.473011
Sierra Leone,SLE,2009,-37.681358
Sierra Leone,SLE,2010,20.741655
Sierra Leone,SLE,2011,-68.674477
Sierra Leone,SLE,2012,-43.208557
Singapore,SGP,1972,238.30861
Singapore,SGP,1973,353.78064
Singapore,SGP,1974,429.04495
Singapore,SGP,1975,516.05182
Singapore,SGP,1976,579.073
Singapore,SGP,1977,593.84021
Singapore,SGP,1978,688.82324
Singapore,SGP,1979,935.64716
Singapore,SGP,1980,1008.1709
Singapore,SGP,1981,1268.2628
Singapore,SGP,1982,1559.5405
Singapore,SGP,1983,2051.9592
Singapore,SGP,1984,2403.8889
Singapore,SGP,1985,1959.1534
Singapore,SGP,1986,1610.4938
Singapore,SGP,1987,1623.3795
Singapore,SGP,1988,2430.8354
Singapore,SGP,1989,3143.5232
Singapore,SGP,1990,3663.4824
Singapore,SGP,1991,4675.2891
Singapore,SGP,1992,5569.7471
Singapore,SGP,1993,5742.5718
Singapore,SGP,1994,7827.9165
Singapore,SGP,1995,9801.1797
Singapore,SGP,1996,10161.387
Singapore,SGP,1997,11220.291
Singapore,SGP,1998,8817.709
Singapore,SGP,1999,7912.9087
Singapore,SGP,2000,7889.9175
Singapore,SGP,2001,6035.4419
Singapore,SGP,2002,5496.9956
Singapore,SGP,2003,6211.4302
Singapore,SGP,2004,7735.71
Singapore,SGP,2005,9277.1973
Singapore,SGP,2006,12047.301
Singapore,SGP,2007,15153.978
Singapore,SGP,2008,13145.187
Singapore,SGP,2009,12471.035
Singapore,SGP,2010,19164.008
Singapore,SGP,2011,20963.066
Singapore,SGP,2012,20246.076
Singapore,SGP,2013,20706.732
Singapore,SGP,2014,19482.152
Singapore,SGP,2015,17992.883
Slovakia,SVK,1995,413.19754
Slovakia,SVK,1996,342.73898
Slovakia,SVK,1997,364.06573
Slovakia,SVK,1998,342.67816
Slovakia,SVK,1999,261.67813
Slovakia,SVK,2000,240.67215
Slovakia,SVK,2001,204.48175
Slovakia,SVK,2002,237.73244
Slovakia,SVK,2003,-4.4155526
Slovakia,SVK,2004,225.45062
Slovakia,SVK,2005,423.13928
Slovakia,SVK,2006,559.63538
Slovakia,SVK,2007,1289.8531
Slovakia,SVK,2008,1365.1329
Slovakia,SVK,2009,36.924591
Slovakia,SVK,2010,388.78885
Slovakia,SVK,2011,365.99908
Slovakia,SVK,2012,660.96222
Slovakia,SVK,2013,853.64313
Slovakia,SVK,2014,704.81158
Slovakia,SVK,2015,766.82074
Slovenia,SVN,1995,1131.9183
Slovenia,SVN,1996,1172.2584
Slovenia,SVN,1997,1242.9484
Slovenia,SVN,1998,1335.9679
Slovenia,SVN,1999,1342.74
Slovenia,SVN,2000,1064.9646
Slovenia,SVN,2001,1183.9385
Slovenia,SVN,2002,1390.6083
Slovenia,SVN,2003,1706.9121
Slovenia,SVN,2004,2026.3734
Slovenia,SVN,2005,2289.8906
Slovenia,SVN,2006,2903.6448
Slovenia,SVN,2007,3666.5935
Slovenia,SVN,2008,3858.4443
Slovenia,SVN,2009,1937.1937
Slovenia,SVN,2010,1614.4329
Slovenia,SVN,2011,1722.465
Slovenia,SVN,2012,1077.5354
Slovenia,SVN,2013,1452.1726
Slovenia,SVN,2014,2303.3562
Slovenia,SVN,2015,1855.5153
Solomon Islands,SLB,1981,-410.41138
Solomon Islands,SLB,1982,-281.15604
Solomon Islands,SLB,1983,-270.98456
Solomon Islands,SLB,1984,-326.50424
Solomon Islands,SLB,1985,-382.77646
Solomon Islands,SLB,1986,-312.56049
Solomon Islands,SLB,1987,-170.43221
Solomon Islands,SLB,1988,-266.18973
Solomon Islands,SLB,1989,-462.76758
Solomon Islands,SLB,1990,-371.76276
Solomon Islands,SLB,1997,-320.65857
Solomon Islands,SLB,1998,-138.00377
Solomon Islands,SLB,1999,-63.97298
Solomon Islands,SLB,2000,-129.72884
Solomon Islands,SLB,2001,-151.56888
Solomon Islands,SLB,2002,-81.358261
Solomon Islands,SLB,2003,13.819832
Solomon Islands,SLB,2004,-19.625654
Solomon Islands,SLB,2005,-148.68912
Solomon Islands,SLB,2006,-41.938145
South Africa,ZAF,1971,117.81183
South Africa,ZAF,1972,129.83781
South Africa,ZAF,1973,176.75313
South Africa,ZAF,1974,222.37039
South Africa,ZAF,1975,176.61136
South Africa,ZAF,1976,118.51804
