Entity,Code,Year,Adjusted net savings per capita (World Bank (2017)) ($)
Vanuatu,VUT,2001,116.63747
Vanuatu,VUT,2002,121.1263
Vanuatu,VUT,2003,93.654213
Vanuatu,VUT,2004,201.15218
Vanuatu,VUT,2005,183.0522
Vanuatu,VUT,2006,398.93881
Vanuatu,VUT,2007,506.22348
Vanuatu,VUT,2008,846.77924
Vanuatu,VUT,2009,773.71631
Vanuatu,VUT,2010,690.77179
Vanuatu,VUT,2011,521.99231
Vanuatu,VUT,2012,427.38367
Vanuatu,VUT,2013,658.09827
Vanuatu,VUT,2014,806.78229
Venezuela,VEN,1970,277.73004
Venezuela,VEN,1971,311.07184
Venezuela,VEN,1972,345.29169
Venezuela,VEN,1973,465.72504
Venezuela,VEN,1974,590.60553
Venezuela,VEN,1975,617.14465
Venezuela,VEN,1976,628.83429
Venezuela,VEN,1977,752.95251
Venezuela,VEN,1978,700.16785
Venezuela,VEN,1979,421.92343
Venezuela,VEN,1980,502.80063
Venezuela,VEN,1981,668.21631
Venezuela,VEN,1982,606.89056
Venezuela,VEN,1983,315.5304
Venezuela,VEN,1984,346.07736
Venezuela,VEN,1985,438.22778
Venezuela,VEN,1986,348.29855
Venezuela,VEN,1987,285.11557
Venezuela,VEN,1988,341.28253
Venezuela,VEN,1989,215.12024
Venezuela,VEN,1990,322.29538
Venezuela,VEN,1991,329.69595
Venezuela,VEN,1992,270.2811
Venezuela,VEN,1993,157.13245
Venezuela,VEN,1994,291.5835
Venezuela,VEN,1995,463.36499
Venezuela,VEN,1996,601.25061
Venezuela,VEN,1997,871.23041
Venezuela,VEN,1998,760.86365
Venezuela,VEN,1999,865.3913
Venezuela,VEN,2000,1173.3685
Venezuela,VEN,2001,1019.6971
Venezuela,VEN,2002,715.65546
Venezuela,VEN,2003,570.59802
Venezuela,VEN,2004,1045.5768
Venezuela,VEN,2005,1598.9751
Venezuela,VEN,2006,2074.2231
Venezuela,VEN,2007,2331.1819
Venezuela,VEN,2008,3582.5127
Venezuela,VEN,2009,2341.3657
Venezuela,VEN,2010,4014.8433
Venezuela,VEN,2011,3012.5117
Venezuela,VEN,2012,2980.7268
Venezuela,VEN,2013,2047.642
Vietnam,VNM,1996,49.087196
Vietnam,VNM,1997,57.413692
Vietnam,VNM,1998,68.867989
Vietnam,VNM,1999,78.585899
Vietnam,VNM,2000,80.576729
Vietnam,VNM,2001,93.89576
Vietnam,VNM,2002,89.522438
Vietnam,VNM,2003,88.868965
Vietnam,VNM,2004,71.054298
Vietnam,VNM,2005,136.47496
Vietnam,VNM,2006,156.21184
Vietnam,VNM,2007,154.43201
Vietnam,VNM,2008,143.16026
Vietnam,VNM,2009,190.47139
Vietnam,VNM,2010,231.43823
Vietnam,VNM,2011,215.06125
Vietnam,VNM,2012,337.07788
Vietnam,VNM,2013,347.3656
Vietnam,VNM,2014,389.20197
Vietnam,VNM,2015,359.53741
Yemen,YEM,2005,-91.73555
Yemen,YEM,2006,-132.03726
Yemen,YEM,2007,-165.14545
Yemen,YEM,2008,-176.19989
Yemen,YEM,2009,-142.88382
Yemen,YEM,2010,-109.827
Yemen,YEM,2011,-150.19417
Yemen,YEM,2012,-30.705284
Yemen,YEM,2013,-97.059128
Yemen,YEM,2014,21.102201
Yemen,YEM,2015,-116.46827
Zambia,ZMB,2010,83.241859
Zambia,ZMB,2011,145.53801
Zambia,ZMB,2012,145.51923
Zambia,ZMB,2013,89.002167
Zambia,ZMB,2014,108.01634
Zambia,ZMB,2015,103.03465
Zimbabwe,ZWE,1977,93.122307
Zimbabwe,ZWE,1978,59.72657
Zimbabwe,ZWE,1979,51.90942
Zimbabwe,ZWE,1980,96.68425
Zimbabwe,ZWE,1981,145.45526
Zimbabwe,ZWE,1982,131.23128
Zimbabwe,ZWE,1983,95.282585
Zimbabwe,ZWE,1984,143.89296
Zimbabwe,ZWE,1985,131.39975
Zimbabwe,ZWE,1986,170.33031
Zimbabwe,ZWE,1987,167.41484
Zimbabwe,ZWE,1988,221.61649
Zimbabwe,ZWE,1989,187.54048
Zimbabwe,ZWE,1990,207.87596
Zimbabwe,ZWE,1991,230.68307
Zimbabwe,ZWE,1992,176.0074
Zimbabwe,ZWE,1993,310.43887
Zimbabwe,ZWE,1994,347.43549
Zimbabwe,ZWE,2009,-8.3804207
Zimbabwe,ZWE,2010,-3.8212733
Zimbabwe,ZWE,2011,-123.78156
Zimbabwe,ZWE,2012,-206.86813
Zimbabwe,ZWE,2013,-224.0535
Zimbabwe,ZWE,2014,-190.56676
Zimbabwe,ZWE,2015,-133.8914
