Entity,Code,Year,"Male suicide rate (age-adjusted male suicides per 100,000)","Female suicide rate (age-adjusted female suicides per 100,000)"
Singapore,SGP,1989,18.14982,14.02505
Singapore,SGP,1990,15.68499,11.16215
Singapore,SGP,1991,13.34104,8.649853
Singapore,SGP,1992,11.25651,8.135537
Singapore,SGP,1993,12.69303,7.110344
Singapore,SGP,1994,13.65429,8.529442
Singapore,SGP,1995,15.9881,9.003538
Singapore,SGP,1996,10.57574,5.782323
Singapore,SGP,1997,12.93756,6.473236
Singapore,SGP,1998,13.02632,8.096891
Singapore,SGP,1999,11.69702,5.253664
Singapore,SGP,2000,12.15388,6.083872
Singapore,SGP,2001,11.51825,6.494368
Singapore,SGP,2002,10.89183,7.102538
Singapore,SGP,2003,11.57308,6.3655
Singapore,SGP,2004,11.07157,6.623429
Slovakia,SVK,1992,24.55667,4.573492
Slovakia,SVK,1993,23.30262,3.821248
Slovakia,SVK,1994,21.88799,3.597469
Slovakia,SVK,1995,22.61441,4.147551
Slovakia,SVK,1996,20.70107,3.37746
Slovakia,SVK,1997,19.00266,3.290371
Slovakia,SVK,1998,20.6374,2.69374
Slovakia,SVK,1999,20.84727,3.184771
Slovakia,SVK,2000,20.64439,4.106474
Slovakia,SVK,2001,20.19924,3.365531
Slovakia,SVK,2002,21.08754,2.965688
Slovakia,SVK,2003,21.93771,3.029095
Slovakia,SVK,2004,18.80426,3.281882
Slovenia,SVN,1985,49.74031,12.53832
Slovenia,SVN,1986,45.46986,11.278
Slovenia,SVN,1987,43.51923,14.18022
Slovenia,SVN,1988,45.24703,14.21275
Slovenia,SVN,1989,49.92982,13.43268
Slovenia,SVN,1990,40.50645,10.27987
Slovenia,SVN,1991,47.60148,11.83989
Slovenia,SVN,1992,41.5381,11.20632
Slovenia,SVN,1993,45.79264,10.36683
Slovenia,SVN,1994,44.6827,11.13168
Slovenia,SVN,1995,40.24912,9.963476
Slovenia,SVN,1996,41.8033,11.27626
Slovenia,SVN,1997,43.11447,9.36951
Slovenia,SVN,1998,43.31761,10.72607
Slovenia,SVN,1999,40.34452,10.64391
Slovenia,SVN,2000,38.12474,11.61877
Slovenia,SVN,2001,39.62702,8.804616
Slovenia,SVN,2002,36.0453,7.833283
Slovenia,SVN,2003,36.90978,8.426601
Slovenia,SVN,2004,30.2476,10.38242
Solomon Islands,SLB,2004,4.892630577,4.040680885
Somalia,SOM,2004,33.02750778,26.97296906
South Africa,ZAF,2004,25.56507301,7.15562439
South Korea,KOR,1985,15.14904,5.164001
South Korea,KOR,1986,14.10982,4.503972
South Korea,KOR,1987,12.94893,4.490364
South Korea,KOR,1988,10.84375,4.082624
South Korea,KOR,1989,10.94012,4.329062
South Korea,KOR,1990,11.11413,4.475991
South Korea,KOR,1991,10.50475,4.283374
South Korea,KOR,1992,11.9305,4.848248
South Korea,KOR,1993,13.87159,5.720911
South Korea,KOR,1994,13.86809,5.958957
South Korea,KOR,1995,15.5097,6.443645
South Korea,KOR,1996,18.53007,7.577933
South Korea,KOR,1997,18.86672,7.614263
South Korea,KOR,1998,27.23122,9.56099
South Korea,KOR,1999,21.82271,8.383825
South Korea,KOR,2000,19.49983,7.674746
South Korea,KOR,2002,25.43147,10.06169
South Korea,KOR,2003,31.80959,12.45745
South Korea,KOR,2004,32.49784,12.98079
Spain,ESP,1951,9.702232,2.915054
Spain,ESP,1952,9.558169,3.295042
Spain,ESP,1953,9.907714,2.903252
Spain,ESP,1954,9.811701,2.741883
Spain,ESP,1955,9.078657,2.602778
Spain,ESP,1956,8.4275,2.761642
Spain,ESP,1957,8.271105,2.79407
Spain,ESP,1958,7.950587,2.625093
Spain,ESP,1959,8.285385,2.562132
Spain,ESP,1960,8.75699,2.803123
Spain,ESP,1961,8.461027,2.385278
Spain,ESP,1962,7.780812,2.371431
Spain,ESP,1963,7.738816,2.402251
Spain,ESP,1964,7.945112,2.240458
Spain,ESP,1965,7.393143,2.283824
Spain,ESP,1966,7.401293,2.059052
Spain,ESP,1967,6.953454,2.123657
Spain,ESP,1968,6.485275,2.122182
Spain,ESP,1969,7.010796,1.938205
Spain,ESP,1970,6.105517,1.93455
Spain,ESP,1971,6.674414,1.917329
Spain,ESP,1972,6.796092,2.058717
Spain,ESP,1973,6.232269,2.115611
Spain,ESP,1974,5.827903,2.00362
Spain,ESP,1975,5.948262,1.77509
Spain,ESP,1976,6.134294,1.929668
Spain,ESP,1977,6.078854,1.910029
Spain,ESP,1978,6.020765,1.954299
Spain,ESP,1979,6.210747,1.853791
Spain,ESP,1980,6.603395,1.883753
Spain,ESP,1981,6.697839,2.020587
Spain,ESP,1982,6.928572,2.28023
Spain,ESP,1983,8.026987,2.525702
Spain,ESP,1984,9.143158,2.763804
Spain,ESP,1985,8.970794,2.842288
Spain,ESP,1986,9.882834,2.970881
Spain,ESP,1987,9.589047,3.256647
Spain,ESP,1988,10.19932,3.251727
Spain,ESP,1989,10.37489,3.022854
Spain,ESP,1990,9.793649,3.133903
Spain,ESP,1991,9.688658,2.96489
Spain,ESP,1992,9.450427,2.581168
Spain,ESP,1993,10.25855,2.883488
Spain,ESP,1994,10.76954,2.781699
Spain,ESP,1995,10.46919,2.815258
Spain,ESP,1996,10.61616,3.340948
Spain,ESP,1997,10.81126,3.125757
Spain,ESP,1998,10.51271,2.807407
Spain,ESP,2001,9.610643,2.681486
Spain,ESP,2002,9.880076,2.882634
Spain,ESP,2003,10.01017,2.899261
Spain,ESP,2004,9.851422,2.90705
Sri Lanka,LKA,1950,11.23527,5.011446
Sri Lanka,LKA,1951,11.83208,5.744753
Sri Lanka,LKA,1952,11.01291,6.003711
Sri Lanka,LKA,1953,12.21064,5.24056
Sri Lanka,LKA,1954,13.30095,6.659508
Sri Lanka,LKA,1955,12.22634,5.416183
Sri Lanka,LKA,1956,14.26081,5.432433
Sri Lanka,LKA,1957,15.28692,5.603672
Sri Lanka,LKA,1958,16.09668,5.405377
Sri Lanka,LKA,1959,14.39286,6.397889
Sri Lanka,LKA,1960,17.80459,7.043905
Sri Lanka,LKA,1961,16.79716,7.529852
Sri Lanka,LKA,1962,20.91992,7.576896
Sri Lanka,LKA,1963,22.63954,7.620313
Sri Lanka,LKA,1964,23.8775,10.14845
Sri Lanka,LKA,1965,22.40617,9.222506
Sri Lanka,LKA,1966,22.30304,9.719633
Sri Lanka,LKA,1967,30.02351,11.24375
Sri Lanka,LKA,1968,30.64032,10.70995
Sri Lanka,LKA,1977,27.81343,13.8749
Sri Lanka,LKA,1980,44.05927,19.61821
Sri Lanka,LKA,1981,43.24277,20.28778
Sri Lanka,LKA,1982,48.3875,20.90057
Sri Lanka,LKA,1983,52.87107,22.912
Sri Lanka,LKA,1984,54.59535,22.64383
Sri Lanka,LKA,1985,54.09293,21.2685
Sri Lanka,LKA,1986,52.7536,18.22672
Sri Lanka,LKA,2004,45.63751602,11.60693264
Sudan,SDN,2004,13.63727474,5.942135334
Suriname,SUR,2004,32.64708328,9.536875725
Swaziland,SWZ,2004,15.46560764,10.95679283
Sweden,SWE,1951,22.75544,6.732965
Sweden,SWE,1952,23.79813,6.355847
Sweden,SWE,1953,25.09013,8.111773
Sweden,SWE,1954,22.64736,7.265455
Sweden,SWE,1955,24.01801,7.44846
Sweden,SWE,1956,27.58143,8.021605
Sweden,SWE,1957,27.5053,7.768376
Sweden,SWE,1958,22.66192,7.471743
Sweden,SWE,1959,23.97156,8.108604
Sweden,SWE,1960,23.1223,7.636769
Sweden,SWE,1961,22.46557,7.284967
Sweden,SWE,1962,24.42081,8.2514
Sweden,SWE,1963,23.8648,9.054564
Sweden,SWE,1964,25.36592,9.76568
Sweden,SWE,1965,24.45315,9.071277
Sweden,SWE,1966,25.92117,9.653698
Sweden,SWE,1967,28.58081,10.20974
Sweden,SWE,1968,28.32438,10.59062
Sweden,SWE,1969,27.89718,11.44526
Sweden,SWE,1970,27.94622,12.03901
Sweden,SWE,1971,25.62592,10.92553
Sweden,SWE,1972,26.40089,10.18762
Sweden,SWE,1973,26.72003,10.68142
Sweden,SWE,1974,25.65115,10.09709
Sweden,SWE,1975,25.09587,10.09
Sweden,SWE,1976,23.96432,10.32404
Sweden,SWE,1977,25.32167,9.669584
Sweden,SWE,1978,23.56358,10.30105
Sweden,SWE,1979,25.16924,11.4315
Sweden,SWE,1980,24.84582,9.911782
Sweden,SWE,1981,21.72765,8.982367
Sweden,SWE,1982,24.28831,9.636292
Sweden,SWE,1983,23.87742,9.449626
Sweden,SWE,1984,24.32954,10.33465
Sweden,SWE,1985,21.81473,9.789674
Sweden,SWE,1986,23.5359,8.991082
Sweden,SWE,1987,22.45296,9.136179
Sweden,SWE,1988,22.8015,9.808012
Sweden,SWE,1989,23.22564,9.041406
Sweden,SWE,1990,20.25444,8.702847
Sweden,SWE,1991,20.8868,8.587622
Sweden,SWE,1992,18.26786,7.952881
Sweden,SWE,1993,18.6778,8.081827
Sweden,SWE,1994,17.96867,6.964609
Sweden,SWE,1995,18.26309,7.473848
Sweden,SWE,1996,16.91674,6.875292
Sweden,SWE,1997,16.63838,6.559667
Sweden,SWE,1998,16.67499,6.12134
Sweden,SWE,1999,16.52089,6.816168
Sweden,SWE,2000,15.12617,6.059021
Sweden,SWE,2001,15.56608,6.287191
Sweden,SWE,2002,16.2871,5.752751
Sweden,SWE,2003,14.4671,6.393465
Sweden,SWE,2004,15.61782,5.873864
Switzerland,CHE,1951,30.33841,10.56031
Switzerland,CHE,1952,31.03502,10.23782
Switzerland,CHE,1953,32.949,9.007576
Switzerland,CHE,1954,32.62229,10.58802
Switzerland,CHE,1955,29.88089,10.81122
Switzerland,CHE,1956,30.60099,10.37492
Switzerland,CHE,1957,30.61531,9.359056
Switzerland,CHE,1958,30.13363,10.11771
Switzerland,CHE,1959,28.95568,8.415977
Switzerland,CHE,1960,26.92226,9.792006
Switzerland,CHE,1961,25.2364,9.92152
Switzerland,CHE,1962,26.94219,9.488377
Switzerland,CHE,1963,24.4753,8.777312
Switzerland,CHE,1964,23.65306,8.980412
Switzerland,CHE,1965,26.95374,8.868424
Switzerland,CHE,1966,26.39052,9.2642
Switzerland,CHE,1967,26.06185,8.265817
Switzerland,CHE,1968,24.53819,8.602951
Switzerland,CHE,1969,24.43914,8.789406
Switzerland,CHE,1970,26.53881,8.986479
Switzerland,CHE,1971,25.04941,10.31645
Switzerland,CHE,1972,27.07225,10.10586
Switzerland,CHE,1973,26.00314,9.492155
Switzerland,CHE,1974,27.55334,11.08497
Switzerland,CHE,1975,31.20489,11.43602
Switzerland,CHE,1976,30.42174,11.17744
Switzerland,CHE,1977,31.97277,12.54905
Switzerland,CHE,1978,32.02621,12.59602
Switzerland,CHE,1979,31.89702,13.63322
Switzerland,CHE,1980,33.44262,13.08645
Switzerland,CHE,1981,30.5427,12.42186
Switzerland,CHE,1982,32.01274,12.3916
Switzerland,CHE,1983,33.21622,11.6622
Switzerland,CHE,1984,32.21432,11.83314
Switzerland,CHE,1985,31.32168,12.83876
Switzerland,CHE,1986,28.92554,10.98364
Switzerland,CHE,1987,30.45419,10.70665
Switzerland,CHE,1988,28.15347,10.14532
Switzerland,CHE,1989,28.38021,10.74188
Switzerland,CHE,1990,26.94739,10.18671
Switzerland,CHE,1991,29.20185,9.104451
Switzerland,CHE,1992,26.72009,8.590002
Switzerland,CHE,1993,25.56555,9.120775
Switzerland,CHE,1994,26.74516,9.546003
Switzerland,CHE,1995,25.19455,8.803282
Switzerland,CHE,1996,25.09206,9.073054
Switzerland,CHE,1997,23.76165,7.795402
Switzerland,CHE,2001,21.919,7.853479
Switzerland,CHE,2002,22.44623,9.060589
Switzerland,CHE,2003,19.12907,7.772471
Switzerland,CHE,2004,18.738,7.944855
Syria,SYR,2004,0.597565532,0.446933389
Tajikistan,TJK,2004,3.257120609,2.107353687
Tanzania,TZA,2004,17.50307846,7.750602245
Thailand,THA,2004,14.74799156,5.488035202
Timor,TLS,2004,12.34579182,6.960760593
Togo,TGO,2004,8.492129326,4.514622211
Tonga,TON,2004,3.846517801,5.062223911
Trinidad and Tobago,TTO,1951,5.785297,2.726427
Trinidad and Tobago,TTO,1952,7.27397,3.557668
Trinidad and Tobago,TTO,1953,10.18897,2.513744
Trinidad and Tobago,TTO,1954,8.769217,3.52006
Trinidad and Tobago,TTO,1955,13.79281,2.951571
Trinidad and Tobago,TTO,1956,12.91296,2.004345
Trinidad and Tobago,TTO,1957,14.62698,1.002481
Trinidad and Tobago,TTO,1958,7.793511,1.997751
Trinidad and Tobago,TTO,1960,6.642903,1.929697
Trinidad and Tobago,TTO,1961,7.362831,2.060731
Trinidad and Tobago,TTO,1962,6.522882,1.422584
Trinidad and Tobago,TTO,1963,5.279912,0.6129742
Trinidad and Tobago,TTO,1967,8.358265,1.817805
Trinidad and Tobago,TTO,1968,11.58803,5.748702
Trinidad and Tobago,TTO,1970,15.66931,4.756058
Trinidad and Tobago,TTO,1971,10.35357,1.656986
Trinidad and Tobago,TTO,1972,16.13442,6.732993
Trinidad and Tobago,TTO,1973,16.64358,5.951644
Trinidad and Tobago,TTO,1974,11.05883,6.169045
Trinidad and Tobago,TTO,1975,13.91031,6.241136
Trinidad and Tobago,TTO,1976,14.94793,5.048275
Trinidad and Tobago,TTO,1977,13.52917,5.142674
Trinidad and Tobago,TTO,1978,8.303322,1.132487
Trinidad and Tobago,TTO,1979,7.63773,3.493548
Trinidad and Tobago,TTO,1980,7.16725,1.637456
Trinidad and Tobago,TTO,1981,7.789286,2.97772
Trinidad and Tobago,TTO,1982,11.10799,3.640255
Trinidad and Tobago,TTO,1983,13.98364,4.719494
Trinidad and Tobago,TTO,1984,9.777418,3.369459
Trinidad and Tobago,TTO,1985,4.584487,0.7385139
Trinidad and Tobago,TTO,1986,13.30337,5.986737
Trinidad and Tobago,TTO,1987,16.99072,4.617908
Trinidad and Tobago,TTO,1988,22.93384,7.859989
Trinidad and Tobago,TTO,1989,25.24604,6.960498
Trinidad and Tobago,TTO,1990,22.43776,7.57019
Trinidad and Tobago,TTO,1991,20.94859,5.057765
Trinidad and Tobago,TTO,1992,22.6082,4.470154
Trinidad and Tobago,TTO,1993,23.88354,4.523787
Trinidad and Tobago,TTO,1994,19.5026,5.045835
Trinidad and Tobago,TTO,1995,27.16472,6.311679
Trinidad and Tobago,TTO,1996,20.38877,5.349893
Trinidad and Tobago,TTO,1997,22.11063,4.776528
Trinidad and Tobago,TTO,1998,23.93831,4.401545
Trinidad and Tobago,TTO,1999,19.1211,4.499389
Trinidad and Tobago,TTO,2000,22.07167,4.841399
Trinidad and Tobago,TTO,2001,22.7507,5.463157
Trinidad and Tobago,TTO,2002,20.08665,3.737824
Trinidad and Tobago,TTO,2004,22.53356361,7.175161362
Tunisia,TUN,2004,4.329698563,1.971736789
Turkey,TUR,2004,4.583178043,2.639457464
Turkmenistan,TKM,1981,18.75795,6.226524
Turkmenistan,TKM,1982,14.01583,6.27384
Turkmenistan,TKM,1985,15.12287,4.886627
Turkmenistan,TKM,1986,16.7749,7.469977
Turkmenistan,TKM,1987,14.81979,7.609131
Turkmenistan,TKM,1988,14.73198,6.029309
Turkmenistan,TKM,1989,13.47969,5.757218
Turkmenistan,TKM,1990,15.5346,5.822345
Turkmenistan,TKM,1991,13.32006,5.606867
Turkmenistan,TKM,1992,13.22693,5.243183
Turkmenistan,TKM,1993,11.72937,4.095586
Turkmenistan,TKM,1994,10.02413,4.861675
Turkmenistan,TKM,1995,11.29969,2.616967
Turkmenistan,TKM,1996,12.59451,3.076711
Turkmenistan,TKM,1997,13.42804,3.446744
Turkmenistan,TKM,1998,16.84886,4.092763
Turkmenistan,TKM,2004,20.89617538,4.012059212
Tuvalu,TUV,2004,8.264158249,7.446298599
USSR,OWID_USS,1982,47.42691,9.485607
USSR,OWID_USS,1983,49.35331,9.808056
USSR,OWID_USS,1984,51.90044,10.17777
USSR,OWID_USS,1985,42.3809,8.968728
USSR,OWID_USS,1986,31.0752,8.041356
USSR,OWID_USS,1987,31.58979,8.053088
USSR,OWID_USS,1988,32.15807,8.14377
USSR,OWID_USS,1989,35.44636,8.102757
USSR,OWID_USS,1990,35.57103,8.005068
Uganda,UGA,2004,16.82118797,8.046066284
Ukraine,UKR,1981,39.32916,7.436482
Ukraine,UKR,1982,40.96602,7.745018
Ukraine,UKR,1985,36.04244,7.111
Ukraine,UKR,1986,28.38107,6.966435
Ukraine,UKR,1987,29.96474,7.1759
Ukraine,UKR,1988,29.28366,7.015817
Ukraine,UKR,1989,33.20305,7.286044
Ukraine,UKR,1990,32.74656,6.774807
Ukraine,UKR,1991,32.91568,6.531469
Ukraine,UKR,1992,35.71603,7.356577
Ukraine,UKR,1993,38.55526,7.255165
Ukraine,UKR,1994,43.18591,7.740508
Ukraine,UKR,1995,46.52814,7.520094
Ukraine,UKR,1996,48.82568,7.687284
Ukraine,UKR,1997,47.38778,7.998254
Ukraine,UKR,1998,46.86461,8.130715
Ukraine,UKR,1999,45.97361,7.55036
Ukraine,UKR,2000,46.48815,7.670717
Ukraine,UKR,2001,43.15834,6.383736
Ukraine,UKR,2002,41.1476,6.361105
Ukraine,UKR,2003,40.38043,6.256175
Ukraine,UKR,2004,37.3636,5.39009
United Arab Emirates,ARE,2004,1.806055069,0.274214566
United Kingdom,GBR,1950,11.43233,5.367217
United Kingdom,GBR,1951,11.29382,5.466589
United Kingdom,GBR,1952,11.12799,5.059583
United Kingdom,GBR,1953,11.91818,5.663029
United Kingdom,GBR,1954,12.4511,6.053491
United Kingdom,GBR,1955,12.10914,6.340184
United Kingdom,GBR,1956,12.56579,6.697222
United Kingdom,GBR,1957,12.40468,6.864992
United Kingdom,GBR,1958,12.51756,6.803025
United Kingdom,GBR,1959,12.18669,6.780856
United Kingdom,GBR,1960,11.99681,6.661391
United Kingdom,GBR,1961,11.75955,6.950402
United Kingdom,GBR,1962,12.65946,7.493289
United Kingdom,GBR,1963,12.7929,7.807155
United Kingdom,GBR,1964,12.07235,7.645912
United Kingdom,GBR,1965,11.1514,7.214386
United Kingdom,GBR,1966,10.85252,6.986245
United Kingdom,GBR,1967,10.5854,6.294775
United Kingdom,GBR,1968,10.20879,6.129091
United Kingdom,GBR,1969,9.582495,5.7487
United Kingdom,GBR,1970,8.719311,5.405731
United Kingdom,GBR,1971,8.665622,5.371745
United Kingdom,GBR,1972,8.545503,5.229085
United Kingdom,GBR,1973,8.747685,5.33337
United Kingdom,GBR,1974,8.895075,5.380699
United Kingdom,GBR,1975,8.450904,5.148705
United Kingdom,GBR,1976,9.011999,5.041883
United Kingdom,GBR,1977,9.162452,5.316658
United Kingdom,GBR,1978,9.446365,5.232867
United Kingdom,GBR,1979,9.980624,5.512966
United Kingdom,GBR,1980,10.2206,5.566744
United Kingdom,GBR,1981,10.73835,5.229814
United Kingdom,GBR,1982,10.81128,4.948067
United Kingdom,GBR,1983,10.84736,4.734631
United Kingdom,GBR,1984,10.98399,4.635503
United Kingdom,GBR,1985,11.32458,4.682991
United Kingdom,GBR,1986,11.13024,3.999975
United Kingdom,GBR,1987,10.68571,3.807797
United Kingdom,GBR,1988,11.81646,3.846012
United Kingdom,GBR,1989,10.57383,3.181611
United Kingdom,GBR,1990,11.51284,3.194811
United Kingdom,GBR,1991,11.40854,3.013177
United Kingdom,GBR,1992,11.54631,3.054398
United Kingdom,GBR,1993,11.11882,2.900457
United Kingdom,GBR,1994,10.92725,2.795025
United Kingdom,GBR,1995,10.76036,2.725696
United Kingdom,GBR,1996,10.08934,2.828773
United Kingdom,GBR,1997,10.15644,2.762585
United Kingdom,GBR,1998,10.81911,2.856035
United Kingdom,GBR,1999,10.81001,2.861329
United Kingdom,GBR,2000,10.33551,2.871172
United Kingdom,GBR,2001,10.20752,2.635219
United Kingdom,GBR,2002,10.09898,2.755822
United Kingdom,GBR,2003,9.572784,2.660466
United Kingdom,GBR,2004,9.783954,2.879764
United States,USA,1950,17.77851,4.960009
United States,USA,1951,16.28027,4.561817
United States,USA,1952,15.88175,4.287655
United States,USA,1953,16.20172,4.190372
United States,USA,1954,16.45053,4.078955
United States,USA,1955,16.17426,4.496099
United States,USA,1956,15.95694,4.375252
United States,USA,1957,15.77539,4.237473
United States,USA,1958,17.29955,4.739722
United States,USA,1959,17.16739,4.696201
United States,USA,1960,17.11468,4.97594
United States,USA,1961,16.7991,4.965976
United States,USA,1962,17.32314,5.601066
United States,USA,1963,17.41107,5.965665
United States,USA,1964,17.04449,5.833147
United States,USA,1965,17.31475,6.312077
United States,USA,1966,17.10003,6.091924
United States,USA,1967,16.70201,6.288045
United States,USA,1968,16.6772,6.063595
United States,USA,1969,16.96198,6.495037
United States,USA,1970,17.55323,6.764477
United States,USA,1971,17.43881,6.994441
United States,USA,1972,18.07107,6.896132
United States,USA,1973,18.12635,6.578322
United States,USA,1974,18.35826,6.579705
United States,USA,1975,18.84915,6.739123
United States,USA,1976,18.36837,6.497314
United States,USA,1977,19.44749,6.599395
United States,USA,1978,18.25219,6.084483
United States,USA,1979,17.98113,5.831119
United States,USA,1980,17.9068,5.254861
United States,USA,1981,17.93703,5.563645
United States,USA,1982,18.37661,5.313848
United States,USA,1983,18.32817,5.124713
United States,USA,1984,18.6866,5.124178
United States,USA,1985,18.82926,4.825583
United States,USA,1986,19.42881,5.030247
United States,USA,1987,19.24467,4.862983
United States,USA,1988,18.87749,4.656812
United States,USA,1989,18.74973,4.476208
United States,USA,1990,19.17359,4.463702
United States,USA,1991,18.97799,4.323066
United States,USA,1992,18.50595,4.237412
United States,USA,1993,18.74911,4.269796
United States,USA,1994,18.72958,4.120951
United States,USA,1995,18.6631,4.027353
United States,USA,1996,18.05777,4.012577
United States,USA,1997,17.49109,4.041173
United States,USA,1998,17.311,3.971198
United States,USA,1999,16.37104,3.740543
United States,USA,2000,15.8555,3.634614
United States,USA,2001,16.30071,3.722382
United States,USA,2002,16.45662,3.841498
United States,USA,2003,16.13232,3.837264
United States,USA,2004,16.18447,4.175814
Uruguay,URY,1955,18.04284,7.821382
Uruguay,URY,1956,21.16918,9.487456
Uruguay,URY,1957,17.06626,7.101563
Uruguay,URY,1958,18.14059,5.600165
Uruguay,URY,1959,19.27122,5.789924
Uruguay,URY,1960,19.4641,7.090849
Uruguay,URY,1963,16.80121,4.748742
Uruguay,URY,1964,14.15188,3.986283
Uruguay,URY,1965,17.79073,5.687175
Uruguay,URY,1966,17.03898,5.505983
Uruguay,URY,1967,16.58594,5.024784
Uruguay,URY,1968,16.8644,4.872096
Uruguay,URY,1969,16.61457,5.634128
Uruguay,URY,1970,14.48357,5.243791
Uruguay,URY,1971,17.2133,4.628649
Uruguay,URY,1972,18.96768,4.473436
Uruguay,URY,1973,19.29246,4.54467
Uruguay,URY,1974,17.8912,6.014835
Uruguay,URY,1975,16.71816,4.083939
Uruguay,URY,1976,16.20861,5.437172
Uruguay,URY,1977,19.51051,4.145528
Uruguay,URY,1978,16.40801,4.677876
Uruguay,URY,1980,15.75476,2.957085
Uruguay,URY,1981,15.45711,2.594344
Uruguay,URY,1982,18.11897,3.678551
Uruguay,URY,1983,18.61906,3.279607
Uruguay,URY,1984,18.0129,3.863088
Uruguay,URY,1985,15.76493,3.107611
Uruguay,URY,1986,13.39979,3.52106
Uruguay,URY,1987,12.65487,3.911052
Uruguay,URY,1988,13.91242,3.361566
Uruguay,URY,1989,17.94848,4.188364
Uruguay,URY,1990,16.42166,3.695709
Uruguay,URY,1993,19.61811,5.488769
Uruguay,URY,1994,20.18342,4.154894
Uruguay,URY,1995,20.36055,5.791384
Uruguay,URY,1996,19.37699,4.79489
Uruguay,URY,1997,22.63041,4.889874
Uruguay,URY,1998,25.5048,5.797886
Uruguay,URY,1999,22.12918,4.640351
Uruguay,URY,2000,27.87655,5.195457
Uruguay,URY,2001,23.17886,5.992177
Uruguay,URY,2004,24.62257,5.87522
Uzbekistan,UZB,1981,15.05294,4.706081
Uzbekistan,UZB,1982,14.24871,4.700735
Uzbekistan,UZB,1985,16.64022,5.843649
Uzbekistan,UZB,1986,15.14436,5.153222
Uzbekistan,UZB,1987,13.19061,5.550764
Uzbekistan,UZB,1988,11.97316,5.186389
Uzbekistan,UZB,1989,14.47702,5.754392
Uzbekistan,UZB,1990,13.63582,5.557875
Uzbekistan,UZB,1991,13.81388,4.245213
Uzbekistan,UZB,1992,12.09948,3.858855
Uzbekistan,UZB,1993,12.4207,3.871968
Uzbekistan,UZB,1994,13.04666,3.723653
Uzbekistan,UZB,1995,13.9437,3.704561
Uzbekistan,UZB,1996,15.54354,3.800148
Uzbekistan,UZB,1997,13.59914,3.434181
Uzbekistan,UZB,1998,13.49692,3.408654
Uzbekistan,UZB,1999,14.07134,3.905299
Uzbekistan,UZB,2000,14.4234,4.224298
Uzbekistan,UZB,2001,13.80541,3.965342
Uzbekistan,UZB,2002,10.84465,3.367691
Uzbekistan,UZB,2003,9.563709,3.1516
Uzbekistan,UZB,2004,8.335874,2.460547
Vanuatu,VUT,2004,5.264332771,4.640526295
Venezuela,VEN,1955,11.71573,2.761771
Venezuela,VEN,1956,12.50311,3.440769
Venezuela,VEN,1957,10.25231,2.740319
Venezuela,VEN,1958,12.44056,3.402511
Venezuela,VEN,1959,10.96162,4.563677
Venezuela,VEN,1960,12.09969,3.825712
Venezuela,VEN,1961,10.9523,4.445967
Venezuela,VEN,1962,10.84552,4.279155
Venezuela,VEN,1963,11.38046,4.085367
Venezuela,VEN,1964,12.68132,3.904315
Venezuela,VEN,1965,13.46029,3.980485
Venezuela,VEN,1966,14.03911,4.737731
Venezuela,VEN,1967,12.96048,4.284422
Venezuela,VEN,1968,12.4001,4.133926
Venezuela,VEN,1969,15.00241,5.088382
Venezuela,VEN,1970,14.48611,4.608035
Venezuela,VEN,1971,13.47754,4.265741
Venezuela,VEN,1972,13.02315,4.063846
Venezuela,VEN,1973,12.89934,3.198213
Venezuela,VEN,1974,10.29035,2.95806
Venezuela,VEN,1975,11.37829,3.108485
Venezuela,VEN,1976,10.09245,2.485117
Venezuela,VEN,1977,9.832047,2.247088
Venezuela,VEN,1978,10.68574,2.456438
Venezuela,VEN,1979,8.958564,1.899036
Venezuela,VEN,1980,11.24496,2.16434
Venezuela,VEN,1981,9.579517,2.010783
Venezuela,VEN,1982,9.191083,2.33286
Venezuela,VEN,1983,10.54608,2.257488
Venezuela,VEN,1985,10.37314,2.101539
Venezuela,VEN,1986,10.01337,2.033747
Venezuela,VEN,1987,9.010385,1.909971
Venezuela,VEN,1988,10.07475,1.672729
Venezuela,VEN,1989,9.943327,2.104551
Venezuela,VEN,1990,10.37613,2.247543
Venezuela,VEN,1992,10.12002,1.615445
Venezuela,VEN,1993,9.66666,1.602647
Venezuela,VEN,1994,10.28348,2.075771
Venezuela,VEN,1996,9.180905,1.528837
Venezuela,VEN,1997,9.015438,1.824896
Venezuela,VEN,1998,9.398416,1.777638
Venezuela,VEN,1999,10.00875,1.890461
Venezuela,VEN,2000,10.2961,1.627371
Venezuela,VEN,2001,10.58273,1.898149
Venezuela,VEN,2002,9.732867,1.837916
Venezuela,VEN,2003,8.302842,1.756944
Venezuela,VEN,2004,7.2048,1.579628
Vietnam,VNM,2004,14.20449734,9.281546593
West Germany,OWID_GFR,1952,23.25524,10.05357
West Germany,OWID_GFR,1953,24.09809,10.19366
West Germany,OWID_GFR,1954,25.16584,11.24959
West Germany,OWID_GFR,1955,24.42391,11.23531
West Germany,OWID_GFR,1956,24.21899,10.62746
West Germany,OWID_GFR,1957,23.43021,10.5677
West Germany,OWID_GFR,1958,24.58185,10.54551
West Germany,OWID_GFR,1959,23.78552,10.60355
West Germany,OWID_GFR,1960,23.7907,10.6596
West Germany,OWID_GFR,1961,23.39816,10.97472
West Germany,OWID_GFR,1962,23.20643,10.41092
West Germany,OWID_GFR,1963,24.44666,10.88167
