Entity,Code,Year,"Health expenditure, public (% of total health expenditure) (% of total health expenditure)"
Mongolia,MNG,2000,77.76300168
Mongolia,MNG,2001,71.49321245
Mongolia,MNG,2002,59.44882732
Mongolia,MNG,2003,47.22216908
Mongolia,MNG,2004,48.82286845
Mongolia,MNG,2005,48.85480624
Mongolia,MNG,2006,51.26020358
Mongolia,MNG,2007,54.0401585
Mongolia,MNG,2008,57.08269686
Mongolia,MNG,2009,52.33354865
Mongolia,MNG,2010,56.51508076
Mongolia,MNG,2011,58.27361875
Mongolia,MNG,2012,53.56894735
Mongolia,MNG,2013,52.51362243
Mongolia,MNG,2014,55.39922972
Montenegro,MNE,1995,70.03367345
Montenegro,MNE,1996,69.89838206
Montenegro,MNE,1997,70.17587252
Montenegro,MNE,1998,70.02731635
Montenegro,MNE,1999,69.49562613
Montenegro,MNE,2000,71.02172257
Montenegro,MNE,2001,72.39706131
Montenegro,MNE,2002,70.57831403
Montenegro,MNE,2003,74.77017166
Montenegro,MNE,2004,73.77051272
Montenegro,MNE,2005,71.17358573
Montenegro,MNE,2006,70.0619861
Montenegro,MNE,2007,67.45257531
Montenegro,MNE,2008,65.0787016
Montenegro,MNE,2009,59.49029671
Montenegro,MNE,2010,60.46915442
Montenegro,MNE,2011,60.45764428
Montenegro,MNE,2012,61.71013303
Montenegro,MNE,2013,57.88118073
Montenegro,MNE,2014,57.15509291
Morocco,MAR,1995,33.31290536
Morocco,MAR,1996,32.78138803
Morocco,MAR,1997,28.93102457
Morocco,MAR,1998,30.11705271
Morocco,MAR,1999,28.8351324
Morocco,MAR,2000,29.41595343
Morocco,MAR,2001,32.16736689
Morocco,MAR,2002,25.97439354
Morocco,MAR,2003,26.56234868
Morocco,MAR,2004,27.40900459
Morocco,MAR,2005,28.4483247
Morocco,MAR,2006,32.7553114
Morocco,MAR,2007,34.66692293
Morocco,MAR,2008,34.94012106
Morocco,MAR,2009,36.12022724
Morocco,MAR,2010,35.28969684
Morocco,MAR,2011,34.86155601
Morocco,MAR,2012,35.48916041
Morocco,MAR,2013,32.98458983
Morocco,MAR,2014,33.87612493
Mozambique,MOZ,1995,64.0893117
Mozambique,MOZ,1996,60.67134672
Mozambique,MOZ,1997,63.82861834
Mozambique,MOZ,1998,65.66398141
Mozambique,MOZ,1999,67.47049439
Mozambique,MOZ,2000,69.97968764
Mozambique,MOZ,2001,70.31280385
Mozambique,MOZ,2002,69.6086723
Mozambique,MOZ,2003,64.26848688
Mozambique,MOZ,2004,59.56483398
Mozambique,MOZ,2005,62.70017958
Mozambique,MOZ,2006,60.66500088
Mozambique,MOZ,2007,59.01722568
Mozambique,MOZ,2008,53.05528433
Mozambique,MOZ,2009,46.27739754
Mozambique,MOZ,2010,56.09519358
Mozambique,MOZ,2011,42.73785526
Mozambique,MOZ,2012,49.76036497
Mozambique,MOZ,2013,52.88465249
Mozambique,MOZ,2014,56.43593402
Myanmar,MMR,1995,18.95618854
Myanmar,MMR,1996,15.80909159
Myanmar,MMR,1997,14.5766024
Myanmar,MMR,1998,10.59279538
Myanmar,MMR,1999,10.99106248
Myanmar,MMR,2000,14.20946706
Myanmar,MMR,2001,12.49559202
Myanmar,MMR,2002,15.29399779
Myanmar,MMR,2003,12.37520035
Myanmar,MMR,2004,13.56008548
Myanmar,MMR,2005,9.01449541
Myanmar,MMR,2006,14.42869319
Myanmar,MMR,2007,11.76503418
Myanmar,MMR,2008,11.07181177
Myanmar,MMR,2009,11.36715168
Myanmar,MMR,2010,15.58374686
Myanmar,MMR,2011,15.92891195
Myanmar,MMR,2012,36.94966256
Myanmar,MMR,2013,38.31183453
Myanmar,MMR,2014,45.91443245
Namibia,NAM,1995,71.10074696
Namibia,NAM,1996,72.23047065
Namibia,NAM,1997,71.96364747
Namibia,NAM,1998,72.44054274
Namibia,NAM,1999,73.32903874
Namibia,NAM,2000,68.92408048
Namibia,NAM,2001,56.22612568
Namibia,NAM,2002,57.9974001
Namibia,NAM,2003,57.05576522
Namibia,NAM,2004,49.55269703
Namibia,NAM,2005,48.91052418
Namibia,NAM,2006,43.46430291
Namibia,NAM,2007,54.349445
Namibia,NAM,2008,54.52609839
Namibia,NAM,2009,54.85657239
Namibia,NAM,2010,58.20670365
Namibia,NAM,2011,60.54080427
Namibia,NAM,2012,58.94202038
Namibia,NAM,2013,58.96525107
Namibia,NAM,2014,59.99916116
Nauru,NRU,1995,93.57160185
Nauru,NRU,1996,93.52082539
Nauru,NRU,1997,94.0347484
Nauru,NRU,1998,94.91338434
Nauru,NRU,1999,94.32788009
Nauru,NRU,2000,92.96681135
Nauru,NRU,2001,93.25123395
Nauru,NRU,2002,93.38381971
Nauru,NRU,2003,93.37673764
Nauru,NRU,2004,91.63103613
Nauru,NRU,2005,92.41442733
Nauru,NRU,2006,92.82083481
Nauru,NRU,2007,94.54378771
Nauru,NRU,2008,94.92470826
Nauru,NRU,2009,92.283882
Nauru,NRU,2010,92.87149975
Nauru,NRU,2011,92.7539836
Nauru,NRU,2012,93.60196728
Nauru,NRU,2013,90.13182799
Nauru,NRU,2014,86.20283985
Nepal,NPL,1995,26.48353285
Nepal,NPL,1996,26.24577442
Nepal,NPL,1997,26.75076781
Nepal,NPL,1998,38.64371697
Nepal,NPL,1999,30.02459451
Nepal,NPL,2000,24.90895555
Nepal,NPL,2001,29.7429804
Nepal,NPL,2002,29.2948818
Nepal,NPL,2003,27.85554771
Nepal,NPL,2004,27.31128549
Nepal,NPL,2005,27.69590464
Nepal,NPL,2006,35.89546645
Nepal,NPL,2007,39.08715526
Nepal,NPL,2008,42.35111686
Nepal,NPL,2009,44.07730738
Nepal,NPL,2010,44.58374482
Nepal,NPL,2011,48.17987836
Nepal,NPL,2012,41.86333246
Nepal,NPL,2013,39.03970975
Nepal,NPL,2014,40.3265133
Netherlands,NLD,1995,71.04323155
Netherlands,NLD,1996,66.17814243
Netherlands,NLD,1997,67.8164591
Netherlands,NLD,1998,64.14564868
Netherlands,NLD,1999,62.71289538
Netherlands,NLD,2000,63.07988335
Netherlands,NLD,2001,62.80753701
Netherlands,NLD,2002,62.45880186
Netherlands,NLD,2003,66.54017199
Netherlands,NLD,2004,65.61478842
Netherlands,NLD,2005,69.4846029
Netherlands,NLD,2006,85.22424504
Netherlands,NLD,2007,85.28739072
Netherlands,NLD,2008,85.77492364
Netherlands,NLD,2009,86.50416495
Netherlands,NLD,2010,86.68897448
Netherlands,NLD,2011,86.30867925
Netherlands,NLD,2012,86.52489062
Netherlands,NLD,2013,87.07334851
Netherlands,NLD,2014,87.00447612
New Zealand,NZL,1995,77.16879271
New Zealand,NZL,1996,76.68092559
New Zealand,NZL,1997,77.28928375
New Zealand,NZL,1998,77.0342499
New Zealand,NZL,1999,77.48182285
New Zealand,NZL,2000,78.01608579
New Zealand,NZL,2001,76.42234751
New Zealand,NZL,2002,77.89758725
New Zealand,NZL,2003,78.3384119
New Zealand,NZL,2004,79.63243081
New Zealand,NZL,2005,79.67781363
New Zealand,NZL,2006,80.06910144
New Zealand,NZL,2007,82.39470302
New Zealand,NZL,2008,83.2548347
New Zealand,NZL,2009,83.19846581
New Zealand,NZL,2010,83.09954354
New Zealand,NZL,2011,83.1107908
New Zealand,NZL,2012,82.80474118
New Zealand,NZL,2013,82.57527282
New Zealand,NZL,2014,82.34793671
Nicaragua,NIC,1995,64.40233525
Nicaragua,NIC,1996,59.20996136
Nicaragua,NIC,1997,48.90871654
Nicaragua,NIC,1998,49.26627776
Nicaragua,NIC,1999,45.78740157
Nicaragua,NIC,2000,53.45834526
Nicaragua,NIC,2001,53.92443405
Nicaragua,NIC,2002,52.4140849
Nicaragua,NIC,2003,56.60795639
Nicaragua,NIC,2004,55.33002104
Nicaragua,NIC,2005,56.46066981
Nicaragua,NIC,2006,54.85045961
Nicaragua,NIC,2007,54.85183277
Nicaragua,NIC,2008,54.84921298
Nicaragua,NIC,2009,62.87503628
Nicaragua,NIC,2010,65.18392017
Nicaragua,NIC,2011,63.84127549
Nicaragua,NIC,2012,52.975853
Nicaragua,NIC,2013,52.44017999
Nicaragua,NIC,2014,56.36857399
Niger,NER,1995,22.088526
Niger,NER,1996,20.38916781
Niger,NER,1997,25.04605689
Niger,NER,1998,24.95042851
Niger,NER,1999,24.91525357
Niger,NER,2000,25.35176323
Niger,NER,2001,26.63128898
Niger,NER,2002,29.14712366
Niger,NER,2003,26.96240056
Niger,NER,2004,27.92537126
Niger,NER,2005,41.66161231
Niger,NER,2006,42.94445358
Niger,NER,2007,38.37302175
Niger,NER,2008,39.89241055
Niger,NER,2009,37.98031722
Niger,NER,2010,33.99196432
Niger,NER,2011,36.83374209
Niger,NER,2012,36.20435006
Niger,NER,2013,48.24719185
Niger,NER,2014,55.21952573
Nigeria,NGA,1995,23.76164113
Nigeria,NGA,1996,20.59242496
Nigeria,NGA,1997,24.60953843
Nigeria,NGA,1998,26.14005563
Nigeria,NGA,1999,29.1248386
Nigeria,NGA,2000,33.46047946
Nigeria,NGA,2001,31.35043227
Nigeria,NGA,2002,25.57934921
Nigeria,NGA,2003,22.40366808
Nigeria,NGA,2004,32.69228426
Nigeria,NGA,2005,29.16950914
Nigeria,NGA,2006,32.94085015
Nigeria,NGA,2007,32.92245139
Nigeria,NGA,2008,36.76916892
Nigeria,NGA,2009,31.27909704
Nigeria,NGA,2010,26.1799153
Nigeria,NGA,2011,31.23428074
Nigeria,NGA,2012,31.31685853
Nigeria,NGA,2013,23.8295072
Nigeria,NGA,2014,25.14542956
North America,,1995,46.474174095707
North America,,1996,46.4127116026526
North America,,1997,46.1826705467809
North America,,1998,44.9201602418494
North America,,1999,44.4137451940934
North America,,2000,44.4891145653469
North America,,2001,45.3682732479429
North America,,2002,45.2253005639033
North America,,2003,45.1750187542042
North America,,2004,45.5512574202771
North America,,2005,45.7379746219763
North America,,2006,46.4705075481219
North America,,2007,46.5712579151746
North America,,2008,47.488495665435
North America,,2009,48.539829039221
North America,,2010,48.999953087543
North America,,2011,48.9444008203065
North America,,2012,48.84925975487
North America,,2013,49.1262992543321
North America,,2014,49.628344430708
Norway,NOR,1995,84.23184927
Norway,NOR,1996,84.17023277
Norway,NOR,1997,81.3112208
Norway,NOR,1998,82.18930677
Norway,NOR,1999,82.55708039
Norway,NOR,2000,82.48801507
Norway,NOR,2001,83.55696511
Norway,NOR,2002,83.47597147
Norway,NOR,2003,83.70849888
Norway,NOR,2004,83.55850903
Norway,NOR,2005,83.54240038
Norway,NOR,2006,83.77730064
Norway,NOR,2007,84.0969097
Norway,NOR,2008,84.39786941
Norway,NOR,2009,84.56695578
Norway,NOR,2010,84.6965336
Norway,NOR,2011,84.47508635
Norway,NOR,2012,84.89682122
Norway,NOR,2013,85.23767755
Norway,NOR,2014,85.49238347
OECD members,,1995,63.3115908101914
OECD members,,1996,62.5882981613578
OECD members,,1997,61.2288061230452
OECD members,,1998,60.0186964393912
OECD members,,1999,59.7433650332846
OECD members,,2000,59.0575402430837
OECD members,,2001,58.8784169038719
OECD members,,2002,58.6407459020925
OECD members,,2003,59.1459090013808
OECD members,,2004,59.820644418931
OECD members,,2005,59.8443500020519
OECD members,,2006,60.1891435322008
OECD members,,2007,60.5738226679765
OECD members,,2008,61.7304549954396
OECD members,,2009,62.4471309772219
OECD members,,2010,62.4884646367837
OECD members,,2011,62.7622013334931
OECD members,,2012,62.2112442086342
OECD members,,2013,62.1377524172186
OECD members,,2014,62.1609822407556
Oman,OMN,1995,83.91892795
Oman,OMN,1996,83.89703187
Oman,OMN,1997,82.92846489
Oman,OMN,1998,81.55677748
Oman,OMN,1999,81.66139847
Oman,OMN,2000,81.75173659
Oman,OMN,2001,82.02849122
Oman,OMN,2002,83.46998634
Oman,OMN,2003,82.87300276
Oman,OMN,2004,81.91400621
Oman,OMN,2005,82.34389366
Oman,OMN,2006,80.68894672
Oman,OMN,2007,81.14011401
Oman,OMN,2008,78.83358358
Oman,OMN,2009,81.29703393
Oman,OMN,2010,82.7135635
Oman,OMN,2011,81.82298397
Oman,OMN,2012,82.43119894
Oman,OMN,2013,87.24064662
Oman,OMN,2014,89.7659739
Other small states,,1995,64.2130742736924
Other small states,,1996,64.8005166270729
Other small states,,1997,65.9549826339337
Other small states,,1998,66.114726126454
Other small states,,1999,66.5085850449828
Other small states,,2000,66.6819117628753
Other small states,,2001,66.6893820062335
Other small states,,2002,67.6012667945936
Other small states,,2003,68.6808831226425
Other small states,,2004,68.1352458937694
Other small states,,2005,68.5079889204321
Other small states,,2006,68.1831275045957
Other small states,,2007,69.5838890559338
Other small states,,2008,68.7924677234102
Other small states,,2009,68.1027633039634
Other small states,,2010,68.7767550446918
Other small states,,2011,69.120913386941
Other small states,,2012,71.3003122583559
Other small states,,2013,71.9063173999257
Other small states,,2014,71.7690844144918
Pacific island small states,,1995,84.1624110849934
Pacific island small states,,1996,82.950213164107
Pacific island small states,,1997,83.2860171508807
Pacific island small states,,1998,83.2932708440664
Pacific island small states,,1999,82.5217651903185
Pacific island small states,,2000,84.4546638439064
Pacific island small states,,2001,84.2428340409803
Pacific island small states,,2002,84.3638889977647
Pacific island small states,,2003,84.1209733856011
Pacific island small states,,2004,83.9936716052371
Pacific island small states,,2005,85.1049185973212
Pacific island small states,,2006,83.8278038690168
Pacific island small states,,2007,82.1704358373209
Pacific island small states,,2008,82.2682408835132
Pacific island small states,,2009,80.6757129309527
Pacific island small states,,2010,81.4493843748452
Pacific island small states,,2011,79.1361318062604
Pacific island small states,,2012,79.01936364337
Pacific island small states,,2013,80.2435602960165
Pacific island small states,,2014,79.5664307923736
Pakistan,PAK,1995,26.18235605
Pakistan,PAK,1996,27.78099028
Pakistan,PAK,1997,25.55748278
Pakistan,PAK,1998,20.78162547
Pakistan,PAK,1999,19.58717849
Pakistan,PAK,2000,21.83325615
Pakistan,PAK,2001,21.1474201
Pakistan,PAK,2002,29.29185751
Pakistan,PAK,2003,24.85153313
Pakistan,PAK,2004,26.47855046
Pakistan,PAK,2005,23.54208171
Pakistan,PAK,2006,23.18775761
Pakistan,PAK,2007,23.82056922
Pakistan,PAK,2008,25.75066197
Pakistan,PAK,2009,27.31759626
Pakistan,PAK,2010,31.63805773
Pakistan,PAK,2011,30.59398369
Pakistan,PAK,2012,36.90448063
Pakistan,PAK,2013,36.77362314
Pakistan,PAK,2014,35.15076095
Palau,PLW,1995,74.21868697
Palau,PLW,1996,74.98618091
Palau,PLW,1997,74.15186967
Palau,PLW,1998,71.10902036
Palau,PLW,1999,67.57654178
Palau,PLW,2000,67.07431809
Palau,PLW,2001,71.7299119
Palau,PLW,2002,70.69815355
Palau,PLW,2003,71.88909928
Palau,PLW,2004,73.72149437
Palau,PLW,2005,71.76923667
Palau,PLW,2006,72.7768121
Palau,PLW,2007,72.8129974
Palau,PLW,2008,72.08293713
Palau,PLW,2009,69.43463617
Palau,PLW,2010,71.79852241
Palau,PLW,2011,70.45180119
Palau,PLW,2012,72.00035997
Palau,PLW,2013,71.21112236
Palau,PLW,2014,72.4042128
Panama,PAN,1995,67.95543906
Panama,PAN,1996,64.44145759
Panama,PAN,1997,68.46796657
Panama,PAN,1998,66.70969408
Panama,PAN,1999,66.28040239
Panama,PAN,2000,68.06694746
Panama,PAN,2001,67.08347044
Panama,PAN,2002,69.04810229
Panama,PAN,2003,66.36502288
Panama,PAN,2004,70.3471132
Panama,PAN,2005,69.60055335
Panama,PAN,2006,67.47289408
Panama,PAN,2007,64.20034833
Panama,PAN,2008,69.13147647
Panama,PAN,2009,74.5048813
Panama,PAN,2010,70.21133233
Panama,PAN,2011,67.85028269
Panama,PAN,2012,68.61818182
Panama,PAN,2013,71.77958741
Panama,PAN,2014,73.24406347
Papua New Guinea,PNG,1995,83.53960158
Papua New Guinea,PNG,1996,83.51678473
Papua New Guinea,PNG,1997,81.81110274
Papua New Guinea,PNG,1998,83.13540791
Papua New Guinea,PNG,1999,82.40356412
Papua New Guinea,PNG,2000,81.73778523
Papua New Guinea,PNG,2001,88.30469006
Papua New Guinea,PNG,2002,87.35078552
Papua New Guinea,PNG,2003,88.70208087
Papua New Guinea,PNG,2004,90.5745407
Papua New Guinea,PNG,2005,85.26580587
Papua New Guinea,PNG,2006,85.47219235
Papua New Guinea,PNG,2007,77.37574636
Papua New Guinea,PNG,2008,75.8231579
Papua New Guinea,PNG,2009,73.91358669
Papua New Guinea,PNG,2010,76.23538852
Papua New Guinea,PNG,2011,81.75967384
Papua New Guinea,PNG,2012,80.2912385
Papua New Guinea,PNG,2013,81.74047978
Papua New Guinea,PNG,2014,81.2826353
Paraguay,PRY,1995,35.96218074
Paraguay,PRY,1996,40.34972652
Paraguay,PRY,1997,39.21802917
Paraguay,PRY,1998,44.88285461
Paraguay,PRY,1999,44.60900864
Paraguay,PRY,2000,39.88401915
Paraguay,PRY,2001,34.85765031
Paraguay,PRY,2002,31.90028009
Paraguay,PRY,2003,32.57041109
Paraguay,PRY,2004,35.16657378
Paraguay,PRY,2005,38.77509241
Paraguay,PRY,2006,40.60813432
Paraguay,PRY,2007,41.98992577
Paraguay,PRY,2008,38.40739728
Paraguay,PRY,2009,38.27910844
Paraguay,PRY,2010,36.92609522
Paraguay,PRY,2011,39.96282385
Paraguay,PRY,2012,44.49940096
Paraguay,PRY,2013,45.56131638
Paraguay,PRY,2014,45.87372231
Peru,PER,1995,53.7745605
Peru,PER,1996,54.15330506
Peru,PER,1997,51.70278638
Peru,PER,1998,56.42343268
Peru,PER,1999,57.12820513
Peru,PER,2000,56.35808749
Peru,PER,2001,56.80131636
Peru,PER,2002,57.21544715
Peru,PER,2003,58.51172273
Peru,PER,2004,55.76069609
Peru,PER,2005,57.09824005
Peru,PER,2006,53.53717262
Peru,PER,2007,52.49807952
Peru,PER,2008,51.84060074
Peru,PER,2009,55.64521167
Peru,PER,2010,55.53389984
Peru,PER,2011,53.25888955
Peru,PER,2012,54.99793271
Peru,PER,2013,58.20352424
Peru,PER,2014,60.63822677
Philippines,PHL,1995,39.53440203
Philippines,PHL,1996,40.97893078
Philippines,PHL,1997,43.05025282
Philippines,PHL,1998,42.92825209
Philippines,PHL,1999,44.2049063
Philippines,PHL,2000,47.57484958
Philippines,PHL,2001,44.17167844
Philippines,PHL,2002,40.00636521
Philippines,PHL,2003,40.22628529
Philippines,PHL,2004,40.36776506
Philippines,PHL,2005,38.36751473
Philippines,PHL,2006,36.74891761
Philippines,PHL,2007,34.71339654
Philippines,PHL,2008,32.92782705
Philippines,PHL,2009,35.11390091
Philippines,PHL,2010,35.9785395
Philippines,PHL,2011,30.45187419
Philippines,PHL,2012,31.09484826
Philippines,PHL,2013,31.79651134
Philippines,PHL,2014,34.28217183
Poland,POL,1995,72.89071808
Poland,POL,1996,73.38865614
Poland,POL,1997,71.95721407
Poland,POL,1998,65.38364
Poland,POL,1999,71.12975096
Poland,POL,2000,70.03017178
Poland,POL,2001,71.89928845
Poland,POL,2002,71.15936086
Poland,POL,2003,69.91374069
Poland,POL,2004,68.58085415
Poland,POL,2005,69.29761535
Poland,POL,2006,69.8985563
Poland,POL,2007,70.39298447
Poland,POL,2008,71.77039095
Poland,POL,2009,71.58075191
Poland,POL,2010,71.21524257
Poland,POL,2011,70.27885474
Poland,POL,2012,69.17047923
Poland,POL,2013,70.80324908
Poland,POL,2014,70.98369638
Portugal,PRT,1995,62.6179613
Portugal,PRT,1996,65.2544869
Portugal,PRT,1997,65.68501498
Portugal,PRT,1998,67.11349419
Portugal,PRT,1999,67.56389671
Portugal,PRT,2000,67.74994974
Portugal,PRT,2001,68.47198474
Portugal,PRT,2002,70.5914424
Portugal,PRT,2003,68.80077809
Portugal,PRT,2004,70.0712802
Portugal,PRT,2005,70.06413282
Portugal,PRT,2006,68.06260215
Portugal,PRT,2007,67.64060221
Portugal,PRT,2008,67.42344788
Portugal,PRT,2009,68.729247
Portugal,PRT,2010,68.71399494
Portugal,PRT,2011,66.54975483
Portugal,PRT,2012,64.03080099
Portugal,PRT,2013,65.23535519
Portugal,PRT,2014,64.81570452
Post-demographic dividend,,1995,63.4150829524334
Post-demographic dividend,,1996,62.6792126463757
Post-demographic dividend,,1997,61.2807549009577
Post-demographic dividend,,1998,60.066781334021
Post-demographic dividend,,1999,59.8019790619561
Post-demographic dividend,,2000,59.1287676456018
Post-demographic dividend,,2001,58.9474529144828
Post-demographic dividend,,2002,58.6825412276227
Post-demographic dividend,,2003,59.2305311925561
Post-demographic dividend,,2004,59.8891658360659
Post-demographic dividend,,2005,59.9515391287423
Post-demographic dividend,,2006,60.2746362565128
Post-demographic dividend,,2007,60.6678632567656
Post-demographic dividend,,2008,61.7599952898445
Post-demographic dividend,,2009,62.4406637656124
Post-demographic dividend,,2010,62.5004781495246
Post-demographic dividend,,2011,62.742897524158
Post-demographic dividend,,2012,62.1900336802473
Post-demographic dividend,,2013,62.1010027031474
Post-demographic dividend,,2014,62.1520199526138
Pre-demographic dividend,,1995,29.4333478257988
Pre-demographic dividend,,1996,26.2196347897637
Pre-demographic dividend,,1997,28.6184878054968
Pre-demographic dividend,,1998,29.1619418651979
Pre-demographic dividend,,1999,32.2276511971277
Pre-demographic dividend,,2000,33.959156970889
Pre-demographic dividend,,2001,36.4317068878746
Pre-demographic dividend,,2002,34.5743537404454
Pre-demographic dividend,,2003,32.7874737648417
Pre-demographic dividend,,2004,39.5213252117865
Pre-demographic dividend,,2005,38.5328701944312
Pre-demographic dividend,,2006,41.0972621209709
Pre-demographic dividend,,2007,40.1756255118869
Pre-demographic dividend,,2008,44.1030700028154
Pre-demographic dividend,,2009,41.8424277435437
Pre-demographic dividend,,2010,39.9092548495253
Pre-demographic dividend,,2011,42.9701203173162
Pre-demographic dividend,,2012,43.9620439123361
Pre-demographic dividend,,2013,42.3128539207888
Pre-demographic dividend,,2014,40.5045941885247
Qatar,QAT,1995,62.63733059
Qatar,QAT,1996,67.5566461
Qatar,QAT,1997,68.29462823
Qatar,QAT,1998,66.52169861
Qatar,QAT,1999,67.1855216
Qatar,QAT,2000,72.30113636
Qatar,QAT,2001,75.18128063
Qatar,QAT,2002,75.07604045
Qatar,QAT,2003,84.20932976
Qatar,QAT,2004,84.18560547
Qatar,QAT,2005,84.13188292
Qatar,QAT,2006,84.07801238
Qatar,QAT,2007,84.02399369
Qatar,QAT,2008,83.96982667
Qatar,QAT,2009,78.42363481
Qatar,QAT,2010,77.45252334
Qatar,QAT,2011,78.16593886
Qatar,QAT,2012,84.94441701
Qatar,QAT,2013,86.43352917
Qatar,QAT,2014,85.74933411
Romania,ROU,1995,74.54398747
Romania,ROU,1996,73.21808882
Romania,ROU,1997,79.37601337
Romania,ROU,1998,75.58261769
Romania,ROU,1999,79.66169537
Romania,ROU,2000,81.1963098
Romania,ROU,2001,81.11764957
Romania,ROU,2002,82.18644068
Romania,ROU,2003,84.79965818
Romania,ROU,2004,74.59739491
Romania,ROU,2005,80.4292818
Romania,ROU,2006,79.66169268
Romania,ROU,2007,82.11424639
Romania,ROU,2008,81.9921646
Romania,ROU,2009,78.99799176
Romania,ROU,2010,80.34867889
Romania,ROU,2011,79.22429335
Romania,ROU,2012,80.26870083
Romania,ROU,2013,80.7831977
Romania,ROU,2014,80.40377734
Russia,RUS,1995,73.88453717
Russia,RUS,1996,71.43814726
Russia,RUS,1997,70.79005038
Russia,RUS,1998,65.08857765
Russia,RUS,1999,61.86327348
Russia,RUS,2000,59.88386771
Russia,RUS,2001,58.66009852
Russia,RUS,2002,58.95061728
Russia,RUS,2003,58.81479482
Russia,RUS,2004,59.5833805
Russia,RUS,2005,61.98171002
Russia,RUS,2006,63.23271938
Russia,RUS,2007,64.18068989
Russia,RUS,2008,56.55204468
Russia,RUS,2009,55.87641891
Russia,RUS,2010,54.12082619
Russia,RUS,2011,54.18270167
Russia,RUS,2012,55.17562059
Russia,RUS,2013,52.27545041
Russia,RUS,2014,52.20240017
Rwanda,RWA,1995,38.42845377
Rwanda,RWA,1996,42.29286022
Rwanda,RWA,1997,41.95872601
Rwanda,RWA,1998,50.3807302
Rwanda,RWA,1999,45.56187857
Rwanda,RWA,2000,39.16797876
Rwanda,RWA,2001,48.83295483
Rwanda,RWA,2002,52.2683566
Rwanda,RWA,2003,52.74302155
Rwanda,RWA,2004,46.05474556
Rwanda,RWA,2005,46.81875672
Rwanda,RWA,2006,49.72388184
Rwanda,RWA,2007,44.52167998
Rwanda,RWA,2008,36.94351962
Rwanda,RWA,2009,33.35303543
Rwanda,RWA,2010,37.01716622
Rwanda,RWA,2011,36.45596044
Rwanda,RWA,2012,36.93693883
Rwanda,RWA,2013,38.04680625
Rwanda,RWA,2014,38.09840906
Saint Kitts and Nevis,KNA,1995,54.83582803
Saint Kitts and Nevis,KNA,1996,52.25861615
Saint Kitts and Nevis,KNA,1997,52.4855035
Saint Kitts and Nevis,KNA,1998,54.21465413
Saint Kitts and Nevis,KNA,1999,50.85338386
Saint Kitts and Nevis,KNA,2000,48.39648258
Saint Kitts and Nevis,KNA,2001,45.50275107
Saint Kitts and Nevis,KNA,2002,43.1170831
Saint Kitts and Nevis,KNA,2003,42.17988478
Saint Kitts and Nevis,KNA,2004,39.55287147
Saint Kitts and Nevis,KNA,2005,40.03910688
Saint Kitts and Nevis,KNA,2006,42.80410887
Saint Kitts and Nevis,KNA,2007,40.71586687
Saint Kitts and Nevis,KNA,2008,34.33719205
Saint Kitts and Nevis,KNA,2009,43.84388894
Saint Kitts and Nevis,KNA,2010,46.03692514
Saint Kitts and Nevis,KNA,2011,38.43940727
Saint Kitts and Nevis,KNA,2012,41.04171645
Saint Kitts and Nevis,KNA,2013,35.59023654
Saint Kitts and Nevis,KNA,2014,42.21359858
Saint Lucia,LCA,1995,50.0169821
Saint Lucia,LCA,1996,50.1083033
Saint Lucia,LCA,1997,47.08958325
Saint Lucia,LCA,1998,60.12005766
Saint Lucia,LCA,1999,55.74264271
Saint Lucia,LCA,2000,52.00752561
Saint Lucia,LCA,2001,53.18592431
Saint Lucia,LCA,2002,51.65841663
Saint Lucia,LCA,2003,48.23184781
Saint Lucia,LCA,2004,47.55348799
Saint Lucia,LCA,2005,46.34735721
Saint Lucia,LCA,2006,48.87876412
Saint Lucia,LCA,2007,43.73666434
Saint Lucia,LCA,2008,48.06502102
Saint Lucia,LCA,2009,54.21606243
Saint Lucia,LCA,2010,49.8268991
Saint Lucia,LCA,2011,43.02337
Saint Lucia,LCA,2012,50.40183893
Saint Lucia,LCA,2013,45.01897934
Saint Lucia,LCA,2014,53.56858226
Saint Vincent and the Grenadines,VCT,1995,56.22989168
Saint Vincent and the Grenadines,VCT,1996,55.90593005
Saint Vincent and the Grenadines,VCT,1997,52.22023591
Saint Vincent and the Grenadines,VCT,1998,49.6564145
Saint Vincent and the Grenadines,VCT,1999,53.48885361
Saint Vincent and the Grenadines,VCT,2000,82.26578858
Saint Vincent and the Grenadines,VCT,2001,80.95308242
Saint Vincent and the Grenadines,VCT,2002,82.1962512
Saint Vincent and the Grenadines,VCT,2003,82.07530458
Saint Vincent and the Grenadines,VCT,2004,81.20008387
Saint Vincent and the Grenadines,VCT,2005,80.86897388
Saint Vincent and the Grenadines,VCT,2006,81.97617226
Saint Vincent and the Grenadines,VCT,2007,82.14286782
Saint Vincent and the Grenadines,VCT,2008,84.0278959
Saint Vincent and the Grenadines,VCT,2009,84.40907069
Saint Vincent and the Grenadines,VCT,2010,81.95216571
Saint Vincent and the Grenadines,VCT,2011,81.99092643
Saint Vincent and the Grenadines,VCT,2012,51.94460068
Saint Vincent and the Grenadines,VCT,2013,82.72088469
Saint Vincent and the Grenadines,VCT,2014,50.81229766
Samoa,WSM,1995,73.56942354
Samoa,WSM,1996,72.11353865
Samoa,WSM,1997,71.91633767
Samoa,WSM,1998,75.9987784
Samoa,WSM,1999,76.29269149
Samoa,WSM,2000,77.48926221
