Entity,Code,Year,"Political competition (How Was Life, OECD (2014)) (%)"
East Asia,,1820,0
East Asia,,1821,0
East Asia,,1822,0
East Asia,,1823,0
East Asia,,1824,0
East Asia,,1825,0
East Asia,,1826,0
East Asia,,1827,0
East Asia,,1828,0
East Asia,,1829,0
East Asia,,1830,0
East Asia,,1831,0
East Asia,,1832,0
East Asia,,1833,0
East Asia,,1834,0
East Asia,,1835,0
East Asia,,1836,0
East Asia,,1837,0
East Asia,,1838,0
East Asia,,1839,0
East Asia,,1840,0
East Asia,,1841,0
East Asia,,1842,0
East Asia,,1843,0
East Asia,,1844,0
East Asia,,1845,0
East Asia,,1846,0
East Asia,,1847,0
East Asia,,1848,0
East Asia,,1849,0
East Asia,,1850,0
East Asia,,1851,0
East Asia,,1852,0
East Asia,,1853,0
East Asia,,1854,0
East Asia,,1855,0
East Asia,,1856,0
East Asia,,1857,0
East Asia,,1858,0
East Asia,,1859,0
East Asia,,1860,0
East Asia,,1861,0
East Asia,,1862,0
East Asia,,1863,0
East Asia,,1864,0
East Asia,,1865,0
East Asia,,1866,0
East Asia,,1867,0
East Asia,,1868,0
East Asia,,1869,0
East Asia,,1870,0
East Asia,,1871,0
East Asia,,1872,0
East Asia,,1873,0
East Asia,,1874,0
East Asia,,1875,0
East Asia,,1876,0
East Asia,,1877,0
East Asia,,1878,0
East Asia,,1879,0
East Asia,,1880,0
East Asia,,1881,0
East Asia,,1882,0
East Asia,,1883,0
East Asia,,1884,0
East Asia,,1885,0
East Asia,,1886,0
East Asia,,1887,0
East Asia,,1888,0
East Asia,,1889,0
East Asia,,1890,2.7
East Asia,,1891,2.7
East Asia,,1892,2.0999999
East Asia,,1893,2.0999999
East Asia,,1894,2.0999999
East Asia,,1895,2.0999999
East Asia,,1896,2.0999999
East Asia,,1897,2.0999999
East Asia,,1898,1.6
East Asia,,1899,1.7
East Asia,,1900,1.7
East Asia,,1901,1.7
East Asia,,1902,2.5
East Asia,,1903,2.4000001
East Asia,,1904,2.5
East Asia,,1905,2.5
East Asia,,1906,2.5
East Asia,,1907,2.5
East Asia,,1908,2.4000001
East Asia,,1909,2.4000001
East Asia,,1910,2.4000001
East Asia,,1911,2.4000001
East Asia,,1912,24.1
East Asia,,1913,43.599998
East Asia,,1914,2.4000001
East Asia,,1915,3.0999999
East Asia,,1916,3.0999999
East Asia,,1917,2.9000001
East Asia,,1918,2.9000001
East Asia,,1919,2.9000001
East Asia,,1920,2
East Asia,,1921,2
East Asia,,1922,2
East Asia,,1923,2.0999999
East Asia,,1924,3.5999999
East Asia,,1925,3.5999999
East Asia,,1926,3.5999999
East Asia,,1927,3.7
East Asia,,1928,2.9000001
East Asia,,1929,3
East Asia,,1930,2.3
East Asia,,1931,2.3
East Asia,,1932,2.9000001
East Asia,,1933,2.9000001
East Asia,,1934,3
East Asia,,1935,3
East Asia,,1936,3.5
East Asia,,1937,3.9000001
East Asia,,1938,3.9000001
East Asia,,1939,3.9000001
East Asia,,1940,3.9000001
East Asia,,1941,4
East Asia,,1942,1.1
East Asia,,1943,1.1
East Asia,,1944,1.1
East Asia,,1945,8.6000004
East Asia,,1946,8.6999998
East Asia,,1947,16.200001
East Asia,,1948,17.4
East Asia,,1949,8.3000002
East Asia,,1950,7.9000001
East Asia,,1951,9
East Asia,,1952,9.3000002
East Asia,,1953,9.5
East Asia,,1954,8.8000002
East Asia,,1955,8.8000002
East Asia,,1956,6.5999999
East Asia,,1957,6.5999999
East Asia,,1958,6.5999999
East Asia,,1959,6.5999999
East Asia,,1960,6
East Asia,,1961,5.5999999
East Asia,,1962,5.5
East Asia,,1963,7.3000002
East Asia,,1964,7.3000002
East Asia,,1965,7.8000002
East Asia,,1966,7.6999998
East Asia,,1967,7.5999999
East Asia,,1968,7.5999999
East Asia,,1969,7.5
East Asia,,1970,7.5
East Asia,,1971,7.4000001
East Asia,,1972,5.6999998
East Asia,,1973,5.6999998
East Asia,,1974,6.1999998
East Asia,,1975,6.1999998
East Asia,,1976,6.0999999
East Asia,,1977,5.8000002
East Asia,,1978,5.4000001
East Asia,,1979,5.4000001
East Asia,,1980,5.9000001
East Asia,,1981,6.3000002
East Asia,,1982,6.1999998
East Asia,,1983,6.1999998
East Asia,,1984,5.8000002
East Asia,,1985,5.6999998
East Asia,,1986,5.6999998
East Asia,,1987,7
East Asia,,1988,7.3000002
East Asia,,1989,7.1999998
East Asia,,1990,7.1999998
East Asia,,1991,8.1000004
East Asia,,1992,7.9000001
East Asia,,1993,7.9000001
East Asia,,1994,7.5999999
East Asia,,1995,7.5999999
East Asia,,1996,7.5999999
East Asia,,1997,7.5999999
East Asia,,1998,6.6999998
East Asia,,1999,2.0999999
East Asia,,2000,2
Eastern Europe,,1820,0
Eastern Europe,,1821,0
Eastern Europe,,1822,0
Eastern Europe,,1823,0
Eastern Europe,,1824,0
Eastern Europe,,1825,0
Eastern Europe,,1826,0
Eastern Europe,,1827,0
Eastern Europe,,1828,0
Eastern Europe,,1829,0
Eastern Europe,,1830,0
Eastern Europe,,1831,0
Eastern Europe,,1832,0
Eastern Europe,,1833,0
Eastern Europe,,1834,0
Eastern Europe,,1835,0
Eastern Europe,,1836,0
Eastern Europe,,1837,0
Eastern Europe,,1838,0
Eastern Europe,,1839,0
Eastern Europe,,1840,0
Eastern Europe,,1841,0
Eastern Europe,,1842,0
Eastern Europe,,1843,0
Eastern Europe,,1844,0
Eastern Europe,,1845,0
Eastern Europe,,1846,0
Eastern Europe,,1847,0
Eastern Europe,,1848,0
Eastern Europe,,1849,0
Eastern Europe,,1850,0
Eastern Europe,,1851,0
Eastern Europe,,1852,0
Eastern Europe,,1853,0
Eastern Europe,,1854,0
Eastern Europe,,1855,0
Eastern Europe,,1856,0
Eastern Europe,,1857,0
Eastern Europe,,1858,0
Eastern Europe,,1859,0
Eastern Europe,,1860,0
Eastern Europe,,1861,0
Eastern Europe,,1862,0
Eastern Europe,,1863,0
Eastern Europe,,1864,0
Eastern Europe,,1865,0
Eastern Europe,,1866,0
Eastern Europe,,1867,0
Eastern Europe,,1868,0
Eastern Europe,,1869,5.5
Eastern Europe,,1870,5.5
Eastern Europe,,1871,6.3000002
Eastern Europe,,1872,5.3000002
Eastern Europe,,1873,2.7
Eastern Europe,,1874,1.5
Eastern Europe,,1875,1.2
Eastern Europe,,1876,1.6
Eastern Europe,,1877,1.6
Eastern Europe,,1878,2.5999999
Eastern Europe,,1879,3.7
Eastern Europe,,1880,3.5999999
Eastern Europe,,1881,3.5
Eastern Europe,,1882,3.5
Eastern Europe,,1883,3.5
Eastern Europe,,1884,3.2
Eastern Europe,,1885,3.2
Eastern Europe,,1886,3.7
Eastern Europe,,1887,3.7
Eastern Europe,,1888,3.7
Eastern Europe,,1889,3.7
Eastern Europe,,1890,3.5999999
Eastern Europe,,1891,4
Eastern Europe,,1892,4
Eastern Europe,,1893,3.5999999
Eastern Europe,,1894,3.5999999
Eastern Europe,,1895,3.5999999
Eastern Europe,,1896,4.0999999
Eastern Europe,,1897,4
Eastern Europe,,1898,4.0999999
Eastern Europe,,1899,4.5999999
Eastern Europe,,1900,4.5999999
Eastern Europe,,1901,4.4000001
Eastern Europe,,1902,4.3000002
Eastern Europe,,1903,4.3000002
Eastern Europe,,1904,4.3000002
Eastern Europe,,1905,5.0999999
Eastern Europe,,1906,4.3000002
Eastern Europe,,1907,4.0999999
Eastern Europe,,1908,4.4000001
Eastern Europe,,1909,4.3000002
Eastern Europe,,1910,5.5
Eastern Europe,,1911,5.9000001
Eastern Europe,,1912,5.9000001
Eastern Europe,,1913,6.0999999
Eastern Europe,,1914,5.0999999
Eastern Europe,,1915,5.0999999
Eastern Europe,,1916,5
Eastern Europe,,1917,5
Eastern Europe,,1918,5.8000002
Eastern Europe,,1919,12
Eastern Europe,,1920,12.9
Eastern Europe,,1921,13.2
Eastern Europe,,1922,15
Eastern Europe,,1923,12.5
Eastern Europe,,1924,12.3
Eastern Europe,,1925,12.4
Eastern Europe,,1926,5.8000002
Eastern Europe,,1927,5.8000002
Eastern Europe,,1928,10.1
Eastern Europe,,1929,10.1
Eastern Europe,,1930,8.6000004
Eastern Europe,,1931,13.1
Eastern Europe,,1932,13.2
Eastern Europe,,1933,14.3
Eastern Europe,,1934,12.7
Eastern Europe,,1935,11.8
Eastern Europe,,1936,11.9
Eastern Europe,,1937,12.2
Eastern Europe,,1938,10.3
Eastern Europe,,1939,0.60000002
Eastern Europe,,1940,0.5
Eastern Europe,,1941,0.5
Eastern Europe,,1942,0.5
Eastern Europe,,1943,0.5
Eastern Europe,,1944,0
Eastern Europe,,1945,1.7
Eastern Europe,,1946,3.3
Eastern Europe,,1947,4.6999998
Eastern Europe,,1948,0.40000001
Eastern Europe,,1949,0.69999999
Eastern Europe,,1950,0.69999999
Eastern Europe,,1951,0.69999999
Eastern Europe,,1952,0.30000001
Eastern Europe,,1953,0.30000001
Eastern Europe,,1954,0.2
Eastern Europe,,1955,0.2
Eastern Europe,,1956,0.2
Eastern Europe,,1957,0.30000001
Eastern Europe,,1958,0.30000001
Eastern Europe,,1959,0.30000001
Eastern Europe,,1960,0.30000001
Eastern Europe,,1961,0.2
Eastern Europe,,1962,0.2
Eastern Europe,,1963,0.2
Eastern Europe,,1964,0.2
Eastern Europe,,1965,0.2
Eastern Europe,,1966,0.2
Eastern Europe,,1967,0.2
Eastern Europe,,1968,0.2
Eastern Europe,,1969,0.2
Eastern Europe,,1970,0.2
Eastern Europe,,1971,0.1
Eastern Europe,,1972,0.1
Eastern Europe,,1973,0.1
Eastern Europe,,1974,0
Eastern Europe,,1975,0.1
Eastern Europe,,1976,0.1
Eastern Europe,,1977,6.6999998
Eastern Europe,,1978,6.6999998
Eastern Europe,,1979,6.8000002
Eastern Europe,,1980,6.8000002
Eastern Europe,,1981,6.8000002
Eastern Europe,,1982,5.3000002
Eastern Europe,,1983,5.1999998
Eastern Europe,,1984,5.1999998
Eastern Europe,,1985,5.3000002
Eastern Europe,,1986,5.6999998
Eastern Europe,,1987,5.5999999
Eastern Europe,,1988,5.5999999
Eastern Europe,,1989,16.1
Eastern Europe,,1990,19.1
Eastern Europe,,1991,35.099998
Eastern Europe,,1992,36.900002
Eastern Europe,,1993,28.299999
Eastern Europe,,1994,30.299999
Eastern Europe,,1995,31.299999
Eastern Europe,,1996,32.400002
Eastern Europe,,1997,31.4
Eastern Europe,,1998,32
Eastern Europe,,1999,31.5
Eastern Europe,,2000,30.5
Latin America and Caribbean,,1820,0
Latin America and Caribbean,,1821,0
Latin America and Caribbean,,1822,0
Latin America and Caribbean,,1823,0
Latin America and Caribbean,,1824,0
Latin America and Caribbean,,1825,0
Latin America and Caribbean,,1826,0
Latin America and Caribbean,,1827,0
Latin America and Caribbean,,1828,0
Latin America and Caribbean,,1829,0
Latin America and Caribbean,,1830,0
Latin America and Caribbean,,1831,0
Latin America and Caribbean,,1832,0
Latin America and Caribbean,,1833,0
Latin America and Caribbean,,1834,0
Latin America and Caribbean,,1835,0
Latin America and Caribbean,,1836,0
Latin America and Caribbean,,1837,0
Latin America and Caribbean,,1838,0
Latin America and Caribbean,,1839,0
Latin America and Caribbean,,1840,0
Latin America and Caribbean,,1841,0
Latin America and Caribbean,,1842,0
Latin America and Caribbean,,1843,0
Latin America and Caribbean,,1844,0
Latin America and Caribbean,,1845,0.89999998
Latin America and Caribbean,,1846,0.89999998
Latin America and Caribbean,,1847,0.89999998
Latin America and Caribbean,,1848,0.89999998
Latin America and Caribbean,,1849,3.9000001
Latin America and Caribbean,,1850,5.3000002
Latin America and Caribbean,,1851,15.8
Latin America and Caribbean,,1852,15.8
Latin America and Caribbean,,1853,11.3
Latin America and Caribbean,,1854,8.1000004
Latin America and Caribbean,,1855,1.1
Latin America and Caribbean,,1856,1
Latin America and Caribbean,,1857,5.5999999
Latin America and Caribbean,,1858,5.5
Latin America and Caribbean,,1859,2.4000001
Latin America and Caribbean,,1860,2.4000001
Latin America and Caribbean,,1861,11.6
Latin America and Caribbean,,1862,11.8
Latin America and Caribbean,,1863,14.1
Latin America and Caribbean,,1864,3.5
Latin America and Caribbean,,1865,1.9
Latin America and Caribbean,,1866,2.4000001
Latin America and Caribbean,,1867,8.6999998
Latin America and Caribbean,,1868,11.8
Latin America and Caribbean,,1869,11.3
Latin America and Caribbean,,1870,11.2
Latin America and Caribbean,,1871,17.1
Latin America and Caribbean,,1872,8.3000002
Latin America and Caribbean,,1873,9
Latin America and Caribbean,,1874,9.1000004
Latin America and Caribbean,,1875,9.3000002
Latin America and Caribbean,,1876,6.0999999
Latin America and Caribbean,,1877,9.6000004
Latin America and Caribbean,,1878,4.5999999
Latin America and Caribbean,,1879,4
Latin America and Caribbean,,1880,6.0999999
Latin America and Caribbean,,1881,6.6999998
Latin America and Caribbean,,1882,6
Latin America and Caribbean,,1883,5.9000001
Latin America and Caribbean,,1884,8
Latin America and Caribbean,,1885,8
Latin America and Caribbean,,1886,4.8000002
Latin America and Caribbean,,1887,5.1999998
Latin America and Caribbean,,1888,3.8
Latin America and Caribbean,,1889,3.8
Latin America and Caribbean,,1890,4.8000002
Latin America and Caribbean,,1891,12.1
Latin America and Caribbean,,1892,13.4
Latin America and Caribbean,,1893,13.1
Latin America and Caribbean,,1894,9.1000004
Latin America and Caribbean,,1895,8.3999996
Latin America and Caribbean,,1896,10.1
Latin America and Caribbean,,1897,9.6999998
Latin America and Caribbean,,1898,8.8000002
Latin America and Caribbean,,1899,7.9000001
Latin America and Caribbean,,1900,6.9000001
Latin America and Caribbean,,1901,7.9000001
Latin America and Caribbean,,1902,10.2
Latin America and Caribbean,,1903,11
Latin America and Caribbean,,1904,13.8
Latin America and Caribbean,,1905,10.8
Latin America and Caribbean,,1906,7
Latin America and Caribbean,,1907,6.9000001
Latin America and Caribbean,,1908,6.9000001
Latin America and Caribbean,,1909,9.8999996
Latin America and Caribbean,,1910,16.6
Latin America and Caribbean,,1911,16.299999
Latin America and Caribbean,,1912,18
Latin America and Caribbean,,1913,16.4
Latin America and Caribbean,,1914,5.5999999
Latin America and Caribbean,,1915,8.5
Latin America and Caribbean,,1916,12.6
Latin America and Caribbean,,1917,14.4
Latin America and Caribbean,,1918,14
Latin America and Caribbean,,1919,26
Latin America and Caribbean,,1920,26.200001
Latin America and Caribbean,,1921,26.299999
Latin America and Caribbean,,1922,29.4
Latin America and Caribbean,,1923,29.9
Latin America and Caribbean,,1924,27.700001
Latin America and Caribbean,,1925,27.299999
Latin America and Caribbean,,1926,11
Latin America and Caribbean,,1927,9.8999996
Latin America and Caribbean,,1928,8.1000004
Latin America and Caribbean,,1929,8.8999996
Latin America and Caribbean,,1930,8.1000004
Latin America and Caribbean,,1931,14.7
Latin America and Caribbean,,1932,15.7
Latin America and Caribbean,,1933,13.4
Latin America and Caribbean,,1934,18
Latin America and Caribbean,,1935,18
Latin America and Caribbean,,1936,16.9
Latin America and Caribbean,,1937,10.6
Latin America and Caribbean,,1938,10.8
Latin America and Caribbean,,1939,12.4
Latin America and Caribbean,,1940,14.1
Latin America and Caribbean,,1941,14
Latin America and Caribbean,,1942,16.799999
Latin America and Caribbean,,1943,11.9
Latin America and Caribbean,,1944,11.2
Latin America and Caribbean,,1945,27.5
Latin America and Caribbean,,1946,37.200001
Latin America and Caribbean,,1947,37.299999
Latin America and Caribbean,,1948,37
Latin America and Caribbean,,1949,32.200001
Latin America and Caribbean,,1950,34.200001
Latin America and Caribbean,,1951,34.799999
Latin America and Caribbean,,1952,34.400002
Latin America and Caribbean,,1953,33.299999
Latin America and Caribbean,,1954,32.5
Latin America and Caribbean,,1955,32.700001
Latin America and Caribbean,,1956,35.200001
Latin America and Caribbean,,1957,35.700001
Latin America and Caribbean,,1958,41.799999
Latin America and Caribbean,,1959,41.900002
Latin America and Caribbean,,1960,37.900002
Latin America and Caribbean,,1961,37.700001
Latin America and Caribbean,,1962,32.599998
Latin America and Caribbean,,1963,38.400002
Latin America and Caribbean,,1964,19.4
Latin America and Caribbean,,1965,19.9
Latin America and Caribbean,,1966,15.2
Latin America and Caribbean,,1967,15.9
Latin America and Caribbean,,1968,13.6
Latin America and Caribbean,,1969,13.3
Latin America and Caribbean,,1970,15.7
Latin America and Caribbean,,1971,16.200001
Latin America and Caribbean,,1972,15.4
Latin America and Caribbean,,1973,15.9
Latin America and Caribbean,,1974,14.3
Latin America and Caribbean,,1975,14.7
Latin America and Caribbean,,1976,9.8999996
Latin America and Caribbean,,1977,9.8000002
Latin America and Caribbean,,1978,24.1
Latin America and Caribbean,,1979,24.299999
Latin America and Caribbean,,1980,26.700001
Latin America and Caribbean,,1981,28.1
Latin America and Caribbean,,1982,31.6
Latin America and Caribbean,,1983,35
Latin America and Caribbean,,1984,36.599998
Latin America and Caribbean,,1985,32.599998
Latin America and Caribbean,,1986,31.700001
Latin America and Caribbean,,1987,31.6
Latin America and Caribbean,,1988,39.299999
Latin America and Caribbean,,1989,44.799999
Latin America and Caribbean,,1990,51.299999
Latin America and Caribbean,,1991,51.400002
Latin America and Caribbean,,1992,51.5
Latin America and Caribbean,,1993,51
Latin America and Caribbean,,1994,51
Latin America and Caribbean,,1995,50.400002
Latin America and Caribbean,,1996,51.599998
Latin America and Caribbean,,1997,51.700001
Latin America and Caribbean,,1998,52.599998
Latin America and Caribbean,,1999,51.900002
Latin America and Caribbean,,2000,51.700001
Middle East and North Africa,,1820,0
Middle East and North Africa,,1821,0
Middle East and North Africa,,1822,0
Middle East and North Africa,,1823,0
Middle East and North Africa,,1824,0
Middle East and North Africa,,1825,0
Middle East and North Africa,,1826,0
Middle East and North Africa,,1827,0
Middle East and North Africa,,1828,0
Middle East and North Africa,,1829,0
Middle East and North Africa,,1830,0
Middle East and North Africa,,1831,0
Middle East and North Africa,,1832,0
Middle East and North Africa,,1833,0
Middle East and North Africa,,1834,0
Middle East and North Africa,,1835,0
Middle East and North Africa,,1836,0
Middle East and North Africa,,1837,0
Middle East and North Africa,,1838,0
Middle East and North Africa,,1839,0
Middle East and North Africa,,1840,0
Middle East and North Africa,,1841,0
Middle East and North Africa,,1842,0
Middle East and North Africa,,1843,0
Middle East and North Africa,,1844,0
Middle East and North Africa,,1845,0
Middle East and North Africa,,1846,0
Middle East and North Africa,,1847,0
Middle East and North Africa,,1848,0
Middle East and North Africa,,1849,0
Middle East and North Africa,,1850,0
Middle East and North Africa,,1851,0
Middle East and North Africa,,1852,0
Middle East and North Africa,,1853,0
Middle East and North Africa,,1854,0
Middle East and North Africa,,1855,0
Middle East and North Africa,,1856,0
Middle East and North Africa,,1857,0
Middle East and North Africa,,1858,0
Middle East and North Africa,,1859,0
Middle East and North Africa,,1860,0
Middle East and North Africa,,1861,0
Middle East and North Africa,,1862,0
Middle East and North Africa,,1863,0
Middle East and North Africa,,1864,0
Middle East and North Africa,,1865,0
Middle East and North Africa,,1866,0
Middle East and North Africa,,1867,0
Middle East and North Africa,,1868,0
Middle East and North Africa,,1869,0
Middle East and North Africa,,1870,0
Middle East and North Africa,,1871,0
Middle East and North Africa,,1872,0
Middle East and North Africa,,1873,0
Middle East and North Africa,,1874,0
Middle East and North Africa,,1875,0
Middle East and North Africa,,1876,0
Middle East and North Africa,,1877,0
Middle East and North Africa,,1878,0
Middle East and North Africa,,1879,0
Middle East and North Africa,,1880,0
Middle East and North Africa,,1881,0
Middle East and North Africa,,1882,0
Middle East and North Africa,,1883,0
Middle East and North Africa,,1884,0
Middle East and North Africa,,1885,0
Middle East and North Africa,,1886,0
Middle East and North Africa,,1887,0
Middle East and North Africa,,1888,0
Middle East and North Africa,,1889,0
Middle East and North Africa,,1890,0
Middle East and North Africa,,1891,0
Middle East and North Africa,,1892,0
Middle East and North Africa,,1893,0
Middle East and North Africa,,1894,0
Middle East and North Africa,,1895,0
Middle East and North Africa,,1896,0
Middle East and North Africa,,1897,0
Middle East and North Africa,,1898,0
Middle East and North Africa,,1899,0
Middle East and North Africa,,1900,0
Middle East and North Africa,,1901,0
Middle East and North Africa,,1902,0
Middle East and North Africa,,1903,0
Middle East and North Africa,,1904,0
Middle East and North Africa,,1905,0
Middle East and North Africa,,1906,9.6999998
Middle East and North Africa,,1907,9.6999998
Middle East and North Africa,,1908,0
Middle East and North Africa,,1909,9.6999998
Middle East and North Africa,,1910,9.6999998
Middle East and North Africa,,1911,0
Middle East and North Africa,,1912,0
Middle East and North Africa,,1913,0
Middle East and North Africa,,1914,9.6999998
Middle East and North Africa,,1915,0
Middle East and North Africa,,1916,0
Middle East and North Africa,,1917,0
Middle East and North Africa,,1918,0
Middle East and North Africa,,1919,0
Middle East and North Africa,,1920,0
Middle East and North Africa,,1921,9.6000004
Middle East and North Africa,,1922,9.6000004
Middle East and North Africa,,1923,9.6000004
Middle East and North Africa,,1924,9.6000004
Middle East and North Africa,,1925,0
Middle East and North Africa,,1926,0
Middle East and North Africa,,1927,0
Middle East and North Africa,,1928,0
Middle East and North Africa,,1929,0
Middle East and North Africa,,1930,0
Middle East and North Africa,,1931,0
Middle East and North Africa,,1932,0.1
Middle East and North Africa,,1933,0.1
Middle East and North Africa,,1934,0.1
Middle East and North Africa,,1935,0
Middle East and North Africa,,1936,0
Middle East and North Africa,,1937,0.1
Middle East and North Africa,,1938,0
Middle East and North Africa,,1939,0.1
Middle East and North Africa,,1940,0
Middle East and North Africa,,1941,9.3000002
Middle East and North Africa,,1942,9.3000002
Middle East and North Africa,,1943,9.3000002
Middle East and North Africa,,1944,9.3000002
Middle East and North Africa,,1945,9.3000002
Middle East and North Africa,,1946,9.1999998
Middle East and North Africa,,1947,5.3000002
Middle East and North Africa,,1948,5.3000002
Middle East and North Africa,,1949,11
Middle East and North Africa,,1950,11
Middle East and North Africa,,1951,11.1
Middle East and North Africa,,1952,10.9
Middle East and North Africa,,1953,10.8
Middle East and North Africa,,1954,1.9
Middle East and North Africa,,1955,2.0999999
Middle East and North Africa,,1956,2.4000001
Middle East and North Africa,,1957,2
Middle East and North Africa,,1958,2
Middle East and North Africa,,1959,1.8
Middle East and North Africa,,1960,1.8
Middle East and North Africa,,1961,1.9
Middle East and North Africa,,1962,1.8
Middle East and North Africa,,1963,2.4000001
Middle East and North Africa,,1964,2.3
Middle East and North Africa,,1965,2.3
Middle East and North Africa,,1966,2.2
